EmpiricalD2,TimestepsSoFar,InitialReturnStd,LearnableVariance,InitialReturnMax,Bound,ReturnMeanIW,StdIWNorm,MeanIW,ReturnStepMaxmin,EpLenMean,StdIW,Iteration,MaxIW,InitialReturnMean,MinIW,MaxIWNorm,InitialBound,OptimizationReturnMean,TimeElapsed,EpRewMean,MeanIWNorm,ESSRenyi,OptimizationReturnMin,ESSClassic,InitialReturnMin,VarianceInit,OptimizationReturnMax,Weights,ReturnStepMax,J_sample_variance,MinIWNorm,MeanEntropy,EpisodesSoFar,EpThisIter
1.0136387,484742,203.07178,,1619.6804,718.1006,917.8183,0.0012109559,1.0036622,10.0,92.17,0.1210956,73,1.3360575,911.4293,0.75411284,0.013360575,713.0597,321.6894,863.5788419246674,911.4292543632873,0.010036622,98.65448,,98.56516,589.73987,-1.0,1029.9406,[-1.619  1.571 -2.283 -2.031],10.0,396682.47,0.0075411284,0.4189424,7300,100
1.2169027,494346,231.65471,,1629.4863,770.7217,990.8745,0.005036476,1.0591466,10.0,96.04,0.5036476,74,3.1960154,950.1347,0.23133433,0.031960152,750.564,350.3636,878.8098952770233,950.1345994387818,0.010591466,82.175835,,81.558,599.771,-1.0,1029.7153,[-1.617  1.572 -2.309 -2.027],10.0,499385.38,0.0023133433,0.4189424,7400,100
1.4413648,503604,236.96553,,2079.6802,702.962,1008.7561,0.008000093,1.0821294,10.0,92.58,0.80000925,75,5.3383675,915.53125,0.1987035,0.053383674,660.8235,915.53125,894.3073456287384,915.5312263552386,0.010821294,69.37869,,64.65996,,-1.0,2079.6802,[-1.624  1.568 -2.291 -1.986],10.0,685827.6,0.001987035,0.4189424,7500,100
1.5741712,513100,217.04437,,1549.6272,819.7663,1057.888,0.008646354,1.0941215,10.0,94.96,0.86463547,76,5.9750566,939.322,0.19111449,0.059750564,749.5323,929.34186,911.5252766609192,939.3220693698051,0.010941215,63.525494,,61.55726,9.980251,-1.0,1539.647,[-1.597  1.571 -2.3   -1.993],10.0,967431.44,0.0019111448,0.4189424,7600,100
1.3152816,522054,213.02364,,1669.6233,743.6895,978.20605,0.0051346244,1.1115152,10.0,89.54,0.5134624,77,2.8877668,885.10803,0.27464268,0.028877668,680.6217,605.28845,926.5500729084015,885.1079895478906,0.011115151,76.02934,,82.41331,279.81955,-1.0,1389.8037,[-1.617  1.583 -2.301 -1.936],10.0,236353.67,0.0027464267,0.4189424,7700,100
1.1838319,531467,236.10686,,1849.6191,761.2011,1007.67615,0.0040759896,1.0615866,10.0,94.13,0.407599,78,2.246527,931.0239,0.5267181,0.022465268,704.4928,411.19083,945.6019144058228,931.0239408307824,0.010615868,84.47145,,87.15206,519.8331,-1.0,1329.786,[-1.6    1.569 -2.294 -1.978],10.0,461285.78,0.0052671805,0.4189424,7800,100
1.1489117,541015,234.7919,,1719.7117,757.0801,982.83887,0.003978196,1.0386277,10.0,95.48,0.39781964,79,3.0566814,944.52936,0.31298548,0.030566813,733.90845,934.54736,962.5789270401001,944.5293415530784,0.010386279,87.03889,,87.20619,9.982003,-1.0,1709.7296,[-1.599  1.575 -2.292 -1.938],10.0,222408.16,0.0031298548,0.4189424,7900,100
2.7081802,550650,240.02135,,1829.614,767.72626,1136.4863,0.017807202,1.1878587,10.0,96.35,1.7807204,80,10.179418,953.2215,0.05500097,0.101794176,729.14044,943.23755,981.0115511417389,953.2215013773844,0.011878587,36.925163,,30.794771,9.983944,-1.0,1819.6301,[-1.604  1.6   -2.3   -1.943],10.0,3453395.0,0.00055000966,0.4189424,8000,100
1.4478494,560684,270.00406,,2399.358,808.1179,1161.7098,0.007498087,1.1408862,10.0,100.34,0.7498087,81,3.7218046,993.1036,0.35494572,0.037218045,699.2435,983.12335,1001.9533884525299,993.1036333143596,0.011408862,69.067955,,69.83568,9.980198,-1.0,2389.3777,[-1.538  1.585 -2.279 -1.936],10.0,940672.75,0.003549457,0.4189424,8100,100
1.2328054,570959,305.1576,,2049.2673,876.92993,1155.6007,0.0056176325,1.119922,10.0,102.75,0.5617632,82,3.9268255,1017.1997,0.2624557,0.039268255,766.2166,997.2386,1024.3720636367798,1017.1996381923038,0.011199219,81.11581,,79.89699,19.961039,-1.0,2029.3063,[-1.549  1.611 -2.279 -1.901],10.0,576402.4,0.002624557,0.4189424,8200,100
1.2530982,581068,270.39587,,2199.567,781.84937,1083.4105,0.005087201,1.0755194,10.0,101.09,0.5087201,83,2.9311314,1000.60443,0.35799742,0.029311312,731.2136,890.71844,1047.3353667259216,1000.6044634571123,0.010755195,79.8022,,81.71747,109.886,-1.0,2089.681,[-1.619  1.697 -2.353 -1.946],10.0,429047.56,0.0035799742,0.4189424,8300,100
1.2263805,590982,304.75458,,2069.686,755.18054,1035.8937,0.0047969734,1.0373385,10.0,99.14,0.47969735,84,2.480585,981.11584,0.2780844,0.024805851,727.6321,981.11584,1064.9553298950195,981.1158602494702,0.010373385,81.540764,,82.38302,,-1.0,2069.686,[-1.629  1.683 -2.337 -1.925],10.0,460124.94,0.002780844,0.4189424,8400,100
1.0262637,600697,264.38992,,1869.7759,737.9369,969.92444,0.0015700443,1.0189486,10.0,97.15,0.15700443,85,1.5067884,961.1971,0.59328955,0.015067884,732.19727,951.2152,1082.5668966770172,961.1971546939677,0.010189486,97.44084,,97.68084,9.981883,-1.0,1859.794,[-1.61   1.672 -2.341 -1.953],10.0,74758.35,0.0059328955,0.4189424,8500,100
1.1626439,610877,237.03416,,1849.6353,809.19366,1053.4552,0.0041121948,1.0530345,10.0,101.8,0.41121945,86,2.761747,1007.716,0.25473088,0.027617468,781.1828,437.86536,1101.0326166152954,1007.7160134964669,0.010530345,86.01086,,86.76809,569.85065,-1.0,1279.7847,[-1.619  1.674 -2.345 -1.964],10.0,467852.78,0.0025473088,0.4189424,8600,100
1.2269975,621199,298.08325,,1999.6091,814.9215,1086.1982,0.004911619,1.0507925,10.0,103.22,0.49116188,87,2.8024611,1021.90375,0.20111354,0.02802461,777.0026,1011.92194,1120.8854267597198,1021.9037695222509,0.0105079245,81.499756,,82.06933,9.981854,-1.0,1989.6273,[-1.636  1.671 -2.352 -1.98 ],10.0,415214.6,0.0020111352,0.4189424,8700,100
1.0858796,631906,348.7743,,2489.5564,778.2485,1095.9786,0.0026762756,1.0331686,10.0,107.07,0.2676276,88,2.0149946,1060.4003,0.46806008,0.020149946,755.4931,450.53387,1141.6238536834717,1060.4002926976882,0.010331686,92.09125,,93.71196,609.8664,-1.0,1879.69,[-1.635  1.69  -2.362 -1.966],10.0,579071.6,0.0046806005,0.4189424,8800,100
1.3565068,641860,333.89044,,1839.5886,802.5243,1064.9325,0.0069221146,1.0763718,10.0,99.54,0.6922115,89,4.135133,985.09924,0.30204493,0.041351326,759.7966,985.09924,1158.0604588985443,985.0992621492651,0.010763718,73.71876,,70.74268,,-1.0,1839.5886,[-1.648  1.691 -2.34  -1.962],10.0,663944.75,0.0030204493,0.4189424,8900,100
5.430082,651447,272.53995,,1839.5331,916.5906,1441.5872,0.068800196,1.550612,10.0,95.87,6.8800197,90,69.04453,948.4213,0.052521296,0.6904453,723.1255,948.4213,1176.086261510849,948.421324432733,0.015506121,18.415928,,4.834021,,-1.0,1839.5331,[-1.632  1.699 -2.334 -1.994],10.0,37550932.0,0.00052521296,0.4189424,9000,100
1.0544678,661319,267.6876,,1939.5569,760.5685,1004.4982,0.0024665736,1.0186003,9.999999,98.72,0.2466574,91,2.2520633,976.9015,0.6473792,0.022520632,739.3551,976.9015,1196.1416430473328,976.9014363800846,0.0101860035,94.83457,,94.460976,,-1.0,1939.5569,[-1.514  1.636 -2.349 -1.916],9.999999,178506.42,0.0064737923,0.4189424,9100,100
1.7268933,671783,236.24878,,1759.7659,899.4263,1182.6523,0.009482287,1.1351587,10.0,104.64,0.9482287,92,4.792592,1036.1019,0.19475804,0.04792592,820.5754,436.29208,1216.8462128639221,1036.1019305104676,0.011351586,57.907455,,58.900757,599.8099,-1.0,1159.956,[-1.527  1.661 -2.342 -1.952],10.0,762114.44,0.0019475804,0.4189424,9200,100
1056.1638,682141,295.33014,,1969.5157,10363.6,18202.781,0.964445,10.138133,10.0,103.58,96.44451,93,969.63965,1025.497,2.0889414e-05,9.696396,784.2814,1025.497,1238.3939673900604,1025.4969241838546,0.10138133,0.09468228,,1.09292,,-1.0,1969.5157,[-1.49   1.647 -2.334 -1.986],10.0,31459494000.0,2.0889414e-07,0.4189424,9300,100
3.763667,692995,319.4252,,1959.5505,1111.104,1576.6984,0.023155585,1.3465494,10.0,108.54,2.3155584,94,16.134993,1075.1073,0.035945907,0.16134992,835.11224,1075.1073,1261.268143415451,1075.107292652856,0.013465497,26.569832,,25.270994,,-1.0,1959.5505,[-1.424  1.708 -2.33  -2.025],10.0,9459576.0,0.00035945905,0.4189424,9400,100
2.0031717,704317,285.39948,,2299.3794,937.6421,1336.2219,0.011870991,1.1677941,10.0,113.22,1.1870991,95,6.4097576,1121.8982,0.011797439,0.064097576,840.28284,992.0084,1284.1465001106262,1121.898211673471,0.011677942,49.920834,,49.180267,129.88974,-1.0,2169.4897,[-1.407  1.746 -2.337 -1.999],10.0,1837599.5,0.00011797439,0.4189424,9500,100
47.075794,716494,372.4783,,2939.605,2764.6274,5234.835,0.14011836,2.584347,9.999999,121.77,14.011836,96,133.59204,1207.3799,0.00012948614,1.3359203,847.3533,1057.4817,1307.8068628311157,1207.3799417360706,0.025843468,2.124234,,3.2899048,149.89827,-1.0,2789.7068,[-1.379  1.732 -2.342 -2.047],9.999999,1394844500.0,1.2948614e-06,0.4189424,9600,100
1.0711042,728741,413.0013,,3819.463,774.2999,1258.4319,0.002554934,1.0288785,10.0,122.47,0.2554934,97,1.7134221,1214.4272,0.58009076,0.01713422,746.6406,1204.4451,1332.0689826011658,1214.4272309846135,0.010288783,93.3616,,94.191765,9.982083,-1.0,3809.4807,[-1.299  1.716 -2.346 -2.118],10.0,317392.9,0.0058009075,0.4189424,9700,100
1.2653873,741024,335.5006,,2319.7153,981.2402,1300.8293,0.0053825374,1.0657434,10.0,122.83,0.5382537,98,2.9866252,1218.015,0.23323189,0.029866252,933.90906,1058.1484,1353.2933526039124,1218.0150889457734,0.010657433,79.02719,,79.67648,159.86661,-1.0,2159.8486,[-1.285  1.704 -2.349 -2.127],10.0,510314.34,0.0023323188,0.4189424,9800,100
2.3488922,753485,316.37228,,2819.6816,1002.64996,1531.9199,0.014438563,1.2236798,10.0,124.61,1.4438564,99,9.057641,1235.8344,0.06099136,0.09057641,890.49524,396.09998,1376.0645372867584,1235.834293824155,0.012236799,42.57326,,41.80192,839.7344,-1.0,1979.9473,[-1.262  1.689 -2.354 -2.147],10.0,1859162.1,0.0006099136,0.4189424,9900,100
1.4023142,765743,406.90024,,2849.6357,910.3722,1323.6648,0.00749489,1.1029125,10.0,122.58,0.74948907,100,3.9411502,1215.5321,0.21036692,0.0394115,866.5244,1215.5321,1401.2411665916443,1215.5321200916812,0.011029125,71.31069,,68.40909,,-1.0,2849.6357,[-1.271  1.661 -2.365 -2.187],10.0,897704.4,0.002103669,0.4189424,10000,100
1.4391081,777498,302.99905,,2389.6855,942.9021,1294.0039,0.0070829913,1.1197574,10.0,117.55,0.7082992,101,4.197043,1165.256,0.0907147,0.041970428,872.58057,1155.2745,1422.45379114151,1165.256071558981,0.011197574,69.48748,,71.42267,9.981559,-1.0,2379.704,[-1.273  1.692 -2.387 -2.179],10.0,863166.9,0.000907147,0.4189424,10100,100
1.1248499,789773,321.71704,,2399.5154,942.90454,1254.59,0.0036353415,1.039417,10.0,122.75,0.36353415,102,2.3972993,1217.2407,0.3014027,0.023972992,923.3613,1217.2407,1444.295556306839,1217.2407446811446,0.01039417,88.90075,,89.10085,,-1.0,2399.5154,[-1.283  1.696 -2.419 -2.243],10.0,291485.34,0.003014027,0.4189424,10200,100
1.5312223,801643,339.19864,,2369.6277,939.02,1298.1444,0.009771938,1.0805901,10.0,118.7,0.9771939,103,7.9579015,1176.7484,0.18601057,0.07957901,886.52924,1176.7484,1466.292820930481,1176.7483829669293,0.010805901,65.307304,,55.011982,,-1.0,2369.6277,[-1.291  1.688 -2.411 -2.237],10.0,2019339.5,0.0018601057,0.4189424,10300,100
1.0171287,813702,308.7497,,2269.7842,938.8114,1219.1727,0.0013119873,1.0130284,10.0,120.59,0.13119873,104,1.4700718,1195.6527,0.7222276,0.014700717,917.6619,1195.6527,1487.546174287796,1195.6526026642462,0.010130283,98.31597,,98.35033,,-1.0,2269.7842,[-1.248  1.659 -2.41  -2.245],10.0,150545.42,0.0072222757,0.4189424,10400,100
3.5444121,826628,339.62912,,3029.562,1278.2659,1976.8159,0.03745714,1.4683031,10.0,129.26,3.745714,105,34.487556,1282.3473,0.04001027,0.34487554,911.3031,452.6419,1508.5625967979431,1282.3472779929657,0.014683029,28.213423,,13.319385,829.7054,-1.0,2199.8567,[-1.27   1.691 -2.431 -2.264],10.0,8084116.5,0.0004001027,0.4189424,10500,100
1.1737705,839063,342.1679,,2429.6262,966.9325,1289.3188,0.004207814,1.0356294,10.0,124.35,0.42078143,106,3.2445774,1233.2275,0.343979,0.032445773,935.66016,1233.2275,1533.2740712165833,1233.2275405798357,0.010356294,85.195526,,85.83074,,-1.0,2429.6262,[-1.316  1.744 -2.442 -2.203],10.0,503910.44,0.0034397899,0.4189424,10600,100
3.4230344,850615,289.88596,,2259.7104,1144.4814,1656.5216,0.020686667,1.2701793,10.0,115.52,2.068667,107,16.694904,1144.9313,0.009684885,0.16694903,868.1745,1134.9507,1553.0175623893738,1144.931338260674,0.012701791,29.213846,,27.3787,9.980675,-1.0,2249.7297,[-1.306  1.753 -2.433 -2.197],10.0,16179199.0,9.6848846e-05,0.4189424,10700,100
1.390359,862594,368.51553,,3069.5566,912.19147,1355.4783,0.0072014295,1.1105927,10.0,119.79,0.72014296,108,4.341989,1187.6461,0.22147347,0.04341989,811.70374,1187.6461,1574.4890382289886,1187.6461426742885,0.011105928,71.92387,,70.39959,,-1.0,3069.5566,[-1.281  1.723 -2.45  -2.276],10.0,1338393.9,0.0022147347,0.4189424,10800,100
1.4968971,875263,374.68152,,2339.768,1056.3721,1406.9741,0.00799578,1.149763,10.0,126.69,0.799578,109,4.710867,1256.6447,0.19882178,0.04710867,970.0829,1246.6636,1597.126861333847,1256.6446765067822,0.011497629,66.804855,,67.40267,9.9811125,-1.0,2329.7869,[-1.286  1.736 -2.439 -2.229],10.0,1001828.06,0.0019882177,0.4189424,10900,100
1.5692753,887551,275.90356,,2439.6382,997.2816,1371.5823,0.008688073,1.0820875,10.0,122.88,0.86880726,110,4.7744865,1218.5535,0.18470605,0.047744863,919.76,398.8059,1621.1042175292969,1218.5534854726548,0.010820874,63.723682,,60.80332,819.74756,-1.0,1619.8906,[-1.292  1.722 -2.445 -2.27 ],10.0,1214996.8,0.0018470604,0.4189424,11000,100
2.1317651,899899,358.5527,,2389.573,1102.6735,1529.9761,0.011662711,1.2101539,10.0,123.48,1.1662712,111,6.6548653,1224.5471,0.054006565,0.06654865,931.8854,1224.5471,1641.9110925197601,1224.5471104319186,0.0121015385,46.909485,,51.84595,,-1.0,2389.573,[-1.321  1.756 -2.463 -2.232],10.0,2932229.2,0.00054006564,0.4189424,11100,100
1.0861441,911616,342.3385,,2699.5923,852.91846,1197.4965,0.002955315,1.016217,9.999999,117.17,0.29553148,112,1.922237,1161.4565,0.42090294,0.01922237,830.8252,1161.4565,1659.4183139801025,1161.4565358507798,0.010162169,92.06882,,92.202126,,-1.0,2699.5923,[-1.32   1.725 -2.469 -2.28 ],9.999999,328355.78,0.0042090295,0.4189424,11200,100
1.115853,923239,376.52823,,3069.5964,808.8558,1205.9836,0.0034178733,1.0327448,10.0,116.23,0.34178734,113,2.0386968,1152.0577,0.40652925,0.020386968,776.11035,1152.0577,1681.7132184505463,1152.0577317842535,0.010327447,89.617546,,90.1284,,-1.0,3069.5964,[-1.321  1.74  -2.484 -2.278],10.0,500686.78,0.0040652924,0.4189424,11300,100
1.0382446,935510,289.7344,,1999.7056,1001.0585,1250.6107,0.0019500598,1.0246636,10.0,122.71,0.19500598,114,1.6893402,1216.8574,0.5234018,0.016893402,971.9445,1206.8777,1705.5494151115417,1216.8574541840692,0.010246635,96.316414,,96.50472,9.97985,-1.0,1989.7257,[-1.312  1.726 -2.482 -2.301],10.0,154250.36,0.005234018,0.4189424,11400,100
3.1795702,947708,394.79413,,2769.5078,1114.4474,1719.2761,0.022273025,1.3400539,10.0,121.98,2.2273028,115,13.088802,1209.5432,0.03350371,0.13088802,870.3491,1209.5432,1730.3155677318573,1209.54309590488,0.013400537,31.450792,,26.577549,,-1.0,2769.5078,[-1.331  1.758 -2.488 -2.311],10.0,8991516.0,0.0003350371,0.4189424,11500,100
2.361256,960065,333.83572,,2539.6514,1097.3723,1575.332,0.014456575,1.3433826,10.0,123.57,1.4456574,116,6.799858,1225.4529,0.042699605,0.06799858,914.4103,415.70953,1753.056051492691,1225.45288924515,0.013433825,42.350346,,46.337902,809.74335,-1.0,1729.908,[-1.276  1.721 -2.472 -2.354],10.0,1815246.8,0.00042699603,0.4189424,11600,100
1.5945783,972570,325.08502,,2369.6824,1028.3456,1394.8326,0.008745665,1.1407417,10.0,125.05,0.8745665,117,4.998411,1240.2714,0.16487122,0.049984112,950.0457,1240.2714,1780.0948159694672,1240.271371628988,0.011407416,62.712505,,62.981224,,-1.0,2369.6824,[-1.268  1.681 -2.454 -2.402],10.0,1456430.8,0.0016487121,0.4189424,11700,100
50.454544,984296,243.04378,,2049.7373,2414.915,4198.0903,0.16727647,3.450116,10.0,117.26,16.72765,118,151.99724,1162.3766,0.0013652081,1.5199723,911.33606,402.60422,1802.310194015503,1162.376546363756,0.034501158,1.981982,,4.080419,759.77234,-1.0,1289.965,[-1.232  1.66  -2.443 -2.428],10.0,63975350.0,1.365208e-05,0.4189424,11800,100
1.0795536,996940,386.69485,,3029.5217,908.11755,1293.633,0.0027952746,1.0172571,10.0,126.44,0.27952746,119,1.8827167,1254.1672,0.5274765,0.018827166,883.128,1254.1672,1822.7675762176514,1254.1672288078746,0.010172571,92.63088,,92.97941,,-1.0,3029.5217,[-1.178  1.696 -2.435 -2.423],10.0,399956.28,0.0052747647,0.4189424,11900,100
1.3876653,1009899,389.58557,,2589.688,1033.478,1407.1025,0.007885808,1.0483307,10.0,129.59,0.7885809,120,4.9721794,1285.6769,0.15612186,0.049721792,968.50616,1275.6956,1847.725905418396,1285.6767790096794,0.010483308,72.06349,,63.863365,9.981281,-1.0,2579.7068,[-1.165  1.684 -2.429 -2.437],10.0,1723083.0,0.0015612186,0.4189424,12000,100
14.54091,1022442,288.48315,,2019.7853,1494.6901,2437.9832,0.07501731,1.79765,10.0,125.43,7.501732,121,69.86184,1244.0626,0.0017757247,0.69861835,996.6904,1244.0626,1871.8045363426208,1244.0626568820924,0.017976498,6.8771486,,5.4304824,,-1.0,2019.7853,[-1.198  1.738 -2.428 -2.424],10.0,121849900.0,1.7757247e-05,0.4189424,12100,100
2.3638074,1036808,408.17728,,2999.532,1258.4004,1823.214,0.0141457,1.2377049,10.0,143.66,1.4145701,122,9.2055025,1426.3392,0.046402127,0.09205502,1058.9729,1406.3743,1898.0887999534607,1426.3391212365843,0.012377049,42.30463,,43.36109,19.96495,-1.0,2979.5671,[-1.222  1.816 -2.382 -2.341],10.0,6631180.5,0.00046402126,0.4189424,12200,100
1.5504065,1049995,321.34225,,2259.6929,1117.345,1461.947,0.008226186,1.1128255,10.0,131.87,0.82261866,123,4.4328194,1308.4552,0.17334472,0.044328194,1031.7004,1308.4552,1920.1765069961548,1308.4552652271743,0.011128252,64.499214,,64.66463,,-1.0,2259.6929,[-1.211  1.765 -2.37  -2.366],10.0,1490297.2,0.0017334471,0.4189424,12300,100
21.019777,1062615,392.8944,,2869.5593,1476.9562,3088.2505,0.10086275,2.4321814,10.0,126.2,10.086274,124,86.37722,1251.7372,0.0014078998,0.86377215,900.2895,1251.7372,1944.9995548725128,1251.737252936387,0.024321813,4.7574244,,5.495209,,-1.0,2869.5593,[-1.211  1.791 -2.362 -2.337],10.0,190841090.0,1.4078997e-05,0.4189424,12400,100
2.064331,1074875,265.62967,,2089.6401,1012.01587,1379.727,0.013354605,1.1565558,10.0,122.6,1.3354605,125,8.023521,1215.7544,0.08608881,0.08023521,959.82666,415.96655,1967.5236814022064,1215.7543091291097,0.011565557,48.44184,,42.85769,799.7878,-1.0,1289.8523,[-1.235  1.748 -2.334 -2.407],10.0,1791108.5,0.00086088805,0.4189424,12500,100
1.0703477,1087233,357.46103,,2929.4885,882.74915,1253.9423,0.0025639893,1.0115106,10.0,123.58,0.25639895,126,1.737196,1225.5559,0.50692266,0.01737196,866.7683,1215.5754,1990.7927000522614,1225.555920255363,0.010115106,93.42759,,93.96265,9.980413,-1.0,2919.508,[-1.264  1.751 -2.309 -2.369],10.0,281407.75,0.0050692265,0.4189424,12600,100
1.0193154,1099748,279.20334,,2329.714,969.28723,1257.3602,0.0014858142,1.009916,9.999999,125.15,0.14858143,127,1.4571071,1241.2554,0.62074727,0.014571071,955.9247,391.54648,2015.297108411789,1241.2553302365052,0.010099159,98.105064,,97.88138,849.70886,-1.0,1480.0052,[-1.254  1.751 -2.308 -2.37 ],9.999999,840025.6,0.0062074726,0.4189424,12700,100
1.0008748,1111824,305.1356,,2639.5588,876.457,1199.877,0.00032423827,1.0006905,10.0,120.76,0.032423824,128,1.0871751,1197.354,0.9126355,0.010871751,874.07526,877.61194,2035.7722387313843,1197.3539019565915,0.010006905,99.9126,,99.89514,319.742,-1.0,2319.817,[-1.262  1.764 -2.328 -2.393],10.0,201676.61,0.009126355,0.4189424,12800,100
30.064268,1124291,310.49817,,2069.7344,1398.2826,2788.189,0.15707824,2.5435903,10.0,124.67,15.707823,129,156.97171,1236.4656,0.00085055694,1.569717,982.9759,1226.4834,2059.7468950748444,1236.4656468469761,0.025435902,3.3262076,,2.5551777,9.982176,-1.0,2059.7522,[-1.265  1.768 -2.338 -2.399],10.0,251220800.0,8.505569e-06,0.4189424,12900,100
1.0647262,1135682,307.7774,,2989.6038,802.10815,1179.9224,0.0023950648,1.0457383,10.0,113.91,0.23950647,130,1.6043899,1128.8578,0.5989025,0.0160439,762.70746,368.98114,2080.2081594467163,1128.8577259922574,0.0104573835,93.92086,,95.01591,759.8766,-1.0,2229.727,[-1.316  1.737 -2.331 -2.406],10.0,794567.4,0.005989025,0.4189424,13000,100
83.4422,1147325,307.20132,,2159.7473,2154.064,4570.3115,0.34055012,4.3645363,10.0,116.43,34.055016,131,342.08173,1154.0582,0.000719888,3.4208171,889.5442,1154.0582,2102.344302415848,1154.058252685311,0.04364536,1.1984344,,1.6159899,,-1.0,2159.7473,[-1.302  1.707 -2.313 -2.399],10.0,1288992400.0,7.19888e-06,0.4189424,13100,100
1.143663,1159094,268.66565,,1999.6583,929.5381,1191.4471,0.0041336487,1.0281049,10.0,117.69,0.41336492,132,2.789382,1166.6195,0.35578012,0.027893819,921.7124,456.85168,2122.8294701576233,1166.6195265922504,0.010281048,87.43834,,86.083984,709.7678,-1.0,1289.8905,[-1.353  1.728 -2.17  -2.243],10.0,639194.0,0.0035578012,0.4189424,13200,100
1.0082644,1171043,264.48422,,2019.7197,941.31415,1189.6984,0.00084042776,1.0059015,10.0,119.49,0.08404277,133,1.2714893,1184.6298,0.8149109,0.012714893,937.2655,464.7611,2143.9435908794403,1184.62974861279,0.010059013,99.18033,,99.306786,719.86865,-1.0,1299.8511,[-1.334  1.719 -2.177 -2.254],10.0,605214.06,0.008149109,0.4189424,13300,100
1.85765,1182677,298.029,,2299.4644,948.48737,1332.3309,0.012484214,1.143143,10.0,116.34,1.2484214,134,7.108841,1153.1362,0.11388445,0.07108841,871.5105,1143.154,2165.332572221756,1153.1361961392818,0.01143143,53.83145,,45.60644,9.982123,-1.0,2289.4822,[-1.33   1.71  -2.184 -2.252],10.0,2491420.0,0.0011388444,0.4189424,13400,100
1.1515365,1194637,314.5953,,2969.4849,864.90576,1255.1761,0.00373392,1.0453509,10.0,119.6,0.373392,135,2.2586746,1185.7333,0.46752027,0.022586746,822.0471,546.0603,2187.3456559181213,1185.7332773591788,0.010453509,86.8405,,88.68497,639.673,-1.0,2329.812,[-1.281  1.681 -2.18  -2.262],10.0,664018.7,0.0046752025,0.4189424,13500,100
1.9755411,1206058,232.06975,,1689.7102,1065.058,1355.9293,0.012228454,1.2507846,10.0,114.21,1.2228454,136,7.081766,1131.8364,0.10222704,0.07081766,924.89,1121.8569,2208.6721749305725,1131.8364868656174,0.012507845,50.61904,,51.129337,9.979626,-1.0,1679.7306,[-1.297  1.692 -2.178 -2.241],10.0,1483576.6,0.0010222704,0.4189424,13600,100
1.3926243,1217938,287.28284,,2509.3384,945.75385,1308.4324,0.0068091727,1.0859717,10.0,118.8,0.6809173,137,4.4105916,1177.7504,0.17788833,0.044105913,870.4204,427.94727,2230.010555267334,1177.7503622015572,0.010859717,71.80688,,71.780075,749.8031,-1.0,1759.5353,[-1.241  1.647 -2.148 -2.259],10.0,1047322.7,0.0017788833,0.4189424,13700,100
1.1076621,1230072,391.02274,,2659.6292,910.33777,1253.1611,0.002957259,1.0201905,10.0,121.34,0.2957259,138,1.79853,1203.1532,0.51920885,0.0179853,877.4166,1203.1532,2250.8217260837555,1203.1532742257323,0.010201905,90.28024,,92.24867,,-1.0,2659.6292,[-1.229  1.634 -2.155 -2.308],10.0,388414.34,0.0051920884,0.4189424,13800,100
17.92644,1242040,256.58945,,2119.7456,1776.0907,2875.2898,0.09248191,2.2063377,10.0,119.68,9.248192,139,65.610535,1186.5513,0.017529503,0.65610534,926.9365,516.7809,2271.1633739471436,1186.551380774775,0.022063375,5.5783525,,5.385054,669.7705,-1.0,1449.9751,[-1.219  1.637 -2.157 -2.318],10.0,41031612.0,0.00017529502,0.4189424,13900,100
1.1577045,1254392,401.1783,,2559.625,946.4751,1283.7786,0.0041582836,1.0442586,10.0,123.52,0.4158284,140,2.3714328,1224.9246,0.3359469,0.023714328,911.4358,1224.9246,2291.608271598816,1224.9246512938994,0.010442586,86.37783,,86.313545,,-1.0,2559.625,[-1.265  1.725 -2.18  -2.223],10.0,486229.1,0.003359469,0.4189424,14000,100
1.5549579,1266946,370.4908,,3059.4849,1008.9927,1476.247,0.008225806,1.1684811,10.0,125.54,0.8225807,141,4.129081,1245.1211,0.1689418,0.04129081,870.41223,445.39676,2311.8336024284363,1245.1211817732456,0.011684809,64.310425,,66.8637,799.72437,-1.0,2259.7605,[-1.275  1.727 -2.203 -2.194],10.0,1513453.8,0.0016894179,0.4189424,14100,100
3.3327286,1279097,366.31964,,2979.5757,1055.6327,1721.8257,0.022685638,1.4165909,10.0,121.51,2.2685637,142,14.957546,1204.8071,0.016494494,0.14957546,839.88525,1204.8071,2334.5570998191833,1204.8072172231332,0.014165907,30.005444,,28.053944,,-1.0,2979.5757,[-1.305  1.742 -2.223 -2.165],10.0,8487413.0,0.00016494494,0.4189424,14200,100
1.4845567,1291661,325.7052,,2609.5322,1029.9115,1419.3212,0.0067283525,1.1401447,10.0,125.64,0.6728353,143,3.572078,1246.1184,0.14984004,0.03572078,926.51715,496.29163,2354.032545566559,1246.1183235083301,0.0114014475,67.360176,,74.16994,749.82666,-1.0,1859.7056,[-1.33   1.714 -2.229 -2.163],10.0,1087521.1,0.0014984004,0.4189424,14300,100
1.5850679,1303107,284.05316,,2529.5383,895.52075,1285.5623,0.008234858,1.1631967,10.0,114.46,0.8234858,144,4.7734494,1134.3196,0.08546983,0.04773449,824.5155,1124.3395,2372.757393360138,1134.3194702612445,0.011631967,63.08878,,66.61365,9.980013,-1.0,2519.5583,[-1.356  1.716 -2.248 -2.139],10.0,798677.6,0.00085469824,0.4189424,14400,100
