EpLenMean,J_sample_variance,MinIWNorm,EmpiricalD2,MeanEntropy,OptimizationReturnMin,ReturnStepMax,MinIW,EpThisIter,OptimizationReturnMax,StdIWNorm,TimestepsSoFar,Weights,InitialReturnMax,TimeElapsed,MeanIWNorm,VarianceInit,Bound,InitialBound,LearnableVariance,InitialReturnStd,MeanIW,InitialReturnMin,EpisodesSoFar,StdIW,MaxIW,ESSClassic,EpRewMean,ReturnMeanIW,Iteration,ESSRenyi,InitialReturnMean,ReturnStepMaxmin,OptimizationReturnMean,MaxIWNorm
490.02,11435351000.0,1.1444037e-06,44.553646,0.4189424,,10.0,0.00011444037,100,4999.6323,0.21281774,11083508,[ 0.212  2.322 -4.66  -2.802],4999.6323,18034.133031845093,0.0325769,-1.0,12084.941,4287.116,,699.9206,3.2576897,,28500,21.281775,213.02899,2.289523,4899.44399295374,16172.137,285,2.2444851,4899.444,10.0,4899.444,2.1302898
480.41,2519366.2,0.004425018,1.0812488,0.4189424,,10.0,0.4425018,100,4999.6147,0.0024301861,11131549,[ 0.343  2.573 -4.397 -2.991],4999.6147,18094.97850894928,0.010487892,-1.0,4420.2915,4190.698,,961.76044,1.0487893,,28600,0.24301863,1.7295619,94.90446,4803.023866251498,5057.0063,286,92.48566,4803.024,10.0,4803.024,0.01729562
479.26,29558756.0,0.00058827485,1.5692731,0.4189424,,10.0,0.058827486,100,4999.604,0.010690819,11179475,[ 0.31   2.565 -4.417 -2.973],4999.604,18149.02154493332,0.012329197,-1.0,5121.8506,4179.0664,,944.2317,1.2329197,,28700,1.0690819,6.495457,57.081314,4791.389676295438,5888.9126,287,63.72377,4791.3896,10.0,4791.3896,0.06495457
464.94,1510346600.0,7.3026116e-05,10.686582,0.4189424,,10.0,0.0073026116,100,4999.5815,0.07753637,11225969,[ 0.403  2.568 -4.364 -2.995],4999.5815,18206.411396741867,0.01781477,-1.0,6048.3794,4035.5508,,1214.6948,1.7814771,,28800,7.7536364,76.55798,5.014272,4647.872271371576,8050.078,288,9.35753,4647.8726,10.0,4647.8726,0.7655798
459.57,6436176.0,0.0033430227,1.1242137,0.4189424,,10.0,0.33430228,100,4899.537,0.0045159296,11271926,[ 0.589  2.648 -4.196 -3.096],4999.446,18254.709233283997,0.010670313,-1.0,4274.359,3981.394,,1218.6924,1.0670314,99.90862,28900,0.45159298,2.7313313,84.80914,4593.69890170548,4923.579,289,88.95106,4593.6987,10.0,4493.7905,0.027313313
441.96,3931705.2,0.0054365834,1.0518637,0.4189424,,10.0,0.5436584,100,4999.5073,0.0024238857,11316122,[ 0.596  2.591 -4.189 -3.051],4999.5073,18305.383534908295,0.010160953,-1.0,3925.9,3804.812,,1476.9742,1.0160954,,29000,0.24238856,1.8658324,94.61584,4417.124305992744,4553.8896,290,95.06935,4417.1245,10.0,4417.1245,0.018658323
464.01,1642638.4,0.0066552768,1.0163441,0.4189424,,10.0,0.6655277,100,4999.5137,0.001127507,11362523,[ 0.628  2.603 -4.266 -3.067],4999.5137,18366.50421333313,0.010147743,-1.0,4089.395,4025.7007,,1146.802,1.0147744,,29100,0.1127507,1.3270546,98.780556,4638.013416529017,4706.6914,291,98.39188,4638.0137,10.0,4638.0137,0.013270546
456.53,5800903000.0,3.7221246e-06,61.718605,0.4189424,,10.0,0.00037221247,100,4999.4507,0.15150245,11408176,[ 0.665  2.615 -4.312 -3.076],4999.4507,18415.46771454811,0.026388831,-1.0,8046.107,3950.957,,1258.0594,2.638883,,29200,15.150246,149.34,2.944563,4563.26236683614,12856.449,292,1.620257,4563.2617,10.0,4563.2617,1.4934
441.61,5958770.0,0.004321231,1.0941572,0.4189424,,10.0,0.43212312,100,4999.4404,0.0037310314,11452337,[ 0.643  2.675 -4.387 -3.04 ],4999.4404,18467.325157642365,0.010356443,-1.0,4032.8804,3801.3367,,1464.8976,1.0356443,,29300,0.37310314,2.9038098,88.51212,4413.640441330239,4673.3623,293,91.39455,4413.6406,10.0,4413.6406,0.029038098
440.26,539228740.0,5.688549e-05,11.224476,0.4189424,,10.0,0.005688549,100,4999.5337,0.046014026,11496363,[ 0.603  2.703 -4.404 -3.058],4999.5337,18519.67500424385,0.015955726,-1.0,5507.1484,3787.8823,,1551.2017,1.5955725,,29400,4.6014028,43.670147,10.733495,4400.197664807954,7558.5854,294,8.909102,4400.1978,10.0,4400.1978,0.43670145
490.28,22517810.0,0.0009832938,1.8960956,0.4189424,,10.0,0.09832937,100,4879.7104,0.009539762,11545391,[ 0.54   2.657 -4.456 -3.08 ],4999.582,18571.698951482773,0.011501606,-1.0,4802.533,4289.48,,681.70416,1.1501606,119.87149,29500,0.9539761,5.351468,59.243397,4901.801300473552,5645.692,295,52.739956,4901.8013,10.0,4781.9297,0.053514678
464.91,4580143.0,0.0039172326,1.1257288,0.4189424,,10.0,0.39172328,100,4999.5464,0.0033808919,11591882,[ 0.517  2.667 -4.459 -3.051],4999.5464,18619.184571504593,0.0103792325,-1.0,4196.5454,4035.226,,1229.7458,1.0379232,,29600,0.33808917,2.2155833,90.40742,4647.542564753001,4846.216,296,88.83134,4647.5425,10.0,4647.5425,0.022155832
452.71,20845586.0,0.0008800843,1.8077594,0.4189424,,10.0,0.08800843,100,4999.583,0.008573464,11637153,[ 0.583  2.645 -4.518 -3.044],4999.583,18666.464017629623,0.011748967,-1.0,4595.441,3912.9346,,1391.0117,1.1748968,,29700,0.8573464,3.9842644,65.25319,4525.255754282685,5418.725,297,55.317097,4525.256,10.0,4525.256,0.039842643
479.59,7943079.0,0.0011542432,1.2768496,0.4189424,,10.0,0.11542433,100,4879.697,0.005404031,11685112,[ 0.606  2.596 -4.504 -3.037],4999.579,18717.824662208557,0.011229409,-1.0,4803.908,4182.248,,927.681,1.122941,119.882355,29800,0.54040307,2.6479583,81.19579,4794.568690034048,5495.8174,298,78.31776,4794.5684,10.0,4674.686,0.026479581
490.29,20915256.0,0.0023112127,1.452142,0.4189424,,10.0,0.23112129,100,4989.59,0.009006659,11734141,[ 0.529  2.622 -4.557 -3.06 ],4999.572,18777.270979642868,0.01100337,-1.0,4637.744,4289.6504,,681.2417,1.100337,9.981891,29900,0.9006658,8.248176,59.88019,4901.970354569487,5375.6196,299,68.86379,4901.97,10.0,4891.9883,0.08248176
480.04,12598219.0,0.0024510121,1.2902548,0.4189424,,10.0,0.24510121,100,4999.5728,0.006743512,11782145,[ 0.613  2.637 -4.516 -3.094],4999.5728,18839.77084159851,0.010740996,-1.0,4473.656,4186.942,,979.64526,1.0740998,,30000,0.6743512,4.569985,71.727295,4799.261760741132,5169.1865,300,77.50407,4799.2617,10.0,4799.2617,0.04569985
476.45,2495612.0,0.0055055902,1.0534511,0.4189424,,10.0,0.55055904,100,4999.5747,0.002341798,11829790,[ 0.646  2.573 -4.506 -3.054],4999.5747,18901.38451910019,0.010359658,-1.0,4314.2637,4150.7188,,996.925,1.0359657,,30100,0.23417982,1.7490965,95.138565,4763.039282032571,4942.7354,301,94.9261,4763.0396,10.0,4763.0396,0.017490964
482.82,1227263100.0,1.2050579e-05,28.97033,0.4189424,,10.0,0.001205058,100,4889.6406,0.071234964,11878072,[ 0.634  2.607 -4.51  -3.091],4999.552,18963.52155327797,0.021139927,-1.0,7160.363,4214.7236,,866.4168,2.1139927,109.91095,30200,7.123496,58.55926,8.09402,4827.0412564857925,10456.106,302,3.4518075,4827.041,10.0,4717.13,0.5855926
480.16,24124522.0,0.0012466889,1.7256192,0.4189424,,10.0,0.12466889,100,4999.598,0.0095157735,11926088,[ 0.637  2.578 -4.498 -3.151],4999.598,19025.18435525894,0.011569382,-1.0,4785.037,4188.1997,,973.82806,1.1569382,,30300,0.9515773,6.3227944,59.648075,4800.5230704945,5589.4023,303,57.950214,4800.523,10.0,4800.523,0.063227944
487.71,8179300.0,0.0030194228,1.3266389,0.4189424,,10.0,0.3019423,100,4989.5947,0.0054778666,11974859,[ 0.575  2.578 -4.55  -3.117],4999.577,19087.64362025261,0.010902255,-1.0,4613.083,4263.7764,,723.1519,1.0902256,9.9824095,30400,0.5477867,2.7046566,79.84296,4876.0974938051595,5318.3525,304,75.37846,4876.0977,10.0,4866.115,0.027046565
479.65,1490332.6,0.006079369,1.0237163,0.4189424,,10.0,0.6079369,100,4999.6396,0.0015344957,12022824,[ 0.574  2.568 -4.56  -3.081],4999.6396,19149.546326637268,0.010119369,-1.0,4243.9893,4182.992,,913.20844,1.0119369,,30500,0.15344958,1.4416578,97.75222,4795.320487435213,4863.536,305,97.68331,4795.321,10.0,4795.321,0.014416577
495.01,153932200.0,0.00045007071,5.058322,0.4189424,,10.0,0.045007072,100,4999.582,0.02465625,12072325,[ 0.558  2.596 -4.554 -3.105],4999.582,19213.8006234169,0.014175343,-1.0,5659.453,4336.994,,497.4249,1.4175342,,30600,2.4656248,13.224596,24.84207,4949.315314484666,7036.6074,306,19.769402,4949.3154,10.0,4949.3154,0.13224596
495.02,570684700.0,0.0004987828,4.0488324,0.4189424,,10.0,0.049878277,100,4989.6562,0.047623813,12121827,[ 0.596  2.554 -4.505 -3.13 ],4999.637,19277.863647699356,0.015619383,-1.0,6526.4434,4337.0464,,496.42773,1.5619383,9.981117,30700,4.7623816,46.1642,9.712014,4949.374418440487,7758.5522,307,24.698479,4949.3745,10.0,4939.3936,0.461642
453.85,1806796900.0,3.3420434e-05,29.0678,0.4189424,,10.0,0.0033420436,100,4989.595,0.08465591,12167212,[ 0.775  2.514 -4.411 -3.079],4999.5757,19336.52847480774,0.019791652,-1.0,6165.664,3924.2302,,1380.8578,1.9791651,9.980292,30800,8.465591,78.10009,5.182485,4536.5508379001185,9466.963,308,3.4402328,4536.551,10.0,4526.5703,0.7810009
462.12,5742991.0,0.0038945805,1.1902132,0.4189424,,10.0,0.38945806,100,4759.751,0.00494453,12213424,[ 0.753  2.599 -4.441 -3.077],4999.5825,19397.353144407272,0.010742915,-1.0,4131.089,4006.8164,,1158.1719,1.0742916,239.83151,30900,0.49445298,2.9013338,82.519226,4619.137677651116,4799.1123,309,84.01856,4619.1377,10.0,4379.306,0.029013338
452.1,3199223.2,0.0051150126,1.0632411,0.4189424,,10.0,0.51150125,100,4989.469,0.002536598,12258634,[ 0.79   2.606 -4.424 -3.068],4999.4487,19455.386152029037,0.0101282885,-1.0,3947.2817,3906.2786,,1274.5448,1.012829,9.979331,31000,0.25365978,1.9198246,94.097855,4518.583915736128,4578.6514,310,94.05204,4518.584,10.0,4508.6045,0.019198246
456.67,24698292.0,0.0017557112,1.6489998,0.4189424,,10.0,0.17557111,100,4899.576,0.009702656,12304301,[ 0.777  2.63  -4.406 -3.081],4999.4814,19513.93722844124,0.011842746,-1.0,4908.5244,3952.2139,,1234.1443,1.1842748,99.905136,31100,0.97026557,5.0822268,59.83591,4564.522950598204,5694.811,311,60.642822,4564.523,10.0,4464.6177,0.050822265
462.68,35366230.0,0.0021463314,1.4506929,0.4189424,,10.0,0.21463314,100,4999.577,0.011573169,12350569,[ 0.684  2.682 -4.457 -3.139],4999.577,19574.454560279846,0.011848817,-1.0,4763.455,4012.6582,,1225.2976,1.1848817,,31200,1.157317,10.462273,51.176712,4624.97911325536,5500.963,312,68.93258,4624.9785,10.0,4624.9785,0.10462272
465.32,12539318.0,0.0021133316,1.4175905,0.4189424,,10.0,0.21133316,100,4999.514,0.0065946355,12397101,[ 0.707  2.57  -4.453 -3.031],4999.514,19634.377731323242,0.010709462,-1.0,4276.109,4039.1719,,1179.9456,1.0709462,,31300,0.6594636,3.7570965,72.50679,4651.484906013912,5005.1445,313,70.54224,4651.485,10.0,4651.485,0.037570965
454.15,35910624.0,0.0011525081,2.1068077,0.4189424,,10.0,0.11525081,100,4999.538,0.01159406,12442516,[ 0.719  2.467 -4.486 -2.927],4999.538,19692.678308963776,0.0108928075,-1.0,4228.484,3927.185,,1321.0044,1.0892807,,31400,1.1594061,7.4309406,46.88453,4539.501290085977,5117.251,314,47.465176,4539.5015,10.0,4539.5015,0.0743094
469.61,6432625.0,0.0017136983,1.2210574,0.4189424,,10.0,0.17136984,100,4999.5703,0.004407086,12489477,[ 0.674  2.428 -4.499 -2.928],4999.5703,19753.733028173447,0.010544672,-1.0,4312.5527,4082.354,,1167.3789,1.0544672,,31500,0.44070858,2.795405,85.12974,4694.67402297963,4989.1753,315,81.89623,4694.674,10.0,4694.674,0.02795405
456.72,15726875.0,0.00076281367,1.5668639,0.4189424,,10.0,0.07628137,100,4999.557,0.0073095225,12535149,[ 0.669  2.446 -4.555 -2.923],4999.557,19812.35967516899,0.0108058285,-1.0,4199.0884,3953.2559,,1384.4406,1.080583,,31600,0.73095226,4.3763223,68.60713,4565.574725677749,4965.554,316,63.821754,4565.575,10.0,4565.575,0.04376322
483.53,303294850.0,0.000119720054,8.208205,0.4189424,,10.0,0.0119720055,100,4999.559,0.0346086,12583502,[ 0.684  2.417 -4.545 -2.93 ],4999.559,19874.494420051575,0.015150781,-1.0,5739.1113,4221.7437,,786.42535,1.515078,,31700,3.46086,26.421751,16.08253,4834.062521485497,7493.4014,317,12.182931,4834.0625,10.0,4834.0625,0.2642175
485.31,111825880.0,3.5013745e-05,5.660466,0.4189424,,10.0,0.0035013745,100,4989.62,0.020996006,12632033,[ 0.658  2.369 -4.532 -2.955],4999.6,19937.46311402321,0.014062955,-1.0,5471.764,4239.8057,,837.1572,1.4062957,9.980066,31800,2.0996008,11.658776,30.968843,4852.129765109605,6928.588,318,17.66639,4852.13,10.0,4842.15,0.11658776
470.36,1555903600.0,3.584286e-05,21.453833,0.4189424,,10.0,0.003584286,100,4999.6343,0.07840958,12679069,[ 0.631  2.335 -4.713 -2.978],4999.6343,19999.721142292023,0.018328028,-1.0,6015.5674,4090.1118,,1175.5375,1.8328025,,31900,7.8409586,75.88466,5.180716,4702.439483491804,8851.764,319,4.661172,4702.4395,10.0,4702.4395,0.7588466
485.03,18293782.0,0.0017538955,1.4549496,0.4189424,,10.0,0.17538956,100,4999.657,0.008302951,12727572,[ 0.523  2.367 -4.787 -3.087],4999.657,20062.265870332718,0.011013813,-1.0,4614.988,4237.1426,,852.8435,1.1013814,,32000,0.8302952,5.716927,63.76268,4849.473452433296,5353.589,320,68.7309,4849.4736,10.0,4849.4736,0.05716927
490.04,11430196.0,0.002967693,1.2734741,0.4189424,,10.0,0.2967693,100,4989.686,0.0065662996,12776576,[ 0.596  2.368 -4.754 -3.064],4999.666,20125.64383840561,0.011011423,-1.0,4715.4805,4287.296,,698.521,1.1011423,9.9800005,32100,0.65663,4.476182,73.768394,4899.62740241757,5406.4863,321,78.52535,4899.6274,10.0,4889.647,0.044761818
485.05,28143512.0,0.00064256333,2.0587592,0.4189424,,10.0,0.06425633,100,4999.6436,0.0103781065,12825081,[ 0.685  2.306 -4.764 -3.01 ],4999.6436,20188.84050297737,0.011465524,-1.0,4705.772,4237.3066,,851.70215,1.1465526,,32200,1.0378107,6.1944456,54.96588,4849.635261635947,5584.3643,322,48.572945,4849.6353,10.0,4849.6353,0.061944455
500.0,31746870.0,0.0018095558,1.3889804,0.4189424,,10.0,0.18095559,100,0.57910156,0.0059673935,12875081,[ 0.637  2.345 -4.863 -3.078],4999.667,20253.36943411827,0.011214432,-1.0,4884.952,4387.115,,0.1273372,1.1214432,4999.088,32300,0.5967394,3.668805,77.933266,4999.447100248074,5606.6157,323,71.995255,4999.4473,10.0,0.35918456,0.03668805
495.01,402927200.0,0.0001643108,9.427245,0.4189424,,10.0,0.01643108,100,4999.658,0.039925758,12924582,[ 0.587  2.316 -4.859 -3.079],4999.658,20316.830773353577,0.015294148,-1.0,5725.8027,4337.144,,497.44092,1.5294148,,32400,3.992576,34.642834,12.796165,4949.4745178517505,7605.8916,324,10.607553,4949.4746,10.0,4949.4746,0.34642833
500.0,79065840.0,4.036629e-05,12.990771,0.4189424,,10.0,0.004036629,100,0.43896484,0.052961785,12974582,[ 0.404  2.201 -5.02  -3.01 ],4999.6904,20382.083865880966,0.017697304,-1.0,6640.872,4387.197,,0.08631354,1.7697306,4999.2515,32500,5.296179,39.690025,10.044258,4999.531552009384,8847.892,325,7.6977725,4999.5317,10.0,0.28016603,0.39690024
495.02,2392555000000.0,1.9325805e-08,6148.3013,0.4189424,,10.0,1.9325805e-06,100,4989.731,3.0845451,13024084,[ 0.346  2.308 -5.1   -3.176],4999.712,20445.88631939888,0.3135736,-1.0,108687.05,4337.334,,496.45752,31.357363,9.981034,32600,308.4545,3100.3948,1.022896,4949.670493674276,156701.08,326,0.016264655,4949.6704,10.0,4939.6895,31.003946
490.03,2735012.0,0.0034145408,1.0738735,0.4189424,,10.0,0.3414541,100,4999.6797,0.002949127,13073087,[ 0.257  2.395 -5.126 -3.085],4999.6797,20509.776037454605,0.010446589,-1.0,4487.776,4287.329,,699.23926,1.0446589,,32700,0.2949127,2.066601,92.61864,4899.662570371993,5122.3237,327,93.120834,4899.662,10.0,4899.662,0.02066601
480.07,42294764.0,0.0014583129,1.7990457,0.4189424,,10.0,0.14583129,100,4999.6997,0.012758449,13121094,[ 0.223  2.434 -5.145 -3.111],4999.6997,20583.13606595993,0.011161763,-1.0,4559.6025,4187.549,,978.2447,1.1161764,,32800,1.2758448,11.072195,43.354565,4799.884393378317,5380.9194,328,55.585026,4799.8843,10.0,4799.8843,0.110721946
495.01,4326188.5,0.0034271276,1.1726041,0.4189424,,10.0,0.34271276,100,4999.6987,0.004005429,13170595,[ 0.277  2.4   -5.107 -3.124],4999.6987,20651.031066656113,0.010512426,-1.0,4543.116,4337.22,,497.44907,1.0512427,,32900,0.40054286,2.567563,87.32288,4949.555719333556,5206.195,329,85.28027,4949.555,10.0,4949.555,0.02567563
490.03,1208718100.0,6.759495e-05,20.626698,0.4189424,,10.0,0.006759495,100,4999.7075,0.069155835,13219598,[ 0.278  2.383 -5.082 -3.089],4999.7075,20717.79695725441,0.01764759,-1.0,5950.913,4287.3354,,699.2406,1.7647592,,33000,6.915584,65.12799,6.1138487,4899.672194219096,8731.939,330,4.848086,4899.6724,10.0,4899.6724,0.65127987
490.03,105503930.0,0.00017153456,3.3783562,0.4189424,,10.0,0.017153457,100,4999.725,0.02037479,13268601,[ 0.125  2.395 -5.123 -3.182],4999.725,20785.64750790596,0.011881091,-1.0,4700.369,4287.3643,,699.2451,1.188109,,33100,2.0374794,18.369957,25.37519,4899.703277624743,5825.8667,331,29.600195,4899.7036,10.0,4899.7036,0.18369956
485.03,3204282400.0,1.614111e-06,55.670303,0.4189424,,10.0,0.00016141111,100,4999.709,0.112600796,13317104,[ 0.175  2.593 -5.134 -3.307],4999.709,20862.750282287598,0.025147192,-1.0,7853.351,4237.247,,852.86304,2.514719,,33200,11.260079,108.1178,4.7507024,4849.584542101192,12422.151,332,1.7962898,4849.5845,10.0,4849.5845,1.081178
485.05,3778136.5,0.0067223357,1.0746932,0.4189424,,10.0,0.6722336,100,4999.6885,0.0034385307,13365609,[ 0.187  2.492 -5.153 -3.335],4999.6885,20932.717784643173,0.010402311,-1.0,4415.865,4237.454,,851.72943,1.0402311,,33300,0.34385306,2.755075,90.14969,4849.7893750987205,5050.6562,333,93.04981,4849.7896,10.0,4849.7896,0.02755075
495.01,42612348.0,0.00038097447,2.642999,0.4189424,,10.0,0.03809745,100,4999.7134,0.012941393,13415110,[ 0.149  2.454 -5.098 -3.306],4999.7134,20995.977543592453,0.01163711,-1.0,4775.1787,4337.251,,497.4523,1.1637111,,33400,1.2941393,6.114522,44.70831,4949.587947865044,5770.6743,334,37.835808,4949.588,10.0,4949.588,0.06114522
490.03,9004392.0,0.0012559169,1.3329706,0.4189424,,10.0,0.1255917,100,4999.714,0.0057772147,13464113,[ 0.224  2.642 -5.137 -3.459],4999.714,21055.603277683258,0.010837119,-1.0,4611.1187,4287.3325,,699.2404,1.0837119,,33500,0.57772154,3.7990885,77.87007,4899.670279184956,5318.089,335,75.02041,4899.6704,10.0,4899.6704,0.037990883
500.0,25941834.0,0.0054233377,1.063926,0.4189424,,10.0,0.5423338,100,0.46191406,0.0024822066,13514113,[ 0.308  2.659 -5.122 -3.46 ],4999.7095,21122.489184856415,0.0101370895,-1.0,4436.4834,4387.217,,0.0800633,1.0137088,4999.2476,33600,0.24822068,1.8789809,94.343315,4999.553626371847,5068.0894,336,93.9915,4999.553,10.0,0.30609375,0.01878981
485.05,110813500000.0,1.9241688e-06,503.2759,0.4189424,,10.0,0.00019241689,100,4999.6807,0.6624695,13562618,[ 0.292  2.667 -5.099 -3.453],4999.6807,21195.68829226494,0.07166818,-1.0,21954.104,4237.424,,851.7237,7.1668186,,33700,66.24695,666.1764,1.156825,4849.757208765849,35691.074,337,0.19869816,4849.7573,10.0,4849.7573,6.6617637
490.02,422780240000.0,2.4025505e-07,1206.344,0.4189424,,10.0,2.4025507e-05,100,4999.708,1.2940384,13611620,[ 0.121  2.86  -5.092 -3.728],4999.708,21265.537224531174,0.13281164,-1.0,45030.484,4287.249,,699.94086,13.281164,,33800,129.40382,1300.8169,1.0423827,4899.585974258112,66298.445,338,0.08289509,4899.586,10.0,4899.586,13.008168
490.02,9337411.0,0.0005766262,1.318289,0.4189424,,10.0,0.057662625,100,4999.71,0.005877871,13660622,[ 0.184  2.924 -5.073 -3.633],4999.71,21336.712569475174,0.011156369,-1.0,4770.2188,4287.22,,699.93677,1.1156371,,33900,0.58778715,3.3592992,78.27275,4899.5570446458705,5473.284,339,75.855896,4899.5566,10.0,4899.5566,0.03359299
495.02,186243340.0,0.00037371475,4.81563,0.4189424,,10.0,0.037371475,100,4989.7295,0.027179532,13710124,[ 0.257  2.97  -5.037 -3.66 ],4999.711,21406.978147029877,0.014661856,-1.0,5937.4473,4337.314,,496.4555,1.4661856,9.981452,34000,2.7179532,18.508022,22.540705,4949.6510266307205,7281.193,340,20.765715,4949.651,10.0,4939.67,0.18508022
485.18,286216800.0,0.00017945528,5.733387,0.4189424,,10.0,0.017945528,100,4999.707,0.03373806,13758642,[ 0.367  2.735 -5.005 -3.445],4999.707,21482.55339384079,0.013789535,-1.0,5115.3555,4238.6953,,844.4066,1.3789536,,34100,3.373806,31.479162,14.314224,4851.032202246929,6581.5645,341,17.441698,4851.0317,10.0,4851.0317,0.31479162
480.06,4758309400.0,2.8451792e-05,15.040974,0.4189424,,10.0,0.0028451793,100,4999.673,0.1372466,13806648,[ 0.531  2.872 -4.882 -3.531],4999.673,21560.580183029175,0.022384442,-1.0,8603.551,4187.327,,978.7083,2.2384443,,34200,13.72466,137.54973,2.5911226,4799.659856897209,10978.341,342,6.6485057,4799.66,10.0,4799.66,1.3754972
489.87,1908999.4,0.0063994555,1.0428896,0.4189424,,10.0,0.63994557,100,4989.644,0.002393496,13855635,[ 0.721  2.963 -4.612 -3.584],4999.624,21642.302709817886,0.010245591,-1.0,4384.7476,4285.338,,689.0558,1.0245591,9.979948,34300,0.23934962,1.8233807,94.82496,4897.664160355409,5010.0674,343,95.88743,4897.6646,10.0,4887.6846,0.018233806
465.38,9829117.0,0.0023825218,1.2191668,0.4189424,,10.0,0.23825218,100,4999.6646,0.0056309532,13902173,[ 0.719  2.972 -4.542 -3.594],4999.6646,21708.518342733383,0.010683355,-1.0,4334.422,4040.0374,,1264.3391,1.0683355,,34400,0.56309533,3.314538,78.25887,4652.36866677368,5010.533,344,82.02323,4652.3687,10.0,4652.3687,0.03314538
470.99,90275530.0,0.0003963451,3.8231702,0.4189424,,10.0,0.03963451,100,4999.567,0.018731838,13949272,[ 0.669  3.022 -4.517 -3.622],4999.567,21768.51645541191,0.012891313,-1.0,5023.3677,4096.1436,,1095.4363,1.2891313,,34500,1.873184,11.409701,32.14008,4708.462937110603,6220.6313,345,26.156303,4708.463,10.0,4708.463,0.114097014
467.97,6070436.0,0.002431746,1.2110144,0.4189424,,10.0,0.24317463,100,4999.5728,0.0043115336,13996069,[ 0.625  3.082 -4.555 -3.621],4999.5728,21823.65435910225,0.010505152,-1.0,4219.536,4065.9744,,1185.0582,1.0505152,,34600,0.4311534,2.406527,85.58382,4678.29468803528,4893.3706,346,82.5754,4678.295,10.0,4678.295,0.02406527
485.46,7371282.0,0.0035529165,1.2320403,0.4189424,,10.0,0.35529166,100,4999.6016,0.005351425,14044615,[ 0.626  3.103 -4.56  -3.618],4999.6016,21885.78501844406,0.011167514,-1.0,4686.8403,4241.1187,,739.1469,1.1167513,,34700,0.53514254,3.1589282,81.32537,4853.442538117249,5366.503,347,81.166176,4853.4424,10.0,4853.4424,0.03158928
460.47,736833150.0,3.3948592e-05,12.555022,0.4189424,,10.0,0.0033948591,100,4999.552,0.05390818,14090662,[ 0.683  3.069 -4.519 -3.602],4999.552,21946.16790175438,0.016071703,-1.0,5584.0137,3990.6604,,1273.6559,1.6071702,,34800,5.390818,43.33709,8.162695,4602.977938229478,7753.6426,348,7.96494,4602.978,10.0,4602.978,0.4333709
490.04,8272787.5,0.0013141872,1.357718,0.4189424,,10.0,0.13141872,100,4989.6357,0.005540049,14139666,[ 0.527  3.034 -4.57  -3.629],4999.615,22009.30877685547,0.010640643,-1.0,4510.1865,4287.234,,698.51117,1.0640641,9.97938,34900,0.55400497,2.7369561,78.67347,4899.558976909138,5223.6753,349,73.653,4899.5586,10.0,4889.5796,0.02736956
475.06,7404390.0,0.0044838763,1.1739879,0.4189424,,10.0,0.44838765,100,4999.6313,0.0048969504,14187172,[ 0.515  2.935 -4.588 -3.554],4999.6313,22068.109038829803,0.0106123,-1.0,4388.079,4137.1455,,1089.1462,1.06123,,35000,0.48969507,4.19702,82.44513,4749.472633720106,5051.54,350,85.179756,4749.4727,10.0,4749.4727,0.0419702
456.32,70454510.0,0.00035679626,3.972931,0.4189424,,10.0,0.035679627,100,4999.7075,0.01633867,14232804,[ 0.565  2.915 -4.517 -3.535],4999.7075,22120.693957090378,0.014400363,-1.0,5349.835,3949.298,,1392.5145,1.4400363,,35100,1.6338671,10.455462,43.719284,4561.6348112994465,6570.3574,351,25.170334,4561.635,10.0,4561.635,0.10455462
455.53,9043848.0,0.0013582361,1.2709548,0.4189424,,10.0,0.1358236,100,4999.637,0.005224902,14278357,[ 0.677  3.01  -4.458 -3.667],4999.637,22176.095430135727,0.010323768,-1.0,4023.0989,3941.3657,,1416.8182,1.0323766,,35200,0.5224902,3.4249125,79.60886,4553.693614934015,4713.417,352,78.681,4553.694,10.0,4553.694,0.034249123
467.36,4558936.5,0.0045024706,1.1617726,0.4189424,,10.0,0.45024708,100,4989.675,0.0034200733,14325093,[ 0.681  2.995 -4.474 -3.678],4999.6543,22226.237730026245,0.010527423,-1.0,4269.4805,4059.8677,,1201.8324,1.0527422,9.979496,35300,0.34200734,2.0483027,90.45334,4672.198179119031,4929.484,353,86.07536,4672.198,10.0,4662.2188,0.020483026
453.03,22572143000.0,3.7348914e-07,158.76593,0.4189424,,10.0,3.7348917e-05,100,4999.5796,0.2989161,14370396,[ 0.693  2.999 -4.477 -3.662],4999.5796,22272.064116716385,0.040367316,-1.0,12000.604,3916.1638,,1396.7761,4.0367317,,35400,29.891607,300.0893,1.7910682,4528.485103332088,19715.992,354,0.6298581,4528.4854,10.0,4528.4854,3.0008929
487.35,2178718.5,0.0039346004,1.0654421,0.4189424,,10.0,0.39346007,100,4999.6577,0.0025079835,14419131,[ 0.603  3.045 -4.487 -3.807],4999.6577,22336.678236722946,0.010149468,-1.0,4329.465,4260.202,,745.09015,1.0149469,,35500,0.25079837,1.7305111,94.245316,4872.5330516072045,4961.5137,355,93.85775,4872.5327,10.0,4872.5327,0.01730511
