EpLenMean,J_sample_variance,MinIWNorm,EmpiricalD2,MeanEntropy,OptimizationReturnMin,ReturnStepMax,MinIW,EpThisIter,OptimizationReturnMax,StdIWNorm,TimestepsSoFar,Weights,InitialReturnMax,TimeElapsed,MeanIWNorm,VarianceInit,Bound,InitialBound,LearnableVariance,InitialReturnStd,MeanIW,InitialReturnMin,EpisodesSoFar,StdIW,MaxIW,ESSClassic,EpRewMean,ReturnMeanIW,Iteration,ESSRenyi,InitialReturnMean,ReturnStepMaxmin,OptimizationReturnMean,MaxIWNorm
289.77,2648593.5,0.0037660839,1.117875,0.4189424,,10.0,0.3766084,100,4849.5146,0.0031260483,965648,[-0.203  1.057 -2.243 -1.72 ],4999.382,1060.2968978881836,0.010331979,-1.0,2416.655,2275.3154,,1173.7026,1.0331979,149.86728,7100,0.31260484,2.0147274,91.61345,2887.6124787560298,3064.034,71,89.455444,2887.6128,10.0,2737.7456,0.020147273
287.01,27712868.0,0.00051640917,2.2642825,0.4189424,,10.0,0.05164092,100,4999.224,0.015480493,994349,[-0.199  1.047 -2.261 -1.728],4999.224,1113.684505224228,0.011306361,-1.0,2465.7925,2247.7227,,1236.1451,1.1306361,,7200,1.5480494,10.842025,34.786655,2859.9998796876835,3387.119,72,44.1641,2859.9998,10.0,2859.9998,0.108420245
303.32,1707941100.0,5.671253e-05,21.264254,0.4189424,,10.0,0.0056712534,100,4829.28,0.09292274,1024681,[-0.187  1.036 -2.272 -1.766],4999.1353,1170.8843369483948,0.020299755,-1.0,5392.683,2411.3306,,1285.974,2.0299752,169.8555,7300,9.292274,81.81721,4.5550227,3023.597187607743,8216.039,73,4.702728,3023.5974,10.0,2853.7415,0.81817204
340.42,10828426.0,0.0023137943,1.4474127,0.4189424,,10.0,0.23137945,100,4989.4863,0.0067547117,1058723,[-0.156  1.004 -2.316 -1.81 ],4999.4683,1230.422298192978,0.010494893,-1.0,3004.9963,2782.841,,1298.1498,1.0494895,9.981815,7400,0.67547125,4.3886714,70.70909,3395.1485576057826,3741.6538,74,69.08879,3395.1484,10.0,3385.1665,0.043886714
354.41,113869090000.0,4.898063e-07,796.295,0.4189424,,10.0,4.8980633e-05,100,4989.5176,0.69408536,1094164,[-0.142  0.986 -2.315 -1.804],4999.5,1288.0778362751007,0.08426764,-1.0,20942.242,2923.7183,,1421.8472,8.426764,9.982454,7500,69.40853,697.6028,1.4525834,3536.0293460813764,38220.867,75,0.1255816,3536.029,10.0,3526.0469,6.9760275
304.63,15041509.0,0.00054590515,1.6676903,0.4189424,,10.0,0.054590516,100,4999.3345,0.010588202,1124627,[-0.191  1.012 -2.324 -1.774],4999.3345,1347.5710639953613,0.011504978,-1.0,2954.3115,2423.874,,1065.6959,1.1504979,,7600,1.0588201,7.3111014,54.142456,3036.1647333419996,3745.0186,76,59.963173,3036.1648,10.0,3036.1648,0.07311101
354.18,46342724.0,0.0010741937,3.1556768,0.4189424,,10.0,0.10741937,100,4829.5376,0.014542201,1160045,[-0.185  1.016 -2.47  -1.806],4999.4155,1418.0570652484894,0.012223736,-1.0,3750.895,2920.1929,,1068.1067,1.2223737,169.87804,7700,1.45422,8.783211,41.402515,3532.4937229208717,4838.6,77,31.688923,3532.4937,10.0,3362.6157,0.08783211
350.98,27912520.0,0.00033917106,2.275546,0.4189424,,10.0,0.033917107,100,4999.344,0.013102051,1195143,[-0.167  1.036 -2.476 -1.801],4999.344,1482.1163539886475,0.011499146,-1.0,3138.8945,2888.2856,,1227.4019,1.1499147,,7800,1.3102051,7.9557447,43.511997,3500.578018362318,4062.5317,78,43.945496,3500.5781,10.0,3500.5781,0.07955745
340.26,134537860.0,0.00026726534,4.495559,0.4189424,,10.0,0.026726533,100,4999.534,0.03118061,1229169,[-0.168  1.009 -2.467 -1.823],4999.534,1546.3176710605621,0.01353699,-1.0,3219.76,2780.6528,,1116.9948,1.3536992,,7900,3.1180613,24.345686,15.859214,3392.9682888361813,4518.036,79,22.244173,3392.9685,10.0,3392.9685,0.24345686
341.24,88042725000.0,7.887121e-06,395.89853,0.4189424,,10.0,0.0007887121,100,4989.524,0.66055906,1263293,[-0.181  0.982 -2.471 -1.849],4999.5054,1605.1975078582764,0.07216885,-1.0,19764.309,2790.5352,,1086.335,7.2168846,9.981228,8000,66.05591,664.33435,1.1795682,3402.8470576679388,31947.6,80,0.25258997,3402.8474,10.0,3392.866,6.6433434
388.62,11705524.0,0.0014643722,1.4908208,0.4189424,,10.0,0.14643721,100,4979.4927,0.007683055,1302155,[-0.135  0.97  -2.492 -1.766],4999.4585,1674.3828434944153,0.010795644,-1.0,3547.0154,3265.87,,1094.7208,1.0795643,19.965763,8100,0.7683056,4.8787246,66.37946,3878.1763610826524,4294.636,81,67.07714,3878.1765,10.0,3858.2102,0.048787244
407.33,25719456.0,0.0010967677,2.0378458,0.4189424,,10.0,0.10967677,100,4989.532,0.010454843,1342888,[-0.122  0.951 -2.498 -1.767],4999.5117,1744.1741125583649,0.011513338,-1.0,4003.6287,3454.0205,,1228.159,1.1513339,9.979672,8200,1.0454843,6.165825,54.80715,4066.333555236637,4877.724,82,49.071426,4066.3337,10.0,4056.3538,0.06165825
451.34,8630587.0,0.0023768242,1.3670754,0.4189424,,10.0,0.23768243,100,4829.6787,0.005728201,1388022,[-0.105  0.953 -2.503 -1.762],4999.5225,1828.1097967624664,0.010605809,-1.0,4183.4863,3896.0366,,826.2713,1.060581,169.84393,8300,0.57282007,3.2111886,77.41687,4508.3509596021095,4899.416,83,73.14885,4508.351,10.0,4338.5073,0.032111883
416.14,274529300.0,5.842816e-05,8.007997,0.4189424,,10.0,0.005842816,100,4999.4604,0.032893296,1429636,[-0.095  0.95  -2.519 -1.74 ],4999.4604,1902.2091360092163,0.01515931,-1.0,4883.0723,3543.4417,,1365.0753,1.5159311,,8400,3.2893298,28.05281,17.518623,4155.748077495361,6615.802,84,12.487518,4155.748,10.0,4155.748,0.2805281
437.49,161165390.0,4.102657e-05,5.8489184,0.4189424,,10.0,0.004102657,100,4819.6685,0.026195943,1473385,[-0.071  0.957 -2.524 -1.707],4999.513,1979.5552642345428,0.013665373,-1.0,4954.6924,3759.0305,,1324.0253,1.3665375,179.8449,8500,2.6195943,19.654663,21.39163,4371.343290774103,6435.543,85,17.097178,4371.3433,10.0,4191.4985,0.19654663
464.76,16156843.0,0.0012452733,1.5701926,0.4189424,,10.0,0.124527335,100,4989.4106,0.0076654274,1519861,[-0.053  0.922 -2.534 -1.728],4999.392,2054.309899330139,0.010834749,-1.0,4391.734,4032.9597,,1042.38,1.0834748,9.981455,8600,0.7665427,3.3379602,66.64285,4645.257616041314,5158.9883,86,63.686455,4645.258,10.0,4635.2764,0.033379603
470.05,8458778.0,0.00076727365,1.3950038,0.4189424,,10.0,0.07672737,100,4509.611,0.005936184,1566866,[-0.052  0.922 -2.552 -1.763],4999.452,2135.7028691768646,0.010887227,-1.0,4428.003,4086.0813,,937.31384,1.0887228,489.84122,8700,0.5936184,3.5370715,77.08378,4698.386741410279,5151.198,87,71.684395,4698.3867,10.0,4208.5454,0.035370715
481.66,60379796.0,0.00033817312,2.9232013,0.4189424,,10.0,0.033817314,100,4599.7124,0.016691806,1615032,[-0.044  0.956 -2.582 -1.815],4999.414,2226.179231405258,0.012112163,-1.0,4781.3574,4202.626,,758.1351,1.2112164,399.70148,8800,1.6691806,13.513797,34.492664,4814.927135299814,5828.2305,88,34.209072,4814.927,10.0,4415.225,0.13513796
431.82,41952976.0,0.0022489831,1.6998295,0.4189424,,10.0,0.22489831,100,4989.4663,0.0139843635,1658214,[-0.038  0.979 -2.587 -1.788],4999.4473,2300.075418949127,0.011083616,-1.0,4106.412,3702.8926,,1465.3535,1.1083617,9.981007,8900,1.3984363,13.03521,38.58138,4315.197106246794,4904.7197,89,58.82943,4315.1973,10.0,4305.216,0.1303521
463.61,139560240.0,0.0012704455,3.4530828,0.4189424,,10.0,0.12704456,100,4999.4194,0.032741286,1704575,[-0.052  0.944 -2.586 -1.77 ],4999.4194,2387.434032678604,0.012774664,-1.0,4411.4473,4021.603,,1129.8564,1.2774665,,9000,3.2741287,31.617237,13.211965,4633.903810467191,5549.2544,90,28.95963,4633.904,10.0,4633.904,0.31617236
472.2,902401540.0,9.95898e-05,13.174626,0.4189424,,10.0,0.009958981,100,4989.522,0.07523834,1751795,[-0.078  0.952 -2.587 -1.796],4999.5015,2468.343576669693,0.01659306,-1.0,5013.267,4106.516,,817.3906,1.6593062,9.979558,9100,7.523834,75.120125,4.6381955,4718.8278662908015,7235.7656,91,7.5903482,4718.8276,10.0,4708.8486,0.7512012
441.76,5057967.0,0.003477396,1.2227993,0.4189424,,10.0,0.3477396,100,4109.7676,0.004878405,1795971,[-0.109  0.958 -2.579 -1.798],4999.462,2537.9629061222076,0.010248643,-1.0,3866.7996,3799.2124,,827.38403,1.0248643,889.6943,9200,0.48784053,2.7982686,81.52746,4411.518787070873,4543.8896,92,81.77957,4411.5186,10.0,3521.8247,0.027982686
450.56,12310872.0,0.0017227108,1.5493157,0.4189424,,10.0,0.17227109,100,4389.918,0.007625454,1841027,[-0.106  0.956 -2.587 -1.822],4999.549,2614.074043750763,0.010637729,-1.0,4183.0703,3887.7336,,797.24756,1.063773,609.6306,9300,0.7625454,5.4221754,66.05689,4500.050907352287,4945.2305,93,64.544624,4500.051,10.0,3890.42,0.054221753
463.0,11287577.0,0.004895655,1.1228124,0.4189424,,10.0,0.48956552,100,1860.0386,0.0032777973,1887327,[-0.095  0.953 -2.601 -1.84 ],4999.4395,2694.8627123832703,0.010392424,-1.0,4121.111,4012.082,,529.0028,1.0392424,3139.401,9400,0.32777974,2.613655,90.95218,4624.385673619852,4769.9253,94,89.06207,4624.3857,10.0,1484.9849,0.026136551
459.53,15231033.0,0.0012191145,1.6483369,0.4189424,,10.0,0.12191146,100,4749.6914,0.009333865,1933280,[-0.1    0.963 -2.595 -1.834],4999.5054,2771.873559951782,0.010905683,-1.0,4105.226,3978.3647,,828.8977,1.0905684,249.81374,9500,0.93338645,5.61397,57.71953,4590.676735884746,4891.3584,95,60.66721,4590.677,10.0,4340.863,0.056139696
421.99,706145660.0,0.00027710386,12.280392,0.4189424,,10.0,0.027710386,100,4999.49,0.05320932,1975479,[-0.115  0.975 -2.598 -1.848],4999.49,2845.9026000499725,0.016683282,-1.0,5350.6875,3601.829,,1286.3042,1.6683284,,9600,5.3209324,47.17984,8.950838,4214.139165805127,7496.4297,96,8.143063,4214.139,10.0,4214.139,0.4717984
425.07,29716338.0,0.0006492082,2.1666207,0.4189424,,10.0,0.06492082,100,4999.477,0.010661724,2017986,[-0.117  1.018 -2.594 -1.807],4999.477,2926.4109728336334,0.010833029,-1.0,3882.414,3632.592,,1306.8553,1.0833029,,9700,1.0661725,4.9063244,50.7969,4244.900438003899,4783.698,97,46.154823,4244.9004,10.0,4244.9004,0.049063243
448.97,5148446000.0,1.5694839e-05,36.38882,0.4189424,,10.0,0.001569484,100,4999.455,0.14277281,2062883,[-0.108  1.008 -2.613 -1.841],4999.455,3007.3417494297028,0.021585824,-1.0,6768.1636,3872.2866,,935.4662,2.1585822,,9800,14.277282,143.3163,2.2347586,4484.592768713469,10461.784,98,2.7480967,4484.5923,10.0,4484.5923,1.4331629
468.72,19467612.0,0.0014132273,1.5179385,0.4189424,,10.0,0.14132273,100,4989.5938,0.008698039,2109755,[-0.088  0.975 -2.543 -1.899],4999.5747,3086.986953020096,0.010826933,-1.0,4339.2812,4071.0547,,821.1505,1.0826935,9.980883,9900,0.86980397,6.418211,60.775352,4683.374907176113,5093.6885,99,65.87882,4683.375,10.0,4673.394,0.06418211
469.5,26486632.0,0.0005935421,1.991306,0.4189424,,10.0,0.059354216,100,4809.696,0.010486706,2156705,[-0.092  1.02  -2.531 -1.919],4999.5156,3155.351432800293,0.011006372,-1.0,4422.0713,4079.1353,,773.4568,1.1006371,189.8198,10000,1.0486706,8.220775,52.416397,4691.448097456141,5286.1284,100,50.2183,4691.448,10.0,4501.6284,0.08220775
478.69,11204219.0,0.0014880863,1.471,0.4189424,,10.0,0.14880863,100,4779.7666,0.006746351,2204574,[-0.077  0.994 -2.536 -1.925],4999.581,3241.3040459156036,0.010561539,-1.0,4387.927,4172.046,,726.9194,1.0561539,219.81467,10100,0.6746351,3.9414396,71.021614,4784.367354723108,5130.579,101,67.980965,4784.3677,10.0,4564.553,0.039414395
466.95,3755137300.0,1.32709165e-05,39.074368,0.4189424,,10.0,0.0013270917,100,4999.577,0.14665247,2251269,[-0.068  0.98  -2.544 -1.939],4999.577,3332.3886375427246,0.026221715,-1.0,7593.099,4054.4722,,981.03925,2.6221716,,10200,14.665249,147.16084,3.097964,4666.792699641403,11420.685,102,2.5592225,4666.793,10.0,4666.793,1.4716084
463.4,8682880.0,0.0012575948,1.3534104,0.4189424,,10.0,0.12575948,100,4789.78,0.0066810567,2297609,[-0.093  0.94  -2.543 -1.964],4999.6055,3410.8770656585693,0.0110067185,-1.0,4348.201,4017.3628,,744.88416,1.100672,209.82568,10300,0.6681056,4.0254273,73.075554,4629.686914138657,5060.5557,103,73.88742,4629.687,10.0,4419.8613,0.040254273
453.09,878393500.0,4.228669e-05,44.69059,0.4189424,,10.0,0.004228669,100,1850.1665,0.155252,2342918,[-0.104  0.977 -2.579 -2.006],4999.5635,3487.4164669513702,0.021323258,-1.0,6379.425,3912.9424,,611.21716,2.1323261,3149.397,10400,15.525199,156.363,1.8514699,4525.261619200546,10472.84,104,2.2376075,4525.2617,10.0,1375.8647,1.56363
481.03,191393500.0,4.049015e-05,12.391082,0.4189424,,10.0,0.004049015,100,3180.1514,0.042334363,2391021,[-0.089  1.027 -2.545 -1.971],4999.5205,3573.331310272217,0.016008088,-1.0,5673.534,4194.6475,,505.64145,1.6008089,1819.3693,10500,4.2334356,33.497604,12.509851,4806.960931078276,7828.938,105,8.07032,4806.961,10.0,2987.5918,0.33497605
455.88,11161403.0,0.0012168542,1.6299847,0.4189424,,10.0,0.12168542,100,4789.7505,0.009264734,2436609,[-0.089  0.977 -2.566 -2.001],4999.5537,3649.1674616336823,0.011409432,-1.0,4169.433,3942.3828,,898.62756,1.1409432,209.80301,10600,0.92647344,6.3670754,60.26336,4554.70065630403,4951.1846,106,61.35027,4554.7007,10.0,4344.8975,0.063670754
442.85,3779348.2,0.003959147,1.1190404,0.4189424,,10.0,0.39591467,100,4989.5933,0.0032091474,2480894,[-0.097  0.959 -2.582 -2.012],4999.5737,3718.848954439163,0.010093324,-1.0,3885.312,3810.8008,,970.9956,1.0093324,9.980503,10700,0.32091475,2.003044,90.81904,4423.121176027813,4533.053,107,89.36228,4423.121,10.0,4413.1406,0.020030439
469.92,32747895000.0,2.179128e-06,135.01036,0.4189424,,10.0,0.0002179128,100,4999.6763,0.36018348,2527886,[-0.094  0.974 -2.593 -2.013],4999.6763,3796.76406955719,0.046701908,-1.0,16121.928,4082.8645,,649.6886,4.670191,,10800,36.01835,359.74658,1.6534114,4695.1973806079495,23236.865,108,0.7406839,4695.1973,10.0,4695.1973,3.5974658
464.6,6854018.0,0.00170999,1.294828,0.4189424,,10.0,0.170999,100,4989.5557,0.0047304267,2574346,[-0.086  1.045 -2.579 -1.972],4999.5376,3870.225896835327,0.010227237,-1.0,4106.859,4030.4526,,1043.8427,1.0227237,9.98207,10900,0.4730427,2.784534,82.376656,4642.768225460484,4803.616,109,77.23033,4642.7686,10.0,4632.786,0.02784534
464.44,9957488.0,0.0015811399,1.3918288,0.4189424,,10.0,0.15811399,100,4989.556,0.0058174324,2620790,[-0.074  1.041 -2.57  -1.968],4999.536,3945.022766828537,0.010378277,-1.0,4163.2295,4029.6746,,1099.702,1.0378277,9.9798355,11000,0.58174324,3.5409515,76.09166,4641.990542755419,4885.614,110,71.847916,4641.99,10.0,4632.0103,0.035409514
469.74,23543254.0,0.0009082879,1.7861626,0.4189424,,10.0,0.09082879,100,4999.529,0.009464198,2667764,[-0.063  1.037 -2.569 -1.982],4999.529,4028.054468154907,0.01133505,-1.0,4514.7666,4083.1804,,1093.0524,1.133505,,11100,0.9464198,5.9189796,58.922607,4695.495154555685,5333.1094,111,55.985943,4695.495,10.0,4695.495,0.059189796
468.92,304765660.0,0.00042434124,7.6369305,0.4189424,,10.0,0.042434126,100,4999.484,0.04077351,2714656,[-0.077  1.064 -2.573 -1.979],4999.484,4102.793096065521,0.015737327,-1.0,5183.0693,4074.3381,,989.16,1.5737327,,11200,4.0773516,25.755402,12.965705,4686.647974121302,6875.1855,112,13.094266,4686.648,10.0,4686.648,0.25755402
466.03,130371450.0,9.995079e-05,4.798495,0.4189424,,10.0,0.00999508,100,4989.566,0.023046348,2761259,[-0.104  1.065 -2.579 -1.997],4999.551,4184.910209178925,0.014159765,-1.0,5477.9883,4044.707,,886.2423,1.4159765,9.9847145,11300,2.3046348,18.22591,27.404305,4657.024660902023,6819.2983,113,20.839869,4657.025,10.0,4647.0396,0.1822591
469.53,18727436.0,0.000405599,2.032416,0.4189424,,10.0,0.040559903,100,4979.524,0.00830566,2808212,[-0.087  1.094 -2.58  -1.983],4999.4854,4263.258070707321,0.011649566,-1.0,4720.8833,4080.2612,,1004.1523,1.1649567,19.961628,11400,0.8305661,4.3104267,66.299355,4692.571269266402,5593.809,114,49.202522,4692.5713,10.0,4672.61,0.043104265
467.0,339704930.0,0.00018134211,8.639368,0.4189424,,10.0,0.018134212,100,4989.614,0.036722418,2854912,[-0.071  1.096 -2.599 -2.008],4999.5957,4338.405911207199,0.01571948,-1.0,5529.775,4055.7493,,1070.4857,1.571948,9.981762,11500,3.6722417,23.433361,15.486097,4668.072562669135,7329.5635,115,11.574921,4668.0723,10.0,4658.091,0.2343336
476.11,14736733.0,0.00032626922,1.7824417,0.4189424,,10.0,0.032626923,100,4999.5264,0.0074568186,2902523,[-0.069  1.134 -2.613 -1.969],4999.5264,4417.304984807968,0.011416986,-1.0,4641.75,4146.8394,,910.9177,1.1416986,,11600,0.7456819,3.4221213,70.09754,4759.154737019838,5459.2397,116,56.102814,4759.155,10.0,4759.155,0.034221213
462.35,297372540.0,0.0009852058,4.0437684,0.4189424,,10.0,0.09852058,100,4989.4644,0.03427212,2948758,[-0.063  1.202 -2.631 -2.029],4999.4453,4490.46871471405,0.012814976,-1.0,4829.9,4009.0667,,1159.6659,1.2814978,9.980909,11700,3.4272118,26.742714,12.266464,4621.370677536421,6061.1904,117,24.729408,4621.3706,10.0,4611.3896,0.26742715
461.57,1378323.2,0.007915659,1.005823,0.4189424,,10.0,0.7915659,100,4999.417,0.0008711555,2994915,[-0.089  1.18  -2.619 -1.971],4999.417,4568.204519033432,0.01005355,-1.0,4036.5015,4000.3005,,1054.1376,1.005355,,11800,0.08711555,1.2832494,99.254745,4612.601609801781,4650.5825,118,99.42107,4612.602,10.0,4612.602,0.0128324935
454.58,3280565200.0,2.1801476e-05,35.920074,0.4189424,,10.0,0.0021801477,100,4999.52,0.11408274,3040373,[-0.09   1.188 -2.628 -1.979],4999.52,4647.0923771858215,0.025601856,-1.0,8480.49,3930.7825,,1215.5261,2.5601861,,11900,11.408275,110.08454,4.79473,4543.095884640954,12150.291,119,2.7839587,4543.0957,10.0,4543.0957,1.1008453
464.05,417847260.0,0.0001455575,8.563116,0.4189424,,10.0,0.0145557495,100,4999.526,0.04055767,3086778,[-0.061  1.115 -2.587 -1.981],4999.526,4727.672410964966,0.014966887,-1.0,5324.1045,4025.517,,1080.2954,1.4966888,,12000,4.055767,33.520603,11.985867,4637.831953491603,7115.9077,120,11.677992,4637.8315,10.0,4637.8315,0.33520603
465.17,70475576.0,0.00026090583,3.2819169,0.4189424,,10.0,0.026090583,100,4989.508,0.016765086,3133295,[-0.05   1.164 -2.643 -1.961],4999.488,4792.899465799332,0.01235836,-1.0,4761.87,4036.8494,,1026.3088,1.2358361,9.9802,12100,1.6765087,12.174573,35.207485,4649.1591979400055,5871.1343,121,30.469997,4649.159,10.0,4639.1787,0.12174573
448.0,23520998.0,0.00078769133,2.3558092,0.4189424,,10.0,0.07876913,100,4399.8745,0.012869357,3178095,[-0.033  1.13  -2.639 -1.977],4999.5215,4863.266459226608,0.012639781,-1.0,4224.8887,3864.7769,,1196.6515,1.2639782,599.6471,12200,1.2869358,7.618272,49.100098,4477.09127911132,5164.7075,122,42.448257,4477.0913,10.0,3877.4443,0.076182716
433.97,63855264.0,0.000634438,3.334748,0.4189424,,10.0,0.0634438,100,4999.472,0.018641688,3221492,[-0.009  1.149 -2.592 -1.966],4999.472,4935.966647863388,0.013407659,-1.0,4524.9824,3724.2478,,1446.4177,1.3407658,,12300,1.8641688,11.634349,34.093094,4336.555588737352,5643.1357,123,29.987272,4336.5557,10.0,4336.5557,0.11634348
456.16,69825160.0,0.00010999339,2.788852,0.4189424,,10.0,0.010999339,100,4999.479,0.01651906,3267108,[-0.024  1.11  -2.566 -1.978],4999.479,5014.674773454666,0.01337874,-1.0,5218.9844,3946.664,,1122.4506,1.3378742,,12400,1.651906,12.430571,39.6111,4558.972390927993,6241.531,124,35.857048,4558.972,10.0,4558.972,0.1243057
449.53,42206687000.0,4.257888e-06,137.68784,0.4189424,,10.0,0.0004257888,100,4999.579,0.40882772,3312061,[-0.04   1.211 -2.598 -2.076],4999.579,5094.447597503662,0.04753752,-1.0,16002.6,3880.6777,,1345.8524,4.753752,,12500,40.882767,411.33276,1.3340129,4492.99908384033,23187.602,125,0.72628057,4492.999,10.0,4492.999,4.1133275
437.46,94151810.0,0.00022093362,5.041549,0.4189424,,10.0,0.022093363,100,4999.4946,0.018913956,3355807,[-0.059  1.175 -2.618 -1.928],4999.4946,5175.888547182083,0.0140006365,-1.0,5197.39,3759.58,,1497.6641,1.4000638,,12600,1.8913957,8.291901,35.3979,4371.890887827896,6572.2354,126,19.835173,4371.891,10.0,4371.891,0.082919
450.22,1962668.5,0.007278758,1.0068593,0.4189424,,10.0,0.7278758,100,4999.5547,0.0008719843,3400829,[-0.054  1.153 -2.663 -1.969],4999.5547,5257.853670597076,0.010004604,-1.0,3895.7195,3887.3813,,1312.8524,1.0004604,,12700,0.08719842,1.2602099,99.24605,4499.69937473053,4510.134,127,99.31874,4499.699,10.0,4499.699,0.012602099
483.0,52215612.0,0.00055622176,2.5766711,0.4189424,,10.0,0.05562218,100,4809.7383,0.014827595,3449129,[-0.056  1.159 -2.664 -1.977],4999.5913,5342.457306623459,0.012276585,-1.0,5025.1045,4216.1196,,744.6911,1.2276585,189.85318,12800,1.4827596,9.189315,40.67077,4828.442045734394,6008.0054,128,38.809765,4828.4424,10.0,4638.5894,0.091893144
473.25,1022684860.0,3.2192496e-05,19.47953,0.4189424,,10.0,0.0032192497,100,4999.513,0.06354575,3496454,[-0.061  1.101 -2.657 -1.958],4999.513,5424.644111394882,0.021715727,-1.0,7897.002,4118.12,,909.5707,2.1715727,,12900,6.3545747,43.733498,10.4570055,4730.4329316828735,10599.482,129,5.133594,4730.4326,10.0,4730.4326,0.43733495
461.35,2092465.0,0.006706794,1.0271798,0.4189424,,10.0,0.6706794,100,4989.4917,0.0015850351,3542589,[-0.09   1.136 -2.669 -1.926],4999.472,5505.345313310623,0.010220062,-1.0,4147.215,3998.4636,,1118.9585,1.022006,9.980445,13000,0.15850352,1.4930179,97.65117,4610.771441459711,4767.788,130,97.353935,4610.7715,10.0,4600.791,0.014930178
466.57,1077239400.0,0.0001197333,11.5454445,0.4189424,,10.0,0.01197333,100,4999.4727,0.065267846,3589246,[-0.088  1.125 -2.711 -1.912],4999.4727,5590.57012462616,0.015939916,-1.0,5579.918,4050.321,,980.95154,1.5939914,,13100,6.5267854,64.143166,5.6287627,4662.6287698113265,7660.4536,131,8.661425,4662.629,10.0,4662.629,0.6414316
443.4,16586258.0,0.00018850708,1.8258219,0.4189424,,10.0,0.018850708,100,4999.536,0.0074622664,3633586,[-0.09   1.209 -2.689 -1.928],4999.536,5675.053754806519,0.011172905,-1.0,4194.62,3818.5515,,1386.6124,1.1172906,,13200,0.74622667,4.3939853,69.15264,4430.867470609347,5021.999,132,54.769855,4430.8677,10.0,4430.8677,0.04393985
468.29,882944500.0,1.5932856e-05,22.577826,0.4189424,,10.0,0.0015932856,100,4819.614,0.061896287,3680415,[-0.07   1.185 -2.688 -1.909],4999.479,5759.661905050278,0.019598372,-1.0,6283.567,4068.247,,1011.0987,1.9598373,179.86531,13300,6.1896286,47.036774,9.112072,4680.555374676265,9193.0205,133,4.4291244,4680.5557,10.0,4500.69,0.47036773
436.7,17345804.0,0.0005797524,1.623862,0.4189424,,10.0,0.05797524,100,4869.55,0.007956548,3724085,[-0.071  1.236 -2.749 -1.875],4999.416,5817.110605955124,0.011007038,-1.0,4094.3896,3751.4475,,1419.314,1.1007038,129.86642,13400,0.79565465,3.7654727,65.68031,4363.748300721712,4874.65,134,61.581585,4363.7485,10.0,4233.882,0.037654724
433.96,17548704.0,0.0025442326,1.5088637,0.4189424,,10.0,0.25442326,100,4989.64,0.007758336,3767481,[-0.063  1.243 -2.797 -1.848],4999.6216,5881.78321313858,0.011287689,-1.0,4379.5117,3723.7124,,1270.6841,1.128769,9.98162,13500,0.77583367,4.5633745,67.91547,4336.038878426885,5131.6675,135,66.27504,4336.039,10.0,4326.0576,0.045633744
437.9,7050151.5,0.00013451267,1.3174124,0.4189424,,10.0,0.013451267,100,4999.449,0.004345872,3811271,[-0.073  1.272 -2.83  -1.903],4999.449,5956.78090262413,0.0105026625,-1.0,3951.5503,3763.5608,,1427.303,1.0502661,,13600,0.4345872,2.043613,85.38104,4375.8660944483345,4654.345,136,75.90638,4375.8657,10.0,4375.8657,0.020436129
433.56,2156528400.0,1.1220335e-05,26.745647,0.4189424,,10.0,0.0011220336,100,4989.5586,0.09257537,3854627,[-0.057  1.284 -2.838 -1.927],4999.5454,6031.758623600006,0.019087262,-1.0,5730.3447,3720.3745,,1450.4902,1.9087263,9.986612,13700,9.257537,91.45178,4.077705,4332.691567143724,8897.014,137,3.7389262,4332.6914,10.0,4322.7046,0.9145178
456.33,3572313.2,0.0037133263,1.086085,0.4189424,,10.0,0.37133265,100,4999.378,0.0026274752,3900260,[-0.077  1.383 -2.964 -1.95 ],4999.378,6114.434341669083,0.010493363,-1.0,4246.1094,3948.6,,1218.2974,1.0493363,,13800,0.26274753,1.679872,94.10018,4560.8964502303,4884.2163,138,92.07383,4560.8965,10.0,4560.8965,0.01679872
450.75,1893792300.0,2.1869342e-05,28.473482,0.4189424,,10.0,0.0021869342,100,4999.549,0.0865258,3945335,[-0.078  1.392 -3.027 -1.966],4999.549,6199.011784553528,0.019958671,-1.0,6453.829,3892.7024,,1268.7048,1.995867,,13900,8.65258,84.87323,5.0519385,4505.019119480705,9721.1875,139,3.5120397,4505.0186,10.0,4505.0186,0.8487323
463.19,46204676.0,0.0009989253,2.1955726,0.4189424,,10.0,0.09989253,100,4999.5703,0.013769362,3991654,[-0.058  1.377 -3.075 -2.035],4999.5703,6279.259221076965,0.011633796,-1.0,4424.5713,4017.6812,,1182.7766,1.1633795,,14000,1.3769362,10.04199,41.652298,4630.00141830265,5331.874,140,45.546204,4630.0015,10.0,4630.0015,0.1004199
462.83,28768140.0,0.0009378523,2.0809777,0.4189424,,10.0,0.093785234,100,4999.533,0.010338584,4037937,[-0.059  1.411 -3.068 -2.024],4999.533,6367.308311700821,0.011537877,-1.0,4542.2334,4013.921,,1233.9387,1.1537877,,14100,1.0338584,6.122857,55.46569,4626.23682837573,5425.5347,141,48.054337,4626.237,10.0,4626.237,0.06122857
