InitialReturnMin,EpRewMean,EpLenMean,LearnableVariance,EpisodesSoFar,ReturnStepMaxmin,StdIWNorm,Bound,Iteration,InitialReturnMax,InitialReturnStd,InitialReturnMean,OptimizationReturnMin,InitialBound,ReturnMeanIW,MeanIW,MeanIWNorm,ESSClassic,OptimizationReturnMax,MaxIW,MinIWNorm,MeanEntropy,VarianceInit,ReturnStepMax,EmpiricalD2,OptimizationReturnMean,EpThisIter,J_sample_variance,StdIW,MinIW,MaxIWNorm,TimeElapsed,ESSRenyi,TimestepsSoFar,Weights
419.7049,4930.6413702237405,493.18,,28200,10.0,0.33923295,14091.269,282,4999.6104,506.06693,4930.641,,4318.3164,19869.639,4.0074654,0.040074658,1.3763368,4579.9053,341.4162,3.1308467e-05,0.4189424,-1.0,10.0,89.05271,4510.936,100,24380314000.0,33.923294,0.0031308467,3.414162,4612.480346918106,1.1229304,11565705,[ 0.016  0.617 -2.567 -2.952]
,4827.237042771462,482.86,,28300,10.0,0.006263736,4494.475,283,4999.614,838.68896,4827.237,,4214.911,5230.153,1.075902,0.010759018,74.686005,4999.614,3.0110998,0.0015935239,0.4189424,-1.0,10.0,1.4434808,4827.237,100,10765605.0,0.62637365,0.15935239,0.030110998,4633.091876029968,69.276985,11613991,[-0.012  0.612 -2.558 -2.866]
,4849.477007883971,485.06,,28400,10.0,0.020502765,5107.336,284,4999.6304,851.0921,4849.477,,4237.15,6502.1113,1.3306274,0.013306274,29.636913,4999.6304,13.090547,0.00034087687,0.4189424,-1.0,10.0,5.1884975,4849.477,100,107334540.0,2.0502763,0.034087688,0.13090546,4651.557101726532,19.273401,11662497,[-0.004  0.624 -2.593 -2.853]
,4699.740441985023,470.12,,28500,10.0,0.0056095393,4176.305,285,4999.616,1184.8519,4699.7407,,4087.4153,4887.7373,1.0378267,0.010378267,77.390434,4999.616,3.847564,0.0011704689,0.4189424,-1.0,10.0,1.3499024,4699.7407,100,9471911.0,0.5609539,0.117046885,0.03847564,4671.295408248901,74.07943,11709509,[ 0.013  0.629 -2.572 -2.917]
,4860.888651760297,486.21,,28600,10.0,0.0089950645,4552.6562,286,4999.617,791.6041,4860.8887,,4248.563,5315.046,1.0880605,0.010880605,59.40206,4999.617,7.2299004,0.0017667415,0.4189424,-1.0,10.0,1.5502049,4860.8887,100,21168078.0,0.8995064,0.17667416,0.072299,4694.260756492615,64.5076,11758130,[ 0.024  0.626 -2.556 -2.934]
,4949.090007222019,495.01,,28700,10.0,0.0038997952,4493.6323,287,4999.5415,497.40234,4949.09,,4336.7734,5149.2983,1.0399548,0.010399547,87.671425,4999.5415,2.8518982,0.0045475326,0.4189424,-1.0,10.0,1.1466055,4949.09,100,4109139.8,0.38997954,0.45475328,0.02851898,4714.741133213043,87.21396,11807631,[ 0.012  0.652 -2.563 -2.968]
,4949.0933252041905,495.01,,28800,10.0,0.0041692234,4529.9775,288,4999.588,497.40268,4949.0933,,4336.771,5226.582,1.0556676,0.010556677,86.50704,4999.588,2.0695856,0.0017147588,0.4189424,-1.0,10.0,1.2942346,4949.0933,100,4665441.5,0.41692233,0.17147589,0.020695856,4733.347436904907,77.26574,11857132,[ 2.553e-03  6.510e-01 -2.564e+00 -2.962e+00]
,4884.7655705932475,488.61,,28900,10.0,0.18505631,8427.456,289,4999.5312,705.17456,4884.7656,,4272.4507,11952.912,2.768254,0.027682541,2.1887336,4999.5312,186.10318,0.00023793003,0.4189424,-1.0,10.0,33.149784,4884.7656,100,5658508000.0,18.505632,0.023793003,1.8610318,4752.713968992233,3.0166109,11905993,[ 0.015  0.66  -2.578 -2.978]
2249.4397,4947.0061060966145,494.85,,29000,10.0,0.15849148,8161.563,290,4999.6494,296.17288,4947.0063,,4334.6763,12478.032,2.4968965,0.024968965,2.4218202,2750.2097,158.97418,8.287654e-06,0.4189424,-1.0,10.0,49.692055,2697.5662,100,1950221800.0,15.849148,0.0008287654,1.5897418,4774.331350803375,2.0123942,11955478,[-0.018  0.667 -2.568 -2.949]
,4789.97465345008,479.14,,29100,10.0,0.012212305,4562.6387,291,4999.5728,929.7083,4789.9746,,4177.6543,5412.272,1.1252522,0.0112525225,45.91653,4999.5728,9.357437,0.0012904408,0.4189424,-1.0,10.0,1.9253331,4789.9746,100,38747412.0,1.2212305,0.12904409,0.09357437,4792.579865694046,51.939064,12003392,[ 0.007  0.591 -2.561 -2.915]
9.980681,4812.9223293977175,481.45,,29200,10.0,0.0015306199,4247.4116,292,4999.5767,771.24744,4812.9224,,4200.6016,4865.471,1.0090307,0.010090307,97.750694,4989.596,1.5854229,0.006804328,0.4189424,-1.0,10.0,1.0188329,4802.942,100,1258170.9,0.153062,0.6804328,0.015854228,4811.360646247864,98.15152,12051537,[-0.004  0.585 -2.564 -2.945]
,4870.35669930244,487.17,,29300,10.0,0.005725572,4493.0225,293,4999.5913,675.2914,4870.357,,4258.0347,5228.2983,1.0743543,0.010743541,77.88065,4999.5913,2.9602509,0.0008429636,0.4189424,-1.0,10.0,1.441918,4870.357,100,8504500.0,0.5725572,0.08429636,0.029602507,4829.835047721863,69.35207,12100254,[-0.003  0.589 -2.549 -2.945]
,4917.102287014176,491.85,,29400,10.0,0.009700694,4895.2593,294,4999.5464,528.2892,4917.102,,4304.7856,5715.7847,1.1634574,0.011634572,58.990383,4999.5464,7.1827583,0.0018782995,0.4189424,-1.0,10.0,1.7956915,4917.102,100,23536628.0,0.9700693,0.18782996,0.07182758,4848.139107942581,55.688854,12149439,[ 0.007  0.582 -2.586 -2.96 ]
,4772.906609049262,477.43,,29500,10.0,0.028151626,5274.2754,295,4999.5825,994.3128,4772.9062,,4160.585,6643.932,1.5120404,0.015120404,22.389334,4999.5825,19.172253,0.00016793821,0.4189424,-1.0,10.0,5.003396,4772.9062,100,127065160.0,2.815163,0.016793821,0.19172253,4866.699049472809,19.986425,12197182,[ 0.008  0.568 -2.565 -2.988]
319.73407,4937.717822502405,493.9,,29600,10.0,0.1709184,9027.873,296,4999.6167,485.73593,4937.718,,4325.392,13081.751,2.6276345,0.026276348,2.3089106,4679.883,171.48119,6.60276e-06,0.4189424,-1.0,10.0,43.83052,4617.984,100,6457077000.0,17.09184,0.00066027604,1.7148118,4886.987616062164,2.2815151,12246572,[ 0.025  0.608 -2.526 -3.053]
319.75543,4811.2332207432,481.33,,29700,10.0,0.009891343,4657.3467,297,4999.5664,769.6168,4811.2334,,4198.914,5501.3813,1.1228282,0.011228282,56.30505,4679.811,5.3840733,0.0008468419,0.4189424,-1.0,10.0,1.9000489,4491.478,100,22435538.0,0.9891344,0.08468419,0.05384073,4906.197961568832,52.630226,12294705,[ 0.059  0.571 -2.516 -3.058]
829.37756,4865.465624277073,486.72,,29800,10.0,6.8596377,237918.72,298,4999.5483,599.3178,4865.466,,4253.1484,346345.94,69.32992,0.6932991,1.0111723,4170.171,6894.571,2.3865844e-08,0.4189424,-1.0,10.0,31356.22,4036.0881,100,8264825000000.0,685.9638,2.3865846e-06,68.94571,4924.397959470749,0.0031891598,12343377,[ 0.045  0.566 -2.522 -3.087]
,4610.203432671726,461.25,,29900,10.0,0.029280245,5129.206,299,4999.461,1218.7272,4610.203,,3997.8967,6624.1143,1.4181076,0.0141810775,19.000008,4999.461,27.562334,0.00021376516,0.4189424,-1.0,10.0,5.9606175,4610.203,100,214478400.0,2.9280248,0.021376517,0.27562332,4946.205797672272,16.776785,12389502,[ 0.023  0.567 -2.527 -3.26 ]
759.51556,4805.3007937725815,480.77,,30000,10.0,0.0065590297,4596.5356,300,4999.488,715.01025,4805.301,,4192.991,5303.036,1.1026574,0.011026574,73.864365,4239.972,4.40082,0.002225813,0.4189424,-1.0,10.0,1.33132,4045.7854,100,9024710.0,0.655903,0.2225813,0.044008195,4966.842736959457,75.11342,12437579,[ 0.039  0.593 -2.523 -3.248]
,4666.992145492281,466.95,,30100,10.0,0.0041547935,4327.734,301,4999.4375,1079.5907,4666.9927,,4054.689,5015.569,1.0690781,0.010690781,86.87826,4999.4375,2.5738764,0.0023633433,0.4189424,-1.0,10.0,1.2619284,4666.9927,100,5542940.5,0.41547933,0.23633432,0.025738763,4986.349691390991,79.2438,12484274,[ 0.05   0.589 -2.595 -3.266]
,4588.051659966564,459.07,,30200,10.0,0.010590111,4592.377,302,4999.4204,1145.2327,4588.052,,3975.7498,5466.4595,1.1758993,0.011758992,55.21584,4999.4204,6.061477,0.00039354447,0.4189424,-1.0,10.0,2.0378594,4588.052,100,29998354.0,1.0590111,0.039354447,0.060614772,5005.251402854919,49.0711,12530181,[ 0.044  0.602 -2.597 -3.269]
369.70804,4739.097866944328,474.15,,30300,10.0,0.008584831,4524.3315,303,4999.49,934.13806,4739.0977,,4126.788,5326.428,1.1153702,0.011153701,62.797737,4629.782,5.75724,0.0014222099,0.4189424,-1.0,10.0,1.7159735,4369.389,100,17189574.0,0.85848314,0.14222099,0.0575724,5024.963526248932,58.27596,12577596,[ 0.029  0.627 -2.61  -3.308]
,4578.126551217092,458.07,,30400,10.0,0.015889464,4304.0493,304,4999.483,1242.4725,4578.1265,,3965.8174,5318.705,1.1436653,0.011436653,34.126415,4999.483,11.835226,0.00026555976,0.4189424,-1.0,10.0,2.7459707,4578.1265,100,64230804.0,1.5889465,0.026555976,0.11835226,5044.468559026718,36.416996,12623403,[ 0.037  0.649 -2.607 -3.317]
339.7399,4731.056010566082,473.35,,30500,10.0,0.055058245,7496.311,305,4999.4985,913.0797,4731.056,,4118.7446,9830.985,2.0146184,0.020146184,11.80785,4659.759,37.559498,2.4797015e-05,0.4189424,-1.0,10.0,14.538125,4391.3164,100,667975360.0,5.5058246,0.0024797015,0.37559497,5066.273426771164,6.878466,12670738,[ 0.04   0.686 -2.632 -3.343]
,4572.4469545174825,457.55,,30600,10.0,0.012319949,4443.577,306,4999.5444,1109.6309,4572.447,,3960.1306,5392.4263,1.1343768,0.011343768,45.881786,4999.5444,9.488631,0.00020963993,0.4189424,-1.0,10.0,2.4012754,4572.447,100,40016564.0,1.2319949,0.020963993,0.09488631,5086.3015396595,41.644535,12716493,[ 0.06   0.648 -2.629 -3.235]
349.7009,4831.045169833915,483.28,,30700,10.0,0.007705419,4379.924,307,4999.4995,825.6995,4831.045,,4218.734,5140.9565,1.0567272,0.010567272,65.28693,4649.799,4.7079506,0.0017936461,0.4189424,-1.0,10.0,1.5447658,4481.344,100,13826980.0,0.7705419,0.17936462,0.047079504,5105.983721494675,64.73473,12764821,[ 0.048  0.662 -2.631 -3.206]
,4738.290847385358,474.02,,30800,10.0,0.028126357,4704.1367,308,4999.4917,1011.0903,4738.291,,4125.9805,6191.334,1.2773769,0.012773769,17.099012,4999.4917,24.01162,7.0738446e-05,0.4189424,-1.0,10.0,5.899212,4738.291,100,201186320.0,2.8126357,0.007073845,0.2401162,5127.8713183403015,16.951416,12812223,[ 0.04   0.68  -2.657 -3.248]
,4666.547600376917,466.85,,30900,10.0,0.009953597,4403.484,309,4999.489,1138.3113,4666.5474,,4054.237,5215.03,1.0839813,0.010839812,54.254272,4999.489,7.0476084,0.0015097198,0.4189424,-1.0,10.0,1.7566438,4666.5474,100,26373278.0,0.99535966,0.15097198,0.070476085,5149.56725692749,56.92674,12858908,[ 0.042  0.693 -2.651 -3.193]
,4949.018398562308,495.01,,31000,10.0,0.003949464,4471.913,310,4999.5117,497.39514,4949.0186,,4336.706,5133.5874,1.0367801,0.010367801,87.32769,4999.5117,2.876688,0.004328261,0.4189424,-1.0,10.0,1.16773,4949.0186,100,4205986.5,0.39494637,0.43282613,0.02876688,5171.345502138138,85.63624,12908409,[ 0.026  0.672 -2.685 -3.162]
,4882.456224546906,488.37,,31100,10.0,0.009865928,4428.5264,311,4999.5664,687.14307,4882.456,,4270.1367,5232.0215,1.0740045,0.0107400445,54.234436,4999.5664,7.9687314,0.0010898296,0.4189424,-1.0,10.0,1.7219104,4882.456,100,25055214.0,0.9865928,0.108982965,0.07968731,5195.523432254791,58.07503,12957246,[ 0.023  0.665 -2.678 -3.135]
409.74243,4953.071826487462,495.42,,31200,10.0,0.017956741,4900.4277,312,4999.5547,456.62192,4953.072,,4340.754,6005.4673,1.2030978,0.012030978,30.981989,4589.8125,14.680535,4.779387e-05,0.4189424,-1.0,10.0,3.2568798,4543.3296,100,68904990.0,1.7956741,0.0047793873,0.14680535,5215.1695029735565,30.704233,13006788,[ 0.023  0.644 -2.679 -3.148]
9.981087,4949.055787008433,495.02,,31300,10.0,0.013111675,4781.5864,313,4999.521,496.3958,4949.0557,,4336.7417,5672.2207,1.1441685,0.011441685,43.229847,4989.54,9.236911,0.00067876256,0.4189424,-1.0,10.0,2.115683,4939.0747,100,43542956.0,1.3111676,0.06787626,0.09236911,5236.397866487503,47.26606,13056290,[ 0.035  0.687 -2.674 -3.181]
,4935.792343504961,493.7,,31400,10.0,0.013701875,4933.6943,314,4999.5254,513.1535,4935.7925,,4323.4775,5986.788,1.2086047,0.012086045,43.758667,4999.5254,6.25923,0.00037968985,0.4189424,-1.0,10.0,2.9579132,4935.7925,100,47794452.0,1.3701875,0.037968986,0.0625923,5255.165772438049,33.807617,13105660,[ 0.029  0.675 -2.667 -3.124]
9.980651,4899.561041541396,490.07,,31500,10.0,0.06166669,5812.331,315,4999.583,696.37555,4899.561,,4287.2397,8418.894,1.6995991,0.01699599,7.0598445,4989.6025,52.28275,6.333969e-05,0.4189424,-1.0,10.0,18.120806,4889.5806,100,957254460.0,6.1666684,0.0063339695,0.5228275,5274.6466152668,5.5185184,13154667,[ 0.03   0.689 -2.678 -3.083]
4358.8267,4992.637829038013,499.37,,31600,10.0,0.019566102,5856.087,316,4999.5967,63.701252,4992.6377,,4380.3145,7068.7188,1.4233018,0.014233018,34.604534,640.77,11.026085,0.00016577126,0.4189424,-1.0,10.0,3.9219027,633.81116,100,40327548.0,1.9566103,0.016577126,0.110260844,5295.822291851044,25.497828,13204604,[ 0.025  0.68  -2.742 -3.166]
1429.2781,4963.304676992092,496.44,,31700,10.0,0.021683538,5257.711,317,4999.63,355.18323,4963.305,,4350.977,6474.616,1.3039185,0.013039185,26.557539,3570.3518,17.88472,0.00012663065,0.4189424,-1.0,10.0,3.9495413,3534.0269,100,64239056.0,2.1683538,0.012663065,0.1788472,5316.6797642707825,25.319395,13254248,[ 0.034  0.634 -2.751 -3.151]
,4902.778596690876,490.39,,31800,10.0,0.09312665,7624.032,318,4999.572,674.49884,4902.7783,,4290.4585,11385.917,2.2939956,0.022939956,5.720754,4999.572,69.75974,3.8734917e-05,0.4189424,-1.0,10.0,37.744526,4902.7783,100,2190798800.0,9.312665,0.003873492,0.6975974,5337.784090042114,2.6493907,13303287,[ 0.014  0.67  -2.765 -3.16 ]
4997.9844,4999.13256913627,500.0,,31900,10.0,0.051906288,6063.9824,319,4999.646,0.29526216,4999.1323,,4386.8027,8048.5205,1.610018,0.01610018,8.776627,1.6616211,47.67538,4.810035e-05,0.4189424,-1.0,10.0,10.503866,1.1481738,100,65405800.0,5.1906285,0.004810035,0.4767538,5358.851836442947,9.520304,13353287,[ 0.018  0.664 -2.742 -3.049]
49.91443,4931.33314183366,493.26,,32000,10.0,2.2840567,70485.14,320,4999.5796,513.91766,4931.333,,4319.012,84600.14,23.868025,0.23868018,1.0801958,4949.665,2296.3027,0.00011758082,0.4189424,-1.0,10.0,531.37787,4881.4185,100,623230400000.0,228.40567,0.011758083,22.963026,5377.092455148697,0.18819,13402613,[ 0.033  0.681 -2.75  -3.145]
,4720.517429916442,472.21,,32100,10.0,0.024339572,5162.374,321,4999.5015,1103.9539,4720.517,,4108.206,6461.764,1.3450772,0.013450772,23.395107,4999.5015,13.5605955,0.0002170392,0.4189424,-1.0,10.0,4.503336,4720.517,100,151699300.0,2.433957,0.02170392,0.13560595,5397.279152870178,22.205761,13449834,[-0.013  0.69  -2.728 -3.14 ]
,4768.158628380808,476.98,,32200,10.0,0.15340771,9536.73,322,4999.5176,925.94196,4768.1587,,4155.845,14032.014,2.8388114,0.028388115,3.310975,4999.5176,147.44623,2.0772475e-05,0.4189424,-1.0,10.0,53.89727,4768.1587,100,5942892000.0,15.340772,0.0020772475,1.4744623,5418.328487873077,1.8553815,13497532,[-0.012  0.714 -2.719 -3.229]
,4821.554586819502,482.31,,32300,10.0,0.007064576,4685.3965,323,4999.529,845.11487,4821.554,,4209.2393,5449.996,1.1195207,0.011195207,71.5202,4999.529,4.275573,0.0018462529,0.4189424,-1.0,10.0,1.5592599,4821.554,100,13525862.0,0.7064577,0.1846253,0.042755727,5439.963407278061,64.13299,13545763,[ 0.01   0.661 -2.706 -3.25 ]
,4889.122282749646,489.04,,32400,10.0,0.0055242684,4458.4004,324,4999.5063,684.1347,4889.122,,4276.8105,5164.945,1.056292,0.010562922,78.522804,4999.5063,3.0712204,0.0027150377,0.4189424,-1.0,10.0,1.3314767,4889.122,100,7974954.0,0.5524269,0.27150378,0.030712204,5461.6071655750275,75.10458,13594667,[-1.934e-03  6.830e-01 -2.698e+00 -3.269e+00]
,4875.1009599491745,487.66,,32500,10.0,0.27150103,11329.626,325,4999.547,651.69934,4875.101,,4262.784,17477.818,3.5573783,0.035573784,1.6878138,4999.547,272.71103,2.1591388e-05,0.4189424,-1.0,10.0,100.818985,4875.101,100,18596145000.0,27.150103,0.002159139,2.7271101,5480.37279176712,0.99187666,13643433,[-0.004  0.697 -2.711 -3.258]
,4659.906138319904,466.32,,32600,10.0,0.029687038,5504.608,326,4999.5786,742.69794,4659.906,,4047.5854,7045.2437,1.4880153,0.014880153,20.078997,4999.5786,16.804527,8.587929e-05,0.4189424,-1.0,10.0,6.3305583,4659.906,100,219666560.0,2.9687035,0.008587929,0.16804527,5499.993363380432,15.796395,13690065,[-0.026  0.66  -2.712 -3.299]
,4361.529644576132,436.58,,32700,10.0,0.010258759,4018.2715,327,4999.543,1171.1444,4361.53,,3749.213,4861.1753,1.0389562,0.010389563,50.633457,4999.543,8.5791645,0.00050837744,0.4189424,-1.0,10.0,1.8949785,4361.53,100,28337516.0,1.0258758,0.050837744,0.08579164,5518.394159793854,52.771046,13733723,[-0.027  0.655 -2.707 -3.371]
9.981027,4618.913140376911,462.2,,32800,10.0,0.004246861,4086.4714,328,4999.518,1025.6898,4618.9136,,4006.5996,4743.548,1.0414224,0.010414225,85.7415,4989.537,3.3905368,0.0048707053,0.4189424,-1.0,10.0,1.1515534,4608.932,100,4119043.8,0.42468613,0.48707056,0.03390537,5536.622635602951,86.83922,13779943,[-0.014  0.663 -2.698 -3.381]
2098.7078,4746.067174706076,474.86,,32900,10.0,0.0040309294,4228.8477,329,4999.5107,670.99243,4746.0674,,4133.755,4885.9995,1.0475891,0.010475891,87.1037,2900.803,2.6136844,0.0033702652,0.4189424,-1.0,10.0,1.151821,2647.3594,100,5967483.5,0.40309295,0.33702654,0.026136843,5555.386341810226,86.819046,13827429,[-0.018  0.653 -2.697 -3.382]
369.6939,4568.770648841078,457.28,,33000,10.0,0.004338132,4149.8364,330,4999.589,851.0256,4568.7705,,3956.448,4815.877,1.0414603,0.010414603,85.21457,4629.895,2.5234666,0.0031095415,0.4189424,-1.0,10.0,1.1831536,4199.077,100,5055417.0,0.43381324,0.31095415,0.025234666,5574.396288156509,84.519875,13873157,[-0.025  0.66  -2.701 -3.384]
789.3624,4640.677634002451,464.45,,33100,10.0,0.0119863665,4591.297,331,4999.4565,801.0726,4640.6777,,4028.3713,5501.4595,1.214476,0.01214476,50.656364,4210.094,8.819559,0.00047313987,0.4189424,-1.0,10.0,2.2095368,3851.3154,100,18362308.0,1.1986367,0.04731399,0.08819559,5595.906865358353,45.258354,13919602,[-0.024  0.668 -2.714 -3.413]
9.9801655,4518.893040776135,452.35,,33200,10.0,0.015391456,4775.4507,332,4999.5747,876.80194,4518.8936,,3906.5728,5984.7773,1.2296582,0.012296582,38.960278,4989.5947,10.146815,0.00013414468,0.4189424,-1.0,10.0,3.9005868,4508.9126,100,60397220.0,1.5391456,0.013414469,0.10146815,5614.143184900284,25.637169,13964837,[-0.037  0.688 -2.719 -3.417]
,4586.663702820605,458.96,,33300,10.0,0.00963686,4603.084,333,4999.458,1078.4987,4586.6636,,3974.3574,5403.243,1.1705266,0.011705265,59.60147,4999.458,5.7477674,0.0015512424,0.4189424,-1.0,10.0,1.7077165,4586.6636,100,24115524.0,0.9636861,0.15512425,0.05747767,5632.454563856125,58.55773,14010733,[-0.02   0.688 -2.728 -3.442]
9.980568,4758.87028400392,476.12,,33400,10.0,0.008237064,4613.632,334,4999.457,835.2741,4758.87,,4146.564,5363.44,1.1159024,0.011159024,64.73039,4989.4766,4.503975,0.0019575981,0.4189424,-1.0,10.0,1.4995587,4748.89,100,18046524.0,0.8237065,0.19575982,0.045039747,5650.721099615097,66.68629,14058345,[-0.012  0.659 -2.722 -3.421]
1959.3752,4915.63035610849,491.72,,33500,10.0,0.010636083,4780.3184,335,4999.536,449.93793,4915.6304,,4303.3154,5696.6353,1.1480737,0.011480737,53.813496,3040.161,6.1031847,0.0009931362,0.4189424,-1.0,10.0,2.2394474,2956.255,100,15852870.0,1.0636083,0.09931362,0.061031844,5668.150297403336,44.653873,14107517,[-0.009  0.681 -2.734 -3.461]
9.979951,4875.8092751163085,487.73,,33600,10.0,0.0053308792,4394.147,336,4999.4595,721.008,4875.8096,,4263.5034,5078.3213,1.0402343,0.010402342,79.2001,4989.4795,3.0652714,0.0025255338,0.4189424,-1.0,10.0,1.2485223,4865.8296,100,7708764.0,0.53308797,0.25255337,0.030652713,5685.756214141846,80.09469,14156290,[ 0.007  0.674 -2.75  -3.433]
,4625.4257198461455,462.79,,33700,10.0,0.005952058,4313.8726,337,4999.405,1130.3712,4625.426,,4013.1262,5022.935,1.0770851,0.010770853,76.60631,4999.405,3.0810564,0.0023129964,0.4189424,-1.0,10.0,1.3410388,4625.426,100,10346587.0,0.5952058,0.23129964,0.030810563,5700.540812015533,74.56905,14202569,[-0.004  0.678 -2.751 -3.442]
9.980471,4789.121616139785,479.13,,33800,10.0,0.035832524,5460.965,338,4999.534,868.02924,4789.1216,,4176.806,7318.0054,1.5118939,0.015118939,15.112363,4989.5537,30.055471,6.366499e-05,0.4189424,-1.0,10.0,9.197981,4779.141,100,323228900.0,3.5832522,0.0063664997,0.3005547,5722.449530363083,10.871951,14250482,[-0.005  0.692 -2.759 -3.48 ]
,4888.166253546915,488.99,,33900,10.0,0.026967023,4905.6206,339,4999.437,606.38385,4888.166,,4275.863,6101.56,1.2487575,0.012487574,17.657,4999.437,19.615822,0.00067588774,0.4189424,-1.0,10.0,3.8149164,4888.166,100,175045470.0,2.696702,0.06758878,0.19615822,5741.351010799408,26.212894,14299381,[-0.006  0.725 -2.759 -3.451]
9.981721,4799.749966474024,480.23,,34000,10.0,0.0038174642,4423.447,340,4999.4976,686.5513,4799.75,,4187.439,5085.799,1.0521343,0.010521341,88.36686,4989.5156,2.288201,0.0048233205,0.4189424,-1.0,10.0,1.1701286,4789.7676,100,4158475.8,0.38174644,0.48233208,0.02288201,5758.746093511581,85.46069,14347404,[-0.026  0.733 -2.749 -3.429]
,4697.510113833243,470.03,,34100,10.0,2.957997,83481.91,341,4999.454,877.74884,4697.51,,4085.2046,147834.55,30.450865,0.30450863,1.0486381,4999.454,2973.5474,1.8824874e-06,0.4189424,-1.0,10.0,11045.777,4697.51,100,2095543100000.0,295.79968,0.00018824874,29.735474,5777.565961837769,0.009053233,14394407,[-0.022  0.736 -2.735 -3.414]
9.979802,4211.44595008816,421.79,,34200,10.0,0.009921259,4166.157,342,4999.5234,968.3771,4211.446,,3599.1318,5043.0776,1.1378106,0.011378105,56.80801,4989.5435,4.927,0.00088862685,0.4189424,-1.0,10.0,2.0510294,4201.466,100,23189634.0,0.992126,0.08886269,0.04927,5798.681885480881,48.756004,14436586,[-0.063  0.754 -2.73  -3.38 ]
9.980089,4372.378410088853,437.78,,34300,10.0,0.039211806,5507.001,343,4999.527,903.50055,4372.378,,3760.0635,7449.813,1.6159024,0.016159026,14.516986,4989.547,25.710361,8.707821e-05,0.4189424,-1.0,10.0,10.067286,4362.398,100,353124220.0,3.9211802,0.008707821,0.25710362,5819.288286447525,9.933165,14480364,[-0.053  0.769 -2.723 -3.365]
9.979597,4623.2391699294,462.69,,34400,10.0,0.02148578,5047.788,344,4999.515,869.1778,4623.2393,,4010.9263,6267.5635,1.4157704,0.014157705,30.274408,4989.5356,13.688563,0.0005283924,0.4189424,-1.0,10.0,3.968377,4613.26,100,95424080.0,2.148578,0.05283924,0.13688563,5840.364362001419,25.199219,14526633,[-0.039  0.726 -2.679 -3.258]
,4190.238355530931,419.68,,34500,10.0,0.04005469,4947.7476,345,4999.5215,1089.6637,4190.2383,,3577.9243,6838.0435,1.48438,0.014843799,12.075215,4999.5215,27.355968,4.5340934e-05,0.4189424,-1.0,10.0,9.530406,4190.2383,100,395177570.0,4.005469,0.0045340937,0.2735597,5858.691850662231,10.492732,14568601,[-0.053  0.71  -2.707 -3.196]
1949.3435,4607.31742869015,461.13,,34600,10.0,0.006051589,4442.9272,346,4999.598,763.69855,4607.3174,,3994.9941,5147.422,1.0907816,0.010907816,76.46451,3050.2546,3.5950904,0.0017249921,0.4189424,-1.0,10.0,1.3237125,2657.974,100,8707438.0,0.60515887,0.17249921,0.035950903,5876.418794393539,75.545105,14614714,[-0.039  0.678 -2.727 -3.242]
9.979412,4550.273984234213,455.41,,34700,10.0,0.007829363,4332.7285,347,4999.5264,950.3347,4550.274,,3937.959,5107.463,1.093485,0.010934848,66.10883,4989.547,4.6984057,0.0013916808,0.4189424,-1.0,10.0,1.6008724,4540.2944,100,15947238.0,0.7829364,0.13916808,0.046984058,5897.602790355682,62.465942,14660255,[-0.034  0.674 -2.728 -3.213]
2629.683,4765.762711724974,476.88,,34800,10.0,0.016057562,4886.8677,348,4999.5425,570.736,4765.7627,,4153.4463,5785.387,1.1780938,0.011780938,34.99192,2369.8594,11.319992,0.0006128448,0.4189424,-1.0,10.0,2.1532934,2136.0793,100,24522604.0,1.6057563,0.06128448,0.11319992,5918.297627449036,46.44049,14707943,[-0.03   0.691 -2.739 -3.196]
,4787.340986361591,478.94,,34900,10.0,0.021660643,5015.1006,349,4999.534,770.0825,4787.341,,4175.0254,6094.332,1.3720249,0.013720249,28.633556,4999.534,16.133911,0.00084070925,0.4189424,-1.0,10.0,3.1065533,4787.341,100,65211200.0,2.1660645,0.08407093,0.1613391,5936.683613061905,32.190014,14755837,[-0.021  0.721 -2.734 -3.236]
,4701.298403709991,470.45,,35000,10.0,0.008193151,4548.4556,350,4999.576,770.7183,4701.299,,4088.9778,5361.8594,1.0989654,0.010989654,64.274796,4999.576,4.7337055,0.00049657386,0.4189424,-1.0,10.0,1.7646348,4701.299,100,17813240.0,0.8193151,0.04965739,0.047337055,5958.526833772659,56.66895,14802882,[-0.039  0.737 -2.732 -3.237]
19.96038,4839.291560822143,484.13,,35100,10.0,0.016455177,5524.01,351,4999.6216,680.983,4839.291,,4226.965,6432.0723,1.3202608,0.013202608,39.163334,4979.661,12.042837,0.00031862172,0.4189424,-1.0,10.0,2.1992066,4819.331,100,68486140.0,1.6455178,0.031862173,0.12042837,5977.831582069397,45.470943,14851295,[-0.031  0.753 -2.72  -3.228]
389.6939,4885.618928215981,488.73,,35200,10.0,0.022343822,5347.501,352,4999.5454,524.5375,4885.6187,,4273.3022,6558.683,1.3787622,0.013787622,27.57669,4609.8516,14.291134,0.00046336313,0.4189424,-1.0,10.0,3.91261,4495.9253,100,86504600.0,2.2343822,0.046336316,0.14291133,5999.1910943984985,25.558386,14900168,[-0.024  0.744 -2.717 -3.173]
