InitialReturnMin,EpRewMean,EpLenMean,LearnableVariance,EpisodesSoFar,ReturnStepMaxmin,StdIWNorm,Bound,Iteration,InitialReturnMax,InitialReturnStd,InitialReturnMean,OptimizationReturnMin,InitialBound,ReturnMeanIW,MeanIW,MeanIWNorm,ESSClassic,OptimizationReturnMax,MaxIW,MinIWNorm,MeanEntropy,VarianceInit,ReturnStepMax,EmpiricalD2,OptimizationReturnMean,EpThisIter,J_sample_variance,StdIW,MinIW,MaxIWNorm,TimeElapsed,ESSRenyi,TimestepsSoFar,Weights
,4551.027837210049,455.33,,7100,10.0,0.03706923,5365.7295,71,4999.45,1260.5547,4551.0273,,3938.7227,6875.938,1.4961729,0.014961729,14.008508,4999.45,33.22792,0.0002174758,0.4189424,-1.0,10.0,6.083283,4551.0273,100,346980450.0,3.7069235,0.02174758,0.3322792,628.3539941310883,16.438492,1578884,[ 0.016  0.415 -2.084 -1.773]
389.7458,4731.937766797257,473.39,,7200,10.0,0.022557708,5270.086,72,4999.507,933.50885,4731.938,,4119.626,6499.685,1.3597525,0.013597523,26.651478,4609.761,19.588108,0.00042669816,0.4189424,-1.0,10.0,4.032567,4342.1924,100,110924000.0,2.2557704,0.042669818,0.19588108,646.9221637248993,24.7981,1626223,[ 0.024  0.364 -2.101 -1.758]
,4514.3537660328275,451.68,,7300,10.0,0.07762834,5611.329,73,4999.486,1326.869,4514.354,,3902.0444,8057.9937,1.6645883,0.016645882,4.3959174,4999.486,76.26402,3.074523e-05,0.4189424,-1.0,10.0,15.966397,4514.354,100,1524406400.0,7.762833,0.003074523,0.76264024,666.7354898452759,6.2631536,1671391,[ 0.033  0.373 -2.131 -1.701]
9.982133,4730.820027674641,473.27,,7400,10.0,0.024396585,5438.4917,74,4999.6787,993.3923,4730.82,,4118.4863,6529.521,1.4572712,0.014572713,26.297077,4989.697,20.218592,0.0007825583,0.4189424,-1.0,10.0,3.1746607,4720.838,100,82897670.0,2.4396584,0.07825583,0.20218591,686.0168771743774,31.49943,1718718,[ 0.011  0.368 -2.153 -1.78 ]
29.950247,4558.101896055883,456.12,,7500,10.0,0.009789678,4264.089,75,4999.5947,1031.2349,4558.102,,3945.7793,5202.9126,1.0733657,0.010733656,54.589825,4969.6445,5.401996,0.0004183621,0.4189424,-1.0,10.0,2.3507545,4528.1514,100,24967342.0,0.97896785,0.04183621,0.05401996,703.3694746494293,42.53953,1764330,[-0.004  0.352 -2.144 -1.795]
369.62982,4725.175410859057,472.73,,7600,10.0,0.013921165,4596.7275,76,4999.5195,876.97797,4725.176,,4112.8623,5592.5693,1.168687,0.011686869,41.34094,4629.8896,10.141026,0.0003226115,0.4189424,-1.0,10.0,2.6450436,4355.5454,100,42779468.0,1.3921164,0.03226115,0.101410255,722.4034757614136,37.80656,1811603,[ 0.01   0.36  -2.137 -1.83 ]
349.69562,4735.618302299426,473.77,,7700,10.0,0.018200478,4591.1895,77,4999.573,925.6922,4735.6187,,4123.2983,5531.894,1.2039385,0.012039384,30.437954,4649.8774,12.734042,0.0011118705,0.4189424,-1.0,10.0,2.360203,4385.9224,100,50067380.0,1.8200477,0.111187056,0.12734042,740.7496864795685,42.369236,1858980,[ 0.023  0.364 -2.112 -1.791]
1109.6968,4737.907483331183,474.02,,7800,10.0,0.008540641,4368.9526,78,4999.6255,754.8256,4737.9077,,4125.5806,5143.3984,1.0628312,0.010628312,60.76322,3889.9287,5.0856805,0.0019458269,0.4189424,-1.0,10.0,1.5996171,3628.2107,100,13274693.0,0.85406405,0.1945827,0.050856803,758.7872846126556,62.51496,1906382,[ 0.007  0.343 -2.113 -1.788]
19.965118,4656.993546657649,465.89,,7900,10.0,0.012789292,4757.334,79,4999.568,1067.045,4656.9937,,4044.674,5760.4404,1.2035394,0.012035392,46.965908,4979.6025,8.959122,0.000512815,0.4189424,-1.0,10.0,2.6837256,4637.0283,100,42091100.0,1.2789294,0.051281504,0.08959121,776.7183048725128,37.261635,1952971,[ 0.013  0.317 -2.128 -1.776]
359.7533,4687.735509912995,468.98,,8000,10.0,0.0032897738,4121.993,80,4999.5947,1009.6022,4687.736,,4075.4126,4764.721,1.0117524,0.010117522,90.438286,4639.8413,2.186902,0.004538051,0.4189424,-1.0,10.0,1.1017765,4327.9824,100,3365992.5,0.32897738,0.4538051,0.02186902,794.6525547504425,90.76251,1999869,[ 0.029  0.328 -2.14  -1.75 ]
759.4011,4708.187202913292,471.04,,8100,10.0,0.032895595,6317.147,81,4999.466,932.3031,4708.187,,4095.8804,7934.854,1.6530689,0.016530689,20.16135,4240.0645,23.484291,2.2200136e-05,0.4189424,-1.0,10.0,6.980094,3948.7861,100,200011170.0,3.2895594,0.0022200136,0.23484291,813.3753108978271,14.326455,2046973,[ 0.025  0.321 -2.151 -1.754]
9.979866,4521.09045179158,452.38,,8200,10.0,0.012470856,4621.4785,82,4999.651,1192.7655,4521.0903,,3908.7603,5494.0566,1.2175517,0.012175517,48.801872,4989.671,9.188232,0.0010272884,0.4189424,-1.0,10.0,2.0306635,4511.111,100,38993504.0,1.2470857,0.102728836,0.091882326,830.9843049049377,49.244987,2092211,[ 0.035  0.314 -2.14  -1.827]
,4393.949230814776,439.68,,8300,10.0,0.104156636,4974.903,83,4999.4097,1422.7281,4393.949,,3781.649,7161.9717,1.8419578,0.018419577,3.0325737,4999.4097,103.8779,0.00031590514,0.4189424,-1.0,10.0,12.7584,4393.949,100,1240380800.0,10.415664,0.031590514,1.038779,847.6369459629059,7.8379736,2136179,[ 0.044  0.316 -2.15  -1.88 ]
19.970543,4533.638189209929,453.64,,8400,10.0,0.004654542,4176.589,84,4999.635,1172.8699,4533.638,,3921.311,4872.912,1.0481128,0.010481127,83.52723,4979.664,2.9143791,0.002078218,0.4189424,-1.0,10.0,1.2931651,4513.6675,100,6866029.0,0.46545422,0.20782179,0.02914379,866.8168156147003,77.32965,2181543,[ 0.01   0.303 -2.118 -1.908]
9.980221,4734.294596360216,473.6,,8500,10.0,0.0046714502,4224.209,85,4999.561,1051.1832,4734.2944,,4121.976,4893.7227,1.0262744,0.0102627445,82.83676,4989.581,3.1366014,0.0032840185,0.4189424,-1.0,10.0,1.1955396,4724.3145,100,6701038.0,0.46714503,0.32840186,0.031366013,885.6737904548645,83.64424,2228903,[ 0.019  0.297 -2.122 -1.916]
29.95282,4453.879027361392,445.67,,8600,10.0,0.020358205,4656.501,86,4999.582,1293.6866,4453.879,,3841.5576,5874.4756,1.3104692,0.013104691,29.29649,4969.6294,12.00085,6.632884e-05,0.4189424,-1.0,10.0,3.9565594,4423.927,100,99764480.0,2.0358207,0.006632884,0.12000849,903.1074705123901,25.274485,2273470,[ 0.023  0.283 -2.131 -1.914]
9.981623,4705.407895860143,470.73,,8700,10.0,0.007549737,4212.9756,87,4999.553,1024.3846,4705.408,,4093.0898,4922.804,1.0654,0.010653999,66.57101,4989.572,5.5208406,0.0021873026,0.4189424,-1.0,10.0,1.3438585,4695.427,100,11365148.0,0.7549737,0.21873027,0.055208404,922.8427815437317,74.4126,2320543,[ 0.034  0.278 -2.138 -1.974]
,4488.889086505815,449.17,,8800,10.0,0.17080522,7135.552,88,4999.4756,1312.1326,4488.8887,,3876.5806,12698.957,2.6098053,0.026098048,2.2813475,4999.4756,171.66133,4.224565e-06,0.4189424,-1.0,10.0,82.55457,4488.8887,100,7370436000.0,17.08052,0.00042245653,1.7166133,941.0915606021881,1.2113199,2365460,[ 0.041  0.263 -2.152 -1.975]
9.983526,4484.563812376351,448.73,,8900,10.0,0.012573275,4522.431,89,4999.5327,1281.3768,4484.564,,3872.2483,5481.953,1.1658647,0.011658647,46.230896,4989.5493,9.934881,0.0003985495,0.4189424,-1.0,10.0,2.4556115,4474.58,100,41777764.0,1.2573274,0.03985495,0.09934881,958.3689250946045,40.723053,2410333,[ 0.045  0.31  -2.152 -1.959]
9.980436,4795.966866653906,479.75,,9000,10.0,0.022058561,5556.9375,90,4999.5405,857.676,4795.967,,4183.6514,6812.5073,1.378073,0.01378073,28.072683,4989.56,15.566802,0.00011657255,0.4189424,-1.0,10.0,4.2046556,4785.9863,100,123041510.0,2.205856,0.011657255,0.15566802,976.1682143211365,23.783161,2458308,[ 0.029  0.336 -2.156 -1.969]
,4693.712173836247,469.58,,9100,10.0,0.08368116,6935.1914,91,4999.4863,1057.1223,4693.7124,,4081.4023,9945.184,2.0611265,0.020611262,5.719721,4999.4863,81.82704,2.0611117e-06,0.4189424,-1.0,10.0,24.165106,4693.7124,100,1770022700.0,8.368115,0.00020611117,0.8182704,994.0155882835388,4.1381984,2505266,[ 0.02   0.309 -2.167 -1.994]
1209.3511,4768.094960732535,477.01,,9200,10.0,0.0056788647,4698.409,92,4999.5864,776.4405,4768.095,,4155.773,5436.4346,1.1188313,0.011188312,79.51473,3790.2354,2.8683164,0.0017074582,0.4189424,-1.0,10.0,1.4527252,3558.7437,100,6700956.0,0.5678865,0.17074582,0.028683163,1011.5041980743408,68.83614,2552967,[ 0.004  0.35  -2.174 -1.968]
,4635.172127662205,463.73,,9300,10.0,0.04424478,4926.542,93,4999.568,1107.2661,4635.1724,,4022.8523,6351.87,1.3700737,0.013700735,8.74979,4999.568,42.784832,0.00044522816,0.4189424,-1.0,10.0,5.418431,4635.1724,100,421125980.0,4.424478,0.04452282,0.4278483,1026.509390592575,18.455528,2599340,[ 0.015  0.345 -2.173 -1.945]
399.67627,4302.192450427032,430.62,,9400,10.0,0.025505003,5375.753,94,4999.6343,1220.4897,4302.1924,,3689.8647,6730.0083,1.4214869,0.014214868,23.70046,4599.958,19.500748,0.00017118973,0.4189424,-1.0,10.0,4.8914013,3902.5164,100,140283970.0,2.5505006,0.017118974,0.19500747,1042.3859496116638,20.444038,2642402,[-0.009  0.355 -2.213 -1.968]
,4686.6674968289735,468.89,,9500,10.0,0.019891998,5532.1475,95,4999.6284,942.14703,4686.6675,,4074.3406,6672.0728,1.3757727,0.013757726,32.356556,4999.6284,14.734097,0.0002602227,0.4189424,-1.0,10.0,3.4656608,4686.6675,100,101578200.0,1.9891998,0.02602227,0.14734097,1060.0693576335907,28.854527,2689291,[-0.003  0.396 -2.212 -1.956]
,4804.657917805489,480.62,,9600,10.0,0.004013357,4413.9175,96,4999.657,865.8272,4804.658,,4192.327,5078.8613,1.049884,0.010498839,87.25029,4999.657,2.6360712,0.003390085,0.4189424,-1.0,10.0,1.179229,4804.658,100,4913143.0,0.40133572,0.3390085,0.026360711,1077.6629304885864,84.80117,2737353,[ 0.003  0.399 -2.197 -1.893]
9.979787,4793.350756228969,479.54,,9700,10.0,0.0038012927,4349.6924,97,4999.6763,843.19684,4793.3506,,4181.0176,5007.9175,1.0346113,0.010346114,88.10633,4989.6963,2.2278993,0.0041579427,0.4189424,-1.0,10.0,1.1555107,4783.371,100,4432374.5,0.3801293,0.41579428,0.022278992,1096.145455121994,86.541824,2785307,[ 1.435e-03  4.187e-01 -2.222e+00 -1.913e+00]
419.61707,4798.12688233527,479.98,,9800,10.0,0.006143663,4643.754,98,4999.563,778.2464,4798.127,,4185.8076,5364.222,1.112981,0.011129809,76.64569,4579.946,4.2979984,0.0026262288,0.4189424,-1.0,10.0,1.3844403,4378.51,100,8995530.0,0.61436635,0.2626229,0.04297998,1114.984941959381,72.23135,2833305,[ 0.004  0.437 -2.22  -1.935]
1969.3938,4947.233863761512,494.84,,9900,10.0,0.06114929,6911.253,99,4999.5903,338.34085,4947.234,,4334.911,9200.319,1.8468964,0.018468965,8.359665,3030.1965,50.893585,9.522131e-05,0.4189424,-1.0,10.0,13.975158,2977.8403,100,360351700.0,6.114929,0.009522131,0.50893587,1134.0358428955078,7.1555543,2882789,[ 0.009  0.435 -2.222 -1.964]
,4796.998653240555,479.85,,10000,10.0,0.00524248,4327.0596,100,4999.6147,896.2922,4796.9985,,4184.6733,5020.269,1.0385023,0.010385023,79.69177,4999.6147,3.2489235,0.0026681882,0.4189424,-1.0,10.0,1.2816359,4796.9985,100,7780867.0,0.524248,0.26681882,0.032489236,1154.5634994506836,78.02528,2930774,[ 0.018  0.445 -2.235 -2.071]
,4696.9106697729085,469.85,,10100,10.0,0.01693793,5000.4478,101,4999.566,1129.7614,4696.9106,,4084.5913,6245.0034,1.347934,0.013479339,38.774647,4999.566,12.203721,0.00012510022,0.4189424,-1.0,10.0,4.1311674,4696.9106,100,71513520.0,1.6937932,0.012510023,0.12203721,1171.9601693153381,24.206232,2977759,[ 0.017  0.423 -2.239 -2.062]
,4821.634451400887,482.32,,10200,10.0,0.10672067,6863.637,102,4999.64,787.0079,4821.635,,4209.3057,9287.955,1.8764791,0.018764788,2.998934,4999.64,107.278824,3.799856e-05,0.4189424,-1.0,10.0,15.675101,4821.635,100,2875667500.0,10.672068,0.0037998562,1.0727882,1189.9894843101501,6.3795443,3025991,[ 0.045  0.441 -2.231 -2.067]
,4686.126843160165,468.8,,10300,10.0,0.027301246,5600.1304,103,4999.6113,1090.7069,4686.1265,,4073.8022,6897.751,1.4817969,0.014817969,22.755241,4999.6113,21.596786,0.00021141072,0.4189424,-1.0,10.0,4.4908824,4686.1265,100,189981180.0,2.7301247,0.021141073,0.21596786,1209.4094545841217,22.26734,3072871,[ 0.03   0.383 -2.214 -2.05 ]
,4658.5441585717035,466.05,,10400,10.0,0.005380805,4320.8745,104,4999.631,1098.9633,4658.544,,4046.2168,5019.6855,1.0652155,0.010652154,79.670845,4999.631,3.246436,0.0019831427,0.4189424,-1.0,10.0,1.3024247,4658.544,100,8703461.0,0.5380805,0.19831428,0.03246436,1226.9992423057556,76.77987,3119476,[ 0.046  0.402 -2.227 -2.133]
9.9801855,4806.552212310003,480.83,,10500,10.0,0.03795865,6183.116,105,4999.5938,841.4313,4806.5527,,4194.2295,7740.6963,1.6770369,0.016770368,16.331488,4989.614,31.516687,0.00014904737,0.4189424,-1.0,10.0,6.470531,4796.5723,100,317230500.0,3.7958648,0.0149047375,0.31516686,1245.1878325939178,15.454682,3167559,[ 0.053  0.423 -2.277 -2.156]
,4611.596501595115,461.41,,10600,10.0,0.028735556,4860.105,106,4999.603,1128.9165,4611.596,,3999.2725,6193.079,1.2734739,0.012734738,16.415894,4999.603,24.31697,0.00016820124,0.4189424,-1.0,10.0,4.738939,4611.596,100,210056380.0,2.8735554,0.016820123,0.24316971,1263.8965015411377,21.10177,3213700,[ 0.073  0.377 -2.267 -2.129]
9.979834,4665.00682603379,466.69,,10700,10.0,0.014077521,4733.3594,107,4999.5425,1154.8436,4665.007,,4052.6904,5675.2603,1.1906583,0.011906585,41.703053,4989.5625,11.581544,0.000674437,0.4189424,-1.0,10.0,2.3662379,4655.027,100,51603900.0,1.407752,0.0674437,0.11581544,1281.2899494171143,42.261177,3260369,[ 0.049  0.345 -2.28  -2.069]
379.74893,4906.968034475385,490.83,,10800,10.0,0.01717389,5067.606,108,4999.615,539.7278,4906.9683,,4294.6426,6241.464,1.272483,0.01272483,35.441917,4619.866,12.434945,2.5887834e-05,0.4189424,-1.0,10.0,3.6750782,4527.219,100,63753680.0,1.717389,0.0025887834,0.124349445,1299.8283641338348,27.210306,3309452,[ 0.033  0.374 -2.261 -2.122]
429.73035,4826.685422253013,482.83,,10900,10.0,0.010007295,4668.8726,109,4999.5303,715.20374,4826.6855,,4214.37,5554.4146,1.1377568,0.011377569,56.381477,4569.8,4.8678093,0.00034777034,0.4189424,-1.0,10.0,2.091551,4396.9546,100,22046658.0,1.0007294,0.034777034,0.048678093,1319.1215212345123,47.81141,3357735,[ 0.052  0.37  -2.278 -2.064]
,4567.067459462876,456.9,,11000,10.0,0.043852486,5562.441,110,4999.5317,1319.2704,4567.068,,3954.7522,7520.578,1.5762439,0.015762437,11.441631,4999.5317,34.366596,8.479591e-05,0.4189424,-1.0,10.0,10.226717,4567.068,100,488781600.0,4.385248,0.008479591,0.34366596,1338.4025118350983,9.778309,3403425,[ 0.053  0.397 -2.296 -2.062]
9.979833,4664.286553951322,466.62,,11100,10.0,0.07946427,5646.7676,111,4999.605,1097.2783,4664.2866,,4051.9624,7523.0015,1.540615,0.015406146,3.6225936,4989.625,79.978035,0.00033202482,0.4189424,-1.0,10.0,9.388825,4654.3066,100,1589575600.0,7.946428,0.033202484,0.7997803,1355.0093157291412,10.65096,3450087,[ 0.054  0.384 -2.311 -2.138]
1589.5648,4965.031240465366,496.6,,11200,10.0,0.010035601,5002.696,112,4999.588,339.24722,4965.0312,,4352.7095,6017.4224,1.2040777,0.012040777,59.008575,3410.023,5.514165,9.763837e-05,0.4189424,-1.0,10.0,2.7462401,3375.4663,100,15540480.0,1.0035601,0.009763837,0.055141646,1375.3813271522522,36.41342,3499747,[ 0.021  0.367 -2.339 -2.078]
9.979446,4920.092526951087,492.13,,11300,10.0,0.09336439,8285.25,113,4999.6113,542.8281,4920.0923,,4307.7676,10575.841,2.1257296,0.021257296,4.9283814,4989.632,83.478065,0.00036998122,0.4189424,-1.0,10.0,13.993664,4910.113,100,2192479500.0,9.336439,0.036998123,0.83478063,1395.5569219589233,7.1460915,3548960,[ 0.039  0.39  -2.338 -2.106]
339.8422,4852.255996067162,485.35,,11400,10.0,0.0055351374,4655.9443,114,4999.6816,669.82544,4852.2563,,4239.923,5345.6504,1.0905243,0.010905243,79.51503,4659.8394,3.5916533,0.0036286889,0.4189424,-1.0,10.0,1.2686806,4512.414,100,7470193.0,0.5535137,0.3628689,0.035916533,1414.669968366623,78.822044,3597495,[ 0.006  0.421 -2.333 -2.164]
,4816.317133929217,481.77,,11500,10.0,0.0073370435,4366.158,115,4999.593,873.7886,4816.3174,,4203.9946,5116.554,1.0622993,0.010622991,67.703285,4999.593,5.5136843,0.00081154314,0.4189424,-1.0,10.0,1.501829,4816.3174,100,14446248.0,0.7337044,0.08115432,0.05513684,1434.6444833278656,66.58547,3645672,[ 0.011  0.398 -2.344 -2.135]
9.980574,4857.717709437079,485.89,,11600,10.0,0.023553818,4972.3164,116,4999.63,744.0123,4857.7173,,4245.39,6103.631,1.2411265,0.012411266,21.731764,4989.6494,21.02297,0.00081315567,0.4189424,-1.0,10.0,3.4134972,4847.7373,100,140265040.0,2.355382,0.08131557,0.2102297,1455.4639685153961,29.29547,3694261,[ 0.022  0.379 -2.336 -2.124]
,4760.811782854856,476.22,,11700,10.0,0.039626367,4881.0215,117,4999.654,1015.8247,4760.8115,,4148.482,6755.75,1.3913345,0.0139133455,10.975044,4999.654,38.691784,8.837617e-06,0.4189424,-1.0,10.0,9.373587,4760.8115,100,398068800.0,3.9626372,0.0008837618,0.38691783,1476.5205433368683,10.668275,3741883,[ 0.018  0.373 -2.355 -2.185]
2159.3157,4916.15755087545,491.74,,11800,10.0,0.06917229,5722.68,118,4999.6396,471.44498,4916.1577,,4303.829,7341.0596,1.8374808,0.01837481,6.5912647,2840.324,66.55239,0.0003134451,0.4189424,-1.0,10.0,6.985412,2756.8416,100,61299820.0,6.91723,0.03134451,0.6655239,1496.241373538971,14.315548,3791057,[ 0.047  0.349 -2.338 -2.182]
369.6219,4753.801142591401,475.54,,11900,10.0,0.24322575,10019.411,119,4999.611,915.4894,4753.8013,,4141.4766,15557.417,3.5610821,0.03561082,2.0986195,4629.989,242.84654,3.460315e-05,0.4189424,-1.0,10.0,81.79809,4384.179,100,8576054300.0,24.322575,0.003460315,2.4284654,1513.7050476074219,1.2225225,3838611,[ 0.022  0.329 -2.33  -2.204]
1389.6843,4672.600663988446,467.57,,12000,10.0,0.044220075,6146.213,120,4999.6504,769.45776,4672.6006,,4060.271,7586.207,1.5613408,0.015613407,11.084902,3609.966,42.711376,0.00029384904,0.4189424,-1.0,10.0,5.53033,3282.9163,100,262525630.0,4.422008,0.029384905,0.42711374,1534.2720928192139,18.082104,3885368,[-0.007  0.368 -2.329 -2.181]
29.947687,4463.242882184797,446.66,,12100,10.0,0.019406034,4468.834,121,4999.6577,1128.3925,4463.2427,,3850.912,5574.1772,1.4319736,0.014319736,35.254055,4969.71,10.383078,0.0010428708,0.4189424,-1.0,10.0,3.258536,4433.2954,100,52694988.0,1.9406034,0.10428709,0.10383078,1553.9370696544647,30.688627,3930034,[-1.063e-04  3.473e-01 -2.321e+00 -2.236e+00]
599.7313,4289.168024323817,429.44,,12200,10.0,0.030313991,4491.7485,122,4999.654,1048.3179,4289.168,,3676.838,5984.8477,1.2553647,0.012553646,14.63905,4399.9224,25.40583,0.0004968466,0.4189424,-1.0,10.0,5.9457436,3689.4363,100,182027040.0,3.031399,0.049684662,0.2540583,1571.34911775589,16.818754,3972978,[-0.018  0.356 -2.323 -2.249]
469.72025,4758.74963780853,476.11,,12300,10.0,0.0028191772,4178.1455,123,4999.628,704.40643,4758.7495,,4146.423,4815.0273,0.9993457,0.009993455,92.62847,4529.9077,1.6423914,0.004454052,0.4189424,-1.0,10.0,1.08181,4289.0293,100,2578124.0,0.28191772,0.44540522,0.016423915,1589.5644493103027,92.437675,4020589,[ 1.351e-03  3.354e-01 -2.311e+00 -2.258e+00]
,4561.0873597426435,456.36,,12400,10.0,0.090665765,8033.842,124,4999.58,1149.344,4561.0874,,3948.7659,9264.062,2.0044472,0.020044472,4.6599174,4999.58,91.30569,0.0004651933,0.4189424,-1.0,10.0,4.0365205,4561.0874,100,2074059500.0,9.066575,0.04651933,0.91305685,1609.2199668884277,24.773811,4066225,[ 0.005  0.333 -2.318 -2.267]
,4286.616897735036,428.98,,12500,10.0,0.0052583097,3894.091,125,4999.689,1451.8882,4286.6167,,3674.2822,4573.28,1.0245469,0.0102454685,79.15102,4999.689,3.0002275,0.0026501312,0.4189424,-1.0,10.0,1.2302796,4286.6167,100,9602107.0,0.525831,0.26501313,0.030002274,1624.718900680542,81.28234,4109123,[ 0.01   0.282 -2.317 -2.214]
,4273.897859084366,427.66,,12600,10.0,0.046637826,5585.3936,126,4999.633,1573.3071,4273.898,,3661.5703,7070.186,1.5709409,0.015709408,10.189864,4999.633,43.851456,0.0003136338,0.4189424,-1.0,10.0,5.8798213,4273.898,100,554498400.0,4.6637826,0.03136338,0.43851456,1639.185922384262,17.00732,4151889,[ 0.015  0.284 -2.347 -2.24 ]
,4606.300883803282,460.83,,12700,10.0,0.071567915,6001.8516,127,4999.6353,1207.1047,4606.301,,3993.9731,8893.687,1.8488779,0.018488776,6.2563577,4999.6353,70.27165,2.0264923e-05,0.4189424,-1.0,10.0,22.303808,4606.301,100,1293247100.0,7.156791,0.0020264923,0.7027165,1656.0084846019745,4.483539,4197972,[ 0.023  0.269 -2.352 -2.304]
449.63055,4646.754126123829,464.88,,12800,10.0,0.025336564,4929.037,128,4999.677,1060.5829,4646.7544,,4034.421,6144.833,1.2852228,0.012852227,20.465298,4550.0464,23.468407,0.00033222098,0.4189424,-1.0,10.0,3.942269,4197.1235,100,136179200.0,2.5336564,0.033222098,0.23468406,1672.632304430008,25.366102,4244460,[ 0.008  0.325 -2.358 -2.355]
19.964836,4650.004610055813,465.18,,12900,10.0,0.10499908,6232.1113,129,4999.6094,1132.4816,4650.005,,4037.6797,8899.248,1.8884262,0.018884262,3.133311,4979.6445,103.45821,9.936577e-05,0.4189424,-1.0,10.0,18.97261,4630.0396,100,2764514600.0,10.499908,0.009936577,1.0345821,1691.9069426059723,5.270756,4290978,[ 0.02   0.3   -2.36  -2.381]
19.965916,4409.934384795754,441.27,,13000,10.0,0.0111121675,4258.0063,130,4999.6406,1388.0747,4409.9346,,3797.6057,5163.923,1.2193893,0.012193892,54.631416,4979.675,6.570452,0.0006788731,0.4189424,-1.0,10.0,2.1888065,4389.9683,100,30548844.0,1.1112167,0.06788731,0.06570452,1709.139716386795,45.686996,4335105,[ 0.035  0.245 -2.348 -2.335]
,4422.188101847611,442.49,,13100,10.0,0.055208568,6693.2695,131,4999.64,1393.3308,4422.188,,3809.86,9258.468,1.9766722,0.019766722,11.362502,4999.64,41.75255,6.086856e-06,0.4189424,-1.0,10.0,17.549839,4422.188,100,767942660.0,5.5208564,0.0006086856,0.41752547,1727.8064827919006,5.698058,4379354,[ 0.039  0.23  -2.365 -2.364]
,4599.14012210444,460.14,,13200,10.0,0.02020929,4783.66,132,4999.581,1197.6387,4599.14,,3986.8184,6105.4565,1.2686955,0.012686956,28.269426,4999.581,11.1760235,0.00063157774,0.4189424,-1.0,10.0,4.659835,4599.14,100,105082170.0,2.020929,0.063157775,0.11176023,1745.8625826835632,21.459988,4425368,[ 0.047  0.264 -2.374 -2.342]
399.65637,4844.39356266552,484.62,,13300,10.0,0.010627374,4919.81,133,4999.5747,742.5867,4844.3936,,4232.0728,5761.759,1.2099179,0.012099179,56.44909,4599.9185,7.1033416,0.0010246292,0.4189424,-1.0,10.0,1.8906622,4444.7373,100,22243440.0,1.0627373,0.102462925,0.07103341,1767.2399234771729,52.89152,4473830,[ 0.052  0.288 -2.392 -2.31 ]
19.964464,4618.864239647628,462.16,,13400,10.0,0.035764817,4365.7373,134,4999.474,1071.9784,4618.8643,,4006.5557,5793.33,1.4025216,0.014025216,13.32856,4979.51,33.76978,0.00043929895,0.4189424,-1.0,10.0,5.4358673,4598.9,100,241690370.0,3.576482,0.043929897,0.33769777,1787.0239729881287,18.396328,4520046,[ 0.066  0.295 -2.394 -2.351]
,3983.3710566953214,398.85,,13500,10.0,1.2404333,37786.594,135,4999.539,1450.0206,3983.3708,,3371.0552,65466.137,13.393607,0.13393608,1.1524291,4999.539,1247.3274,2.1217667e-07,0.4189424,-1.0,10.0,2043.4625,3983.3708,100,388381280000.0,124.04334,2.1217667e-05,12.473273,1804.0789988040924,0.048936546,4559931,[ 0.091  0.279 -2.394 -2.371]
449.6604,3981.863523159828,398.68,,13600,10.0,0.03263927,4867.9487,136,4999.553,1570.7495,3981.8638,,3369.5454,6467.5825,1.4208388,0.014208389,15.931052,4549.8926,28.73291,7.429125e-05,0.4189424,-1.0,10.0,6.8247614,3532.2031,100,225772850.0,3.2639267,0.0074291257,0.2873291,1820.707406282425,14.652527,4599799,[ 0.113  0.325 -2.394 -2.347]
449.72888,4195.6130526212,420.01,,13700,10.0,0.039482266,4841.84,137,4999.4956,1456.9385,4195.6133,,3583.3022,6560.0186,1.4815636,0.014815636,12.34306,4549.7666,36.920124,3.2698208e-05,0.4189424,-1.0,10.0,7.8739543,3745.884,100,319844640.0,3.9482265,0.003269821,0.36920124,1838.140366077423,12.700099,4641800,[ 0.098  0.362 -2.395 -2.37 ]
,4321.570141099302,432.55,,13800,10.0,0.0257928,4543.704,138,4999.49,1386.9025,4321.5703,,3709.2598,6142.364,1.3276727,0.01327673,20.946299,4999.49,20.947336,8.839393e-05,0.4189424,-1.0,10.0,6.8166246,4321.5703,100,170725070.0,2.57928,0.008839393,0.20947336,1856.0367395877838,14.670017,4685055,[ 0.106  0.396 -2.398 -2.369]
9.9814825,4586.810099434911,458.93,,13900,10.0,30.27242,1048148.6,139,4999.67,1148.3159,4586.8105,,3974.478,1584967.4,317.12354,3.1712353,1.0854821,4989.6885,30413.775,7.159214e-09,0.4189424,-1.0,10.0,768566.5,4576.8286,100,230343120000000.0,3027.242,7.1592143e-07,304.13776,1872.6835157871246,0.00013011236,4730948,[ 0.096  0.433 -2.407 -2.37 ]
,4802.013075381187,480.36,,14000,10.0,0.032396294,5177.7856,140,4999.5396,892.53424,4802.0137,,4189.6973,6329.377,1.2848816,0.012848815,13.592166,4999.5396,28.143469,0.0007791989,0.4189424,-1.0,10.0,3.5370858,4802.0137,100,265794450.0,3.2396297,0.07791989,0.28143468,1891.695238828659,28.271862,4778984,[ 0.074  0.519 -2.407 -2.355]
