MinNormIw,VarJ,VarRet,ESSRenyi,VarDiscRet,AvgNormIw,VanillaAvgRet,AvgDiscRet,IterType,MaxVanillaIw,MaxNormIw,AvgVanillaIw,BatchSize,MinVanillaIw,VarNormIw,AvgRet,ESSClassic,VarVanillaIw,AvgEpLen,eRenyi2,EpsThisIter,Delta,J,Bound
0.00333333,50.437,63.581807869,500.0,63.581807869,0.00333333,-61.0992659454,-61.0992659454,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-61.0992659454,299.999969474,,89.97,1.0,100,1.0,-68.1367,-68.1367
0.0025,50.4221,2563.25206589,500.0,2563.25206589,0.0025,-68.7283944017,-68.7283944017,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-68.7283944017,400.0,,99.31,1.0,100,1.0,-68.2846,-68.2846
0.002,52.7322,3757.96985659,500.0,3757.96985659,0.002,-72.3914943069,-72.3914943069,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-72.3914943069,500.000006643,,102.99,1.0,100,1.0,-69.106,-69.106
0.01,36.3668,1335.90202912,500.0,1335.90202912,0.01,-63.9819515805,-63.9819515805,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-63.9819515805,100.0,,93.33,1.0,100,1.0,-63.9819,-63.9819
0.005,43.9647,2555.76221672,500.0,2555.76221672,0.005,-69.0905593513,-69.0905593513,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-69.0905593513,200.000000102,,99.43,1.0,100,1.0,-66.5363,-66.5363
0.00333333,46.2557,2577.45413292,500.0,2577.45413292,0.00333333,-67.9353089584,-67.9353089584,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-67.9353089584,299.999969474,,97.94,1.0,100,1.0,-67.0026,-67.0026
0.0025,43.969,1321.96197681,500.0,1321.96197681,0.0025,-64.2762096439,-64.2762096439,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.2762096439,400.0,,94.21,1.0,100,1.0,-66.321,-66.321
0.002,45.3316,2563.51577619,500.0,2563.51577619,0.002,-68.503853922,-68.503853922,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-68.503853922,500.000006643,,98.57,1.0,100,1.0,-66.7576,-66.7576
0.01,61.0607,3766.06958678,500.0,3766.06958678,0.01,-72.8165333532,-72.8165333532,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-72.8165333532,100.0,,104.01,1.0,100,1.0,-72.8165,-72.8165
0.005,50.416,1327.98631133,500.0,1327.98631133,0.005,-63.8229834287,-63.8229834287,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-63.8229834287,200.000000102,,92.63,1.0,100,1.0,-68.3198,-68.3198
0.00333333,46.2113,1316.54948301,500.0,1316.54948301,0.00333333,-62.9114605573,-62.9114605573,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-62.9114605573,299.999969474,,90.81,1.0,100,1.0,-66.517,-66.517
0.0025,43.898,1313.16191192,500.0,1313.16191192,0.0025,-65.0230947109,-65.0230947109,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-65.0230947109,400.0,,94.84,1.0,100,1.0,-66.1435,-66.1435
0.002,42.5309,1349.53193697,500.0,1349.53193697,0.002,-65.6623672579,-65.6623672579,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-65.6623672579,500.000006643,,95.93,1.0,100,1.0,-66.0473,-66.0473
0.01,50.4966,2575.66087753,500.0,2575.66087753,0.01,-68.446323173,-68.446323173,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.446323173,100.0,,98.6,1.0,100,1.0,-68.4463,-68.4463
0.005,36.277,59.806488932,500.0,59.806488932,0.005,-61.6748083565,-61.6748083565,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.6748083565,200.000000102,,91.18,1.0,100,1.0,-65.0606,-65.0606
0.00333333,46.2544,3798.96982916,500.0,3798.96982916,0.00333333,-71.2302242754,-71.2302242754,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-71.2302242754,299.999969474,,101.74,1.0,100,1.0,-67.1171,-67.1171
0.0025,47.3691,2581.91274513,500.0,2581.91274513,0.0025,-68.1754711197,-68.1754711197,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-68.1754711197,400.0,,98.23,1.0,100,1.0,-67.3817,-67.3817
0.002,50.4563,3773.31812713,500.0,3773.31812713,0.002,-72.1623944055,-72.1623944055,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-72.1623944055,500.000006643,,103.29,1.0,100,1.0,-68.3378,-68.3378
0.01,36.1409,1319.36057173,500.0,1319.36057173,0.01,-65.3166693252,-65.3166693252,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-65.3166693252,100.0,,95.31,1.0,100,1.0,-65.3167,-65.3167
0.005,26.3073,69.6373641519,500.0,69.6373641519,0.005,-61.0642673388,-61.0642673388,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.0642673388,200.000000102,,90.02,1.0,100,1.0,-63.1905,-63.1905
0.00333333,21.8997,54.4087335,500.0,54.4087335,0.00333333,-62.1103318392,-62.1103318392,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-62.1103318392,299.999969474,,91.98,1.0,100,1.0,-62.8304,-62.8304
0.0025,26.2374,1325.33495559,500.0,1325.33495559,0.0025,-64.7352262188,-64.7352262188,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.7352262188,400.0,,93.75,1.0,100,1.0,-63.3066,-63.3066
0.002,32.6348,2586.64610706,500.0,2586.64610706,0.002,-66.9772983193,-66.9772983193,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-66.9772983193,500.000006643,,96.38,1.0,100,1.0,-64.0408,-64.0408
0.01,60.9491,3752.31709668,500.0,3752.31709668,0.01,-72.3893459098,-72.3893459098,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-72.3893459098,100.0,,103.37,1.0,100,1.0,-72.3893,-72.3893
0.005,50.3484,1336.0823655,500.0,1336.0823655,0.005,-64.3375842768,-64.3375842768,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.3375842768,200.000000102,,93.51,1.0,100,1.0,-68.3635,-68.3635
0.00333333,50.3259,2553.66887924,500.0,2553.66887924,0.00333333,-68.147662991,-68.147662991,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.147662991,299.999969474,,97.69,1.0,100,1.0,-68.2915,-68.2915
0.0025,50.3539,2569.42628679,500.0,2569.42628679,0.0025,-67.7140834156,-67.7140834156,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.7140834156,400.0,,97.26,1.0,100,1.0,-68.1472,-68.1472
0.002,45.2697,52.5147016506,500.0,52.5147016506,0.002,-60.0323480923,-60.0323480923,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.0323480923,500.000006643,,88.34,1.0,100,1.0,-66.5242,-66.5242
0.01,61.3478,3801.56320648,500.0,3801.56320648,0.01,-70.7193201144,-70.7193201144,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-70.7193201144,100.0,,101.0,1.0,100,1.0,-70.7193,-70.7193
0.005,50.489,1331.9679584,500.0,1331.9679584,0.005,-65.0463634355,-65.0463634355,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.0463634355,200.000000102,,94.84,1.0,100,1.0,-67.8828,-67.8828
0.00333333,46.2596,1323.32260697,500.0,1323.32260697,0.00333333,-63.7344849779,-63.7344849779,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-63.7344849779,299.999969474,,92.83,1.0,100,1.0,-66.5001,-66.5001
0.0025,40.2733,45.3362384784,500.0,45.3362384784,0.0025,-60.9581887242,-60.9581887242,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.9581887242,400.0,,89.5,1.0,100,1.0,-65.1146,-65.1146
