MinNormIw,VarJ,VarRet,ESSRenyi,VarDiscRet,AvgNormIw,VanillaAvgRet,AvgDiscRet,IterType,MaxVanillaIw,MaxNormIw,AvgVanillaIw,BatchSize,MinVanillaIw,VarNormIw,AvgRet,ESSClassic,VarVanillaIw,AvgEpLen,eRenyi2,EpsThisIter,Delta,J,Bound
,15.9102,4962.1327968,0.135220325939,4962.1327968,0.002,-75.6969703773,-75.6969703773,1,6.77662,0.666807,0.0203256,500,,0.0010401,-75.6969703773,1.9193448301,0.107424,107.16,3697.67,100,1.0,-52.6419,-52.6419
0.01,70.0603,4958.02306487,500.0,4958.02306487,0.01,-75.59616707,-75.59616707,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-75.59616707,100.0,,107.25,1.0,100,1.0,-75.5962,-75.5962
0.005,56.0827,1328.37289856,500.0,1328.37289856,0.005,-64.0189755201,-64.0189755201,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.0189755201,200.000000102,,93.25,1.0,100,1.0,-69.8076,-69.8076
0.00333333,46.2887,62.0394017972,500.0,62.0394017972,0.00333333,-59.1334424536,-59.1334424536,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-59.1334424536,299.999969474,,86.74,1.0,100,1.0,-66.2495,-66.2495
0.0025,44.0165,1329.68231136,500.0,1329.68231136,0.0025,-63.5415669104,-63.5415669104,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-63.5415669104,400.0,,92.05,1.0,100,1.0,-65.5725,-65.5725
0.000176461,86.1144,2568.11432096,,2568.11432096,0.002,-67.9213666689,-67.9213666689,1,139.576,0.236799,1.17886,500,0.104012,0.000117155,-67.9213666689,16.5397342853,40.703,97.78,inf,100,1.0,-57.5307,-57.5307
0.01,61.4473,3813.91520877,500.0,3813.91520877,0.01,-70.6439982133,-70.6439982133,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-70.6439982133,100.0,,100.1,1.0,100,1.0,-70.644,-70.644
0.005,50.4714,1313.44769114,500.0,1313.44769114,0.005,-64.5386601834,-64.5386601834,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.5386601834,200.000000102,,94.06,1.0,100,1.0,-67.5913,-67.5913
0.00333333,46.3025,1345.81029323,500.0,1345.81029323,0.00333333,-64.9398658171,-64.9398658171,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.9398658171,299.999969474,,94.65,1.0,100,1.0,-66.7075,-66.7075
0.0025,44.0435,1334.57743994,500.0,1334.57743994,0.0025,-63.8076466116,-63.8076466116,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-63.8076466116,400.0,,92.86,1.0,100,1.0,-65.9825,-65.9825
0.000802249,22.8094,1323.01804681,499.993264766,1323.01804681,0.002,-63.4894591549,-63.4894591549,1,16.9471,0.0343549,0.986588,500,0.395744,5.86212e-06,-63.4894591549,203.037576058,1.42648,92.2,1.00001,100,1.0,-62.6682,-62.6682
0.01,7.13131,51.3692645586,500.0,51.3692645586,0.01,-61.0435688151,-61.0435688151,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.0435688151,100.0,,89.73,1.0,100,1.0,-61.0436,-61.0436
0.005,26.2631,1331.60303743,500.0,1331.60303743,0.005,-65.5958092533,-65.5958092533,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.5958092533,200.000000102,,96.07,1.0,100,1.0,-63.3197,-63.3197
0.00333333,36.2849,2580.99619921,500.0,2580.99619921,0.00333333,-68.0780198668,-68.0780198668,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.0780198668,299.999969474,,97.97,1.0,100,1.0,-64.9058,-64.9058
0.0025,36.2508,1319.53658119,500.0,1319.53658119,0.0025,-64.2240619279,-64.2240619279,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-64.2240619279,400.0,,93.44,1.0,100,1.0,-64.7354,-64.7354
0.000761829,20.0432,1328.15854196,,1328.15854196,0.002,-62.9262113017,-62.9262113017,1,11.9074,0.025982,0.916585,500,0.34914,6.70198e-06,-62.9262113017,187.115725941,1.40763,91.41,inf,100,1.0,-62.2833,-62.2833
0.01,36.0952,1316.02073855,500.0,1316.02073855,0.01,-64.9775860539,-64.9775860539,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.9775860539,100.0,,95.35,1.0,100,1.0,-64.9776,-64.9776
0.005,26.347,82.4247030054,500.0,82.4247030054,0.005,-62.1977707449,-62.1977707449,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-62.1977707449,200.000000102,,91.61,1.0,100,1.0,-63.5877,-63.5877
0.00333333,30.0275,1328.79294183,500.0,1328.79294183,0.00333333,-64.8904074861,-64.8904074861,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-64.8904074861,299.999969474,,94.87,1.0,100,1.0,-64.0219,-64.0219
0.0025,31.7664,1344.57322658,500.0,1344.57322658,0.0025,-63.3577129664,-63.3577129664,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-63.3577129664,400.0,,92.45,1.0,100,1.0,-63.8559,-63.8559
,4.60708e-16,1336.87656512,0.0237295623351,1336.87656512,0.002,-63.8395143843,-63.8395143843,1,1.72147e-10,1.0,3.44295e-13,500,,0.002,-63.8395143843,1.0,5.92695e-23,92.8,21070.8,100,1.0,-51.4718,-51.4718
0.01,36.0439,1312.28807478,500.0,1312.28807478,0.01,-64.3079902019,-64.3079902019,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.3079902019,100.0,,93.55,1.0,100,1.0,-64.308,-64.308
0.005,43.7071,2533.38495297,500.0,2533.38495297,0.005,-69.4842982805,-69.4842982805,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-69.4842982805,200.000000102,,100.45,1.0,100,1.0,-66.8961,-66.8961
0.00333333,36.0528,57.1318161688,500.0,57.1318161688,0.00333333,-61.1192957494,-61.1192957494,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-61.1192957494,299.999969474,,89.95,1.0,100,1.0,-64.9705,-64.9705
0.0025,40.1363,2562.58812088,500.0,2562.58812088,0.0025,-68.0911826351,-68.0911826351,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-68.0911826351,400.0,,97.76,1.0,100,1.0,-65.7507,-65.7507
0.000880405,35.2884,47.7614713559,0.774174330602,47.7614713559,0.002,-61.1089329042,-61.1089329042,1,35.135,0.0604891,1.1617,500,0.511381,8.9244e-06,-61.1089329042,154.959931008,3.01095,89.83,645.849,100,1.0,-62.9724,-62.9724
0.01,77.7147,6100.58361893,500.0,6100.58361893,0.01,-79.7953061421,-79.7953061421,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-79.7953061421,100.0,,112.2,1.0,100,1.0,-79.7953,-79.7953
0.005,60.9885,1311.70998207,500.0,1311.70998207,0.005,-65.581467692,-65.581467692,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.581467692,200.000000102,,95.22,1.0,100,1.0,-72.6884,-72.6884
0.00333333,64.2123,4975.65489868,500.0,4975.65489868,0.00333333,-75.3084288494,-75.3084288494,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-75.3084288494,299.999969474,,106.68,1.0,100,1.0,-73.5617,-73.5617
0.0025,55.9995,48.1970791217,500.0,48.1970791217,0.0025,-60.5802927005,-60.5802927005,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.5802927005,400.0,,89.22,1.0,100,1.0,-70.3164,-70.3164
9.62642e-05,49.6047,4985.15740498,1.98745937878,4985.15740498,0.002,-74.6362628001,-74.6362628001,1,13.254,0.0274149,0.966919,500,0.0465399,4.26811e-06,-74.6362628001,242.143282495,0.9976,105.25,251.577,100,1.0,-68.0919,-68.0919
0.01,36.1399,1319.28892984,500.0,1319.28892984,0.01,-64.2709290926,-64.2709290926,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.2709290926,100.0,,93.56,1.0,100,1.0,-64.2709,-64.2709
0.005,36.2968,1341.71046612,500.0,1341.71046612,0.005,-65.2993469399,-65.2993469399,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.2993469399,200.000000102,,94.56,1.0,100,1.0,-64.7851,-64.7851
0.00333333,30.0615,74.2227465993,500.0,74.2227465993,0.00333333,-62.7766950795,-62.7766950795,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-62.7766950795,299.999969474,,92.27,1.0,100,1.0,-64.1157,-64.1157
0.0025,26.367,58.0585390199,500.0,58.0585390199,0.0025,-60.0660052487,-60.0660052487,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.0660052487,400.0,,88.36,1.0,100,1.0,-63.1032,-63.1032
0.00121004,21.856,1330.41820984,,1330.41820984,0.002,-65.3727360104,-65.3727360104,1,13.6664,0.0278179,0.982562,500,0.594468,2.82928e-06,-65.3727360104,293.099419976,0.682866,95.44,inf,100,1.0,-62.9123,-62.9123
0.01,50.2935,2554.98571388,500.0,2554.98571388,0.01,-69.3527967142,-69.3527967142,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-69.3527967142,100.0,,100.2,1.0,100,1.0,-69.3528,-69.3528
0.005,50.3409,2564.09605044,500.0,2564.09605044,0.005,-68.3369992448,-68.3369992448,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.3369992448,200.000000102,,98.52,1.0,100,1.0,-68.8449,-68.8449
0.00333333,41.5031,57.9664197075,500.0,57.9664197075,0.00333333,-60.9340055652,-60.9340055652,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-60.9340055652,299.999969474,,90.11,1.0,100,1.0,-66.2079,-66.2079
0.0025,40.2953,1327.58664917,500.0,1327.58664917,0.0025,-62.0392588831,-62.0392588831,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-62.0392588831,400.0,,89.65,1.0,100,1.0,-65.1658,-65.1658
3.42209e-19,20.9116,1326.83003694,0.55087163736,1326.83003694,0.002,-63.7596098524,-63.7596098524,1,11.3706,0.0237645,0.956944,500,1.63738e-16,7.03928e-06,-63.7596098524,181.402632572,1.61154,92.71,907.652,100,1.0,-61.6456,-61.6456
0.01,50.4105,2566.89031704,500.0,2566.89031704,0.01,-68.0473726809,-68.0473726809,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.0473726809,100.0,,97.64,1.0,100,1.0,-68.0474,-68.0474
0.005,50.5217,2587.85120329,500.0,2587.85120329,0.005,-66.2075491244,-66.2075491244,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-66.2075491244,200.000000102,,94.89,1.0,100,1.0,-67.1275,-67.1275
0.00333333,46.2612,1320.56939666,500.0,1320.56939666,0.00333333,-63.6536138305,-63.6536138305,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-63.6536138305,299.999969474,,92.59,1.0,100,1.0,-65.9695,-65.9695
0.0025,43.9846,1327.86008359,500.0,1327.86008359,0.0025,-63.7485075423,-63.7485075423,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-63.7485075423,400.0,,92.27,1.0,100,1.0,-65.4143,-65.4143
0.000533484,28.5485,1338.09362509,,1338.09362509,0.002,-64.0527363336,-64.0527363336,1,37.892,0.0708605,1.06948,500,0.285275,1.35812e-05,-64.0527363336,113.933811584,3.88351,93.48,inf,100,1.0,-63.5038,-63.5038
0.01,36.0693,1314.13478233,500.0,1314.13478233,0.01,-64.6107436247,-64.6107436247,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.6107436247,100.0,,94.07,1.0,100,1.0,-64.6107,-64.6107
0.005,43.8253,2562.40252972,500.0,2562.40252972,0.005,-67.2709956646,-67.2709956646,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-67.2709956646,200.000000102,,96.7,1.0,100,1.0,-65.9409,-65.9409
0.00333333,54.2393,4981.73983683,500.0,4981.73983683,0.00333333,-74.8123154153,-74.8123154153,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-74.8123154153,299.999969474,,105.55,1.0,100,1.0,-68.898,-68.898
0.0025,50.3938,1327.16042382,500.0,1327.16042382,0.0025,-63.9259211087,-63.9259211087,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-63.9259211087,400.0,,92.82,1.0,100,1.0,-67.655,-67.655
0.000353544,38.0961,2546.39709683,,2546.39709683,0.002,-69.0239647217,-69.0239647217,1,78.2718,0.13718,1.14115,500,0.201724,6.0324e-05,-69.0239647217,31.1509948145,19.6389,99.49,inf,100,1.0,-60.7008,-60.7008
0.01,36.242,1326.74841769,500.0,1326.74841769,0.01,-65.2474948387,-65.2474948387,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-65.2474948387,100.0,,95.11,1.0,100,1.0,-65.2475,-65.2475
0.005,26.0989,41.1635944456,500.0,41.1635944456,0.005,-61.2294738106,-61.2294738106,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-61.2294738106,200.000000102,,90.88,1.0,100,1.0,-63.2385,-63.2385
0.00333333,29.7649,1303.21824473,500.0,1303.21824473,0.00333333,-66.0715164845,-66.0715164845,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-66.0715164845,299.999969474,,96.49,1.0,100,1.0,-64.1828,-64.1828
0.0025,36.0905,2571.39118816,500.0,2571.39118816,0.0025,-67.1449998587,-67.1449998587,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.1449998587,400.0,,96.79,1.0,100,1.0,-64.9234,-64.9234
0.000525636,20.7767,2571.13568903,,2571.13568903,0.002,-67.8566044338,-67.8566044338,1,32.0942,0.0619977,1.03534,500,0.272105,1.12406e-05,-67.8566044338,131.422624048,3.01225,97.56,inf,100,1.0,-63.1565,-63.1565
0.01,36.4083,1338.95410983,500.0,1338.95410983,0.01,-63.2054552974,-63.2054552974,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-63.2054552974,100.0,,91.53,1.0,100,1.0,-63.2055,-63.2055
0.005,44.0043,2562.9274839,500.0,2562.9274839,0.005,-67.6520927316,-67.6520927316,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-67.6520927316,200.000000102,,97.35,1.0,100,1.0,-65.4288,-65.4288
0.00333333,46.2645,2568.12042599,500.0,2568.12042599,0.00333333,-68.4325061792,-68.4325061792,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.4325061792,299.999969474,,98.42,1.0,100,1.0,-66.43,-66.43
0.0025,47.3388,2568.05141948,500.0,2568.05141948,0.0025,-67.0273563839,-67.0273563839,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.0273563839,400.0,,95.9,1.0,100,1.0,-66.5794,-66.5794
,,3797.5818288,7.34676503201e-05,3797.5818288,0.002,-70.9372254762,-70.9372254762,1,1.53816e-35,1.0,3.07633e-38,500,,0.002,-70.9372254762,inf,,100.73,6.80572e+06,100,1.0,-53.5093,-53.5093
0.01,6.97983,49.2100853153,500.0,49.2100853153,0.01,-60.1556426512,-60.1556426512,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-60.1556426512,100.0,,88.58,1.0,100,1.0,-60.1556,-60.1556
0.005,43.9424,3788.9000399,500.0,3788.9000399,0.005,-71.3041548538,-71.3041548538,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-71.3041548538,200.000000102,,101.54,1.0,100,1.0,-65.7299,-65.7299
0.00333333,46.1198,2538.46226489,500.0,2538.46226489,0.00333333,-68.7714148755,-68.7714148755,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.7714148755,299.999969474,,99.5,1.0,100,1.0,-66.7437,-66.7437
0.0025,50.3233,3769.66554229,500.0,3769.66554229,0.0025,-71.4569635282,-71.4569635282,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-71.4569635282,400.0,,101.99,1.0,100,1.0,-67.922,-67.922
,58.2538,1322.57968284,0.000420786428796,1322.57968284,0.002,-64.7575281583,-64.7575281583,1,1.43584e-38,0.2,1.43584e-40,500,,0.000396794,-64.7575281583,inf,,94.36,1.18825e+06,100,1.0,-60.2617,-60.2617
0.01,50.3177,2557.44903987,500.0,2557.44903987,0.01,-68.9402444148,-68.9402444148,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-68.9402444148,100.0,,99.53,1.0,100,1.0,-68.9402,-68.9402
0.005,36.3256,68.8923436939,500.0,68.8923436939,0.005,-60.1060959558,-60.1060959558,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-60.1060959558,200.000000102,,88.43,1.0,100,1.0,-64.5232,-64.5232
0.00333333,41.5271,2549.02834753,500.0,2549.02834753,0.00333333,-68.5590564255,-68.5590564255,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.5590564255,299.999969474,,98.92,1.0,100,1.0,-65.8685,-65.8685
0.0025,36.2151,64.1411727492,500.0,64.1411727492,0.0025,-62.3804448137,-62.3804448137,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-62.3804448137,400.0,,92.68,1.0,100,1.0,-64.9965,-64.9965
0.000551297,63.2189,1338.83187884,4.93496131233,1338.83187884,0.002,-63.1742970689,-63.1742970689,1,116.842,0.0910952,2.56528,500,0.707115,0.000129331,-63.1742970689,15.0293952729,212.771,91.62,101.318,100,1.0,-62.5712,-62.5712
0.01,50.3415,2559.86247351,500.0,2559.86247351,0.01,-67.6602285229,-67.6602285229,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-67.6602285229,100.0,,97.26,1.0,100,1.0,-67.6602,-67.6602
0.005,43.9923,1337.80283937,500.0,1337.80283937,0.005,-62.7685993887,-62.7685993887,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-62.7685993887,200.000000102,,90.43,1.0,100,1.0,-65.2144,-65.2144
0.00333333,36.2476,59.5739460582,500.0,59.5739460582,0.00333333,-60.9655189359,-60.9655189359,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-60.9655189359,299.999969474,,89.76,1.0,100,1.0,-63.7981,-63.7981
0.0025,40.3245,2576.3568496,500.0,2576.3568496,0.0025,-67.796887404,-67.796887404,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.796887404,400.0,,97.51,1.0,100,1.0,-64.7978,-64.7978
0.000925115,22.2355,61.1876349931,1.17045818966,61.1876349931,0.002,-60.2933174902,-60.2933174902,1,9.09061,0.0118933,1.52869,500,0.707107,1.06555e-05,-60.2933174902,136.666310549,6.2252,89.23,427.183,100,1.0,-62.1226,-62.1226
0.01,36.4775,1344.04851593,500.0,1344.04851593,0.01,-64.0186900274,-64.0186900274,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.0186900274,100.0,,93.26,1.0,100,1.0,-64.0187,-64.0187
0.005,36.3076,1318.33222644,500.0,1318.33222644,0.005,-65.2299372716,-65.2299372716,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-65.2299372716,200.000000102,,94.75,1.0,100,1.0,-64.6243,-64.6243
0.00333333,54.2617,6106.00592803,500.0,6106.00592803,0.00333333,-79.7028503272,-79.7028503272,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-79.7028503272,299.999969474,,111.84,1.0,100,1.0,-69.6505,-69.6505
0.0025,53.3161,2561.125764,500.0,2561.125764,0.0025,-68.0550171885,-68.0550171885,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-68.0550171885,400.0,,98.19,1.0,100,1.0,-69.2516,-69.2516
,0.0258665,44.7487524598,0.695688565231,44.7487524598,0.002,-59.6743728468,-59.6743728468,1,1.57675e+07,0.999776,31542.0,500,,0.0019991,-59.6743728468,1.00044717302,4.97226e+11,88.03,718.712,100,1.0,-61.1658,-61.1658
0.01,36.2136,1324.67321019,500.0,1324.67321019,0.01,-63.6618096244,-63.6618096244,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-63.6618096244,100.0,,92.78,1.0,100,1.0,-63.6618,-63.6618
0.005,50.5008,3801.40352626,500.0,3801.40352626,0.005,-70.8527042128,-70.8527042128,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-70.8527042128,200.000000102,,100.96,1.0,100,1.0,-67.2573,-67.2573
0.00333333,50.4147,2548.13739118,500.0,2548.13739118,0.00333333,-68.809202581,-68.809202581,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.809202581,299.999969474,,99.38,1.0,100,1.0,-67.7746,-67.7746
0.0025,53.3612,3796.901229,500.0,3796.901229,0.0025,-70.5547196336,-70.5547196336,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-70.5547196336,400.0,,100.23,1.0,100,1.0,-68.4696,-68.4696
0.000146494,46.4716,2552.32077052,1.1763757274,2552.32077052,0.002,-68.5751486559,-68.5751486559,1,895.369,0.185497,9.65373,500,0.707107,0.000340795,-68.5751486559,5.81204439788,7940.04,99.34,425.034,100,1.0,-57.5672,-57.5672
0.01,61.0688,3767.06963749,500.0,3767.06963749,0.01,-71.725280252,-71.725280252,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-71.725280252,100.0,,102.29,1.0,100,1.0,-71.7253,-71.7253
0.005,50.3807,1334.71063335,500.0,1334.71063335,0.005,-64.5610448097,-64.5610448097,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.5610448097,200.000000102,,93.89,1.0,100,1.0,-68.1432,-68.1432
0.00333333,54.2996,3798.0452047,500.0,3798.0452047,0.00333333,-71.7839325912,-71.7839325912,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-71.7839325912,299.999969474,,102.54,1.0,100,1.0,-69.3568,-69.3568
0.0025,56.1403,3796.99273799,500.0,3796.99273799,0.0025,-71.2083602706,-71.2083602706,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-71.2083602706,400.0,,101.32,1.0,100,1.0,-69.8196,-69.8196
4.92354e-18,65.2374,8453.24601018,282.49111083,8453.24601018,0.002,-84.6904597068,-84.6904597068,1,2.39116,0.0021322,2.2429,500,5.52152e-15,2.64922e-07,-84.6904597068,469.000540778,0.33318,116.66,1.76997,100,1.0,-72.0854,-72.0854
0.01,36.1056,1316.78576383,500.0,1316.78576383,0.01,-64.7292689352,-64.7292689352,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-64.7292689352,100.0,,94.53,1.0,100,1.0,-64.7293,-64.7293
0.005,43.836,2555.81423559,500.0,2555.81423559,0.005,-69.0453966156,-69.0453966156,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-69.0453966156,200.000000102,,99.66,1.0,100,1.0,-66.8873,-66.8873
0.00333333,36.1383,61.0044027569,500.0,61.0044027569,0.00333333,-62.2492421474,-62.2492421474,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-62.2492421474,299.999969474,,92.0,1.0,100,1.0,-65.3413,-65.3413
0.0025,47.1824,4940.53284519,500.0,4940.53284519,0.0025,-76.6357227862,-76.6357227862,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-76.6357227862,400.0,,108.63,1.0,100,1.0,-68.1649,-68.1649
0.002,54.8846,6125.57953868,500.0,6125.57953868,0.002,-78.9198826268,-78.9198826268,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-78.9198826268,500.000006643,,111.09,1.0,100,1.0,-70.3159,-70.3159
0.01,8.3207,69.9333181103,500.0,69.9333181103,0.01,-61.5192926222,-61.5192926222,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.5192926222,100.0,,90.76,1.0,100,1.0,-61.5193,-61.5193
0.005,26.2797,1319.26303904,500.0,1319.26303904,0.005,-64.9658263665,-64.9658263665,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-64.9658263665,200.000000102,,94.68,1.0,100,1.0,-63.2426,-63.2426
0.00333333,29.9225,1315.38499131,500.0,1315.38499131,0.00333333,-65.2163848674,-65.2163848674,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-65.2163848674,299.999969474,,95.0,1.0,100,1.0,-63.9005,-63.9005
0.0025,36.1978,2571.192081,500.0,2571.192081,0.0025,-67.4714078279,-67.4714078279,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-67.4714078279,400.0,,97.54,1.0,100,1.0,-64.7932,-64.7932
0.002,32.6038,63.4766036279,500.0,63.4766036279,0.002,-61.0691073303,-61.0691073303,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-61.0691073303,500.000006643,,89.93,1.0,100,1.0,-64.0484,-64.0484
0.01,50.502,2576.21626612,500.0,2576.21626612,0.01,-67.2350292677,-67.2350292677,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-67.2350292677,100.0,,96.7,1.0,100,1.0,-67.235,-67.235
0.005,50.4089,2556.37608523,500.0,2556.37608523,0.005,-68.5384576106,-68.5384576106,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.5384576106,200.000000102,,98.67,1.0,100,1.0,-67.8867,-67.8867
0.00333333,57.8351,4959.81940468,500.0,4959.81940468,0.00333333,-75.8585965267,-75.8585965267,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-75.8585965267,299.999969474,,107.29,1.0,100,1.0,-70.544,-70.544
0.0025,56.0824,2567.90212815,500.0,2567.90212815,0.0025,-68.2346674432,-68.2346674432,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-68.2346674432,400.0,,98.23,1.0,100,1.0,-69.9667,-69.9667
0.002,52.7863,1336.32839363,500.0,1336.32839363,0.002,-64.0415674886,-64.0415674886,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.0415674886,500.000006643,,93.04,1.0,100,1.0,-68.7817,-68.7817
0.01,7.78605,61.2349183122,500.0,61.2349183122,0.01,-61.5692577171,-61.5692577171,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-61.5692577171,100.0,,90.81,1.0,100,1.0,-61.5693,-61.5693
0.005,36.2553,2573.4206895,500.0,2573.4206895,0.005,-67.9860530834,-67.9860530834,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-67.9860530834,200.000000102,,97.68,1.0,100,1.0,-64.7776,-64.7776
0.00333333,50.4207,4965.70243173,500.0,4965.70243173,0.00333333,-75.8551895167,-75.8551895167,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-75.8551895167,299.999969474,,107.19,1.0,100,1.0,-68.4702,-68.4702
0.0025,43.9516,61.9839238017,500.0,61.9839238017,0.0025,-61.2709220006,-61.2709220006,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-61.2709220006,400.0,,90.15,1.0,100,1.0,-66.6703,-66.6703
0.002,39.5645,65.8552727199,500.0,65.8552727199,0.002,-60.0967636436,-60.0967636436,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-60.0967636436,500.000006643,,88.31,1.0,100,1.0,-65.3556,-65.3556
0.01,60.947,3752.0536658,500.0,3752.0536658,0.01,-73.5957334048,-73.5957334048,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-73.5957334048,100.0,,105.27,1.0,100,1.0,-73.5957,-73.5957
0.005,55.9755,2562.83180879,500.0,2562.83180879,0.005,-68.1575412112,-68.1575412112,2,1.0,0.005,1.0,500,1.0,2.1793e-19,-68.1575412112,200.000000102,,98.56,1.0,100,1.0,-70.8766,-70.8766
0.00333333,54.2459,2583.23876938,500.0,2583.23876938,0.00333333,-68.4469572605,-68.4469572605,2,1.0,0.00333333,1.0,500,1.0,5.43914e-20,-68.4469572605,299.999969474,,98.58,1.0,100,1.0,-70.0667,-70.0667
0.0025,47.3017,60.4282954818,500.0,60.4282954818,0.0025,-60.9656732002,-60.9656732002,2,1.0,0.0025,1.0,500,1.0,5.4346e-20,-60.9656732002,400.0,,89.65,1.0,100,1.0,-67.7915,-67.7915
0.002,45.3348,1329.57180305,500.0,1329.57180305,0.002,-64.2338496125,-64.2338496125,1,1.0,0.002,1.0,500,1.0,5.43187e-20,-64.2338496125,500.000006643,,93.73,1.0,100,1.0,-67.08,-67.08
0.01,50.5504,2581.15390498,500.0,2581.15390498,0.01,-67.4800276095,-67.4800276095,2,1.0,0.01,1.0,500,1.0,3.50449e-18,-67.4800276095,100.0,,96.61,1.0,100,1.0,-67.48,-67.48
