Delta,AvgNormIw,AvgRet,BatchSize,VarJ,AvgEpLen,VarVanillaIw,VarRet,IterType,AvgVanillaIw,eRenyi2,AvgDiscRet,MinNormIw,VarNormIw,MaxNormIw,VanillaAvgRet,ESSRenyi,VarDiscRet,MinVanillaIw,EpsThisIter,MaxVanillaIw,J,ESSClassic,Bound
1.0,0.005,-449.875167934,500,33.6435,500.0,,1061.43463784,2,1.0,1.0,-449.875167934,0.005,2.1793e-19,0.005,-449.875167934,500.0,1061.43463784,1.0,100,1.0,-451.579,200.000000102,-451.579
1.0,0.00333333,-448.782788489,500,35.6242,500.0,,1553.8026595,2,1.0,1.0,-448.782788489,0.00333333,5.43914e-20,0.00333333,-448.782788489,500.0,1553.8026595,1.0,100,1.0,-450.647,299.999969474,-450.647
1.0,0.0025,-455.512814997,500,36.6056,500.0,,1550.37672077,2,1.0,1.0,-455.512814997,0.0025,5.4346e-20,0.0025,-455.512814997,500.0,1550.37672077,1.0,100,1.0,-451.863,400.0,-451.863
1.0,0.002,-453.159299711,500,37.0567,500.0,,1519.99081483,1,1.0,1.0,-453.159299711,0.002,5.43187e-20,0.002,-453.159299711,500.0,1519.99081483,1.0,100,1.0,-452.123,500.000006643,-452.123
1.0,0.01,-448.450291188,500,42.8006,500.0,,1850.3994842,2,1.0,1.0,-448.450291188,0.01,3.50449e-18,0.01,-448.450291188,500.0,1850.3994842,1.0,100,1.0,-448.45,100.0,-448.45
1.0,0.005,-458.485314525,500,42.5041,500.0,,1748.43399674,2,1.0,1.0,-458.485314525,0.005,2.1793e-19,0.005,-458.485314525,500.0,1748.43399674,1.0,100,1.0,-453.468,200.000000102,-453.468
1.0,0.00333333,-448.043192506,500,40.5079,500.0,,1302.8974331,2,1.0,1.0,-448.043192506,0.00333333,5.43914e-20,0.00333333,-448.043192506,500.0,1302.8974331,1.0,100,1.0,-451.66,299.999969474,-451.66
1.0,0.0025,-459.237737898,500,39.5817,500.0,,1314.23313448,2,1.0,1.0,-459.237737898,0.0025,5.4346e-20,0.0025,-459.237737898,500.0,1314.23313448,1.0,100,1.0,-453.554,400.0,-453.554
1.0,0.002,-458.671637869,500,40.9406,500.0,2.99727e-08,2113.74817612,1,1.00001,1.00001,-458.671637869,0.00199867,1.19887e-13,0.00200145,-458.671637869,499.996185332,2113.74817612,0.999349,100,1.00074,-454.577,499.999687949,-454.577
1.0,0.01,-458.798249328,500,37.9675,500.0,,1456.09170443,2,1.0,1.0,-458.798249328,0.01,3.50449e-18,0.01,-458.798249328,500.0,1456.09170443,1.0,100,1.0,-458.798,100.0,-458.798
1.0,0.005,-451.319890908,500,38.6988,500.0,,1541.11049331,2,1.0,1.0,-451.319890908,0.005,2.1793e-19,0.005,-451.319890908,500.0,1541.11049331,1.0,100,1.0,-455.059,200.000000102,-455.059
1.0,0.00333333,-456.969378325,500,39.8144,500.0,,1775.69676209,2,1.0,1.0,-456.969378325,0.00333333,5.43914e-20,0.00333333,-456.969378325,500.0,1775.69676209,1.0,100,1.0,-455.696,299.999969474,-455.696
1.0,0.0025,-455.659667647,500,39.9289,500.0,,1638.09300812,2,1.0,1.0,-455.659667647,0.0025,5.4346e-20,0.0025,-455.659667647,500.0,1638.09300812,1.0,100,1.0,-455.687,400.0,-455.687
1.0,0.002,-456.969632796,500,39.4071,500.0,1.18756e-12,1400.01173316,1,1.0,1.0,-456.969632796,0.00199998,4.8926e-18,0.00200001,-456.969632796,500.0,1400.01173316,0.99999,100,1.0,-455.943,499.999884572,-455.943
1.0,0.01,-456.224211046,500,45.9224,500.0,,2130.17112525,2,1.0,1.0,-456.224211046,0.01,3.50449e-18,0.01,-456.224211046,500.0,2130.17112525,1.0,100,1.0,-456.224,100.0,-456.224
1.0,0.005,-453.672656751,500,41.9886,500.0,,1428.24809434,2,1.0,1.0,-453.672656751,0.005,2.1793e-19,0.005,-453.672656751,500.0,1428.24809434,1.0,100,1.0,-454.948,200.000000102,-454.948
1.0,0.00333333,-450.825971132,500,41.0528,500.0,,1533.9238655,2,1.0,1.0,-450.825971132,0.00333333,5.43914e-20,0.00333333,-450.825971132,500.0,1533.9238655,1.0,100,1.0,-453.574,299.999969474,-453.574
1.0,0.0025,-453.286394594,500,40.5413,500.0,,1533.65291466,2,1.0,1.0,-453.286394594,0.0025,5.4346e-20,0.0025,-453.286394594,500.0,1533.65291466,1.0,100,1.0,-453.502,400.0,-453.502
1.0,0.002,-456.381068513,500,40.2172,500.0,,1521.31770866,1,1.0,1.0,-456.381068513,0.002,5.43187e-20,0.002,-456.381068513,500.0,1521.31770866,1.0,100,1.0,-454.078,500.000006643,-454.078
1.0,0.01,-450.738153212,500,39.8301,500.0,,1602.46335029,2,1.0,1.0,-450.738153212,0.01,3.50449e-18,0.01,-450.738153212,500.0,1602.46335029,1.0,100,1.0,-450.738,100.0,-450.738
1.0,0.005,-459.325688961,500,41.2651,500.0,,1800.30133433,2,1.0,1.0,-459.325688961,0.005,2.1793e-19,0.005,-459.325688961,500.0,1800.30133433,1.0,100,1.0,-455.032,200.000000102,-455.032
1.0,0.00333333,-449.240316901,500,41.1926,500.0,,1679.30974846,2,1.0,1.0,-449.240316901,0.00333333,5.43914e-20,0.00333333,-449.240316901,500.0,1679.30974846,1.0,100,1.0,-453.101,299.999969474,-453.101
1.0,0.0025,-457.158491848,500,41.6547,500.0,,1856.17898245,2,1.0,1.0,-457.158491848,0.0025,5.4346e-20,0.0025,-457.158491848,500.0,1856.17898245,1.0,100,1.0,-454.116,400.0,-454.116
1.0,0.002,-451.836148936,500,41.444,500.0,,1660.03344039,1,1.0,1.0,-451.836148936,0.002,5.43187e-20,0.002,-451.836148936,500.0,1660.03344039,1.0,100,1.0,-453.66,500.000006643,-453.66
1.0,0.01,-459.270530481,500,38.7624,500.0,,1517.70456957,2,1.0,1.0,-459.270530481,0.01,3.50449e-18,0.01,-459.270530481,500.0,1517.70456957,1.0,100,1.0,-459.271,100.0,-459.271
1.0,0.005,-457.852087679,500,40.471,500.0,,1790.16417054,2,1.0,1.0,-457.852087679,0.005,2.1793e-19,0.005,-457.852087679,500.0,1790.16417054,1.0,100,1.0,-458.561,200.000000102,-458.561
1.0,0.00333333,-462.920254826,500,39.8346,500.0,,1486.8029664,2,1.0,1.0,-462.920254826,0.00333333,5.43914e-20,0.00333333,-462.920254826,500.0,1486.8029664,1.0,100,1.0,-460.014,299.999969474,-460.014
1.0,0.0025,-448.533411137,500,39.37,500.0,,1354.26539295,2,1.0,1.0,-448.533411137,0.0025,5.4346e-20,0.0025,-448.533411137,500.0,1354.26539295,1.0,100,1.0,-457.144,400.0,-457.144
1.0,0.002,-451.418122303,500,40.4741,500.0,,1984.41907297,1,1.0,1.0,-451.418122303,0.002,5.43187e-20,0.002,-451.418122303,500.0,1984.41907297,1.0,100,1.0,-455.999,500.000006643,-455.999
1.0,0.01,-463.439561528,500,44.5553,500.0,,2005.22992768,2,1.0,1.0,-463.439561528,0.01,3.50449e-18,0.01,-463.439561528,500.0,2005.22992768,1.0,100,1.0,-463.44,100.0,-463.44
1.0,0.005,-459.243500808,500,44.993,500.0,,2075.50528162,2,1.0,1.0,-459.243500808,0.005,2.1793e-19,0.005,-459.243500808,500.0,2075.50528162,1.0,100,1.0,-461.342,200.000000102,-461.342
1.0,0.00333333,-459.484827717,500,45.7178,500.0,,2241.72865984,2,1.0,1.0,-459.484827717,0.00333333,5.43914e-20,0.00333333,-459.484827717,500.0,2241.72865984,1.0,100,1.0,-460.723,299.999969474,-460.723
1.0,0.0025,-455.626821329,500,44.5004,500.0,,1647.80444558,2,1.0,1.0,-455.626821329,0.0025,5.4346e-20,0.0025,-455.626821329,500.0,1647.80444558,1.0,100,1.0,-459.449,400.0,-459.449
1.0,0.002,-454.972461778,500,43.0563,500.0,,1345.48548658,1,1.0,1.0,-454.972461778,0.002,5.43187e-20,0.002,-454.972461778,500.0,1345.48548658,1.0,100,1.0,-458.553,500.000006643,-458.553
1.0,0.01,-475.137721332,500,154.07,500.0,,23977.2690448,2,1.0,1.0,-475.137721332,0.01,3.50449e-18,0.01,-475.137721332,500.0,23977.2690448,1.0,100,1.0,-475.138,100.0,-475.138
1.0,0.005,-454.632457035,500,113.298,500.0,,1742.73858776,2,1.0,1.0,-454.632457035,0.005,2.1793e-19,0.005,-454.632457035,500.0,1742.73858776,1.0,100,1.0,-464.885,200.000000102,-464.885
1.0,0.00333333,-455.1402448,500,96.4869,500.0,,2214.96748057,2,1.0,1.0,-455.1402448,0.00333333,5.43914e-20,0.00333333,-455.1402448,500.0,2214.96748057,1.0,100,1.0,-461.637,299.999969474,-461.637
1.0,0.0025,-451.411272779,500,85.663,500.0,,1358.6018637,2,1.0,1.0,-451.411272779,0.0025,5.4346e-20,0.0025,-451.411272779,500.0,1358.6018637,1.0,100,1.0,-459.08,400.0,-459.08
1.0,0.002,-457.392918698,500,78.9058,500.0,,1793.63895439,1,1.0,1.0,-457.392918698,0.002,5.43187e-20,0.002,-457.392918698,500.0,1793.63895439,1.0,100,1.0,-458.743,500.000006643,-458.743
1.0,0.01,-456.93412326,500,40.3479,500.0,,1644.39734856,2,1.0,1.0,-456.93412326,0.01,3.50449e-18,0.01,-456.93412326,500.0,1644.39734856,1.0,100,1.0,-456.934,100.0,-456.934
1.0,0.005,-455.84440349,500,39.0019,500.0,,1428.03226913,2,1.0,1.0,-455.84440349,0.005,2.1793e-19,0.005,-455.84440349,500.0,1428.03226913,1.0,100,1.0,-456.389,200.000000102,-456.389
1.0,0.00333333,-453.65413583,500,38.338,500.0,,1375.87961605,2,1.0,1.0,-453.65413583,0.00333333,5.43914e-20,0.00333333,-453.65413583,500.0,1375.87961605,1.0,100,1.0,-455.478,299.999969474,-455.478
1.0,0.0025,-457.881844694,500,39.3737,500.0,,1805.46111784,2,1.0,1.0,-457.881844694,0.0025,5.4346e-20,0.0025,-457.881844694,500.0,1805.46111784,1.0,100,1.0,-456.079,400.0,-456.079
1.0,0.002,-456.537299703,500,38.898,500.0,,1377.72994613,1,1.0,1.0,-456.537299703,0.002,5.43187e-20,0.002,-456.537299703,500.0,1377.72994613,1.0,100,1.0,-456.17,500.000006643,-456.17
1.0,0.01,-453.241336991,500,37.9756,500.0,,1456.70968244,2,1.0,1.0,-453.241336991,0.01,3.50449e-18,0.01,-453.241336991,500.0,1456.70968244,1.0,100,1.0,-453.241,100.0,-453.241
1.0,0.005,-453.009899077,500,40.392,500.0,,1839.24914355,2,1.0,1.0,-453.009899077,0.005,2.1793e-19,0.005,-453.009899077,500.0,1839.24914355,1.0,100,1.0,-453.126,200.000000102,-453.126
1.0,0.00333333,-452.827165657,500,41.0548,500.0,,1811.51389078,2,1.0,1.0,-452.827165657,0.00333333,5.43914e-20,0.00333333,-452.827165657,500.0,1811.51389078,1.0,100,1.0,-453.026,299.999969474,-453.026
1.0,0.0025,-459.425387205,500,41.4684,500.0,,1809.41584207,2,1.0,1.0,-459.425387205,0.0025,5.4346e-20,0.0025,-459.425387205,500.0,1809.41584207,1.0,100,1.0,-454.626,400.0,-454.626
1.0,0.002,-457.430803941,500,40.9682,500.0,,1522.39269567,1,1.0,1.0,-457.430803941,0.002,5.43187e-20,0.002,-457.430803941,500.0,1522.39269567,1.0,100,1.0,-455.187,500.000006643,-455.187
1.0,0.01,-453.859754082,500,41.0587,500.0,,1702.84139667,2,1.0,1.0,-453.859754082,0.01,3.50449e-18,0.01,-453.859754082,500.0,1702.84139667,1.0,100,1.0,-453.86,100.0,-453.86
1.0,0.005,-453.577164939,500,42.9924,500.0,,2031.14761167,2,1.0,1.0,-453.577164939,0.005,2.1793e-19,0.005,-453.577164939,500.0,2031.14761167,1.0,100,1.0,-453.718,200.000000102,-453.718
1.0,0.00333333,-452.228379975,500,41.1351,500.0,,1392.03290898,2,1.0,1.0,-452.228379975,0.00333333,5.43914e-20,0.00333333,-452.228379975,500.0,1392.03290898,1.0,100,1.0,-453.222,299.999969474,-453.222
1.0,0.0025,-449.457297008,500,41.2416,500.0,,1733.8968544,2,1.0,1.0,-449.457297008,0.0025,5.4346e-20,0.0025,-449.457297008,500.0,1733.8968544,1.0,100,1.0,-452.281,400.0,-452.281
1.0,0.002,-452.644375899,500,40.0249,500.0,,1218.57002507,1,1.0,1.0,-452.644375899,0.002,5.43187e-20,0.002,-452.644375899,500.0,1218.57002507,1.0,100,1.0,-452.353,500.000006643,-452.353
1.0,0.01,-462.223448303,500,41.0166,500.0,,1699.35827643,2,1.0,1.0,-462.223448303,0.01,3.50449e-18,0.01,-462.223448303,500.0,1699.35827643,1.0,100,1.0,-462.223,100.0,-462.223
1.0,0.005,-454.109052689,500,39.7349,500.0,,1457.00938165,2,1.0,1.0,-454.109052689,0.005,2.1793e-19,0.005,-454.109052689,500.0,1457.00938165,1.0,100,1.0,-458.166,200.000000102,-458.166
1.0,0.00333333,-453.73148821,500,40.8013,500.0,,1841.82729511,2,1.0,1.0,-453.73148821,0.00333333,5.43914e-20,0.00333333,-453.73148821,500.0,1841.82729511,1.0,100,1.0,-456.688,299.999969474,-456.688
1.0,0.0025,-452.708872407,500,41.9764,500.0,,2062.58942934,2,1.0,1.0,-452.708872407,0.0025,5.4346e-20,0.0025,-452.708872407,500.0,2062.58942934,1.0,100,1.0,-455.693,400.0,-455.693
1.0,0.002,-449.946586742,500,42.0435,500.0,,1781.60154031,1,1.0,1.0,-449.946586742,0.002,5.43187e-20,0.002,-449.946586742,500.0,1781.60154031,1.0,100,1.0,-454.544,500.000006643,-454.544
1.0,0.01,-458.807900738,500,39.4051,500.0,,1568.44624424,2,1.0,1.0,-458.807900738,0.01,3.50449e-18,0.01,-458.807900738,500.0,1568.44624424,1.0,100,1.0,-458.808,100.0,-458.808
1.0,0.005,-451.741906981,500,40.164,500.0,,1665.2157405,2,1.0,1.0,-451.741906981,0.005,2.1793e-19,0.005,-451.741906981,500.0,1665.2157405,1.0,100,1.0,-455.275,200.000000102,-455.275
1.0,0.00333333,-459.037874966,500,40.9657,500.0,,1817.00176172,2,1.0,1.0,-459.037874966,0.00333333,5.43914e-20,0.00333333,-459.037874966,500.0,1817.00176172,1.0,100,1.0,-456.529,299.999969474,-456.529
1.0,0.0025,-448.729737024,500,39.9282,500.0,,1309.97457171,2,1.0,1.0,-448.729737024,0.0025,5.4346e-20,0.0025,-448.729737024,500.0,1309.97457171,1.0,100,1.0,-454.579,400.0,-454.579
1.0,0.002,-451.59585265,500,39.6872,500.0,,1506.25621025,1,1.0,1.0,-451.59585265,0.002,5.43187e-20,0.002,-451.59585265,500.0,1506.25621025,1.0,100,1.0,-453.983,500.000006643,-453.983
1.0,0.01,-455.574327072,500,40.1745,500.0,,1630.29333026,2,1.0,1.0,-455.574327072,0.01,3.50449e-18,0.01,-455.574327072,500.0,1630.29333026,1.0,100,1.0,-455.574,100.0,-455.574
1.0,0.005,-458.91459778,500,40.0489,500.0,,1604.29728646,2,1.0,1.0,-458.91459778,0.005,2.1793e-19,0.005,-458.91459778,500.0,1604.29728646,1.0,100,1.0,-457.244,200.000000102,-457.244
1.0,0.00333333,-462.774925849,500,38.6511,500.0,,1266.16998137,2,1.0,1.0,-462.774925849,0.00333333,5.43914e-20,0.00333333,-462.774925849,500.0,1266.16998137,1.0,100,1.0,-459.088,299.999969474,-459.088
1.0,0.0025,-474.790646718,500,85.1111,500.0,,24554.5075184,2,1.0,1.0,-474.790646718,0.0025,5.4346e-20,0.0025,-474.790646718,500.0,24554.5075184,1.0,100,1.0,-463.014,400.0,-463.014
1.0,0.002,-452.962327488,500,78.1001,500.0,,1456.24745013,1,1.0,1.0,-452.962327488,0.002,5.43187e-20,0.002,-452.962327488,500.0,1456.24745013,1.0,100,1.0,-461.003,500.000006643,-461.003
1.0,0.01,-449.404592994,500,33.979,500.0,,1166.23480315,2,1.0,1.0,-449.404592994,0.01,3.50449e-18,0.01,-449.404592994,500.0,1166.23480315,1.0,100,1.0,-449.405,100.0,-449.405
1.0,0.005,-449.7572913,500,36.2105,500.0,,1482.58812429,2,1.0,1.0,-449.7572913,0.005,2.1793e-19,0.005,-449.7572913,500.0,1482.58812429,1.0,100,1.0,-449.581,200.000000102,-449.581
1.0,0.00333333,-458.648348653,500,38.4114,500.0,,1766.76578701,2,1.0,1.0,-458.648348653,0.00333333,5.43914e-20,0.00333333,-458.648348653,500.0,1766.76578701,1.0,100,1.0,-452.603,299.999969474,-452.603
1.0,0.0025,-460.624852118,500,39.2376,500.0,,1700.81121671,2,1.0,1.0,-460.624852118,0.0025,5.4346e-20,0.0025,-460.624852118,500.0,1700.81121671,1.0,100,1.0,-454.609,400.0,-454.609
1.0,0.002,-458.896857657,500,39.3511,500.0,3.17331e-11,1585.33144385,1,1.0,1.0,-458.896857657,0.00199995,1.27096e-16,0.00200002,-458.896857657,500.0,1585.33144385,0.999974,100,1.00001,-455.466,500.000518438,-455.466
1.0,0.01,-453.987898013,500,38.0037,500.0,,1458.86760769,2,1.0,1.0,-453.987898013,0.01,3.50449e-18,0.01,-453.987898013,500.0,1458.86760769,1.0,100,1.0,-453.988,100.0,-453.988
1.0,0.005,-452.951876368,500,40.9431,500.0,,1927.13525658,2,1.0,1.0,-452.951876368,0.005,2.1793e-19,0.005,-452.951876368,500.0,1927.13525658,1.0,100,1.0,-453.47,200.000000102,-453.47
1.0,0.00333333,-458.152165475,500,41.2496,500.0,,1754.84994025,2,1.0,1.0,-458.152165475,0.00333333,5.43914e-20,0.00333333,-458.152165475,500.0,1754.84994025,1.0,100,1.0,-455.031,299.999969474,-455.031
1.0,0.0025,-455.123511902,500,40.1225,500.0,,1348.13182405,2,1.0,1.0,-455.123511902,0.0025,5.4346e-20,0.0025,-455.123511902,500.0,1348.13182405,1.0,100,1.0,-455.054,400.0,-455.054
1.0,0.002,-455.4323871,500,40.238,500.0,4.63393e-12,1672.85095015,1,1.0,1.00001,-455.4323871,0.00199998,1.86343e-17,0.00200002,-455.4323871,499.996185332,1672.85095015,0.999992,100,1.00001,-455.129,499.999921343,-455.129
1.0,0.01,-445.883251443,500,43.3474,500.0,,1897.97307543,2,1.0,1.0,-445.883251443,0.01,3.50449e-18,0.01,-445.883251443,500.0,1897.97307543,1.0,100,1.0,-445.883,100.0,-445.883
1.0,0.005,-458.309898276,500,45.421,500.0,,2191.85248587,2,1.0,1.0,-458.309898276,0.005,2.1793e-19,0.005,-458.309898276,500.0,2191.85248587,1.0,100,1.0,-452.097,200.000000102,-452.097
1.0,0.00333333,-451.732665056,500,43.7609,500.0,,1635.18218824,2,1.0,1.0,-451.732665056,0.00333333,5.43914e-20,0.00333333,-451.732665056,500.0,1635.18218824,1.0,100,1.0,-451.975,299.999969474,-451.975
1.0,0.0025,-450.702218859,500,42.8978,500.0,,1630.91850573,2,1.0,1.0,-450.702218859,0.0025,5.4346e-20,0.0025,-450.702218859,500.0,1630.91850573,1.0,100,1.0,-451.657,400.0,-451.657
1.0,0.002,-454.517722715,500,41.5687,500.0,,1285.20589791,1,1.0,1.0,-454.517722715,0.002,5.43187e-20,0.002,-454.517722715,500.0,1285.20589791,1.0,100,1.0,-452.229,500.000006643,-452.229
1.0,0.01,-452.478945172,500,39.1123,500.0,,1545.2236507,2,1.0,1.0,-452.478945172,0.01,3.50449e-18,0.01,-452.478945172,500.0,1545.2236507,1.0,100,1.0,-452.479,100.0,-452.479
1.0,0.005,-457.525595769,500,42.6056,500.0,,2109.06134682,2,1.0,1.0,-457.525595769,0.005,2.1793e-19,0.005,-457.525595769,500.0,2109.06134682,1.0,100,1.0,-455.002,200.000000102,-455.002
1.0,0.00333333,-453.590721629,500,41.2383,500.0,,1484.82819057,2,1.0,1.0,-453.590721629,0.00333333,5.43914e-20,0.00333333,-453.590721629,500.0,1484.82819057,1.0,100,1.0,-454.532,299.999969474,-454.532
1.0,0.0025,-444.011265295,500,40.978,500.0,,1547.45478394,2,1.0,1.0,-444.011265295,0.0025,5.4346e-20,0.0025,-444.011265295,500.0,1547.45478394,1.0,100,1.0,-451.902,400.0,-451.902
1.0,0.002,-454.523299898,500,41.1658,500.0,,1768.52659342,1,1.0,1.0,-454.523299898,0.002,5.43187e-20,0.002,-454.523299898,500.0,1768.52659342,1.0,100,1.0,-452.426,500.000006643,-452.426
1.0,0.01,-453.194432251,500,34.3234,500.0,,1189.99705208,2,1.0,1.0,-453.194432251,0.01,3.50449e-18,0.01,-453.194432251,500.0,1189.99705208,1.0,100,1.0,-453.194,100.0,-453.194
1.0,0.005,-451.646039706,500,37.2493,500.0,,1611.84623969,2,1.0,1.0,-451.646039706,0.005,2.1793e-19,0.005,-451.646039706,500.0,1611.84623969,1.0,100,1.0,-452.42,200.000000102,-452.42
1.0,0.00333333,-462.528806546,500,39.9604,500.0,,1967.01815927,2,1.0,1.0,-462.528806546,0.00333333,5.43914e-20,0.00333333,-462.528806546,500.0,1967.01815927,1.0,100,1.0,-455.79,299.999969474,-455.79
1.0,0.0025,-450.53267866,500,38.9522,500.0,,1270.57070389,2,1.0,1.0,-450.53267866,0.0025,5.4346e-20,0.0025,-450.53267866,500.0,1270.57070389,1.0,100,1.0,-454.475,400.0,-454.475
1.0,0.002,-448.964892154,500,40.0308,500.0,2.42286e-10,1938.31714136,1,0.999999,1.0,-448.964892154,0.00199985,9.69031e-16,0.00200015,-448.964892154,500.0,1938.31714136,0.999925,100,1.00007,-453.373,499.999883072,-453.373
1.0,0.01,-459.207411124,500,39.0996,500.0,,1544.21787497,2,1.0,1.0,-459.207411124,0.01,3.50449e-18,0.01,-459.207411124,500.0,1544.21787497,1.0,100,1.0,-459.207,100.0,-459.207
1.0,0.005,-462.728459375,500,39.4195,500.0,,1588.69966071,2,1.0,1.0,-462.728459375,0.005,2.1793e-19,0.005,-462.728459375,500.0,1588.69966071,1.0,100,1.0,-460.968,200.000000102,-460.968
1.0,0.00333333,-458.416562429,500,39.968,500.0,,1697.17313442,2,1.0,1.0,-458.416562429,0.00333333,5.43914e-20,0.00333333,-458.416562429,500.0,1697.17313442,1.0,100,1.0,-460.117,299.999969474,-460.117
1.0,0.0025,-452.458989584,500,40.2904,500.0,,1673.67520171,2,1.0,1.0,-452.458989584,0.0025,5.4346e-20,0.0025,-452.458989584,500.0,1673.67520171,1.0,100,1.0,-458.203,400.0,-458.203
1.0,0.002,-461.399995267,500,40.4035,500.0,8.50829e-13,1677.56616688,1,1.0,1.0,-461.399995267,0.00199999,3.56961e-18,0.002,-461.399995267,500.0,1677.56616688,0.999997,100,1.0,-458.842,500.000006643,-458.842
1.0,0.01,-456.462392968,500,43.2582,500.0,,1890.17590971,2,1.0,1.0,-456.462392968,0.01,3.50449e-18,0.01,-456.462392968,500.0,1890.17590971,1.0,100,1.0,-456.462,100.0,-456.462
1.0,0.005,-450.961573056,500,39.7069,500.0,,1279.66177064,2,1.0,1.0,-450.961573056,0.005,2.1793e-19,0.005,-450.961573056,500.0,1279.66177064,1.0,100,1.0,-453.712,200.000000102,-453.712
1.0,0.00333333,-451.353319402,500,40.1839,500.0,,1704.29788644,2,1.0,1.0,-451.353319402,0.00333333,5.43914e-20,0.00333333,-451.353319402,500.0,1704.29788644,1.0,100,1.0,-452.926,299.999969474,-452.926
1.0,0.0025,-471.800897888,500,84.8594,500.0,,23932.3804084,2,1.0,1.0,-471.800897888,0.0025,5.4346e-20,0.0025,-471.800897888,500.0,23932.3804084,1.0,100,1.0,-457.645,400.0,-457.645
1.0,0.002,-451.764073156,500,77.9311,500.0,3.99613e-13,1549.67385777,1,1.0,1.00001,-451.764073156,0.002,1.73136e-18,0.00200001,-451.764073156,499.996185332,1549.67385777,0.999999,100,1.0,-456.468,500.000006643,-456.468
1.0,0.01,-459.765030653,500,41.3587,500.0,,1727.82042517,2,1.0,1.0,-459.765030653,0.01,3.50449e-18,0.01,-459.765030653,500.0,1727.82042517,1.0,100,1.0,-459.765,100.0,-459.765
1.0,0.005,-462.643946381,500,43.0825,500.0,,2017.7004263,2,1.0,1.0,-462.643946381,0.005,2.1793e-19,0.005,-462.643946381,500.0,2017.7004263,1.0,100,1.0,-461.204,200.000000102,-461.204
1.0,0.00333333,-479.197449727,500,96.4002,500.0,,24192.8805318,2,1.0,1.0,-479.197449727,0.00333333,5.43914e-20,0.00333333,-479.197449727,500.0,24192.8805318,1.0,100,1.0,-467.202,299.999969474,-467.202
1.0,0.0025,-453.218963468,500,86.7519,500.0,,2098.9480274,2,1.0,1.0,-453.218963468,0.0025,5.4346e-20,0.0025,-453.218963468,500.0,2098.9480274,1.0,100,1.0,-463.706,400.0,-463.706
1.0,0.002,-445.594876867,500,79.6557,500.0,4.90666e-09,1378.4278332,1,1.0,1.00001,-445.594876867,0.00199947,1.96272e-14,0.00200074,-445.594876867,499.996185332,1378.4278332,0.999734,100,1.00037,-460.083,500.000155227,-460.083
1.0,0.01,-458.846880956,500,38.8127,500.0,,1521.64071281,2,1.0,1.0,-458.846880956,0.01,3.50449e-18,0.01,-458.846880956,500.0,1521.64071281,1.0,100,1.0,-458.847,100.0,-458.847
1.0,0.005,-452.46908566,500,39.5347,500.0,,1615.36992903,2,1.0,1.0,-452.46908566,0.005,2.1793e-19,0.005,-452.46908566,500.0,1615.36992903,1.0,100,1.0,-455.658,200.000000102,-455.658
1.0,0.00333333,-450.842026218,500,38.4353,500.0,,1303.41838946,2,1.0,1.0,-450.842026218,0.00333333,5.43914e-20,0.00333333,-450.842026218,500.0,1303.41838946,1.0,100,1.0,-454.053,299.999969474,-454.053
1.0,0.0025,-458.439860525,500,38.9536,500.0,,1639.65430433,2,1.0,1.0,-458.439860525,0.0025,5.4346e-20,0.0025,-458.439860525,500.0,1639.65430433,1.0,100,1.0,-455.149,400.0,-455.149
1.0,0.002,-474.11441403,500,77.7423,500.0,6.8852e-11,24104.459152,1,1.0,1.0,-474.11441403,0.00199993,2.75409e-16,0.00200005,-474.11441403,500.0,24104.459152,0.999968,100,1.00003,-458.942,500.000410374,-458.942
1.0,0.01,-455.796551881,500,42.4136,500.0,,1817.08340928,2,1.0,1.0,-455.796551881,0.01,3.50449e-18,0.01,-455.796551881,500.0,1817.08340928,1.0,100,1.0,-455.797,100.0,-455.797
1.0,0.005,-458.809531803,500,39.0123,500.0,,1253.00123021,2,1.0,1.0,-458.809531803,0.005,2.1793e-19,0.005,-458.809531803,500.0,1253.00123021,1.0,100,1.0,-457.303,200.000000102,-457.303
1.0,0.00333333,-472.603844305,500,95.976,500.0,,24680.9755097,2,1.0,1.0,-472.603844305,0.00333333,5.43914e-20,0.00333333,-472.603844305,500.0,24680.9755097,1.0,100,1.0,-462.403,299.999969474,-462.403
1.0,0.0025,-456.284069318,500,85.9628,500.0,,1915.32414936,2,1.0,1.0,-456.284069318,0.0025,5.4346e-20,0.0025,-456.284069318,500.0,1915.32414936,1.0,100,1.0,-460.874,400.0,-460.874
1.0,0.002,-455.446313699,500,79.2341,500.0,,1826.48119693,1,1.0,1.0,-455.446313699,0.002,5.43187e-20,0.002,-455.446313699,500.0,1826.48119693,1.0,100,1.0,-459.788,500.000006643,-459.788
1.0,0.01,-460.742805958,500,41.3566,500.0,,1727.64105162,2,1.0,1.0,-460.742805958,0.01,3.50449e-18,0.01,-460.742805958,500.0,1727.64105162,1.0,100,1.0,-460.743,100.0,-460.743
1.0,0.005,-449.173195117,500,39.1149,500.0,,1295.60938842,2,1.0,1.0,-449.173195117,0.005,2.1793e-19,0.005,-449.173195117,500.0,1295.60938842,1.0,100,1.0,-454.958,200.000000102,-454.958
1.0,0.00333333,-457.031712332,500,38.4136,500.0,,1377.78640638,2,1.0,1.0,-457.031712332,0.00333333,5.43914e-20,0.00333333,-457.031712332,500.0,1377.78640638,1.0,100,1.0,-455.649,299.999969474,-455.649
