Delta,MaxNormIw,IterType,AvgRet,VarDiscRet,VarRet,Bound,AvgVanillaIw,EpsThisIter,MaxVanillaIw,ESSClassic,AvgDiscRet,eRenyi2,MinVanillaIw,J,ESSRenyi,BatchSize,VarJ,VarVanillaIw,AvgNormIw,MinNormIw,VanillaAvgRet,AvgEpLen,VarNormIw
0.8,0.00333333,2,-93.6005084193,4893.61430171,4893.61430171,-110.052,1.0,100,1.0,299.999969474,-93.6005084193,1.0,1.0,-98.0099,500.0,500,77.873,,0.00333333,0.00333333,-93.6005084193,129.19,5.43914e-20
0.8,0.0025,2,-124.303339381,14318.488694,14318.488694,-115.012,1.0,100,1.0,400.0,-124.303339381,1.0,1.0,-104.583,500.0,500,90.673,,0.0025,0.0025,-124.303339381,164.85,5.4346e-20
0.8,0.00335495,1,-103.62049547,7816.66221977,7816.66221977,-111.715,1.03877,100,1.74252,378.100947662,-103.62049547,1.15109,0.130672,-101.707,434.371070788,500,96.5824,0.348577,0.002,0.000251588,-103.62049547,141.45,1.29216e-06
0.8,0.01,2,-110.940176143,9805.92115613,9805.92115613,-131.797,1.0,100,1.0,100.0,-110.940176143,1.0,1.0,-110.94,500.0,500,98.5285,,0.01,0.01,-110.940176143,149.79,3.50449e-18
0.8,0.005,2,-114.43331799,10533.9339326,10533.9339326,-127.435,1.0,100,1.0,200.000000102,-114.43331799,1.0,1.0,-112.687,500.0,500,100.356,,0.005,0.005,-114.43331799,153.95,2.1793e-19
0.8,0.00333333,2,-101.501557489,7859.30149435,7859.30149435,-121.0,1.0,100,1.0,299.999969474,-101.501557489,1.0,1.0,-108.958,500.0,500,96.6207,,0.00333333,0.00333333,-101.501557489,138.18,5.43914e-20
0.8,0.0025,2,-124.210831546,13187.6626446,13187.6626446,-123.2,1.0,100,1.0,400.0,-124.210831546,1.0,1.0,-112.771,500.0,500,101.534,,0.0025,0.0025,-124.210831546,165.08,5.4346e-20
0.8,0.0101324,1,-136.337014429,16513.7434471,16513.7434471,-125.274,1.2821,100,6.4954,254.678751983,-136.337014429,1.18786,0.768368,-115.108,420.923373112,500,144.018,1.58658,0.002,0.00119861,-136.337014429,178.37,3.8608e-06
0.8,0.01,2,-118.187876688,11422.8996442,11422.8996442,-139.045,1.0,100,1.0,100.0,-118.187876688,1.0,1.0,-118.188,500.0,500,106.342,,0.01,0.01,-118.187876688,158.13,3.50449e-18
0.8,0.005,2,-106.64300258,8851.10161469,8851.10161469,-127.164,1.0,100,1.0,200.000000102,-106.64300258,1.0,1.0,-112.415,500.0,500,100.344,,0.005,0.005,-106.64300258,144.33,2.1793e-19
0.8,0.00333333,2,-113.108858649,10734.4868947,10734.4868947,-124.688,1.0,100,1.0,299.999969474,-113.108858649,1.0,1.0,-112.647,500.0,500,101.268,,0.00333333,0.00333333,-113.108858649,151.86,5.43914e-20
0.8,0.0025,2,-99.5065176468,6777.23122244,6777.23122244,-119.79,1.0,100,1.0,400.0,-99.5065176468,1.0,1.0,-109.362,500.0,500,96.9592,,0.0025,0.0025,-99.5065176468,135.81,5.4346e-20
0.8,0.00408509,1,-90.0206570864,3687.82923783,3687.82923783,-113.569,1.15795,100,2.36516,377.183288117,-90.0206570864,1.13794,0.0844291,-103.619,439.390734724,500,98.0447,0.437471,0.002,0.000145825,-90.0206570864,124.91,1.30506e-06
0.8,0.01,2,-117.6171568,12507.1446474,12507.1446474,-138.474,1.0,100,1.0,100.0,-117.6171568,1.0,1.0,-117.617,500.0,500,111.275,,0.01,0.01,-117.6171568,156.98,3.50449e-18
0.8,0.005,2,-115.005275704,9520.36997357,9520.36997357,-131.059,1.0,100,1.0,200.000000102,-115.005275704,1.0,1.0,-116.311,500.0,500,104.429,,0.005,0.005,-115.005275704,154.37,2.1793e-19
0.8,0.00333333,2,-111.594205864,9628.08100506,9628.08100506,-126.781,1.0,100,1.0,299.999969474,-111.594205864,1.0,1.0,-114.739,500.0,500,102.237,,0.00333333,0.00333333,-111.594205864,149.95,5.43914e-20
0.8,0.0025,2,-105.235417897,7752.80777867,7752.80777867,-122.792,1.0,100,1.0,400.0,-105.235417897,1.0,1.0,-112.363,500.0,500,98.869,,0.0025,0.0025,-105.235417897,143.94,5.4346e-20
0.8,0.0238522,1,-113.124293859,9757.06324746,9757.06324746,-120.125,1.63094,100,19.4508,112.722571149,-113.124293859,1.52863,0.629697,-108.592,327.090955187,500,142.962,9.15714,0.002,0.000772187,-113.124293859,152.33,1.37703e-05
0.8,0.01,2,-121.117777652,12386.7882724,12386.7882724,-141.975,1.0,100,1.0,100.0,-121.117777652,1.0,1.0,-121.118,500.0,500,110.738,,0.01,0.01,-121.117777652,161.05,3.50449e-18
0.8,0.005,2,-103.702356163,7736.75937087,7736.75937087,-127.158,1.0,100,1.0,200.000000102,-103.702356163,1.0,1.0,-112.41,500.0,500,100.185,,0.005,0.005,-103.702356163,140.94,2.1793e-19
0.8,0.00333333,2,-105.259177408,8793.72175625,8793.72175625,-122.068,1.0,100,1.0,299.999969474,-105.259177408,1.0,1.0,-110.026,500.0,500,98.0031,,0.00333333,0.00333333,-105.259177408,142.51,5.43914e-20
0.8,0.0025,2,-119.368014161,11458.2619758,11458.2619758,-122.79,1.0,100,1.0,400.0,-119.368014161,1.0,1.0,-112.362,500.0,500,100.278,,0.0025,0.0025,-119.368014161,159.66,5.4346e-20
0.8,0.00907488,1,-111.814789997,9749.7833135,9749.7833135,-120.702,1.098,100,4.9821,431.545857988,-111.814789997,1.11026,0.236996,-110.873,450.346265838,500,101.314,0.191627,0.002,0.000431688,-111.814789997,150.76,6.35788e-07
0.8,0.01,2,-91.294463423,4735.61396416,4735.61396416,-112.146,1.0,100,1.0,100.0,-91.294463423,1.0,1.0,-91.2945,500.0,500,68.4709,,0.01,0.01,-91.294463423,126.16,3.50449e-18
0.8,0.005,2,-109.926146143,9774.25725448,9774.25725448,-115.359,1.0,100,1.0,200.000000102,-109.926146143,1.0,1.0,-100.61,500.0,500,85.2594,,0.005,0.005,-109.926146143,147.47,2.1793e-19
0.8,0.00333333,2,-126.465617794,13328.9342934,13328.9342934,-121.271,1.0,100,1.0,299.999969474,-126.465617794,1.0,1.0,-109.229,500.0,500,96.9186,,0.00333333,0.00333333,-126.465617794,167.82,5.43914e-20
0.8,0.0025,2,-106.745690004,7759.82391297,7759.82391297,-119.037,1.0,100,1.0,400.0,-106.745690004,1.0,1.0,-108.608,500.0,500,94.6923,,0.0025,0.0025,-106.745690004,144.72,5.4346e-20
