VarJ,VanillaAvgRet,ESSRenyi,AvgDiscRet,eRenyi2,VarNormIw,IterType,VarDiscRet,EpsThisIter,AvgVanillaIw,VarRet,AvgNormIw,AvgRet,Bound,J,MinNormIw,Delta,AvgEpLen,MaxVanillaIw,VarVanillaIw,BatchSize,ESSClassic,MaxNormIw,MinVanillaIw
65.6072,-78.7476868759,98.2617205917,-78.7476868759,1.01769,2.25005e-06,1,4906.72983368,100,0.982788,4906.72983368,0.01,-78.7476868759,-141.918,-77.6382,0.00830149,0.3,110.39,1.755,0.0217326,100,97.8209866553,0.0178573,0.815861
64.0978,-78.3682048558,97.6966436275,-78.3682048558,1.02358,2.19387e-06,1,4941.85273583,100,0.975794,4941.85273583,0.01,-78.3682048558,-141.297,-76.832,0.00434349,0.3,109.59,1.25742,0.0208895,100,97.8742370093,0.0128862,0.423835
62.7049,-78.4233702345,97.6317747211,-78.4233702345,1.02426,2.53409e-06,1,4925.46231866,100,0.971711,4925.46231866,0.01,-78.4233702345,-141.357,-76.871,0.00613436,0.3,109.76,1.37287,0.0239274,100,97.5526546973,0.0141284,0.596082
104.375,-100.65596504,95.9894799127,-100.65596504,1.04178,4.84456e-06,1,12571.2419597,100,1.00768,12571.2419597,0.01,-100.65596504,-162.793,-97.7558,0.00768719,0.3,134.99,2.21731,0.0491925,100,95.4233792102,0.0220041,0.774622
71.8939,-85.5195106311,93.2475254458,-85.5195106311,1.07241,5.86138e-06,1,7200.04731126,100,1.0,7200.04731126,0.01,-85.5195106311,-147.428,-81.4412,0.0018213,0.3,117.91,1.555,0.0586142,100,94.5154797505,0.0155499,0.182131
72.0796,-82.0904000938,97.8851433538,-82.0904000938,1.02161,1.74145e-06,1,6090.30562769,100,1.00245,6090.30562769,0.01,-82.0904000938,-144.972,-80.5684,0.00754792,0.3,113.37,1.43601,0.0175001,100,98.3052130179,0.014325,0.756643
43.0727,-71.7050847751,98.0173833873,-71.7050847751,1.02023,1.89369e-06,1,2597.32113965,100,0.992545,2597.32113965,0.01,-71.7050847751,-134.774,-70.4142,0.00622498,0.3,101.98,1.34021,0.0186556,100,98.1597271733,0.0135028,0.617857
73.4327,-80.5256665173,98.100889007,-80.5256665173,1.01936,2.67034e-06,1,6134.43831163,100,1.01909,6134.43831163,0.01,-80.5256665173,-143.435,-79.1015,0.00566072,0.3,111.43,1.86517,0.0277328,100,97.4244562266,0.0183022,0.57688
58.1185,-78.0202870691,99.3964367278,-78.0202870691,1.00607,4.87011e-07,1,3740.57267924,100,0.989701,3740.57267924,0.01,-78.0202870691,-141.54,-77.6283,0.00842971,0.3,109.65,1.21281,0.00477031,100,99.5201734143,0.0122543,0.834289
32.4012,-68.1030819882,99.3897122516,-68.1030819882,1.00614,6.59134e-07,1,1389.92712433,100,1.00301,1389.92712433,0.01,-68.1030819882,-131.621,-67.7068,0.00784518,0.3,97.11,1.16323,0.00663102,100,99.3517226543,0.0115974,0.786876
51.3636,-73.1206254742,97.1451156908,-73.1206254742,1.02939,2.29941e-06,1,3796.7768939,100,1.02653,3796.7768939,0.01,-73.1206254742,-135.972,-71.3227,0.00603153,0.3,102.71,1.73623,0.0242303,100,97.774230706,0.0169136,0.619153
53.74,-74.5401392236,98.3156865091,-74.5401392236,1.01713,2.11218e-06,1,3776.0122908,100,1.02229,3776.0122908,0.01,-74.5401392236,-137.554,-73.2915,0.00869608,0.3,104.75,1.63902,0.0220738,100,97.9517798603,0.0160328,0.88899
57.9058,-72.7039401297,98.9892219549,-72.7039401297,1.01021,6.14394e-07,1,3812.09401308,100,1.01373,3812.09401308,0.01,-72.7039401297,-136.128,-72.0843,0.00751668,0.3,102.29,1.29722,0.00631386,100,99.3954343479,0.0127964,0.761991
45.5025,-76.0291959758,94.6408696852,-76.0291959758,1.05663,5.89134e-06,1,3784.93479288,100,1.01454,3784.93479288,0.01,-76.0291959758,-137.563,-72.0651,0.00408962,0.3,106.96,1.4547,0.0606395,100,94.4890236406,0.0143384,0.414909
59.9146,-78.9415235133,96.5472474059,-78.9415235133,1.03576,3.0017e-06,1,4929.23986795,100,1.02095,4929.23986795,0.01,-78.9415235133,-141.449,-76.6011,0.00527976,0.3,110.24,1.58127,0.0312879,100,97.1140919786,0.0154882,0.539037
45.5201,-78.0601433024,90.01661667,-78.0601433024,1.11091,1.32455e-05,1,4954.18504543,100,0.946354,4954.18504543,0.01,-78.0601433024,-138.683,-71.5231,0.00087886,0.3,108.56,1.46075,0.118625,100,88.4071189367,0.0154356,0.0831712
68.9657,-82.4643594067,96.4006372002,-82.4643594067,1.03734,3.39556e-06,1,6064.57721151,100,0.989054,6064.57721151,0.01,-82.4643594067,-144.321,-79.425,0.00451788,0.3,114.03,1.54368,0.0332163,100,96.7477073631,0.0156076,0.446843
34.5497,-65.9927709645,99.3768546662,-65.9927709645,1.00627,1.07886e-06,1,1361.54893619,100,1.00879,1361.54893619,0.01,-65.9927709645,-129.509,-65.5908,0.00918273,0.3,94.99,1.49381,0.010979,100,98.9431880405,0.014808,0.926342
56.4785,-75.2481115887,98.6548954237,-75.2481115887,1.01363,1.66518e-06,1,3766.08533366,100,0.991674,3766.08533366,0.01,-75.2481115887,-138.517,-74.3647,0.00725675,0.3,106.09,1.44993,0.0163757,100,98.3782152605,0.014621,0.719633
57.3792,-78.3104549715,95.7641258972,-78.3104549715,1.04423,5.01006e-06,1,4948.92743409,100,0.983581,4948.92743409,0.01,-78.3104549715,-140.799,-75.6854,0.00317093,0.3,108.7,1.31757,0.0484689,100,95.2744285119,0.0133956,0.311887
62.8604,-78.2069865698,96.5976997411,-78.2069865698,1.03522,3.60927e-06,1,4944.51108418,100,1.00659,4944.51108418,0.01,-78.2069865698,-141.239,-76.4072,0.0031018,0.3,108.97,1.68292,0.0365699,100,96.5500697868,0.016719,0.312224
71.0565,-80.0314090262,97.1636254463,-80.0314090262,1.02919,2.06651e-06,1,6159.27024349,100,1.03516,6159.27024349,0.01,-80.0314090262,-142.811,-78.1686,0.00600618,0.3,110.68,1.25109,0.022144,100,97.995196821,0.0120859,0.621738
43.748,-69.6980307591,98.2531923531,-69.6980307591,1.01778,1.57533e-06,1,2581.1691954,100,0.997622,2581.1691954,0.01,-69.6980307591,-132.835,-68.5518,0.00706262,0.3,98.95,1.41151,0.0156785,100,98.4643602759,0.0141487,0.704583
54.2938,-78.5660327505,95.3469340249,-78.5660327505,1.0488,5.45013e-06,1,4958.96006727,100,0.981388,4958.96006727,0.01,-78.5660327505,-139.039,-73.7841,0.00189988,0.3,109.68,1.23993,0.0524914,100,94.8806100692,0.0126344,0.186452
56.6796,-73.4835144761,98.6365438604,-73.4835144761,1.01382,1.62505e-06,1,3815.89259835,100,0.995672,3815.89259835,0.01,-73.4835144761,-136.696,-72.5374,0.00777526,0.3,103.44,1.67264,0.0161102,100,98.4166938169,0.0167991,0.774161
52.2164,-73.6349657692,97.156164435,-73.6349657692,1.02927,2.69413e-06,1,3834.87484612,100,1.00078,3834.87484612,0.01,-73.6349657692,-136.306,-71.6603,0.0071098,0.3,103.69,1.52408,0.0269831,100,97.402117649,0.015229,0.711532
64.4506,-77.4549638395,98.261617001,-77.4549638395,1.01769,1.72955e-06,1,4960.61301311,100,1.00196,4960.61301311,0.01,-77.4549638395,-140.548,-76.2667,0.00841286,0.3,107.29,1.47703,0.0173635,100,98.3165653372,0.0147414,0.842938
83.6447,-92.9987809853,92.5444355954,-92.9987809853,1.08056,7.15599e-06,1,9368.63169671,100,0.982801,9368.63169671,0.01,-92.9987809853,-154.809,-88.5674,0.00269761,0.3,126.34,1.40296,0.0691196,100,93.384267702,0.0142751,0.265121
88.4915,-88.157740555,98.8814522308,-88.157740555,1.01131,1.00879e-06,1,8322.58388015,100,0.97402,8322.58388015,0.01,-88.157740555,-151.268,-87.1888,0.00629014,0.3,120.67,1.26124,0.00957056,100,99.0112140187,0.0129488,0.612672
34.7199,-66.8304687811,99.518164367,-66.8304687811,1.00484,6.53017e-07,1,1377.32135671,100,1.00447,1377.32135671,0.01,-66.8304687811,-130.383,-66.5105,0.00732568,0.3,95.82,1.26265,0.00658874,100,99.3576534703,0.0125703,0.735846
85.1455,-90.8288716671,92.0570650981,-90.8288716671,1.08628,1.00175e-05,1,9469.24095438,100,1.04924,9469.24095438,0.01,-90.8288716671,-152.1,-85.6883,0.00248237,0.3,123.4,2.20038,0.110284,100,90.9774411798,0.0209712,0.260461
54.6506,-73.0859287949,98.3519965427,-73.0859287949,1.01676,2.44954e-06,1,3773.91987046,100,1.02037,3773.91987046,0.01,-73.0859287949,-136.195,-71.9435,0.0085622,0.3,103.16,1.77558,0.0255035,100,97.6323698001,0.0174013,0.873661
105.34,-106.087195583,88.2703815828,-106.087195583,1.13288,1.31451e-05,1,13443.0506058,100,0.988984,13443.0506058,0.01,-106.087195583,-166.28,-98.4585,0.0015599,0.3,141.8,1.7564,0.128571,100,88.4848324435,0.0177596,0.154271
69.8242,-80.7096156603,97.0539077564,-80.7096156603,1.03036,2.72454e-06,1,6135.9363497,100,1.01425,6135.9363497,0.01,-80.7096156603,-143.264,-78.5844,0.00801613,0.3,111.82,1.59244,0.0280275,100,97.3735505228,0.0157006,0.813037
60.1425,-77.6542280585,96.2095518793,-77.6542280585,1.0394,5.42272e-06,1,4967.44324939,100,0.970507,4967.44324939,0.01,-77.6542280585,-139.383,-74.4202,0.0015522,0.3,108.28,1.25746,0.0510757,100,94.9050243068,0.0129567,0.150642
64.6937,-76.1022625355,98.0191700757,-76.1022625355,1.02021,1.71388e-06,1,5009.69748027,100,0.992233,5009.69748027,0.01,-76.1022625355,-139.056,-74.6954,0.00803985,0.3,105.96,1.62056,0.0168736,100,98.3315728639,0.0163324,0.797741
42.0714,-73.1152485317,94.8289737362,-73.1152485317,1.05453,4.65853e-06,1,3804.48171013,100,0.991469,3804.48171013,0.01,-73.1152485317,-135.342,-69.9089,0.00252115,0.3,102.95,1.30374,0.0457939,100,95.5913884129,0.0131496,0.249965
60.1168,-74.4421928808,99.6958474959,-74.4421928808,1.00305,3.05839e-07,1,3792.67680761,100,1.00174,3792.67680761,0.01,-74.4421928808,-138.053,-74.2365,0.00893045,0.3,104.7,1.16574,0.00306906,100,99.6981198144,0.0116371,0.894602
40.5354,-71.3999941583,97.8943046869,-71.3999941583,1.02151,1.98295e-06,1,2592.24157054,100,1.01592,2592.24157054,0.01,-71.3999941583,-134.421,-70.02,0.00539721,0.3,101.65,1.36224,0.0204659,100,98.0747020048,0.013409,0.548312
64.6861,-78.2779589197,97.3681739416,-78.2779589197,1.02703,5.45107e-06,1,4944.66790537,100,1.03934,4944.66790537,0.01,-78.2779589197,-141.099,-76.5216,0.00839763,0.3,109.52,2.41693,0.0588843,100,94.8797495993,0.0232544,0.872801
63.6776,-75.3544170757,97.6910004205,-75.3544170757,1.02364,2.3535e-06,1,5004.09824019,100,1.00797,5004.09824019,0.01,-75.3544170757,-138.28,-73.8128,0.00733152,0.3,105.29,1.47912,0.0239118,100,97.723043907,0.0146742,0.738997
79.0832,-86.393580564,97.2251126735,-86.393580564,1.02854,3.08971e-06,1,7165.07039394,100,1.01012,7165.07039394,0.01,-86.393580564,-149.199,-84.5769,0.00632523,0.3,118.86,1.51078,0.0315254,100,97.0319913067,0.0149564,0.638922
43.6266,-70.0658053213,98.3807754348,-70.0658053213,1.01646,1.56855e-06,1,2566.54895091,100,1.00925,2566.54895091,0.01,-70.0658053213,-133.192,-68.9786,0.00717468,0.3,99.82,1.30531,0.0159771,100,98.470856713,0.0129335,0.724108
11.1334,-62.9676616326,98.8407322026,-62.9676616326,1.01173,1.33708e-06,1,125.047385524,100,1.00793,125.047385524,0.01,-62.9676616326,-78.3933,-62.7859,0.00861663,0.3,91.22,1.4915,0.0135837,100,98.6935912742,0.0147977,0.868495
41.9057,-76.4812074426,89.7488519549,-76.4812074426,1.11422,1.18774e-05,1,4974.96014353,100,1.02286,4974.96014353,0.01,-76.4812074426,-137.664,-70.4101,0.00121791,0.3,107.06,1.97231,0.124265,100,89.4785296136,0.0192824,0.124575
73.129,-79.4264228009,98.0222282128,-79.4264228009,1.02018,1.50118e-06,1,6152.55232467,100,1.00481,6152.55232467,0.01,-79.4264228009,-142.413,-78.0544,0.00845955,0.3,110.11,1.36894,0.0151566,100,98.5356006112,0.0136239,0.850027
59.4493,-75.3635568686,99.5104200191,-75.3635568686,1.00492,4.74126e-07,1,3781.69580751,100,0.994198,3781.69580751,0.01,-75.3635568686,-138.918,-75.0421,0.00937263,0.3,106.78,1.3089,0.0046864,100,99.5328130285,0.0131654,0.931825
76.0737,-85.0531014901,95.1340983959,-85.0531014901,1.05115,6.07409e-06,1,7250.00788578,100,0.998814,7250.00788578,0.01,-85.0531014901,-146.91,-81.5824,0.00253646,0.3,117.04,1.76113,0.0605969,100,94.3277544343,0.0176322,0.253345
40.9862,-82.6422901548,87.8345964488,-82.6422901548,1.1385,1.43696e-05,1,6046.33130253,100,1.00883,6046.33130253,0.01,-82.6422901548,-141.021,-73.0356,0.0017234,0.3,114.45,1.56048,0.146244,100,87.5458412804,0.0154682,0.173861
18.6397,-67.0616705221,97.5916230854,-67.0616705221,1.02468,1.96355e-06,1,1369.04153074,100,1.01631,1369.04153074,0.01,-67.0616705221,-129.587,-65.0865,0.00370832,0.3,95.87,1.17353,0.0202812,100,98.0931466217,0.011547,0.37688
56.3803,-74.1691320796,98.3552138672,-74.1691320796,1.01672,1.95732e-06,1,3797.99254886,100,0.986099,3797.99254886,0.01,-74.1691320796,-137.291,-73.0493,0.00808322,0.3,104.39,1.49542,0.0190328,100,98.0990763663,0.015165,0.797086
51.6898,-74.1277587958,96.5228628576,-74.1277587958,1.03602,3.72769e-06,1,3782.81470032,100,1.00755,3782.81470032,0.01,-74.1277587958,-136.716,-71.8598,0.00544984,0.3,103.93,1.38996,0.0378421,100,96.4409402156,0.0137954,0.549101
62.9403,-78.8757805368,97.9354833136,-78.8757805368,1.02108,2.64451e-06,1,4927.24632378,100,0.987755,4927.24632378,0.01,-78.8757805368,-141.889,-77.5053,0.00682946,0.3,110.43,1.78229,0.0258014,100,97.4487413512,0.0180438,0.674584
81.7695,-93.3881804311,91.5952190936,-93.3881804311,1.09176,9.17479e-06,1,9314.3653545,100,0.986276,9314.3653545,0.01,-93.3881804311,-154.628,-88.0491,0.0046069,0.3,126.91,1.68812,0.0892468,100,91.6732912834,0.0171161,0.454368
73.6818,-80.9742619491,98.5884700985,-80.9742619491,1.01432,1.18568e-06,1,6116.58907119,100,0.996558,6116.58907119,0.01,-80.9742619491,-144.197,-80.0236,0.00863536,0.3,111.74,1.38701,0.0117754,100,98.8398105752,0.013918,0.860563
79.0365,-84.7031306873,97.2956032835,-84.7031306873,1.0278,2.85371e-06,1,7237.45008949,100,0.999656,7237.45008949,0.01,-84.7031306873,-147.589,-82.9903,0.00628349,0.3,116.71,1.33216,0.0285174,100,97.2524670879,0.0133262,0.628133
54.9909,-74.4715916151,98.2210032523,-74.4715916151,1.01811,1.3678e-06,1,3788.7600925,100,1.0027,3788.7600925,0.01,-74.4715916151,-137.428,-73.1339,0.00623364,0.3,105.01,1.38423,0.0137519,100,98.6639763808,0.013805,0.625046
57.3431,-73.4237974082,99.0418384838,-73.4237974082,1.00967,9.2444e-07,1,3786.93300074,100,1.00192,3786.93300074,0.01,-73.4237974082,-136.799,-72.7732,0.0084954,0.3,103.35,1.60863,0.00928002,100,99.0931017682,0.0160554,0.851175
76.3243,-84.736724489,96.2199583903,-84.736724489,1.03929,3.12903e-06,1,7202.96301646,100,0.993119,7202.96301646,0.01,-84.736724489,-147.326,-82.3672,0.00612582,0.3,117.09,1.41867,0.0308611,100,96.9953377193,0.014285,0.608367
70.3382,-80.7212683752,96.6406557632,-80.7212683752,1.03476,4.68692e-06,1,6122.86877267,100,1.0289,6122.86877267,0.01,-80.7212683752,-143.244,-78.4262,0.00541939,0.3,111.64,2.10708,0.0496171,100,95.5656886993,0.020479,0.5576
45.2934,-72.4223544163,98.8872921004,-72.4223544163,1.01125,8.7971e-07,1,2570.97229711,100,1.01109,2570.97229711,0.01,-72.4223544163,-135.714,-71.6431,0.00702564,0.3,103.11,1.20126,0.00899335,100,99.1366055104,0.0118808,0.710358
54.7284,-81.9913033791,91.1506698947,-81.9913033791,1.09708,1.11078e-05,1,6084.37581861,100,1.00828,6084.37581861,0.01,-81.9913033791,-142.596,-75.8551,0.00179825,0.3,113.55,1.55318,0.112926,100,90.0927309583,0.0154042,0.181315
58.7669,-74.0220833659,98.6123098459,-74.0220833659,1.01407,1.52161e-06,1,3796.47256528,100,1.00396,3796.47256528,0.01,-74.0220833659,-137.317,-73.151,0.00634148,0.3,104.02,1.24062,0.0153368,100,98.5159534029,0.0123573,0.636657
63.8841,-77.1755764043,97.9818578504,-77.1755764043,1.0206,1.76456e-06,1,4963.01476974,100,0.976484,4963.01476974,0.01,-77.1755764043,-140.067,-75.6946,0.00549474,0.3,107.44,1.35197,0.0168254,100,98.2830712721,0.0138453,0.536553
64.7908,-79.1373347443,97.7284215895,-79.1373347443,1.02324,3.30893e-06,1,4940.98442974,100,0.996843,4940.98442974,0.01,-79.1373347443,-142.124,-77.67,0.00582947,0.3,110.34,2.30985,0.0328807,100,96.8280750394,0.0231716,0.581107
79.9178,-84.0735865384,98.1654410138,-84.0735865384,1.01869,1.46388e-06,1,7241.02347446,100,0.997226,7241.02347446,0.01,-84.0735865384,-147.089,-82.7768,0.00888331,0.3,115.74,1.49799,0.0145577,100,98.5714623714,0.0150216,0.885866
69.0098,-77.9033016124,99.5895611871,-77.9033016124,1.00412,2.28882e-07,1,4966.03641241,100,0.993182,4966.03641241,0.01,-77.9033016124,-141.486,-77.6358,0.00869405,0.3,108.35,1.18971,0.00225771,100,99.773948449,0.0119788,0.863478
83.0152,-87.4249635467,95.185352322,-87.4249635467,1.05058,5.9469e-06,1,8354.00293004,100,0.984014,8354.00293004,0.01,-87.4249635467,-149.491,-84.1803,0.00193143,0.3,119.37,1.77632,0.0575828,100,94.4399268148,0.0180518,0.190055
58.664,-77.4343339965,96.0860157215,-77.4343339965,1.04073,7.05585e-06,1,4961.22903248,100,0.945925,4961.22903248,0.01,-77.4343339965,-139.302,-74.2981,0.00282676,0.3,108.13,1.58731,0.0631339,100,93.4708262986,0.0167805,0.26739
61.6244,-77.3675715488,96.313950618,-77.3675715488,1.03827,5.05349e-06,1,4963.74598886,100,0.980253,4963.74598886,0.01,-77.3675715488,-139.824,-74.8971,0.00223503,0.3,107.9,1.27718,0.0485588,100,95.2354336904,0.0130291,0.21909
66.1689,-78.0409798506,97.9020623183,-78.0409798506,1.02143,2.3374e-06,1,4961.80002438,100,0.994369,4961.80002438,0.01,-78.0409798506,-141.272,-76.8735,0.00457721,0.3,108.89,1.16428,0.0231116,100,97.7383426197,0.0117088,0.455144
60.3515,-79.1440615165,96.7347358623,-79.1440615165,1.03375,3.82698e-06,1,4924.71602773,100,0.99539,4924.71602773,0.01,-79.1440615165,-140.855,-76.069,0.00284695,0.3,110.69,1.30548,0.0379177,100,96.3495826292,0.0131153,0.283383
31.7955,-68.0241542266,98.9083609945,-68.0241542266,1.01104,1.16463e-06,1,1393.75031067,100,1.01373,1393.75031067,0.01,-68.0241542266,-131.368,-67.3142,0.00591818,0.3,97.03,1.33982,0.0119682,100,98.8601932446,0.0132168,0.599941
65.9879,-77.300665877,98.6325310909,-77.300665877,1.01386,1.53862e-06,1,4951.51061461,100,1.00145,4951.51061461,0.01,-77.300665877,-140.515,-76.3567,0.00870029,0.3,108.0,1.71355,0.015431,100,98.4996186905,0.0171107,0.871294
82.8417,-88.9580755271,95.4181452867,-88.9580755271,1.04802,5.06149e-06,1,8289.49603083,100,1.00175,8289.49603083,0.01,-88.9580755271,-151.288,-86.0567,0.00330345,0.3,121.71,1.26637,0.0507926,100,95.2282086694,0.0126416,0.330924
65.1646,-77.6051837042,98.3421152526,-77.6051837042,1.01686,1.70925e-06,1,4962.26850604,100,0.990333,4962.26850604,0.01,-77.6051837042,-140.838,-76.5837,0.00393487,0.3,108.37,1.28787,0.0167636,100,98.3360033139,0.0130044,0.389683
76.2841,-80.8325196324,99.5751388823,-80.8325196324,1.00427,3.70799e-07,1,6119.51226541,100,0.992905,6119.51226541,0.01,-80.8325196324,-144.426,-80.5716,0.00897352,0.3,111.81,1.16951,0.00365557,100,99.6342915991,0.0117786,0.890986
68.4885,-80.1803738397,95.8467477253,-80.1803738397,1.04333,4.52591e-06,1,6129.8553475,100,1.01856,6129.8553475,0.01,-80.1803738397,-142.479,-77.394,0.00628963,0.3,110.77,1.69458,0.0469547,100,95.711502712,0.016637,0.640637
53.486,-74.1347918397,97.3077811815,-74.1347918397,1.02767,2.54754e-06,1,3822.32125057,100,0.982771,3822.32125057,0.01,-74.1347918397,-137.011,-72.4158,0.00635404,0.3,104.55,1.31091,0.0246052,100,97.5399810123,0.0133389,0.624457
53.3337,-75.8950651085,97.3796691374,-75.8950651085,1.02691,2.53275e-06,1,3795.23857542,100,0.995867,3795.23857542,0.01,-75.8950651085,-138.686,-74.1157,0.00565105,0.3,106.35,1.4531,0.0251186,100,97.5539064589,0.0145913,0.56277
61.8821,-77.8825270824,96.9739903581,-77.8825270824,1.0312,3.76405e-06,1,4984.99805137,100,1.01755,4984.99805137,0.01,-77.8825270824,-140.407,-75.7017,0.00803917,0.3,108.7,2.02891,0.0389734,100,96.4074373389,0.0199392,0.818027
63.5121,-81.5330362235,92.8753556476,-81.5330362235,1.07671,6.34475e-06,1,6091.56647279,100,1.01442,6091.56647279,0.01,-81.5330362235,-143.272,-77.1535,0.00333937,0.3,112.75,2.15631,0.0652901,100,94.0899271124,0.0212567,0.338751
86.3018,-89.2960675086,97.8347410151,-89.2960675086,1.02213,2.1611e-06,1,8301.7863937,100,0.992714,8301.7863937,0.01,-89.2960675086,-152.203,-87.7826,0.00704393,0.3,121.81,1.53572,0.0212972,100,97.9053566008,0.0154699,0.69926
70.7749,-81.4279147272,97.7948669344,-81.4279147272,1.02255,2.42113e-06,1,6115.33261592,100,1.00257,6115.33261592,0.01,-81.4279147272,-144.286,-79.8524,0.00658559,0.3,112.97,1.63875,0.0243356,100,97.6591903462,0.0163456,0.660248
46.2184,-70.4871437852,99.1519622995,-70.4871437852,1.00855,8.01916e-07,1,2611.99664567,100,1.01466,2611.99664567,0.01,-70.4871437852,-133.899,-69.9165,0.00806401,0.3,99.85,1.24336,0.00825593,100,99.2123405804,0.012254,0.818219
68.9258,-82.640895901,97.5012750494,-82.640895901,1.02563,2.36011e-06,1,6045.53561193,100,0.998642,6045.53561193,0.01,-82.640895901,-145.33,-80.7994,0.00849146,0.3,115.0,1.49,0.023537,100,97.7168465515,0.0149202,0.847993
52.6302,-77.3692933141,94.4289281889,-77.3692933141,1.059,5.55306e-06,1,4978.10045536,100,1.01077,4978.10045536,0.01,-77.3692933141,-137.603,-72.0305,0.0026374,0.3,108.04,1.69898,0.056733,100,94.7889301371,0.0168088,0.26658
54.7858,-75.8513989626,98.1158857849,-75.8513989626,1.0192,1.88785e-06,1,3769.03088832,100,0.994432,3769.03088832,0.01,-75.8513989626,-138.863,-74.5341,0.00854591,0.3,106.33,1.58087,0.0186689,100,98.1652849522,0.0158972,0.849832
72.3273,-81.499017493,98.0367197337,-81.499017493,1.02003,1.62493e-06,1,6095.21984554,100,1.00598,6095.21984554,0.01,-81.499017493,-144.459,-80.1046,0.00872569,0.3,112.89,1.54677,0.0164441,100,98.4167806472,0.0153758,0.877784
82.1688,-88.0073379664,95.698423509,-88.0073379664,1.04495,1.03529e-05,1,8332.47895926,100,1.00138,8332.47895926,0.01,-88.0073379664,-150.116,-84.9805,0.00579577,0.3,120.05,3.71241,0.103814,100,90.7034684444,0.0370731,0.580375
46.4377,-72.1299853818,98.9465807399,-72.1299853818,1.01065,8.08442e-07,1,2597.07371221,100,1.00708,2597.07371221,0.01,-72.1299853818,-135.539,-71.4819,0.00686527,0.3,102.34,1.1346,0.00819928,100,99.2059823818,0.0112662,0.691387
86.2812,-90.7421918716,95.0622545777,-90.7421918716,1.05194,6.62104e-06,1,9443.48758995,100,1.0018,9443.48758995,0.01,-90.7421918716,-152.475,-87.1223,0.00803287,0.3,123.01,2.22884,0.0664485,100,93.8483934177,0.0222484,0.80473
44.2307,-71.4615604693,98.4787266501,-71.4615604693,1.01545,1.72766e-06,1,2566.83497517,100,0.984067,2566.83497517,0.01,-71.4615604693,-134.729,-70.5204,0.00514684,0.3,101.23,1.24923,0.0167304,100,98.318394765,0.0126946,0.506483
34.8282,-67.5091928802,99.5997657177,-67.5091928802,1.00402,3.63647e-07,1,1370.088806,100,0.999948,1370.088806,0.01,-67.5091928802,-131.083,-67.2396,0.00938539,0.3,97.01,1.25903,0.00363609,100,99.6413033379,0.012591,0.938491
50.4731,-84.1677758741,87.5302350279,-84.1677758741,1.14246,1.40134e-05,1,6047.29027738,100,0.974165,6047.29027738,0.01,-84.1677758741,-144.254,-76.1463,0.0010476,0.3,116.73,1.49074,0.132986,100,87.8169686784,0.0153028,0.102054
35.5284,-69.9793319029,96.6992197879,-69.9793319029,1.03413,3.60281e-06,1,2578.35060709,100,0.992057,2578.35060709,0.01,-69.9793319029,-132.476,-67.6825,0.00475407,0.3,99.56,1.25728,0.035458,100,96.5560477806,0.0126735,0.47163
88.3225,-86.3368187539,98.663818467,-86.3368187539,1.01354,7.41942e-07,1,8396.39214635,100,0.995222,8396.39214635,0.01,-86.3368187539,-149.539,-85.3904,0.00894871,0.3,117.97,1.29002,0.0073487,100,99.2708528945,0.0129622,0.890596
59.5498,-78.8463979737,95.5611595508,-78.8463979737,1.04645,4.34947e-06,1,4962.39807986,100,0.958405,4962.39807986,0.01,-78.8463979737,-140.973,-75.7907,0.00320831,0.3,110.13,1.26771,0.0399516,100,95.8718209518,0.0132273,0.307486
67.6092,-85.1577935357,91.7962450528,-85.1577935357,1.08937,1.11188e-05,1,7215.15763436,100,0.954013,7215.15763436,0.01,-85.1577935357,-146.096,-79.5904,0.00144087,0.3,116.7,1.43328,0.101197,100,90.0838929578,0.0150237,0.137461
45.4066,-71.1195106895,98.8892272193,-71.1195106895,1.01123,1.20289e-06,1,2557.07975399,100,1.00404,2557.07975399,0.01,-71.1195106895,-134.472,-70.3961,0.00884429,0.3,100.93,1.50233,0.0121263,100,98.8231584142,0.0149628,0.888001
64.2041,-78.5346605675,98.0247138056,-78.5346605675,1.02015,2.41645e-06,1,4982.06452564,100,0.991549,4982.06452564,0.01,-78.5346605675,-141.577,-77.2189,0.00701602,0.3,109.83,1.75577,0.0237578,100,97.6636464603,0.0177073,0.695673
76.4981,-80.9757905473,99.5354872638,-80.9757905473,1.00467,3.95592e-07,1,6082.47415575,100,0.995569,6082.47415575,0.01,-80.9757905473,-144.536,-80.6685,0.00827823,0.3,112.39,1.11884,0.00392094,100,99.6098773974,0.0112382,0.824155
66.5299,-80.9592016831,98.683143722,-80.9592016831,1.01334,1.30732e-06,1,4898.44396011,100,1.002,4898.44396011,0.01,-80.9592016831,-144.305,-80.162,0.00675071,0.3,112.98,1.32218,0.0131256,100,98.722333885,0.0131954,0.676421
59.555,-90.0514610726,84.7455781279,-90.0514610726,1.18,2.34735e-05,1,8267.81078954,100,0.919716,8267.81078954,0.01,-90.0514610726,-146.394,-77.177,0.000256184,0.3,123.42,1.63795,0.198557,100,81.1432663305,0.0178093,0.0235616
66.8704,-79.3044066197,98.599872798,-79.3044066197,1.0142,1.45023e-06,1,4915.85041477,100,0.994642,4915.85041477,0.01,-79.3044066197,-142.552,-78.3817,0.00894024,0.3,110.87,1.59306,0.0143473,100,98.5846156281,0.0160165,0.889234
