EpisodesSoFar,InitialReturnMax,TimeElapsed,MinIWNorm,MinIW,ESSClassic,EpRewMean,StdIWNorm,EmpiricalD2,Bound,EpThisIter,TimestepsSoFar,MaxIWNorm,MaxIW,J_sample_variance,Iteration,ESSRenyi,InitialBound,MeanIWNorm,InitialReturnMin,Weights,InitialReturnStd,EpLenMean,ReturnMeanIW,InitialReturnMean,MeanIW,StdIW
8000,21.72624,3540.273235321045,0.00011035215,0.011035215,28.724218,-72.67865407260079,0.020746687,4.3648276,2.068337,100,1650778,0.14211717,14.211718,619.0833,80,22.910412,-1.316654,0.013170489,-39.499554,[-0.331 -0.382  0.015 -0.286 -0.059],13.4049225,379.77,4.8191085,-2.269745e-06,1.3170489,2.074669
8100,34.507687,3620.782743215561,1.2339444e-05,0.0012339444,2.3650122,-69.64021357222168,0.13600668,69.17173,9.990791,100,1688774,1.3655468,136.55469,56715.023,81,1.4456773,-1.359524,0.021167727,-40.78576,[-0.328 -0.409  0.025 -0.297 -0.056],16.099377,379.96,21.297901,1.2969971e-06,2.1167727,13.60067
8200,26.429916,3704.883454799652,6.2550294e-05,0.0062550297,14.468848,-69.03054016680676,0.02847261,5.5460534,1.8467481,100,1728031,0.2564537,25.64537,2233.128,82,18.03084,-1.4656521,0.011710679,-43.96953,[-0.327 -0.422  0.045 -0.315 -0.063],13.284509,392.57,5.298365,-1.1634827e-06,1.171068,2.847261
8300,25.123812,3780.6648921966553,7.1203624e-07,7.120363e-05,1.3411437,-74.39312322512698,0.6809435,184.4715,35.588936,100,1763896,6.840864,684.0864,253990.73,83,0.54208916,-1.4369912,0.079392724,-43.109695,[-0.337 -0.412  0.049 -0.326 -0.07 ],15.722838,358.65,55.106174,-1.1253356e-06,7.939274,68.09435
8400,24.982555,3857.3202242851257,7.3039064e-06,0.00073039066,1.4539088,-64.76419065170909,0.3119774,114.177,16.863483,100,1800476,3.1356413,313.56415,99885.82,84,0.8758331,-1.2940207,0.03789413,-38.820557,[-0.347 -0.379  0.029 -0.299 -0.093],13.3070135,365.8,30.690544,-1.8882752e-06,3.7894135,31.197737
8500,28.13604,3952.6531479358673,5.165505e-05,0.005165505,7.27165,-45.44907194966382,0.062435724,12.772887,3.6707578,100,1845671,0.5457285,54.57285,2712.432,85,7.8290834,-1.3706847,0.017484104,-41.120544,[-0.382 -0.367  0.02  -0.269 -0.114],12.415532,451.95,8.569472,1.335144e-07,1.7484103,6.2435727
8600,23.535583,4049.187443971634,3.0540974e-05,0.0030540973,4.3344626,-40.589567292649065,0.05907222,14.562802,4.1376534,100,1891299,0.5862774,58.627743,4440.6416,86,6.8668103,-0.86538935,0.012573991,-25.96167,[-0.42  -0.373  0.016 -0.28  -0.095],10.533819,456.28,7.440085,-3.8146973e-07,1.2573991,5.907222
8700,21.037886,4148.07887673378,0.00033968955,0.033968955,21.679077,-32.43617582559294,0.022681855,4.3276963,0.53436637,100,1940025,0.19159842,19.159842,532.0061,87,23.106981,-1.2504555,0.011933285,-37.513657,[-0.441 -0.389  0.004 -0.276 -0.111],10.297218,487.26,3.135703,-2.861023e-07,1.1933285,2.2681851
8800,19.209627,4242.731887102127,4.0929714e-05,0.0040929713,3.7959082,-31.73657263481884,0.088149264,27.64972,4.2843595,100,1986884,0.8671037,86.71037,6306.567,88,3.6166732,-1.203845,0.017509744,-36.11538,[-0.434 -0.377  0.009 -0.282 -0.13 ],11.148245,468.59,10.614543,1.3160706e-06,1.7509745,8.814927
8900,26.728909,4317.351737737656,0.00045882424,0.045882426,26.98342,-50.45321602078955,0.015387018,3.060689,1.7974658,100,2025937,0.14103864,14.103865,768.0928,89,32.672382,-1.431034,0.009353888,-42.931034,[-0.42  -0.361  0.011 -0.294 -0.134],14.712597,390.53,4.3010354,4.5776366e-07,0.93538886,1.5387019
9000,31.31557,4400.26425909996,0.00024185136,0.024185136,32.867283,-36.388324315727196,0.016578397,3.911272,0.5488484,100,2069491,0.09541921,9.541922,621.4334,90,25.56713,-1.352691,0.01159998,-40.580696,[-0.437 -0.351  0.004 -0.28  -0.119],11.898188,435.54,3.2240546,-1.039505e-06,1.159998,1.6578398
9100,26.901749,4482.73299407959,0.000290373,0.0290373,4.7194967,-33.62131911693577,0.06987152,8.3172455,3.6866746,100,2113002,0.6647414,66.474144,3325.496,91,12.0232115,-1.6440381,0.0155505575,-49.321125,[-0.436 -0.36  -0.005 -0.276 -0.119],12.997588,435.11,8.428019,-3.0517577e-07,1.555056,6.987153
9200,20.954716,4570.0825278759,1.9693691e-06,0.00019693692,1.5558698,-29.58228077454146,0.2655584,184.75786,17.780264,100,2160719,2.6698232,266.98233,124542.266,92,0.541249,-1.3607013,0.033385027,-40.821075,[-0.465 -0.349 -0.007 -0.256 -0.115],10.787078,477.17,36.275703,1.1634827e-06,3.338503,26.55584
9300,29.292408,4648.462783813477,4.174028e-05,0.004174028,5.7400575,-39.58564133698907,0.04477177,12.897663,1.8081694,100,2203348,0.43969965,43.969967,4055.6184,93,7.7533426,-1.5602682,0.011048382,-46.80806,[-0.467 -0.314  0.003 -0.259 -0.102],13.924667,426.29,7.4116116,7.05719e-07,1.1048384,4.4771767
9400,32.803356,4735.139741659164,2.0562917e-05,0.0020562918,4.0031633,-31.198187419126395,0.094268486,41.322952,11.999512,100,2250800,0.87672645,87.672646,15695.042,94,2.4199626,-1.0934458,0.019250393,-31.328632,[-0.476 -0.333  0.013 -0.26  -0.089],12.045307,474.52,19.028498,-4.386902e-07,1.9250396,9.426848
9500,37.33814,4812.982937574387,1.1572681e-07,1.1572682e-05,1.0431076,-32.01778127028691,2.8858068,46425.06,810.8296,100,2293415,29.007193,2900.7192,117314500.0,95,0.0021540092,-1.2446046,0.29628438,-35.94995,[-0.463 -0.304  0.014 -0.265 -0.107],11.677608,426.15,1078.998,7.6293944e-08,29.628437,288.58066
9600,25.879921,4879.65379858017,8.831173e-05,0.008831173,12.374023,-52.98938981558595,0.039991423,10.323931,4.533025,100,2328990,0.29558378,29.55838,1921.1238,96,9.6862335,-1.6569467,0.015028166,-49.708435,[-0.513 -0.31   0.01  -0.293 -0.066],15.197297,355.75,9.856943,1.5830993e-06,1.5028164,3.999143
9700,21.939384,4959.314408063889,2.1869728e-05,0.0021869729,11.001213,-28.479584510340132,0.042658053,14.250363,2.5655913,100,2371470,0.33079037,33.079037,2273.976,97,7.017365,-1.2665224,0.014997859,-37.99568,[-0.509 -0.318  0.01  -0.277 -0.069],12.159788,424.8,7.346671,3.33786e-07,1.499786,4.2658052
9800,21.777555,5041.788017034531,3.3590073e-05,0.0033590074,12.341985,-24.237331203219533,0.03632856,19.713394,5.135481,100,2415222,0.2977993,29.779928,5362.697,98,5.0726933,-1.2206196,0.013631539,-36.61863,[-0.525 -0.325  0.024 -0.28  -0.064],10.595458,437.52,10.55501,1.3446808e-06,1.3631539,3.6328564
9900,17.757786,5130.252601385117,0.00010227063,0.010227063,18.054398,-22.84103164034316,0.025674341,5.643139,0.5131798,100,2462869,0.18722016,18.722015,527.81525,99,17.720634,-1.3676351,0.012051136,-41.029106,[-0.506 -0.33   0.014 -0.268 -0.048],9.7013035,476.47,3.762041,1.7166137e-06,1.2051136,2.567434
10000,22.419159,5215.031852245331,6.8457184e-06,0.00068457186,3.4105668,-19.420382103709517,0.108807676,63.325035,10.347244,100,2508344,1.0543904,105.43905,29035.281,100,1.5791543,-1.1482072,0.020445984,-34.44624,[-0.528 -0.328  0.005 -0.276 -0.036],11.093997,454.75,19.484343,8.5830686e-07,2.0445983,10.880768
10100,20.394703,5295.953114032745,2.3470132e-06,0.00023470132,1.0692029,-26.062210532475447,1.048296,1024.9768,91.199455,100,2551723,10.539215,1053.9215,1623793.5,101,0.097563185,-1.0992018,0.10898036,-32.976063,[-0.522 -0.286  0.006 -0.266 -0.077],11.173115,433.79,126.39069,4.959106e-07,10.898036,104.82959
10200,28.397219,5367.604769229889,5.1807794e-05,0.0051807794,7.9803653,-45.45945456424388,0.059265986,24.321709,9.038519,100,2590165,0.50626683,50.626682,13006.411,102,4.111553,-1.3986285,0.017453264,-41.958817,[-0.569 -0.301  0.003 -0.296 -0.067],12.917138,384.42,15.936135,-1.1825562e-06,1.7453265,5.9265985
10300,28.749325,5448.9509789943695,0.0003158098,0.03158098,22.93327,-26.393204680957602,0.01915449,3.9407377,0.012790203,100,2634105,0.1391528,13.915279,425.6787,103,25.37596,-1.194529,0.010448891,-35.835857,[-0.61  -0.313 -0.006 -0.291 -0.062],11.328431,439.4,2.3840835,-3.1471254e-07,1.0448891,1.9154494
10400,27.342505,5536.682876825333,0.0039020507,0.3902051,85.63836,-12.803837056655423,0.0041047153,1.1509129,-1.1767921,100,2681286,0.022399087,2.2399087,152.2581,104,86.88755,-1.4732263,0.010023401,-44.19679,[-0.621 -0.322  0.003 -0.295 -0.051],12.357135,471.81,0.40369406,2.670288e-07,1.00234,0.4104715
10500,28.173038,5620.876026630402,3.1515297e-06,0.00031515298,1.4965801,-21.953918614757068,0.45255527,345.83633,30.106491,100,2726698,4.543314,454.3314,230969.31,105,0.2891541,-1.0328844,0.055782232,-30.986504,[-0.631 -0.319  0.003 -0.294 -0.058],11.071699,454.12,49.31469,-1.0490418e-06,5.5782237,45.255527
10600,25.891708,5688.735970497131,6.7129062e-09,6.7129065e-07,1.0180017,-49.380393049764805,4.35444,15752.241,603.2643,100,2763111,43.76692,4376.692,68843256.0,106,0.006348303,-1.8050787,0.4415994,-54.15238,[-0.609 -0.307 -0.004 -0.299 -0.006],17.104408,364.13,829.8161,7.6293946e-07,44.159943,435.44403
10700,27.407604,5775.67058467865,8.308586e-06,0.0008308586,2.0378907,-15.996775850170557,0.13720846,29.558212,6.378167,100,2809664,1.3660886,136.60887,16957.303,107,3.3831546,-1.6145011,0.019789843,-48.435028,[-0.606 -0.338  0.02  -0.3   -0.06 ],11.825581,465.53,15.1558,1.14440915e-07,1.9789842,13.720846
10800,27.001892,5854.592179059982,0.0003947412,0.03947412,15.756234,-41.919298952022785,0.026619878,5.823272,1.8391881,100,2852373,0.19693342,19.693342,1398.2448,108,17.172476,-1.360905,0.0115123335,-40.827118,[-0.606 -0.353  0.034 -0.314 -0.092],12.947921,427.09,5.1232476,-1.1634827e-06,1.1512334,2.6619878
10900,25.690798,5939.6259734630585,2.9324156e-06,0.00029324155,1.9716525,-23.324995632416435,0.21949512,141.53197,11.657045,100,2898514,2.1990333,219.90332,65843.38,109,0.7065542,-0.93536395,0.031128928,-28.060932,[-0.635 -0.352  0.038 -0.31  -0.07 ],10.418084,461.41,22.784815,5.245209e-07,3.1128929,21.94951
11000,27.326305,6017.691673755646,0.00055604824,0.055604823,44.081818,-37.812313098042836,0.011765276,2.3371072,0.6680343,100,2940229,0.0753018,7.5301805,378.08688,110,42.78794,-1.5318948,0.010446127,-45.95685,[-0.57  -0.348  0.047 -0.309 -0.07 ],14.210768,417.15,3.009934,7.6293944e-08,1.0446128,1.1765277
11100,25.697762,6098.860425710678,2.0230107e-06,0.00020230107,1.2782754,-30.990165324974168,0.43138063,273.23462,21.65303,100,2984296,4.3360357,433.60358,170100.7,111,0.36598584,-1.2237535,0.049086995,-36.712616,[-0.568 -0.347  0.039 -0.309 -0.089],11.365117,440.67,41.88145,4.196167e-07,4.9087,43.13806
11200,25.459835,6178.246256351471,3.4844394e-05,0.0034844393,3.8760712,-34.93430725811489,0.09698645,20.066814,8.290948,100,3027697,0.9447331,94.47331,17338.068,112,4.983352,-1.6781454,0.019475617,-50.344376,[-0.606 -0.349  0.026 -0.318 -0.053],12.639211,434.01,15.80837,3.4332277e-07,1.9475616,9.698646
11300,22.215881,6256.2152280807495,3.8752964e-06,0.00038752967,1.2096707,-32.31342679105257,1.5543413,1421.9972,164.21721,100,3070152,15.623192,1562.3192,4261727.0,113,0.07032362,-1.1840949,0.17199774,-35.52285,[-0.627 -0.346  0.021 -0.321 -0.006],11.420281,424.55,208.8687,5.7220458e-08,17.199774,155.43413
11400,30.912174,6319.992158412933,2.802871e-06,0.00028028712,1.3123678,-53.31415351238318,0.4308396,355.74368,33.54885,100,3104597,4.334611,433.46112,366724.03,114,0.28110126,-1.3954805,0.04968348,-41.864403,[-0.597 -0.291  0.012 -0.302  0.005],17.275011,344.45,59.86924,-1.9073487e-07,4.968348,43.083958
11500,27.345474,6393.445982217789,2.296303e-10,2.296303e-08,1.0000049,-35.1129933912908,4528.791,183276130.0,430243.56,100,3144479,45516.062,4551606.5,20460528000000.0,115,5.456248e-07,-1.6315849,455.16168,-48.9476,[-0.61  -0.294 -0.01  -0.285  0.012],14.003237,398.82,452331.9,1.7738342e-06,45516.176,452879.12
11600,20.551361,6472.336134195328,2.2015214e-05,0.0022015215,6.249766,-30.600500505057525,0.0593179,20.244028,6.3805995,100,3187329,0.5838581,58.38581,12087.28,116,4.9397283,-1.5563922,0.015315512,-46.691784,[-0.682 -0.228 -0.032 -0.243 -0.066],12.483081,428.5,13.383334,4.5776366e-07,1.5315512,5.931791
11700,24.987644,6557.006553888321,2.7458787e-05,0.0027458789,9.697368,-14.72657775330986,0.052623108,9.716866,0.54458284,100,3234197,0.37126693,37.126694,1827.2435,117,10.291385,-1.5243027,0.017244602,-45.729057,[-0.673 -0.253 -0.02  -0.254 -0.095],11.140837,468.68,5.2961197,-6.4849854e-07,1.7244605,5.2623105
11800,22.983242,6636.069700717926,0.00012515183,0.012515184,31.499565,-32.97283807312844,0.014194691,4.537936,1.7167845,100,3277468,0.11887733,11.887733,441.5917,118,22.03645,-1.0936898,0.0096256845,-32.810677,[-0.662 -0.25  -0.028 -0.263 -0.113],10.865482,432.71,4.0466084,-4.005432e-07,0.96256846,1.4194692
11900,25.531246,6714.103628873825,0.0004765583,0.047655832,30.833323,-35.96275121453344,0.0144580705,2.6423576,-0.2239883,100,3319298,0.11215051,11.215052,422.35132,119,37.84499,-1.7198515,0.009653216,-51.595535,[-0.655 -0.263 -0.034 -0.266 -0.139],14.767037,418.3,2.5716867,-5.722046e-07,0.96532166,1.4458071
12000,20.67036,6798.219722032547,5.3116405e-08,5.3116405e-06,1.0162413,-23.72240536866157,1.9424354,4569.688,135.23296,100,3365147,19.523739,1952.3739,5503270.0,120,0.021883331,-1.468853,0.19681714,-44.065643,[-0.67  -0.272 -0.034 -0.265 -0.157],10.511604,458.49,234.52676,1.9073486e-06,19.681719,194.24353
12100,31.418198,6888.062568187714,0.00011519438,0.011519439,7.754332,-19.806231212920228,0.03683518,17.746601,2.395516,100,3413936,0.33361906,33.361908,2682.598,121,5.634882,-1.0472724,0.010679772,-24.954767,[-0.676 -0.285 -0.047 -0.242 -0.178],10.828225,487.89,6.8073344,6.67572e-07,1.0679772,3.6835182
12200,21.024435,6979.987730026245,0.00087288074,0.087288074,41.257153,-14.9110552058152,0.011796168,2.3521218,0.11353302,100,3463936,0.05669844,5.669844,170.97958,122,42.514805,-1.3641737,0.00988583,-40.92524,[-0.674 -0.292 -0.033 -0.24  -0.185],9.513149,500.0,2.205717,8.869171e-07,0.98858297,1.1796168
12300,21.20897,7069.647083997726,2.541289e-05,0.002541289,6.27928,-18.474388572791774,0.05406021,28.058603,8.134926,100,3512786,0.48148787,48.14879,11078.97,123,3.5639694,-0.9357308,0.01399313,-28.071875,[-0.676 -0.289 -0.035 -0.247 -0.169],9.877126,488.5,13.091518,-1.6784668e-06,1.3993131,5.4060206
12400,24.70155,7158.260168552399,0.0010090808,0.100908086,64.337265,-11.53704688320631,0.007508097,1.4459492,-0.6493515,100,3561515,0.05036831,5.036831,187.55559,124,69.15872,-1.6398149,0.0100844875,-49.19445,[-0.671 -0.305 -0.041 -0.269 -0.174],10.782327,487.29,1.3224872,2.2888183e-07,1.0084487,0.7508097
12500,21.485304,7246.382426977158,0.0019642764,0.19642766,70.16766,-15.242029372841378,0.006286728,1.3955092,-0.88524026,100,3609193,0.028851066,2.8851066,106.68066,125,71.65843,-1.5789095,0.009641614,-47.367264,[-0.667 -0.31  -0.041 -0.277 -0.179],10.933162,476.78,0.9799512,-7.4386594e-07,0.9641614,0.62867284
12600,24.374063,7330.127728939056,0.0018308636,0.18308637,65.35091,-16.491977273108745,0.007561878,1.4534233,-0.8954882,100,3656308,0.060664795,6.0664797,131.98418,126,68.803085,-1.2100499,0.010385074,-36.301468,[-0.667 -0.309 -0.036 -0.278 -0.179],9.641783,471.15,0.5633227,-8.201599e-07,1.0385073,0.7561878
12700,21.45054,7413.157086849213,0.0011429788,0.11429788,63.47506,-25.1184538548692,0.0070866495,1.5823783,-0.5091243,100,3701211,0.05014111,5.014111,115.20542,127,63.196014,-1.3688078,0.009342168,-41.064228,[-0.664 -0.31  -0.04  -0.278 -0.176],11.763981,449.03,1.2127347,-2.0980835e-07,0.9342169,0.7086649
12800,18.241304,7503.783221960068,0.0015028119,0.15028119,64.78889,-7.934467802293143,0.0076800757,1.8567096,0.23960173,100,3750222,0.04117179,4.117179,118.19147,128,53.85872,-0.7401999,0.0104177985,-22.206001,[-0.671 -0.311 -0.037 -0.276 -0.185],8.583931,490.11,1.2482066,1.9073487e-07,1.0417799,0.7680076
12900,23.674969,7593.299355983734,0.00025901984,0.025901984,28.237717,-15.829168910690468,0.018684182,2.9086764,0.15280485,100,3798833,0.14326562,14.326563,145.98228,129,34.379898,-1.0362904,0.011720354,-31.088684,[-0.682 -0.299 -0.036 -0.271 -0.172],8.927394,486.11,1.9201802,-8.2969666e-07,1.1720355,1.8684185
13000,18.158146,7684.384733438492,6.275242e-05,0.006275242,4.3667917,-13.10539809865489,0.10349084,23.332458,6.6036534,100,3847960,0.98885125,98.885124,10587.751,130,4.285875,-1.3219461,0.022114584,-39.65837,[-0.682 -0.295 -0.028 -0.266 -0.174],9.726689,491.27,12.989139,-3.0517577e-07,2.2114584,10.349083
13100,19.134014,7776.106275320053,1.0263893e-05,0.0010263893,6.1847553,-12.707560351093992,0.08471694,46.307877,11.41065,100,3897552,0.5716364,57.16364,11154.356,131,2.1594598,-0.8743255,0.02175178,-26.229782,[-0.693 -0.279 -0.042 -0.25  -0.177],8.971139,495.92,17.36043,6.7710874e-07,2.175178,8.471694
13200,23.613762,7867.772079229355,7.485158e-08,7.4851578e-06,1.0730978,-14.066575566542094,1.3903173,1291.7234,103.69415,100,3947305,13.975647,1397.5647,1723070.4,132,0.07741596,-0.78712535,0.14480263,-21.640858,[-0.714 -0.298 -0.038 -0.257 -0.138],9.712039,497.53,131.98387,,14.480263,139.03174
13300,20.460773,7953.7443380355835,1.4599435e-06,0.00014599436,2.5267677,-23.182383097307365,0.14458573,73.31899,17.562052,100,3993154,1.436051,143.6051,87404.82,133,1.363903,-1.8843144,0.023279056,-56.529457,[-0.7   -0.27  -0.055 -0.251 -0.175],12.373797,458.49,33.696785,8.5830686e-07,2.327906,14.458573
13400,24.771957,8042.821603775024,0.0018479112,0.18479112,72.21723,-21.98683964024108,0.0067448723,1.3860109,-0.6264694,100,4041048,0.04091623,4.0916233,185.18825,134,72.149506,-1.0902085,0.010874432,-32.70623,[-0.708 -0.266 -0.067 -0.231 -0.19 ],10.088204,478.94,0.6570208,-7.5340273e-07,1.0874431,0.67448723
13500,24.264149,8130.791007041931,0.00026547493,0.026547493,15.604585,-25.57123451031992,0.02745538,10.079039,1.166513,100,4087695,0.23838428,23.838428,2756.6533,135,9.921581,-1.4613128,0.011805767,-43.83938,[-0.714 -0.259 -0.071 -0.23  -0.183],12.412636,466.47,5.8058157,7.6293944e-08,1.1805767,2.7455382
13600,23.258375,8221.272673606873,0.00016580589,0.01658059,21.422503,-22.013446430860075,0.022865692,8.562395,2.4389536,100,4136941,0.16188145,16.188145,1427.9283,136,11.678975,-0.8800938,0.011939067,-26.402813,[-0.712 -0.25  -0.064 -0.215 -0.173],9.851076,492.46,5.0142465,1.7166138e-07,1.1939068,2.2865694
13700,16.955961,8310.999599695206,0.00063510856,0.06351086,50.155994,-22.29529715164002,0.011281101,2.1559522,0.60886955,100,4185127,0.063206755,6.3206754,140.14684,137,46.383217,-1.3569986,0.011316353,-40.70992,[-0.703 -0.245 -0.054 -0.224 -0.165],10.083623,481.86,2.6013706,-1.2588501e-06,1.1316353,1.1281103
13800,20.853706,8399.580380439758,0.0021121672,0.21121672,85.36502,-17.887293140706447,0.004247769,1.1981113,-0.72901857,100,4233061,0.023727467,2.3727467,131.51874,138,83.4647,-1.0561903,0.010258998,-31.685696,[-0.692 -0.249 -0.051 -0.229 -0.19 ],10.468436,479.34,0.42706868,-4.005432e-07,1.0258996,0.42477688
13900,28.078863,8490.000232696533,0.00037991832,0.037991833,34.197193,-9.00531416944097,0.011827838,3.782537,1.4842973,100,4282196,0.08197062,8.197062,329.92468,139,26.437283,-0.9460499,0.008526649,-28.381489,[-0.691 -0.253 -0.048 -0.234 -0.191],10.210298,491.35,3.3242452,-2.0980835e-07,0.85266495,1.1827838
14000,29.184189,8579.112760782242,0.00016525196,0.016525196,20.420706,-19.28976079717388,0.0269502,4.6184807,0.6022744,100,4330171,0.17082733,17.082733,556.7017,140,21.652142,-1.4426184,0.013652034,-43.27858,[-0.713 -0.262 -0.052 -0.246 -0.203],10.50397,479.75,3.7025573,1.1062622e-06,1.3652034,2.69502
14100,22.259577,8666.666180610657,0.00035441667,0.035441667,11.51004,-12.340768264808316,0.03508279,5.2032146,1.2571322,100,4379059,0.327488,32.748802,810.749,141,19.218887,-0.87205935,0.012652767,-26.161785,[-0.717 -0.281 -0.048 -0.263 -0.205],9.289729,488.88,3.2463484,7.152558e-08,1.2652768,3.508279
14200,19.44668,8743.576011896133,0.0040318603,0.40318602,91.590294,-25.79915713442901,0.0029426196,1.091151,-0.8755633,100,4424227,0.019443277,1.9443277,118.5559,142,91.64635,-1.1464376,0.009711103,-34.393127,[-0.702 -0.262 -0.043 -0.26  -0.203],10.908318,451.68,0.32198447,1.4305115e-07,0.9711103,0.29426196
14300,22.359428,8822.901228189468,1.5979138e-05,0.0015979138,6.625545,-20.283432771084755,0.06396341,31.232388,6.471778,100,4470437,0.5555466,55.554657,7396.488,143,3.2018046,-1.0830635,0.017038384,-32.491913,[-0.706 -0.26  -0.043 -0.26  -0.212],10.504036,462.1,12.524582,4.196167e-07,1.7038385,6.3963423
14400,27.723625,8904.8679292202,3.7644004e-05,0.0037644005,2.9284558,-22.243874788051976,0.17529224,73.07397,8.480699,100,4518030,1.6822482,168.22482,18849.154,144,1.3684764,-0.98095274,0.030446408,-29.428558,[-0.697 -0.259 -0.055 -0.246 -0.213],11.010509,475.93,16.866201,-6.294251e-07,3.0446405,17.529224
14500,22.569168,8982.057695865631,1.1587066e-05,0.0011587066,9.5851755,-23.97309154705062,0.064376615,16.970789,3.8171692,100,4563052,0.5723346,57.23346,13670.686,145,5.892478,-1.6976739,0.020960826,-50.930214,[-0.717 -0.232 -0.059 -0.241 -0.174],11.937696,450.22,10.810842,9.536743e-08,2.0960824,6.437661
14600,33.664352,9053.94481921196,0.00064093043,0.064093046,25.303253,-40.87854964815308,0.019251358,2.9435852,0.21197033,100,4604964,0.1733539,17.33539,729.1418,146,33.97218,-1.797927,0.01120466,-53.937786,[-0.698 -0.236 -0.07  -0.243 -0.184],14.3373375,419.12,3.2966506,-6.008148e-07,1.1204661,1.9251357
14700,27.072853,9134.937902212143,0.00066409697,0.0664097,24.51757,-30.277331148714516,0.020587562,3.574709,0.8864894,100,4647417,0.16685665,16.685665,671.3831,147,27.974306,-1.5864514,0.011733312,-47.59355,[-0.681 -0.251 -0.07  -0.245 -0.192],14.435445,424.53,3.8859777,2.9563904e-07,1.1733313,2.058756
14800,26.736916,9224.48354792595,1.5268244e-05,0.0015268244,2.5465643,-33.199783054759415,0.13994032,25.829906,33.302208,100,4691113,1.3950405,139.50406,140366.22,148,3.8714814,-1.3544098,0.022621512,-40.63228,[-0.7   -0.256 -0.071 -0.237 -0.19 ],13.04783,436.96,40.18574,-3.4332277e-07,2.2621512,13.994033
14900,25.368107,9320.113909721375,2.3540767e-06,0.00023540767,2.3783298,-18.23778304672039,0.15155394,105.65771,21.913256,100,4738478,1.5210171,152.10172,149205.88,149,0.9464525,-1.4305514,0.023655396,-42.916534,[-0.691 -0.23  -0.067 -0.225 -0.235],10.727423,473.65,36.61788,-3.8146973e-07,2.3655393,15.1553955
15000,26.256878,9400.84053683281,9.154938e-05,0.009154938,21.36926,-38.080450279699704,0.0235299,6.576447,4.062129,100,4778642,0.1525488,15.254881,2334.3733,150,15.205779,-1.462779,0.012266441,-43.88334,[-0.697 -0.214 -0.084 -0.218 -0.22 ],15.267842,401.64,7.813362,-1.153946e-06,1.2266444,2.35299
15100,25.318346,9485.137027263641,0.00070654607,0.07065461,62.857536,-30.13289229978945,0.0074555804,1.6646297,-0.13388085,100,4821544,0.035372272,3.5372272,222.82788,151,60.07342,-1.5807197,0.00969895,-47.421562,[-0.699 -0.22  -0.075 -0.228 -0.244],14.016514,429.02,1.905571,-7.4386594e-07,0.9698951,0.7455581
15200,27.57143,9573.899026632309,1.9582922e-07,1.9582922e-05,1.5885667,-26.858012719647924,0.7311207,270.532,42.35852,100,4866446,7.329786,732.9786,307307.16,152,0.36964202,-1.2329601,0.09289003,-36.988792,[-0.712 -0.223 -0.074 -0.225 -0.244],11.513151,449.02,62.63807,-1.5258789e-07,9.289002,73.112076
15300,22.339617,9664.780057907104,0.00048585958,0.04858596,45.662643,-25.56587751896939,0.011109053,2.1426482,-0.93273425,100,4913351,0.08473427,8.473427,254.48413,153,46.67122,-2.170571,0.010183764,-65.117134,[-0.7   -0.203 -0.081 -0.198 -0.269],13.541191,469.05,2.2445016,2.670288e-07,1.0183764,1.1109053
15400,21.874498,9754.935467243195,0.0009947367,0.09947367,64.3332,-23.452603372081832,0.0072088963,1.5806051,-0.81935096,100,4960313,0.03639066,3.639066,163.11998,154,63.266907,-1.2908311,0.009681759,-38.724922,[-0.684 -0.198 -0.075 -0.191 -0.273],11.561227,469.62,0.8035089,-1.9073487e-07,0.96817595,0.7208897
15500,22.599182,9844.954220294952,0.00015066982,0.015066982,33.4742,-20.18637095099785,0.016950121,3.189124,-0.103483915,100,5007425,0.09962548,9.962548,717.9463,155,31.356571,-1.5383334,0.012023554,-46.150024,[-0.678 -0.193 -0.07  -0.189 -0.278],12.610151,471.12,2.6436915,8.5830686e-07,1.2023554,1.6950121
15600,25.493893,9934.469080924988,0.003618027,0.36180273,81.45481,-25.146385344933538,0.0051588337,1.230335,-1.3931968,100,5052916,0.026884459,2.688446,194.82248,156,81.27868,-1.8218029,0.010811713,-54.654087,[-0.681 -0.192 -0.071 -0.199 -0.284],11.040631,454.91,0.62755555,-1.9073486e-08,1.0811713,0.5158833
15700,19.494762,10028.521266698837,6.284935e-08,6.2849354e-06,1.2330427,-21.772324850801596,0.84881216,1624.8018,24.0778,100,5099703,8.528208,852.8208,354549.38,157,0.061545968,-1.0006593,0.094840705,-30.01974,[-0.692 -0.195 -0.074 -0.2   -0.29 ],8.933528,467.87,64.413155,-1.335144e-06,9.484072,84.88122
15800,21.183537,10114.519986391068,0.0001794557,0.01794557,15.469931,-30.855909525190555,0.0328687,5.4909554,1.9950314,100,5144749,0.2948731,29.48731,1099.6838,158,18.211767,-1.5327263,0.014061157,-45.981804,[-0.724 -0.234 -0.082 -0.22  -0.299],13.033598,450.46,5.5866375,5.4359435e-07,1.4061158,3.2868698
15900,23.804039,10208.117876768112,0.00055089185,0.055089187,42.33851,-22.44994149516922,0.0116050225,2.1371899,0.77909136,100,5192864,0.09862781,9.862782,318.55063,159,46.790413,-0.79346824,0.009944222,-23.020153,[-0.729 -0.248 -0.074 -0.229 -0.296],9.208395,481.15,1.9390726,-3.0517577e-07,0.9944223,1.1605023
