EpisodesSoFar,InitialReturnMax,TimeElapsed,MinIWNorm,MinIW,ESSClassic,EpRewMean,StdIWNorm,EmpiricalD2,Bound,EpThisIter,TimestepsSoFar,MaxIWNorm,MaxIW,J_sample_variance,Iteration,ESSRenyi,InitialBound,MeanIWNorm,InitialReturnMin,Weights,InitialReturnStd,EpLenMean,ReturnMeanIW,InitialReturnMean,MeanIW,StdIW
32000,24.442877,24373.23116850853,0.0006192134,0.06192134,42.01496,-27.78874553473744,0.014395505,2.6423404,0.14191341,100,12847526,0.07030409,7.030409,196.67203,320,37.845238,-1.2312818,0.0122538,-36.93847,[-0.689 -0.424  0.01  -0.388 -0.496],9.820576,469.05,2.1433969,7.724762e-07,1.2253802,1.4395506
32100,20.20058,24445.031609535217,0.0029962352,0.29962352,88.112236,-16.817176277456063,0.0035035564,1.1490257,-1.4274477,100,12896421,0.02312073,2.312073,78.17365,321,87.03026,-1.5683943,0.009538428,-47.05186,[-0.678 -0.421  0.014 -0.383 -0.512],8.200944,488.95,0.25375637,1.1396409e-06,0.9538429,0.35035563
32200,16.950867,24512.42838191986,0.0002802658,0.02802658,17.55023,-26.557186415323162,0.022598322,6.1366334,1.7111626,100,12942945,0.21416849,21.41685,1378.6588,322,16.29558,-0.8590123,0.010426122,-25.77036,[-0.679 -0.42   0.016 -0.384 -0.512],8.677878,465.24,3.8391268,-1.9073487e-07,1.0426124,2.2598324
32300,28.910034,24579.91114425659,0.0024892245,0.24892247,79.06618,-32.225873500859905,0.005312435,1.2640772,-1.4428,100,12988213,0.026961057,2.6961057,91.21922,323,79.10909,-1.8460722,0.010324393,-55.382126,[-0.687 -0.41   0.008 -0.379 -0.517],11.090382,452.68,0.6327596,-1.077652e-06,1.0324395,0.5312435
32400,24.95131,24650.876548051834,0.00013749456,0.013749456,7.987185,-21.404018221696447,0.05605765,9.246644,1.7133439,100,13036542,0.52775335,52.775337,512.83966,324,10.814734,-0.83170897,0.016516104,-22.37984,[-0.686 -0.407  0.007 -0.374 -0.518],8.126794,483.29,4.242433,1.2397766e-06,1.6516106,5.6057653
32500,21.015612,24722.87320113182,1.45051e-05,0.00145051,6.534956,-14.648709114065054,0.06561749,47.72139,6.7578945,100,13085209,0.5963772,59.637722,8041.991,325,2.0954964,-0.70072424,0.017350674,-21.02172,[-0.671 -0.414  0.015 -0.376 -0.511],7.1149797,486.67,11.598543,-1.04904174e-07,1.7350672,6.561749
32600,23.30252,24792.641010284424,0.001364159,0.13641591,68.55057,-14.169451100523402,0.006721684,1.6163926,-0.7406261,100,13132815,0.03312607,3.3126073,128.56746,326,61.866158,-1.1329521,0.00992378,-33.988525,[-0.667 -0.406  0.004 -0.376 -0.5  ],9.239854,476.06,0.69977856,-1.153946e-06,0.992378,0.67216843
32700,25.531538,24864.21364235878,0.00011454051,0.011454051,30.467632,-14.527084002419379,0.015382776,3.5137157,0.71862054,100,13181108,0.09559263,9.559263,498.55493,327,28.4599,-0.9533435,0.010182643,-28.600296,[-6.722e-01 -4.106e-01  4.282e-04 -3.768e-01 -4.954e-01],8.80504,482.93,2.5056536,-5.7220458e-08,1.0182644,1.5382776
32800,22.00875,24934.606485128403,0.00013872235,0.013872235,33.590496,-17.62633137341747,0.016202092,3.0465686,0.8344524,100,13229125,0.11882224,11.882224,204.98329,328,32.823814,-1.0125115,0.011522963,-30.37532,[-0.678 -0.419 -0.005 -0.385 -0.505],8.239859,480.17,2.6017313,-6.67572e-07,1.1522964,1.6202093
32900,19.869064,25005.988385915756,1.155712e-05,0.0011557121,15.63108,-19.272645129895256,0.029323062,11.393158,1.820904,100,13277832,0.19272234,19.272234,1379.8247,329,8.777198,-0.7081832,0.012621546,-21.245487,[-0.694 -0.415 -0.008 -0.38  -0.495],7.3050075,487.07,4.211287,-3.2424927e-07,1.2621547,2.9323063
33000,25.28582,25076.29706811905,9.609745e-05,0.009609745,16.290716,-18.523034738094676,0.023437588,7.8234234,1.2350647,100,13325453,0.18436337,18.436337,569.4445,330,12.782128,-0.8428608,0.010339418,-22.429094,[-0.684 -0.419 -0.016 -0.383 -0.491],9.120157,476.21,3.5925784,-2.7656554e-07,1.033942,2.3437588
33100,23.577644,25143.024369716644,0.0021254518,0.21254519,74.450356,-26.6528843407179,0.0061071576,1.4269807,-1.021215,100,13370247,0.028048048,2.8048048,137.91628,331,70.07803,-1.7654048,0.01042509,-52.96218,[-0.69  -0.423 -0.009 -0.392 -0.484],12.7005,447.94,1.0876739,1.3828278e-06,1.0425091,0.61071575
33200,16.74703,25212.770151615143,0.0016431558,0.16431558,69.424706,-24.81628385702551,0.0072388886,1.4204708,-0.9985969,100,13417081,0.048950043,4.8950043,118.66737,332,70.39919,-1.7859423,0.010907956,-53.57825,[-0.693 -0.429 -0.006 -0.395 -0.482],10.738416,468.34,1.129951,-5.340576e-07,1.0907959,0.7238889
33300,16.169165,25281.363596200943,5.1157967e-05,0.005115797,9.95959,-22.504778593617548,0.041478604,10.693728,2.1029098,100,13464004,0.36124602,36.124603,1687.5579,333,9.351275,-1.2061528,0.013795142,-36.184593,[-0.696 -0.428 -0.008 -0.391 -0.478],8.620292,469.23,6.0471835,2.670288e-07,1.3795142,4.1478605
33400,25.903652,25355.761830091476,9.324683e-06,0.0009324683,1.9368902,-10.200543593255269,0.16060628,287.00168,27.296854,100,13514004,1.6091393,160.91394,173722.58,334,0.34843,-0.9103065,0.022571592,-27.309166,[-0.701 -0.43  -0.01  -0.38  -0.487],7.1201043,500.0,42.718452,-9.3460085e-07,2.2571592,16.060627
33500,16.907923,25427.894494771957,9.5931166e-05,0.009593117,17.419384,-19.19665331522529,0.028029788,5.663757,3.062753,100,13563132,0.25143763,25.143763,671.1083,335,17.656126,-0.61573327,0.012873514,-18.472015,[-0.704 -0.42  -0.018 -0.381 -0.437],7.27511,491.28,4.528116,6.7710874e-07,1.2873514,2.8029788
33600,15.914151,25496.500843286514,8.3543267e-10,8.354327e-08,1.0013533,-21.69091211265699,20.114601,174085.5,1813.1384,100,13609220,202.16072,20216.072,567700160.0,336,0.0005744304,-1.3652353,2.022975,-40.957085,[-0.68  -0.42  -0.02  -0.379 -0.441],10.255839,460.88,2382.7634,8.392334e-07,202.29749,2011.4602
33700,23.552422,25571.124061346054,1.9929892e-05,0.0019929893,11.921521,-13.120199202667434,0.03375011,21.086845,2.1876378,100,13659020,0.21202469,21.202469,2695.8523,337,4.742293,-0.8142489,0.012416698,-24.427485,[-0.675 -0.391 -0.015 -0.34  -0.482],7.6789503,498.0,5.9267054,5.6743625e-07,1.2416699,3.3750112
33800,18.406952,25644.031566143036,0.0018089185,0.18089186,69.759056,-14.755080890149424,0.0060130567,1.4615617,-0.4614883,100,13708726,0.027521305,2.7521305,51.99941,338,68.41997,-0.96090686,0.009132675,-28.827168,[-0.698 -0.397 -0.009 -0.347 -0.477],7.88849,497.06,0.70019907,-1.3732911e-06,0.9132675,0.6013057
33900,20.635788,25717.021329641342,0.00018735338,0.018735338,22.168297,-16.02097827892106,0.018320153,6.2146497,1.3600621,100,13758726,0.114003405,11.400341,456.63144,339,16.091011,-0.68786,0.009777257,-18.977873,[-0.704 -0.402 -0.006 -0.349 -0.48 ],6.911366,500.0,3.074841,-3.6239624e-07,0.9777256,1.8320153
34000,19.194044,25791.579920053482,0.0006463286,0.06463286,33.74898,-14.783691000302076,0.013155793,3.1164858,0.48888862,100,13808726,0.07264412,7.2644124,85.255516,340,32.08742,-0.7390997,0.009389686,-22.172962,[-0.691 -0.413 -0.009 -0.36  -0.485],7.8366256,500.0,1.793662,-8.487701e-07,0.93896866,1.3155793
34100,18.788965,25864.956756591797,0.0008123812,0.08123812,51.213722,-19.75255227605971,0.008404713,2.0404246,-0.12122589,100,13858043,0.06697294,6.697294,43.96224,341,49.009407,-0.6598406,0.008611269,-19.795185,[-0.69  -0.414 -0.01  -0.368 -0.479],6.5203767,493.17,0.8213115,-8.9645386e-07,0.86112696,0.8404713
34200,24.264631,25935.790647268295,1.0497849e-05,0.001049785,1.6921123,-17.938323122800604,0.20808385,79.075,15.795316,100,13906331,2.0907595,209.07596,57304.35,342,1.2646222,-0.8088224,0.027299756,-23.057491,[-0.696 -0.405 -0.012 -0.368 -0.479],7.9894357,482.88,22.987686,-1.2779236e-06,2.729976,20.808386
34300,25.396862,26006.57582616806,7.6177625e-05,0.0076177623,5.679331,-19.051392516386844,0.069760814,17.009434,6.322995,100,13954574,0.5964904,59.64904,4939.436,343,5.8790903,-1.0991038,0.017118147,-32.9731,[-0.692 -0.388 -0.003 -0.362 -0.449],9.821411,482.43,10.855971,-5.0544736e-07,1.7118145,6.9760823
34400,15.905229,26075.283045768738,9.027162e-06,0.00090271625,5.3940735,-27.78558119082875,0.06048479,36.843773,4.9874663,100,14000819,0.5492172,54.921722,6012.3335,344,2.7141628,-0.84122014,0.014442602,-25.236599,[-0.711 -0.371 -0.008 -0.356 -0.431],8.110745,462.45,10.093594,-1.5258789e-07,1.4442602,6.0484796
34500,29.40397,26139.508843898773,1.393434e-07,1.393434e-05,1.7285017,-35.26569648804246,0.27332166,527.234,32.62775,100,14043780,2.734612,273.4612,648656.3,345,0.1896691,-1.7897226,0.036248926,-53.691658,[-0.69  -0.385 -0.013 -0.365 -0.421],13.697292,429.61,73.72259,-4.5776366e-07,3.6248925,27.332169
34600,25.971663,26191.592851877213,6.704497e-05,0.006704497,24.830788,-63.47411947885052,0.018039875,4.1732326,1.448992,100,14079236,0.1474181,14.74181,1375.9946,346,23.96224,-1.538368,0.010368329,-46.151096,[-0.672 -0.359 -0.004 -0.362 -0.427],15.5618305,354.56,4.5916495,1.6975403e-06,1.0368328,1.8039874
34700,24.55386,26250.555485248566,4.4595013e-06,0.00044595014,1.1773975,-36.89648571640135,0.81230736,381.04547,41.093025,100,14121496,8.166835,816.68353,550172.75,347,0.26243588,-1.5728407,0.08866531,-47.185215,[-0.682 -0.357 -0.011 -0.357 -0.449],13.107963,422.6,71.79548,-2.0980835e-07,8.866532,81.23074
34800,17.388763,26315.727731227875,1.0988701e-05,0.0010988702,3.5438306,-22.116498467564153,0.13322918,23.04353,10.083697,100,14168228,1.3093201,130.932,25738.635,348,4.339613,-1.7158235,0.025537055,-51.474724,[-0.707 -0.363 -0.003 -0.352 -0.44 ],11.045002,467.32,18.320284,6.4849854e-07,2.5537052,13.322915
34900,22.830746,26380.307287216187,1.8034612e-05,0.0018034612,2.2786772,-24.117674451234265,0.11987729,78.724396,11.410042,100,14214908,1.2064581,120.64581,33886.047,349,1.2702543,-0.7610245,0.018305585,-20.22169,[-0.726 -0.369 -0.012 -0.36  -0.461],8.150379,466.8,18.16237,4.7683716e-07,1.8305587,11.987729
35000,27.222897,26448.087953805923,0.00041826844,0.041826844,30.523268,-20.123490842194332,0.013733913,3.941207,0.89984107,100,14263669,0.087963045,8.796305,426.1555,350,25.372938,-1.2054746,0.009103118,-36.16421,[-0.737 -0.362 -0.019 -0.343 -0.448],8.9520855,487.61,3.2930045,-8.2969666e-07,0.9103118,1.3733915
35100,29.05019,26515.135368347168,0.0025394764,0.25394765,80.544136,-18.365372217018553,0.0048794164,1.2830043,-0.5887561,100,14311822,0.025059031,2.5059032,80.162926,351,77.94206,-0.96834075,0.009927946,-21.765934,[-0.729 -0.371 -0.018 -0.355 -0.442],7.973233,481.53,0.5080801,-9.822845e-07,0.99279463,0.48794162
35200,18.34766,26582.61379647255,0.0002453474,0.02453474,12.659889,-15.040013966958492,0.045373157,4.5647154,1.0923707,100,14360986,0.29869694,29.869694,237.95622,352,21.907171,-1.3037964,0.01727456,-39.11391,[-0.73  -0.37  -0.015 -0.355 -0.442],8.147819,491.64,3.8779583,6.4849854e-07,1.7274562,4.5373154
35300,23.14845,26648.677614212036,0.0016857027,0.16857028,65.02363,-20.86021860668438,0.0075748865,1.5313197,-0.8810532,100,14408622,0.04221367,4.2213674,111.511826,353,65.30315,-1.6487392,0.010328192,-49.462173,[-0.721 -0.385 -0.009 -0.366 -0.441],10.215214,476.36,1.1592038,-1.9073487e-07,1.0328193,0.75748867
35400,21.969374,26714.556999206543,1.0286701e-06,0.00010286701,1.3734224,-22.589780848328598,0.36784464,250.95744,34.98082,100,14456157,3.6969335,369.69336,400617.34,354,0.39847395,-1.698647,0.043407973,-50.95942,[-0.712 -0.379 -0.009 -0.358 -0.44 ],9.985849,475.35,61.89017,2.7656554e-07,4.3407974,36.784462
35500,16.658209,26783.357085466385,0.0008973532,0.08973532,36.375572,-23.881072617241283,0.014738571,2.122732,0.12686229,100,14504799,0.11536064,11.536064,140.11502,355,47.109104,-1.1418829,0.011144184,-34.25647,[-0.722 -0.362  0.002 -0.347 -0.448],8.532432,486.42,1.790539,-4.959106e-07,1.1144185,1.4738572
35600,14.436939,26851.659288406372,1.7423052e-05,0.0017423052,5.1897388,-19.041439006381246,0.07697413,35.01074,7.529058,100,14553525,0.74369705,74.369705,9563.059,356,2.8562665,-0.63187367,0.018009009,-18.956242,[-0.709 -0.366  0.003 -0.345 -0.454],7.007863,487.26,11.267853,1.2016296e-06,1.800901,7.697413
35700,22.330776,26914.56356024742,3.845438e-05,0.003845438,5.608982,-29.959709032788375,0.055918213,10.1263075,2.3964167,100,14599230,0.55727935,55.727936,5600.108,357,9.875268,-1.6829956,0.013631067,-50.489883,[-0.72  -0.371 -0.001 -0.359 -0.43 ],12.111027,457.05,7.752023,4.7683716e-07,1.363107,5.5918207
35800,28.069359,26977.9130923748,0.0022247562,0.22247563,64.06113,-25.394797562419328,0.008522988,1.3486251,-0.74037457,100,14645184,0.043701224,4.3701224,147.3703,358,74.14959,-1.6756063,0.011379076,-50.26821,[-0.718 -0.378 -0.009 -0.366 -0.444],11.509846,459.54,1.2055135,8.487701e-07,1.1379076,0.8522989
35900,26.25999,27045.694113254547,0.00017318239,0.01731824,29.47134,-22.416787806179933,0.014717537,4.2876854,1.3679258,100,14694031,0.11691926,11.691926,307.07095,359,23.322607,-0.8753336,0.009513762,-24.907196,[-0.725 -0.377 -0.009 -0.362 -0.445],8.483612,488.47,3.180454,-6.1035155e-07,0.95137614,1.4717537
36000,25.71653,27114.15806555748,0.0005188097,0.05188097,41.30102,-17.116076098848563,0.011344965,2.3703523,-0.0868988,100,14742988,0.0635909,6.35909,250.94492,360,42.18782,-1.4837574,0.009516302,-44.51274,[-0.714 -0.379 -0.015 -0.358 -0.446],9.137506,489.57,2.1974876,7.8201293e-07,0.95163023,1.1344965
36100,14.860711,27181.660435914993,0.0015938178,0.15938179,69.86238,-20.889202400119363,0.0063903616,1.5747502,-0.43313587,100,14790660,0.038009357,3.8009357,103.04075,361,63.502136,-1.1907384,0.009729547,-35.72214,[-0.717 -0.367 -0.012 -0.355 -0.442],8.256235,476.72,1.06111,-3.33786e-07,0.9729548,0.63903624
36200,19.322687,27247.92159628868,0.00014906074,0.014906074,10.198302,-22.2333507908036,0.029971462,8.268728,0.46789312,100,14838190,0.28269082,28.269083,948.6309,362,12.093759,-0.9180826,0.010100191,-27.542461,[-0.704 -0.369 -0.009 -0.354 -0.442],7.3982234,475.3,3.1078746,-3.7670137e-07,1.0100191,2.9971461
36300,17.10823,27315.956067562103,0.0010723815,0.10723815,55.707397,-11.339221270341282,0.009585132,2.079046,-0.31768692,100,14887103,0.057350602,5.73506,96.11866,363,48.098984,-1.2029749,0.010749513,-36.089233,[-0.7   -0.367 -0.004 -0.344 -0.451],7.4176044,489.13,1.4168696,-4.1484833e-07,1.0749514,0.9585132
36400,42.474472,27385.202968120575,8.839573e-05,0.008839574,17.218039,-12.37856201369373,0.022671731,6.9698043,2.863898,100,14936981,0.17224102,17.224102,2129.1304,364,14.347605,-1.415815,0.010339719,-22.476234,[-7.056e-01 -3.744e-01 -7.023e-04 -3.456e-01 -4.638e-01],9.127139,498.78,6.6017065,7.6293946e-07,1.0339719,2.2671733
36500,28.070057,27453.41237974167,0.00060038373,0.060038377,42.99559,-20.774257999824854,0.01341975,3.0098038,-0.09165156,100,14985912,0.06873617,6.873617,189.25647,365,33.22476,-1.1446761,0.011654727,-34.34028,[-0.703 -0.357 -0.004 -0.342 -0.454],7.9173903,489.31,1.8942223,-1.4305115e-07,1.1654727,1.3419751
36600,22.354145,27519.854909181595,0.0001342812,0.01342812,15.709047,-18.444222662507897,0.032549735,11.779455,1.4939928,100,15034627,0.2963192,29.631918,1330.3113,366,8.489357,-0.76991916,0.014051798,-23.097551,[-0.716 -0.356 -0.01  -0.343 -0.451],8.964452,487.15,4.136446,-7.343292e-07,1.4051797,3.2549736
36700,23.671627,27582.064467668533,0.0016004067,0.16004068,58.636894,-31.568264684168426,0.008631153,1.5169908,-0.91257286,100,15079980,0.05965271,5.965271,102.98325,367,65.919975,-1.6367145,0.010276557,-49.101425,[-0.723 -0.351 -0.012 -0.352 -0.439],10.055506,453.53,1.1033056,-2.3841858e-07,1.0276558,0.8631154
36800,31.582436,27648.7754406929,0.0023655244,0.23655245,54.351635,-17.78934909318708,0.010222503,1.7586021,-0.48946178,100,15128355,0.07130061,7.130061,237.6403,368,56.863346,-1.4063717,0.011154519,-42.191135,[-0.725 -0.355 -0.013 -0.349 -0.44 ],9.095435,483.75,1.3755594,-5.0544736e-07,1.115452,1.0222503
36900,25.773258,27713.59316635132,0.0020817993,0.20817994,70.55551,-20.215789358227074,0.006398076,1.3482099,-1.1851497,100,15175341,0.034712195,3.4712195,89.92759,369,74.17243,-1.8892143,0.009904052,-56.676437,[-0.71  -0.355 -0.011 -0.349 -0.435],10.590065,469.86,1.0084634,6.294251e-07,0.99040526,0.63980764
37000,19.35575,27778.629083395004,0.001401251,0.1401251,66.18211,-24.391469480132436,0.0075800316,1.4716923,-0.9730042,100,15221926,0.03723802,3.723802,120.886,370,67.94898,-1.7853638,0.010603961,-53.5609,[-0.709 -0.36  -0.013 -0.351 -0.445],9.759247,465.85,1.1928796,-4.1007996e-07,1.0603961,0.7580031
37100,15.090996,27842.329456567764,0.0005011235,0.050112348,45.59473,-22.74083824441969,0.011330551,2.4574697,-0.054561853,100,15267862,0.0750068,7.50068,246.60904,371,40.69226,-1.4445581,0.010372606,-43.336727,[-0.698 -0.363 -0.011 -0.352 -0.448],11.302104,459.36,2.2099726,-4.5776366e-07,1.0372607,1.1330552
37200,15.905741,27908.495532274246,0.00021585639,0.02158564,30.604156,-22.241616701266025,0.018523607,5.259947,0.55464053,100,15315422,0.10264019,10.264019,581.9207,372,19.011599,-1.2773063,0.012301246,-38.319168,[-0.687 -0.361 -0.01  -0.344 -0.453],9.2717705,475.6,3.4840865,-5.483627e-07,1.2301245,1.8523608
37300,26.903809,27976.736607074738,0.0026052084,0.26052085,80.3879,-18.015965247268664,0.0049559167,1.2363795,-0.43546307,100,15364651,0.025116123,2.5116124,94.3658,373,80.88132,-0.8967949,0.010033611,-21.735132,[-0.684 -0.363 -0.009 -0.335 -0.456],8.54219,492.29,0.5617051,-1.2207031e-06,1.0033611,0.4955917
37400,17.142582,28044.93558192253,2.8065717e-05,0.0028065718,3.5510185,-18.471847124360316,0.11381402,26.530455,9.828581,100,15413608,0.937227,93.7227,13264.422,374,3.7692533,-1.0595775,0.02183853,-31.78733,[-0.676 -0.363 -0.008 -0.336 -0.462],7.6112094,489.57,15.286224,8.583069e-08,2.1838531,11.381403
37500,14.701596,28110.609226465225,3.2084852e-08,3.2084854e-06,1.1561993,-21.325324001584125,1.2349672,1098.1063,70.733536,100,15461056,12.411901,1241.1902,1063505.5,375,0.09106586,-1.1799679,0.13356632,-35.399063,[-0.681 -0.385 -0.01  -0.357 -0.454],9.18948,474.48,109.83498,1.0204316e-06,13.356636,123.49671
37600,25.79928,28176.34053492546,5.8248315e-07,5.8248315e-05,1.0120821,-25.36985903241204,4.600088,3327.444,278.15683,100,15508195,46.23537,4623.537,14914993.0,376,0.030053098,-1.8959734,0.4651391,-56.8792,[-0.721 -0.374 -0.005 -0.359 -0.445],10.618172,471.39,387.52417,1.14440915e-07,46.513916,460.00888
37700,20.548876,28243.360493183136,2.3062935e-06,0.00023062936,2.0191782,-19.060291819122796,0.12586501,176.07254,14.802972,100,15556447,1.2637165,126.37165,67890.59,377,0.56794775,-0.6849631,0.018068485,-18.18777,[-0.693 -0.346  0.005 -0.332 -0.434],7.8844147,482.52,23.8919,-6.4849854e-07,1.8068486,12.586501
37800,15.26394,28308.264132738113,6.195751e-06,0.00061957515,3.7769804,-23.554543652556255,0.13371544,55.75194,12.587179,100,15603125,1.1016957,110.16956,30039.596,378,1.7936594,-1.3377199,0.026491981,-40.13159,[-0.665 -0.346 -0.001 -0.337 -0.471],8.580205,466.78,22.575562,-3.8146972e-08,2.6491983,13.371545
37900,16.580322,28376.327283859253,0.0009901596,0.09901596,53.654617,-12.696177561564085,0.008567085,2.0300145,-0.14152801,100,15651660,0.059513338,5.951334,204.75897,379,49.26073,-1.3011285,0.009217929,-39.033875,[-0.656 -0.344 -0.01  -0.322 -0.482],8.481056,485.35,1.7123024,8.5830686e-07,0.921793,0.85670847
38000,25.495514,28442.24288749695,3.054116e-06,0.0003054116,4.8275995,-17.906573001820185,0.07989003,32.358192,3.7419224,100,15699285,0.7753038,77.53038,17512.389,380,3.0904074,-1.5881749,0.017992964,-47.645256,[-0.645 -0.352 -0.01  -0.325 -0.474],10.440258,476.25,12.77614,4.5776366e-07,1.7992964,7.989003
38100,20.90395,28510.66622900963,6.4985954e-07,6.498596e-05,1.0969431,-9.911443610140994,1.3320673,1565.2014,162.40717,100,15748715,13.391163,1339.1163,3746312.0,381,0.06388954,-0.7189263,0.14028572,-21.567795,[-0.636 -0.364 -0.017 -0.322 -0.474],9.097277,494.3,190.8498,2.2411346e-07,14.028569,133.20674
38200,24.012127,28577.137317180634,0.0017632698,0.17632698,77.54438,-16.49670993557044,0.0054028784,1.3112222,-1.0428987,100,15796665,0.02832491,2.832491,205.31871,382,76.264725,-1.7119293,0.010040095,-51.35784,[-0.652 -0.343 -0.033 -0.306 -0.474],10.861427,479.5,0.9174063,-1.0871887e-06,1.0040096,0.5402879
38300,28.435846,28643.92467570305,4.9530245e-05,0.0049530244,4.374073,-16.372447346567085,0.087213814,27.64184,5.337147,100,15845607,0.85172224,85.172226,7870.722,383,3.6177042,-0.9802753,0.018652648,-29.408287,[-0.648 -0.343 -0.03  -0.309 -0.481],8.251859,489.42,10.490999,1.0490418e-06,1.8652645,8.721381
38400,19.361115,28708.189896583557,0.00095261773,0.095261775,41.92499,-21.741753431567567,0.011952892,1.9537679,-0.20609856,100,15892241,0.08109502,8.109502,218.5323,384,51.18315,-1.147711,0.010155818,-34.43133,[-0.657 -0.338 -0.039 -0.315 -0.47 ],9.757528,466.34,1.3981404,2.670288e-07,1.0155818,1.1952893
38500,26.866222,28773.45339035988,0.0009352976,0.09352976,53.689453,-15.590793867267745,0.009873166,1.8864224,-0.93143344,100,15939590,0.06338368,6.3383684,149.75308,385,53.010395,-1.5547498,0.0106306765,-46.642513,[-0.657 -0.331 -0.035 -0.311 -0.463],10.468038,473.49,1.2039711,9.155273e-07,1.0630679,0.98731667
38600,16.180761,28838.751977443695,0.00010217704,0.010217704,28.496342,-19.548972235033563,0.020180795,4.2891483,0.46634865,100,15987330,0.12480971,12.480971,664.13245,386,23.314651,-1.2835072,0.012739979,-38.50522,[-0.658 -0.335 -0.039 -0.308 -0.466],8.53803,477.4,3.1245255,1.5258789e-07,1.2739979,2.0180795
38700,21.703358,28902.50333046913,0.002976922,0.2976922,76.370895,-20.950803027012128,0.0057036085,1.3503234,-1.0966954,100,16034083,0.027398009,2.739801,161.9187,387,74.05633,-1.6698861,0.010253922,-50.09658,[-0.641 -0.328 -0.033 -0.309 -0.472],11.203322,467.53,0.8437692,-2.2888183e-07,1.0253922,0.57036084
38800,24.171295,28966.3877389431,0.0010623597,0.106235966,54.38479,-24.666986625405766,0.009419317,1.995431,-0.5301744,100,16080710,0.046441916,4.6441917,159.60619,388,50.114487,-1.1354665,0.010284981,-34.064,[-0.642 -0.32  -0.035 -0.304 -0.468],9.714601,466.27,1.0737827,2.7656554e-07,1.028498,0.94193184
38900,17.749329,29027.066830158234,0.0002883596,0.02883596,21.430986,-36.71273652222495,0.023565577,2.8618143,0.90428567,100,16124430,0.19752444,19.752445,965.24335,389,34.942867,-1.6858826,0.012307603,-50.57646,[-0.638 -0.318 -0.031 -0.307 -0.456],11.12972,437.2,3.7562754,-3.8146973e-07,1.2307603,2.3565576
39000,19.473541,29091.40761232376,0.00074136857,0.07413686,39.240017,-18.48950275345718,0.015143509,1.7141979,-0.011899114,100,16170896,0.1187454,11.87454,197.78967,390,58.336323,-1.0680436,0.012169766,-32.041298,[-0.643 -0.306 -0.028 -0.3   -0.464],9.4808235,464.66,1.386462,-2.861023e-07,1.2169766,1.5143508
39100,19.150969,29154.444802999496,0.0023952175,0.23952176,41.93989,-26.1902604637086,0.014272114,1.4590513,-1.114352,100,16216136,0.13554625,13.5546255,192.86993,391,68.53769,-1.7738795,0.012130061,-53.216415,[-0.652 -0.306 -0.029 -0.303 -0.477],11.358906,452.4,1.0283394,1.2874603e-06,1.2130061,1.4272114
39200,19.754818,29214.55609512329,1.51819595e-05,0.001518196,3.3829336,-26.64618423031378,0.12480742,18.949955,10.306884,100,16259768,1.2451974,124.519745,31433.475,392,5.277057,-1.6387577,0.023353942,-49.1627,[-0.647 -0.312 -0.026 -0.309 -0.48 ],12.064065,436.32,17.440645,-7.6293946e-07,2.3353944,12.4807415
39300,21.243973,29275.772524356842,0.0003018924,0.030189242,45.699924,-27.951636404166624,0.010227573,2.3108358,-0.25237203,100,16303547,0.079208784,7.9208784,283.87228,393,43.274384,-1.7435045,0.009382751,-52.305084,[-0.637 -0.292 -0.019 -0.296 -0.484],12.06353,437.79,2.3980024,-1.7547608e-06,0.938275,1.0227574
39400,18.869516,29342.067736148834,0.0016562988,0.16562988,60.165306,-11.8269141253788,0.00870429,1.5726309,-0.45322812,100,16351038,0.048838932,4.8838935,157.94745,394,63.58771,-1.3260266,0.010697338,-39.78076,[-0.635 -0.303 -0.014 -0.301 -0.488],9.394474,474.91,1.2096685,-9.822845e-07,1.0697337,0.870429
39500,20.23739,29406.962739229202,5.6092234e-05,0.0056092236,5.1882024,-21.561390615769174,0.053901646,14.0405855,1.6697233,100,16397869,0.5380732,53.80732,1516.7808,395,7.12221,-0.7469026,0.012608959,-22.407074,[-0.635 -0.293 -0.014 -0.296 -0.483],9.619605,468.31,4.4684243,-2.861023e-07,1.2608961,5.390165
39600,21.088089,29467.49219751358,9.913807e-07,9.913807e-05,1.5677204,-25.507397689240207,0.37035188,148.5651,8.501306,100,16443259,3.716702,371.6702,34999.133,396,0.6731056,-1.1692512,0.046739068,-35.077545,[-0.639 -0.288 -0.024 -0.289 -0.473],9.959367,453.9,22.752995,4.5776366e-07,4.6739073,37.035187
39700,16.919086,29530.413371801376,0.00012688554,0.012688554,8.29153,-15.211633387358264,0.04718753,18.84731,3.7825556,100,16491600,0.44195136,44.195137,3815.948,397,5.305797,-0.9833366,0.014188608,-29.500088,[-0.658 -0.314 -0.017 -0.302 -0.48 ],8.384222,483.41,8.051561,-3.1471254e-07,1.4188609,4.718753
39800,20.965656,29592.50663280487,8.743975e-05,0.008743975,1.6594323,-19.200855943679873,0.39225695,72.61333,8.358282,100,16539005,3.9335155,393.35156,12432.388,398,1.3771577,-0.84919,0.050954677,-25.475704,[-0.671 -0.301 -0.023 -0.304 -0.483],8.237324,474.05,15.594524,2.861023e-07,5.095468,39.225693
39900,34.07595,29651.17909669876,0.00063790847,0.06379085,43.834476,-32.458644019553304,0.014524341,2.550096,0.25349236,100,16583309,0.07498543,7.4985433,196.77507,399,39.21421,-1.7536012,0.012831266,-52.60803,[-0.646 -0.299 -0.01  -0.302 -0.479],11.698054,443.04,3.053821,7.6293944e-08,1.2831265,1.4524342
