J,IterType,Bound,AvgNormIw,Delta,VarNormIw,MaxNormIw,eRenyi2,VarVanillaIw,ESSRenyi,VarRet,EpsThisIter,BatchSize,ESSClassic,AvgDiscRet,MinVanillaIw,VarJ,VanillaAvgRet,AvgRet,MinNormIw,VarDiscRet,AvgEpLen,AvgVanillaIw,MaxVanillaIw
4662.36,2,4572.3,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,245.512779235,100,500,299.999969474,4660.97508886,1.0,15.9314,4660.97508886,4660.97508886,0.00333333,245.512779235,500.0,1.0,1.0
4662.78,2,4584.78,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,178.335714523,100,500,400.0,4664.01611596,1.0,15.3299,4664.01611596,4664.01611596,0.0025,178.335714523,500.0,1.0,1.0
4662.11,1,4592.09,0.002,0.9,2.83613e-08,0.00255147,1.00736,0.00711866,496.348246961,1328.62817097,100,500,496.486692482,4656.74292697,0.665062,18.6775,4656.74292697,4656.74292697,0.00132747,1328.62817097,499.66,1.002,1.27828
4662.03,2,4506.03,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,205.743312623,100,500,100.0,4662.02972092,1.0,14.2719,4662.02972092,4662.02972092,0.01,205.743312623,500.0,1.0,1.0
4661.3,2,4551.0,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,292.670525912,100,500,200.000000102,4660.58051299,1.0,15.7239,4660.58051299,4660.58051299,0.005,292.670525912,500.0,1.0,1.0
4662.14,2,4572.08,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,191.686562788,100,500,299.999969474,4663.81862261,1.0,15.1488,4663.81862261,4663.81862261,0.00333333,191.686562788,500.0,1.0,1.0
4662.52,2,4584.52,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,206.87123801,100,500,400.0,4663.65556284,1.0,14.9581,4663.65556284,4663.65556284,0.0025,206.87123801,500.0,1.0,1.0
4662.57,1,4592.62,0.002,0.9,2.3196e-08,0.00227103,1.00536,0.00575597,497.332810346,293.239898503,100,500,497.123014475,4660.80146813,0.674186,14.8638,4660.80146813,4660.80146813,0.0013534,293.239898503,500.0,0.996284,1.13129
4662.64,2,4506.64,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,244.647064789,100,500,100.0,4662.63577176,1.0,15.5628,4662.63577176,4662.63577176,0.01,244.647064789,500.0,1.0,1.0
4657.55,2,4547.24,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,6317.29729808,100,500,200.000000102,4652.45885929,1.0,57.2193,4652.45885929,4652.45885929,0.005,6317.29729808,498.98,1.0,1.0
4659.31,2,4569.25,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,181.400706391,100,500,299.999969474,4662.83908873,1.0,47.4214,4662.83908873,4662.83908873,0.00333333,181.400706391,500.0,1.0,1.0
4660.39,2,4582.39,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,261.626882129,100,500,400.0,4663.61383176,1.0,41.8905,4663.61383176,4663.61383176,0.0025,261.626882129,500.0,1.0,1.0
4662.36,1,4592.09,0.002,0.9,4.83496e-08,0.00253437,1.01456,0.0123768,492.82616259,144.471417873,100,500,494.040294586,4664.18492743,0.454362,23.0886,4664.18492743,4664.18492743,0.000898037,144.471417873,500.0,1.0119,1.28226
4661.14,2,4505.15,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,259.514738576,100,500,100.0,4661.14359747,1.0,16.0287,4661.14359747,4661.14359747,0.01,259.514738576,500.0,1.0,1.0
4661.71,2,4551.41,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,217.349000082,100,500,200.000000102,4662.2852082,1.0,15.3744,4662.2852082,4662.2852082,0.005,217.349000082,500.0,1.0,1.0
4661.73,2,4571.66,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,216.132749798,100,500,299.999969474,4661.75373765,1.0,15.1297,4661.75373765,4661.75373765,0.00333333,216.132749798,500.0,1.0,1.0
4662.47,2,4584.47,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,140.840044057,100,500,400.0,4664.70656531,1.0,14.4292,4664.70656531,4664.70656531,0.0025,140.840044057,500.0,1.0,1.0
4662.85,1,4592.98,0.002,0.9,1.15912e-08,0.00246697,1.00298,0.00290944,498.516029861,173.851951835,100,500,498.558096364,4663.24717395,0.834314,13.9118,4663.24717395,4663.24717395,0.00166528,173.851951835,500.0,1.00201,1.23596
4662.78,2,4506.79,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,186.051512655,100,500,100.0,4662.78254445,1.0,13.5717,4662.78254445,4662.78254445,0.01,186.051512655,500.0,1.0,1.0
4663.17,2,4552.86,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,189.242368195,100,500,200.000000102,4663.55728581,1.0,13.6353,4663.55728581,4663.55728581,0.005,189.242368195,500.0,1.0,1.0
4662.96,2,4572.9,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,280.764472451,100,500,299.999969474,4662.54965608,1.0,14.7202,4662.54965608,4662.54965608,0.00333333,280.764472451,500.0,1.0,1.0
4662.62,2,4584.62,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,253.561959604,100,500,400.0,4661.60346298,1.0,15.0205,4661.60346298,4661.60346298,0.0025,253.561959604,500.0,1.0,1.0
4662.77,1,4592.8,0.002,0.9,2.29696e-08,0.00228176,1.00597,0.00572236,497.030711522,246.298872638,100,500,497.150811506,4661.30375179,0.669111,14.5859,4661.30375179,4661.30375179,0.00134056,246.298872638,500.0,0.998254,1.13889
4664.13,2,4508.14,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,235.543221142,100,500,100.0,4664.13352901,1.0,15.2705,4664.13352901,4664.13352901,0.01,235.543221142,500.0,1.0,1.0
4663.57,2,4553.26,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,196.143622002,100,500,200.000000102,4663.01227794,1.0,14.6287,4663.01227794,4663.01227794,0.005,196.143622002,500.0,1.0,1.0
4663.07,2,4573.0,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,175.19198912,100,500,299.999969474,4662.05369773,1.0,14.1772,4662.05369773,4662.05369773,0.00333333,175.19198912,500.0,1.0,1.0
4662.99,2,4584.99,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,203.484101761,100,500,400.0,4662.77511644,1.0,14.1818,4662.77511644,4662.77511644,0.0025,203.484101761,500.0,1.0,1.0
4662.94,1,4593.08,0.002,0.9,1.20473e-08,0.0023369,1.00272,0.00302086,498.642030099,222.844119058,100,500,498.501365762,4661.73792207,0.717277,14.1149,4661.73792207,4661.73792207,0.00143241,222.844119058,500.0,1.0015,1.1702
4660.37,2,4504.39,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,263.662270008,100,500,100.0,4660.37385872,1.0,16.1563,4660.37385872,4660.37385872,0.01,263.662270008,500.0,1.0,1.0
4661.82,2,4551.51,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,183.045509078,100,500,200.000000102,4663.25993927,1.0,14.94,4663.25993927,4663.25993927,0.005,183.045509078,500.0,1.0,1.0
4662.73,2,4572.67,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,181.277651436,100,500,299.999969474,4664.56007828,1.0,14.5016,4664.56007828,4664.56007828,0.00333333,181.277651436,500.0,1.0,1.0
4663.4,2,4585.4,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,157.010743401,100,500,400.0,4665.42373481,1.0,14.0691,4665.42373481,4665.42373481,0.0025,157.010743401,500.0,1.0,1.0
4663.04,1,4593.05,0.002,0.9,2.8398e-08,0.00240826,1.00652,0.00705187,496.759218574,1666.56687001,100,500,496.482209417,4659.16063851,0.609435,17.2568,4659.16063851,4659.16063851,0.00122298,1666.56687001,499.75,0.99664,1.20008
4661.38,2,4505.39,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,225.142353913,100,500,100.0,4661.38379064,1.0,14.9295,4661.38379064,4661.38379064,0.01,225.142353913,500.0,1.0,1.0
4662.7,2,4552.39,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,179.219185379,100,500,200.000000102,4664.02044389,1.0,14.209,4664.02044389,4664.02044389,0.005,179.219185379,500.0,1.0,1.0
4662.55,2,4572.48,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,348.14044542,100,500,299.999969474,4662.2434605,1.0,15.7965,4662.2434605,4662.2434605,0.00333333,348.14044542,499.91,1.0,1.0
4661.99,2,4583.99,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,185.340469411,100,500,400.0,4660.31080007,1.0,15.2957,4660.31080007,4660.31080007,0.0025,185.340469411,500.0,1.0,1.0
4662.17,1,4592.3,0.002,0.9,1.26957e-08,0.00246138,1.00284,0.00319264,498.584889456,170.060741473,100,500,498.421082688,4661.84460137,0.822523,14.6872,4661.84460137,4661.84460137,0.00164022,170.060741473,500.0,1.00294,1.23432
4663.4,2,4507.4,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,209.815876577,100,500,100.0,4663.4030491,1.0,14.4124,4663.4030491,4663.4030491,0.01,209.815876577,500.0,1.0,1.0
4662.71,2,4552.41,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,251.045001057,100,500,200.000000102,4662.0260965,1.0,15.1195,4662.0260965,4662.0260965,0.005,251.045001057,500.0,1.0,1.0
4662.4,2,4572.34,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,292.396957571,100,500,299.999969474,4661.77695282,1.0,15.7825,4661.77695282,4661.77695282,0.00333333,292.396957571,500.0,1.0,1.0
4662.31,2,4584.31,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,252.51439448,100,500,400.0,4662.01820271,1.0,15.7905,4662.01820271,4662.01820271,0.0025,252.51439448,500.0,1.0,1.0
4663.0,1,4593.07,0.002,0.9,2.11116e-08,0.00230654,1.00484,0.00523127,497.589287017,170.236205211,100,500,497.380156217,4664.07314057,0.729355,14.7916,4664.07314057,4664.07314057,0.0014652,170.236205211,500.0,0.995573,1.14816
4662.39,2,4506.4,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,217.859886235,100,500,100.0,4662.38865751,1.0,14.6861,4662.38865751,4662.38865751,0.01,217.859886235,500.0,1.0,1.0
4658.31,2,4548.01,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,9010.65645617,100,500,200.000000102,4654.23892432,1.0,67.7106,4654.23892432,4654.23892432,0.005,9010.65645617,499.02,1.0,1.0
4660.19,2,4570.12,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,216.694151013,100,500,299.999969474,4663.92936367,1.0,55.9911,4663.92936367,4663.92936367,0.00333333,216.694151013,500.0,1.0,1.0
4661.09,2,4583.09,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,236.017781746,100,500,400.0,4663.81991458,1.0,49.1135,4663.81991458,4663.81991458,0.0025,236.017781746,500.0,1.0,1.0
4662.15,1,4592.07,0.002,0.9,3.96216e-08,0.00247034,1.00906,0.00985817,495.509841372,164.616430025,100,500,495.105748199,4662.8046385,0.618787,32.0042,4662.8046385,4662.8046385,0.00124053,164.616430025,500.0,0.997613,1.23222
4664.37,2,4508.37,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,308.831967388,100,500,100.0,4664.36608134,1.0,17.4855,4664.36608134,4664.36608134,0.01,308.831967388,500.0,1.0,1.0
4665.51,2,4555.2,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,142.177001265,100,500,200.000000102,4666.65415428,1.0,14.9853,4666.65415428,4666.65415428,0.005,142.177001265,500.0,1.0,1.0
4664.73,2,4574.67,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,190.112251277,100,500,299.999969474,4663.1795635,1.0,14.6168,4663.1795635,4663.1795635,0.00333333,190.112251277,500.0,1.0,1.0
4664.22,2,4586.22,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,195.79947627,100,500,400.0,4662.69760166,1.0,14.4732,4662.69760166,4662.69760166,0.0025,195.79947627,500.0,1.0,1.0
4664.51,1,4594.58,0.002,0.9,2.01764e-08,0.00232552,1.00489,0.00508255,497.569335247,157.207904313,100,500,497.495689471,4663.989537,0.760168,13.5073,4663.989537,4663.989537,0.00151458,157.207904313,500.0,1.0038,1.16718
4664.11,2,4508.11,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,164.517422056,100,500,100.0,4664.10776924,1.0,12.7621,4664.10776924,4664.10776924,0.01,164.517422056,500.0,1.0,1.0
4664.93,2,4554.62,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,204.483434523,100,500,200.000000102,4665.74341569,1.0,13.5397,4665.74341569,4665.74341569,0.005,204.483434523,500.0,1.0,1.0
4664.52,2,4574.46,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,191.42824455,100,500,299.999969474,4663.70680859,1.0,13.6278,4663.70680859,4663.70680859,0.00333333,191.42824455,500.0,1.0,1.0
4664.5,2,4586.5,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,166.892030282,100,500,400.0,4664.43282756,1.0,13.4386,4664.43282756,4664.43282756,0.0025,166.892030282,500.0,1.0,1.0
4664.31,1,4594.48,0.002,0.9,8.84552e-09,0.00233949,1.002,0.00220395,499.001890097,223.743992006,100,500,498.898684128,4662.81721722,0.838521,13.5673,4662.81721722,4662.81721722,0.00167987,223.743992006,500.0,0.998318,1.16778
4660.63,2,4504.63,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,285.455844555,100,500,100.0,4660.62891133,1.0,16.8108,4660.62891133,4660.62891133,0.01,285.455844555,500.0,1.0,1.0
4662.88,2,4552.57,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,158.271207376,100,500,200.000000102,4665.12692341,1.0,14.9901,4665.12692341,4665.12692341,0.005,158.271207376,500.0,1.0,1.0
4662.8,2,4572.74,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,170.987929225,100,500,299.999969474,4662.64830551,1.0,14.361,4662.64830551,4662.64830551,0.00333333,170.987929225,500.0,1.0,1.0
4663.4,2,4585.4,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,144.086971113,100,500,400.0,4665.20332304,1.0,13.8356,4665.20332304,4665.20332304,0.0025,144.086971113,500.0,1.0,1.0
4663.34,1,4593.3,0.002,0.9,3.6607e-08,0.00234194,1.00785,0.00902039,496.106895836,2845.58788026,100,500,495.474844881,4659.70938111,0.496907,17.9016,4659.70938111,4659.70938111,0.00100103,2845.58788026,499.47,0.992797,1.16254
4662.56,2,4506.57,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,152.905486291,100,500,100.0,4662.56462584,1.0,12.3035,4662.56462584,4662.56462584,0.01,152.905486291,500.0,1.0,1.0
4664.1,2,4553.8,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,220.285802037,100,500,200.000000102,4665.64558026,1.0,13.6786,4665.64558026,4665.64558026,0.005,220.285802037,500.0,1.0,1.0
4663.24,2,4573.17,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,276.118621599,100,500,299.999969474,4661.49731259,1.0,14.7433,4661.49731259,4661.49731259,0.00333333,276.118621599,500.0,1.0,1.0
4663.51,2,4585.52,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,194.835609271,100,500,400.0,4664.35248568,1.0,14.5423,4664.35248568,4664.35248568,0.0025,194.835609271,500.0,1.0,1.0
4664.17,1,4594.25,0.002,0.9,1.81626e-08,0.0024675,1.00426,0.00451723,497.877940193,137.722621639,100,500,497.744302538,4665.25637692,0.715884,13.6154,4665.25637692,4665.25637692,0.00143548,137.722621639,500.0,0.997417,1.23056
4666.97,2,4510.98,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,158.285736097,100,500,100.0,4666.96685798,1.0,12.5181,4666.96685798,4666.96685798,0.01,158.285736097,500.0,1.0,1.0
4665.75,2,4555.44,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,181.448825274,100,500,200.000000102,4664.52836129,1.0,13.0252,4664.52836129,4664.52836129,0.005,181.448825274,500.0,1.0,1.0
4665.13,2,4575.06,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,170.103983553,100,500,299.999969474,4663.88511939,1.0,13.0387,4663.88511939,4663.88511939,0.00333333,170.103983553,500.0,1.0,1.0
4665.23,2,4587.23,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,172.557416852,100,500,400.0,4665.52857689,1.0,13.0478,4665.52857689,4665.52857689,0.0025,172.557416852,500.0,1.0,1.0
4665.43,1,4595.56,0.002,0.9,1.10536e-08,0.00238843,1.0028,0.00277537,498.604211486,149.712783019,100,500,498.624487409,4665.1930155,0.819059,12.6156,4665.1930155,4665.1930155,0.00163458,149.712783019,500.0,1.00216,1.1968
4664.49,2,4508.49,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,158.066165275,100,500,100.0,4664.48692341,1.0,12.5094,4664.48692341,4664.48692341,0.01,158.066165275,500.0,1.0,1.0
4664.84,2,4554.54,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,115.407108955,100,500,200.000000102,4665.19699299,1.0,11.6402,4665.19699299,4665.19699299,0.005,115.407108955,500.0,1.0,1.0
4664.54,2,4574.47,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,199.371625963,100,500,299.999969474,4663.92658219,1.0,12.5024,4663.92658219,4663.92658219,0.00333333,199.371625963,500.0,1.0,1.0
4664.05,2,4586.05,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,247.787011178,100,500,400.0,4662.58114453,1.0,13.3894,4662.58114453,4662.58114453,0.0025,247.787011178,500.0,1.0,1.0
4664.19,1,4594.25,0.002,0.9,2.1841e-08,0.00230191,1.005,0.00544135,497.511554977,177.842599508,100,500,497.289921707,4662.95850448,0.602445,12.9251,4662.95850448,4662.95850448,0.00120698,177.842599508,500.0,0.998267,1.14896
4666.74,2,4510.74,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,127.832955722,100,500,100.0,4666.7386431,1.0,11.2497,4666.7386431,4666.7386431,0.01,127.832955722,500.0,1.0,1.0
4665.05,2,4554.74,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,193.449261777,100,500,200.000000102,4663.35545333,1.0,12.7239,4663.35545333,4663.35545333,0.005,193.449261777,500.0,1.0,1.0
4665.27,2,4575.2,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,155.189281135,100,500,299.999969474,4665.71128768,1.0,12.6191,4665.71128768,4665.71128768,0.00333333,155.189281135,500.0,1.0,1.0
4665.11,2,4587.11,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,183.107075499,100,500,400.0,4664.63226357,1.0,12.8384,4664.63226357,4664.63226357,0.0025,183.107075499,500.0,1.0,1.0
4665.51,1,4595.65,0.002,0.9,1.11491e-08,0.00235044,1.00264,0.00277929,498.685961426,128.487077097,100,500,498.612719514,4666.23266289,0.801253,12.3853,4666.23266289,4666.23266289,0.00160481,128.487077097,500.0,0.998567,1.17353
4660.47,2,4504.47,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,2809.39369907,100,500,100.0,4660.4690032,1.0,52.738,4660.4690032,4660.4690032,0.01,2809.39369907,499.47,1.0,1.0
4663.12,2,4552.81,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,168.268239748,100,500,200.000000102,4665.77374635,1.0,38.4835,4665.77374635,4665.77374635,0.005,168.268239748,500.0,1.0,1.0
4664.02,2,4573.95,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,143.471593012,100,500,299.999969474,4665.80351106,1.0,32.191,4665.80351106,4665.80351106,0.00333333,143.471593012,500.0,1.0,1.0
4659.43,2,4581.43,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,33638.5730621,100,500,400.0,4645.69362138,1.0,95.7376,4645.69362138,4645.69362138,0.0025,33638.5730621,498.06,1.0,1.0
4663.14,1,4592.32,0.002,0.9,1.23084e-07,0.00276478,1.03054,0.0306279,485.180397912,198.498813791,100,500,485.102951433,4661.05444831,0.263455,28.6399,4661.05444831,4661.05444831,0.000528141,198.498813791,500.0,0.99767,1.37917
4665.06,2,4509.07,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,180.515002844,100,500,100.0,4665.06432962,1.0,13.3683,4665.06432962,4665.06432962,0.01,180.515002844,500.0,1.0,1.0
4657.61,2,4547.31,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,16371.0611423,100,500,200.000000102,4650.1646813,1.0,90.8214,4650.1646813,4650.1646813,0.005,16371.0611423,498.65,1.0,1.0
4660.01,2,4569.94,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,142.073202268,100,500,299.999969474,4664.79999241,1.0,74.5478,4664.79999241,4664.79999241,0.00333333,142.073202268,500.0,1.0,1.0
4660.68,2,4582.68,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,157.751430785,100,500,400.0,4662.68915446,1.0,64.8724,4662.68915446,4662.68915446,0.0025,157.751430785,500.0,1.0,1.0
4663.01,1,4592.71,0.002,0.9,6.45681e-08,0.00254824,1.01542,0.0161446,492.40496328,156.981261111,100,500,492.072918245,4665.33882048,0.48625,30.5218,4665.33882048,4665.33882048,0.000972422,156.981261111,500.0,1.00008,1.27422
4664.56,2,4508.58,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,169.700309702,100,500,100.0,4664.55938933,1.0,12.9616,4664.55938933,4664.55938933,0.01,169.700309702,500.0,1.0,1.0
4664.37,2,4554.06,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,182.905424472,100,500,200.000000102,4664.17733898,1.0,13.2127,4664.17733898,4664.17733898,0.005,182.905424472,500.0,1.0,1.0
4664.09,2,4574.03,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,175.900241693,100,500,299.999969474,4663.54416523,1.0,13.213,4663.54416523,4663.54416523,0.00333333,175.900241693,500.0,1.0,1.0
4663.89,2,4585.89,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,184.533515535,100,500,400.0,4663.27635991,1.0,13.2941,4663.27635991,4663.27635991,0.0025,184.533515535,500.0,1.0,1.0
4664.37,1,4594.55,0.002,0.9,7.24652e-09,0.00216954,1.00183,0.00181165,499.087036779,122.366497566,100,500,499.097521611,4665.66688121,0.787647,12.7822,4665.66688121,4665.66688121,0.00157529,122.366497566,500.0,1.0,1.08478
4667.8,2,4511.81,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,136.215224802,100,500,100.0,4667.79796459,1.0,11.6126,4667.79796459,4667.79796459,0.01,136.215224802,500.0,1.0,1.0
4666.6,2,4556.3,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,150.634702971,100,500,200.000000102,4665.41108273,1.0,11.9756,4665.41108273,4665.41108273,0.005,150.634702971,500.0,1.0,1.0
4665.84,2,4575.77,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,177.540114492,100,500,299.999969474,4664.30906169,1.0,12.4647,4664.30906169,4664.30906169,0.00333333,177.540114492,500.0,1.0,1.0
4665.64,2,4587.64,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,165.524054218,100,500,400.0,4665.05153025,1.0,12.5543,4665.05153025,4665.05153025,0.0025,165.524054218,500.0,1.0,1.0
4665.85,1,4596.02,0.002,0.9,9.07796e-09,0.00245128,1.0019,0.00227768,499.049803797,159.887020468,100,500,498.869850263,4666.04327453,0.837137,12.4133,4666.04327453,4666.04327453,0.00167126,159.887020468,500.0,1.0018,1.22785
4667.84,2,4511.84,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,140.874594585,100,500,100.0,4667.83897692,1.0,11.8096,4667.83897692,4667.83897692,0.01,140.874594585,500.0,1.0,1.0
4666.25,2,4555.94,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,155.069444825,100,500,200.000000102,4664.66341485,1.0,12.2071,4664.66341485,4664.66341485,0.005,155.069444825,500.0,1.0,1.0
4665.6,2,4575.54,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,196.887702806,100,500,299.999969474,4664.30819627,1.0,12.8512,4664.30819627,4664.30819627,0.00333333,196.887702806,500.0,1.0,1.0
4665.49,2,4587.49,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,163.835360262,100,500,400.0,4665.16345877,1.0,12.8239,4665.16345877,4665.16345877,0.0025,163.835360262,500.0,1.0,1.0
4665.72,1,4595.88,0.002,0.9,8.30791e-09,0.00235473,1.0021,0.00208441,498.951552033,221.404582109,100,500,498.965652732,4665.87285789,0.876131,13.0222,4665.87285789,4665.87285789,0.00174913,221.404582109,500.0,1.00179,1.17947
4666.42,2,4510.43,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,134.975504869,100,500,100.0,4666.41856659,1.0,11.5596,4666.41856659,4666.41856659,0.01,134.975504869,500.0,1.0,1.0
4664.8,2,4554.5,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,221.613934395,100,500,200.000000102,4663.18993929,1.0,13.3835,4663.18993929,4663.18993929,0.005,221.613934395,500.0,1.0,1.0
4664.36,2,4574.29,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,198.556289597,100,500,299.999969474,4663.46051312,1.0,13.6138,4663.46051312,4663.46051312,0.00333333,198.556289597,500.0,1.0,1.0
4662.36,2,4584.36,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,6947.15914689,100,500,400.0,4656.38336501,1.0,43.2475,4656.38336501,4656.38336501,0.0025,6947.15914689,499.15,1.0,1.0
4664.72,1,4594.4,0.002,0.9,6.54281e-08,0.00250278,1.01589,0.0161912,492.181407218,132.993600179,100,500,491.969088936,4666.23315028,0.268446,16.2974,4666.23315028,4666.23315028,0.000539635,132.993600179,500.0,0.994918,1.24503
4662.82,2,4506.83,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,181.066299742,100,500,100.0,4662.82288541,1.0,13.3886,4662.82288541,4662.82288541,0.01,181.066299742,500.0,1.0,1.0
4664.54,2,4554.24,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,140.068942889,100,500,200.000000102,4666.26240866,1.0,12.7247,4666.26240866,4666.26240866,0.005,140.068942889,500.0,1.0,1.0
4664.4,2,4574.33,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,175.813110897,100,500,299.999969474,4664.11285301,1.0,12.8843,4664.11285301,4664.11285301,0.00333333,175.813110897,500.0,1.0,1.0
4664.1,2,4586.1,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,144.739628678,100,500,400.0,4663.22146284,1.0,12.6723,4663.22146284,4663.22146284,0.0025,144.739628678,500.0,1.0,1.0
4664.43,1,4594.6,0.002,0.9,1.00498e-08,0.00228279,1.00198,0.002495,499.014001242,144.204199736,100,500,498.749333893,4665.06460985,0.717054,12.4368,4665.06460985,4665.06460985,0.00143911,144.204199736,500.0,0.996524,1.13743
4660.3,2,4504.31,0.01,0.9,3.50449e-18,0.01,1.0,,500.0,198.427955769,100,500,100.0,4660.30400808,1.0,14.0158,4660.30400808,4660.30400808,0.01,198.427955769,500.0,1.0,1.0
4662.09,2,4551.78,0.005,0.9,2.1793e-19,0.005,1.0,,500.0,243.790743778,100,500,200.000000102,4663.87476699,1.0,14.9025,4663.87476699,4663.87476699,0.005,243.790743778,500.0,1.0,1.0
4662.81,2,4572.75,0.00333333,0.9,5.43914e-20,0.00333333,1.0,,500.0,154.072723413,100,500,299.999969474,4664.26528404,1.0,14.1405,4664.26528404,4664.26528404,0.00333333,154.072723413,500.0,1.0,1.0
4663.34,2,4585.35,0.0025,0.9,5.4346e-20,0.0025,1.0,,500.0,140.622487511,100,500,400.0,4664.93416846,1.0,13.6239,4664.93416846,4664.93416846,0.0025,140.622487511,500.0,1.0,1.0
