TimestepsSoFar,ReturnStepMaxmin,MaxIW,InitialReturnStd,InitialReturnMean,RewardCompression,EmpiricalD2,InitialReturnMax,EpThisIter,EpRewMean,StdIW,Bound,TimeElapsed,EpLenMean,ReturnStepMax,Iteration,Weights,ReturnMeanIW,MinIW,MeanEntropy,MeanIW,ESSRenyi,ESSClassic,InitialBound,EpisodesSoFar,InitialReturnMin
2440000,1.0,0.2344692707835355,1.52587890625e-05,-86.60204315185547,0.99,16.680139541625977,-86.6020278930664,100,-200.0,,-32.09531784057617,1256.412208557129,200.0,1.0,122,[-0.073  0.04  -0.049  0.358  0.736  1.039  0.056 -0.053 -0.003],-20.305513381958008,0.2344692707835355,1.0971918106079102,0.2344692707835355,5.995153903961182,1.0,-89.48876,12200,-86.6020278930664
2460000,1.0,0.2665252370805802,1.52587890625e-05,-86.60204315185547,0.99,19.393901824951172,-86.6020278930664,100,-200.0,,-35.79437255859375,1267.4908537864685,200.0,1.0,123,[-0.015 -0.012 -0.054  0.357  0.737  1.04  -0.069  0.057  0.013],-23.081626892089844,0.2665252370805802,1.096406102180481,0.2665252370805802,5.156260013580322,1.0,-89.48876,12300,-86.6020278930664
2480000,1.0,0.20220111261457535,1.52587890625e-05,-86.60204315185547,0.99,13.566344261169434,-86.6020278930664,100,-200.0,,-28.143596649169922,1276.0640575885773,200.0,1.0,124,[-0.083  0.033 -0.031  0.357  0.737  1.04   0.062 -0.031 -0.031],-17.51102638244629,0.20220111261457535,1.0974531173706055,0.20220111261457535,7.371182441711426,1.0,-89.48876,12400,-86.6020278930664
2500000,1.0,0.27474425140344677,1.52587890625e-05,-86.60204315185547,0.99,21.038949966430664,-86.6020278930664,100,-200.0,,-37.03435134887695,1284.4834191799164,200.0,1.0,125,[-0.021 -0.013 -0.047  0.357  0.737  1.04  -0.063  0.061  0.003],-23.79340934753418,0.27474425140344677,1.0956776142120361,0.27474425140344677,4.75308895111084,1.0,-89.48876,12500,-86.6020278930664
2520000,1.0,0.21706502334183378,1.52587890625e-05,-86.60204315185547,0.99,13.372602462768555,-86.6020278930664,100,-200.0,,-29.354644775390625,1296.0509588718414,200.0,1.0,126,[-0.084  0.051 -0.048  0.357  0.737  1.04   0.053 -0.062  0.009],-18.79827117919922,0.21706502334183378,1.0978468656539917,0.21706502334183378,7.477975845336914,1.0,-89.48876,12600,-86.6020278930664
2540000,1.0,0.255757865411356,1.52587890625e-05,-86.60204315185547,0.99,19.635398864746094,-86.6020278930664,100,-200.0,,-34.94080352783203,1303.08211684227,200.0,1.0,127,[-0.031 -0.009 -0.041  0.356  0.737  1.04  -0.046  0.055 -0.009],-22.149150848388672,0.255757865411356,1.094844937324524,0.255757865411356,5.0928425788879395,1.0,-89.48876,12700,-86.6020278930664
2560000,1.0,0.12317476431480193,1.52587890625e-05,-86.60204315185547,0.99,9.820771217346191,-86.6020278930664,100,-200.0,,-19.713665008544922,1313.3699498176575,200.0,1.0,128,[-0.096  0.027 -0.013  0.357  0.737  1.039  0.083 -0.05  -0.033],-10.667184829711914,0.12317476431480193,1.0984293222427368,0.12317476431480193,10.182499885559082,1.0,-89.48876,12800,-86.6020278930664
2580000,1.0,0.5226414562488143,1.52587890625e-05,-86.60204315185547,0.99,24.804277420043945,-86.6020278930664,100,-200.0,,-59.63887023925781,1321.6948006153107,200.0,1.0,129,[-0.034 -0.018 -0.029  0.357  0.737  1.039 -0.031  0.033 -0.001],-45.261810302734375,0.5226414562488143,1.0920424461364746,0.5226414562488143,4.031562805175781,1.0,-89.48876,12900,-86.6020278930664
2600000,1.0,0.08346924808297458,1.52587890625e-05,-86.60204315185547,0.99,8.576888084411621,-86.6020278930664,100,-200.0,,-15.68278980255127,1331.556568622589,200.0,1.0,130,[-0.1    0.043 -0.024  0.358  0.732  1.044 -0.02  -0.114  0.133],-7.228606224060059,0.08346924808297458,1.0985758304595947,0.08346924808297458,11.65924072265625,1.0,-89.48876,13000,-86.6020278930664
2620000,1.0,0.6269221955910755,1.52587890625e-05,-86.60204315185547,0.99,29.408784866333008,-86.6020278930664,100,-200.0,,-69.94745635986328,1340.8945562839508,200.0,1.0,131,[-0.098 -0.011  0.028  0.358  0.732  1.044 -0.022 -0.012  0.034],-54.29273223876953,0.6269221955910755,1.0914579629898071,0.6269221955910755,3.4003446102142334,1.0,-89.48876,13100,-86.6020278930664
2640000,1.0,0.09335953408447586,1.52587890625e-05,-86.60204315185547,0.99,9.089438438415527,-86.6020278930664,100,-200.0,,-16.788251876831055,1351.1244564056396,200.0,1.0,132,[-0.057 -0.164  0.14   0.361  0.728  1.044  0.007  0.065 -0.072],-8.085124969482422,0.09335953408447586,1.098450779914856,0.09335953408447586,11.001779556274414,1.0,-89.48876,13200,-86.6020278930664
2660000,1.0,0.4502426375760279,1.52587890625e-05,-86.60204315185547,0.99,27.4273681640625,-86.6020278930664,100,-200.0,,-54.110084533691406,1358.7027161121368,200.0,1.0,133,[-0.042 -0.119  0.08   0.361  0.728  1.044 -0.016 -0.022  0.038],-38.99192428588867,0.4502426375760279,1.0921454429626465,0.4502426375760279,3.645993232727051,1.0,-89.48876,13300,-86.6020278930664
2680000,1.0,0.09485059632121624,1.52587890625e-05,-86.60204315185547,0.99,8.941415786743164,-86.6020278930664,100,-200.0,,-16.84622573852539,1370.1613161563873,200.0,1.0,134,[-0.095 -0.066  0.08   0.357  0.731  1.046  0.064 -0.184  0.12 ],-8.214254379272461,0.09485059632121624,1.0985689163208008,0.09485059632121624,11.183911323547363,1.0,-89.48876,13400,-86.6020278930664
2700000,1.0,0.684437601421781,1.52587890625e-05,-86.60204315185547,0.99,21.683731079101562,-86.6020278930664,100,-200.0,,-72.71598815917969,1378.0637459754944,200.0,1.0,135,[-0.06  -0.128  0.107  0.356  0.731  1.046 -0.001 -0.068  0.069],-59.273681640625,0.684437601421781,1.0915107727050781,0.684437601421781,4.611752510070801,1.0,-89.48876,13500,-86.6020278930664
2720000,1.0,0.10153537069681909,1.52587890625e-05,-86.60204315185547,0.99,10.89269733428955,-86.6020278930664,100,-200.0,,-18.320571899414062,1388.1148161888123,200.0,1.0,136,[-0.003 -0.098  0.02   0.355  0.733  1.046 -0.108 -0.076  0.184],-8.793169021606445,0.10153537069681909,1.0985815525054932,0.10153537069681909,9.180462837219238,1.0,-89.48876,13600,-86.6020278930664
2740000,1.0,0.45475465328650927,1.52587890625e-05,-86.60204315185547,0.99,22.281164169311523,-86.6020278930664,100,-200.0,,-53.008907318115234,1397.028260231018,200.0,1.0,137,[-0.044 -0.12   0.083  0.355  0.732  1.046 -0.027 -0.037  0.064],-39.38267517089844,0.45475465328650927,1.0925097465515137,0.45475465328650927,4.488095760345459,1.0,-89.48876,13700,-86.6020278930664
2760000,1.0,0.08610950828715892,1.52587890625e-05,-86.60204315185547,0.99,6.886738300323486,-86.6020278930664,100,-200.0,,-15.032798767089844,1408.2651271820068,200.0,1.0,138,[-0.099 -0.06   0.078  0.355  0.733  1.045  0.112 -0.121  0.009],-7.457258224487305,0.08610950828715892,1.0986039638519287,0.08610950828715892,14.520662307739258,1.0,-89.48876,13800,-86.6020278930664
2780000,1.0,0.4591046024976086,1.52587890625e-05,-86.60204315185547,0.99,33.870479583740234,-86.6020278930664,100,-200.0,,-56.55970764160156,1418.4523179531097,200.0,1.0,139,[-0.044 -0.1    0.063  0.355  0.733  1.045  0.006 -0.05   0.043],-39.7593879699707,0.4591046024976086,1.090043544769287,0.4591046024976086,2.952423572540283,1.0,-89.48876,13900,-86.6020278930664
2800000,1.0,0.050980828254668424,1.52587890625e-05,-86.60204315185547,0.99,5.323824405670166,-86.6020278930664,100,-200.0,,-11.075725555419922,1428.974704504013,200.0,1.0,140,[-0.045 -0.17   0.133  0.354  0.734  1.046  0.005  0.078 -0.083],-4.415043354034424,0.050980828254668424,1.0977416038513184,0.050980828254668424,18.783489227294922,1.0,-89.48876,14000,-86.6020278930664
2820000,1.0,0.38470379563617585,1.52587890625e-05,-86.60204315185547,0.99,14.365134239196777,-86.6020278930664,100,-200.0,,-44.25724411010742,1439.7339091300964,200.0,1.0,141,[-0.044 -0.123  0.085  0.354  0.734  1.046  0.004 -0.008  0.004],-33.31612777709961,0.38470379563617585,1.0951708555221558,0.38470379563617585,6.961299419403076,1.0,-89.48876,14100,-86.6020278930664
2840000,1.0,0.13776725649132446,1.52587890625e-05,-86.60204315185547,0.99,11.5681791305542,-86.6020278930664,100,-200.0,,-21.749290466308594,1450.9977130889893,200.0,1.0,142,[-0.062 -0.046  0.027  0.354  0.733  1.047  0.037 -0.13   0.093],-11.930923461914062,0.13776725649132446,1.098304271697998,0.13776725649132446,8.644402503967285,1.0,-89.48876,14200,-86.6020278930664
2860000,1.0,0.41328578842343033,1.52587890625e-05,-86.60204315185547,0.99,22.08898162841797,-86.6020278930664,100,-200.0,,-49.358726501464844,1461.376294374466,200.0,1.0,143,[-0.036 -0.107  0.062  0.353  0.733  1.047 -0.016 -0.007  0.023],-35.79138946533203,0.41328578842343033,1.0936408042907715,0.41328578842343033,4.527143955230713,1.0,-89.48876,14300,-86.6020278930664
2880000,1.0,0.13238497209842273,1.52587890625e-05,-86.60204315185547,0.99,13.981515884399414,-86.6020278930664,100,-200.0,,-22.25884437561035,1472.3090226650238,200.0,1.0,144,[-0.009 -0.036 -0.036  0.356  0.736  1.041  0.032 -0.14   0.107],-11.46480655670166,0.13238497209842273,1.0985277891159058,0.13238497209842273,7.1523003578186035,1.0,-89.48876,14400,-86.6020278930664
2900000,1.0,0.3652077778505175,1.52587890625e-05,-86.60204315185547,0.99,24.136850357055664,-86.6020278930664,100,-200.0,,-45.81005096435547,1481.3752059936523,200.0,1.0,145,[-7.231e-03 -9.634e-02  2.250e-02  3.563e-01  7.367e-01  1.040e+00
  2.683e-02 -2.640e-02 -4.767e-04],-31.627735137939453,0.3652077778505175,1.0928857326507568,0.3652077778505175,4.14304256439209,1.0,-89.48876,14500,-86.6020278930664
2920000,1.0,0.09523341923229933,1.52587890625e-05,-86.60204315185547,0.99,9.651233673095703,-86.6020278930664,100,-200.0,,-17.21546173095703,1491.9264509677887,200.0,1.0,146,[ 0.014 -0.057 -0.037  0.356  0.737  1.041 -0.03  -0.11   0.14 ],-8.247406959533691,0.09523341923229933,1.0986288785934448,0.09523341923229933,10.361370086669922,1.0,-89.48876,14600,-86.6020278930664
2940000,1.0,0.8221754451287004,1.52587890625e-05,-86.60204315185547,0.99,18.029151916503906,-86.6020278930664,100,-200.0,,-83.4593505859375,1499.7102806568146,200.0,1.0,147,[-0.006 -0.098  0.023  0.356  0.737  1.041  0.008 -0.032  0.024],-71.20205688476562,0.8221754451287004,1.0909569263458252,0.8221754451287004,5.546572685241699,1.0,-89.48876,14700,-86.6020278930664
2960000,1.0,0.08459183276801287,1.52587890625e-05,-86.60204315185547,0.99,8.9447603225708,-86.6020278930664,100,-200.0,,-15.959409713745117,1509.5624763965607,200.0,1.0,148,[ 0.058 -0.166  0.027  0.357  0.732  1.045 -0.042  0.097 -0.055],-7.325824737548828,0.08459183276801287,1.098543643951416,0.08459183276801287,11.179729461669922,1.0,-89.48876,14800,-86.6020278930664
2980000,1.0,0.49017437075576115,1.52587890625e-05,-86.60204315185547,0.99,38.933902740478516,-86.6020278930664,100,-200.0,,-60.46246337890625,1518.5216631889343,200.0,1.0,149,[ 0.03  -0.105 -0.005  0.357  0.732  1.045  0.012 -0.019  0.006],-42.450096130371094,0.49017437075576115,1.0899854898452759,0.49017437075576115,2.568455696105957,1.0,-89.48876,14900,-86.6020278930664
3000000,1.0,0.06076971587465279,1.52587890625e-05,-86.60204315185547,0.99,5.8084187507629395,-86.6020278930664,100,-200.0,,-12.220001220703125,1530.1560735702515,200.0,1.0,150,[-1.058e-01 -7.471e-02  9.940e-02  3.575e-01  7.294e-01  1.046e+00
  1.076e-01  4.250e-04 -1.080e-01],-5.262780666351318,0.06076971587465279,1.0977215766906738,0.06076971587465279,17.216388702392578,1.0,-89.48876,15000,-86.6020278930664
3020000,1.0,0.48112157029948294,1.52587890625e-05,-86.60204315185547,0.99,11.5277099609375,-86.6020278930664,100,-200.0,,-51.46728515625,1541.3464164733887,200.0,1.0,151,[-0.057 -0.074  0.049  0.357  0.729  1.047  0.021 -0.003 -0.017],-41.66610336303711,0.48112157029948294,1.0960029363632202,0.48112157029948294,8.674749374389648,1.0,-89.48876,15100,-86.6020278930664
3040000,1.0,0.24738288487108093,1.52587890625e-05,-86.60204315185547,0.99,11.790959358215332,-86.6020278930664,100,-200.0,,-31.33631706237793,1552.3770325183868,200.0,1.0,152,[ 0.02  -0.114  0.013  0.362  0.729  1.042 -0.065 -0.041  0.106],-21.423858642578125,0.24738288487108093,1.0977412462234497,0.24738288487108093,8.481074333190918,1.0,-89.48876,15200,-86.6020278930664
3060000,1.0,0.4176253960329,1.52587890625e-05,-86.60204315185547,0.99,18.01201820373535,-86.6020278930664,100,-200.0,,-48.418670654296875,1563.626571893692,200.0,1.0,153,[-3.332e-02 -1.118e-01  6.408e-02  3.621e-01  7.286e-01  1.043e+00
  4.634e-02 -4.609e-02 -2.986e-04],-36.167205810546875,0.4176253960329,1.0952670574188232,0.4176253960329,5.551848888397217,1.0,-89.48876,15300,-86.6020278930664
3080000,1.0,0.16917887828231565,1.52587890625e-05,-86.60204315185547,0.99,13.891928672790527,-86.6020278930664,100,-200.0,,-25.410633087158203,1574.1852128505707,200.0,1.0,154,[-0.018 -0.103  0.041  0.36   0.731  1.043 -0.106 -0.019  0.124],-14.651233673095703,0.16917887828231565,1.098020076751709,0.16917887828231565,7.198424339294434,1.0,-89.48876,15400,-86.6020278930664
3100000,1.0,0.4244072483726289,1.52587890625e-05,-86.60204315185547,0.99,25.025390625,-86.6020278930664,100,-200.0,,-51.195526123046875,1584.6860973834991,200.0,1.0,155,[-0.079 -0.097  0.095  0.36   0.73   1.043  0.01  -0.03   0.02 ],-36.7545280456543,0.4244072483726289,1.0923383235931396,0.4244072483726289,3.995941638946533,1.0,-89.48876,15500,-86.6020278930664
3120000,1.0,0.12024939358474636,1.52587890625e-05,-86.60204315185547,0.99,11.421514511108398,-86.6020278930664,100,-200.0,,-20.169769287109375,1595.4353430271149,200.0,1.0,156,[-0.13  -0.068  0.117  0.363  0.723  1.047 -0.004 -0.18   0.184],-10.413841247558594,0.12024939358474636,1.098473310470581,0.12024939358474636,8.755406379699707,1.0,-89.48876,15600,-86.6020278930664
3140000,1.0,0.5604963081433526,1.52587890625e-05,-86.60204315185547,0.99,27.6256046295166,-86.6020278930664,100,-200.0,,-63.71281433105469,1605.3329691886902,200.0,1.0,157,[-0.117 -0.126  0.162  0.364  0.723  1.047 -0.024 -0.063  0.087],-48.54011917114258,0.5604963081433526,1.0911473035812378,0.5604963081433526,3.619830369949341,1.0,-89.48876,15700,-86.6020278930664
3160000,1.0,0.10216002632856137,1.52587890625e-05,-86.60204315185547,0.99,10.339800834655762,-86.6020278930664,100,-200.0,,-18.12972068786621,1616.2430078983307,200.0,1.0,158,[-0.061 -0.085  0.065  0.363  0.72   1.051 -0.049 -0.161  0.21 ],-8.847265243530273,0.10216002632856137,1.0984654426574707,0.10216002632856137,9.671365737915039,1.0,-89.48876,15800,-86.6020278930664
3180000,1.0,0.35752484422590486,1.52587890625e-05,-86.60204315185547,0.99,40.040802001953125,-86.6020278930664,100,-200.0,,-49.22899627685547,1625.247005224228,200.0,1.0,159,[-0.076 -0.129  0.125  0.363  0.72   1.05  -0.021 -0.073  0.094],-30.96237564086914,0.35752484422590486,1.089927315711975,0.35752484422590486,2.4974524974823,1.0,-89.48876,15900,-86.6020278930664
3200000,1.0,0.08182129326667996,1.52587890625e-05,-86.60204315185547,0.99,9.193897247314453,-86.6020278930664,100,-200.0,,-15.838883399963379,1635.7206823825836,200.0,1.0,160,[-0.097 -0.172  0.188  0.362  0.721  1.051  0.073  0.003 -0.075],-7.08588981628418,0.08182129326667996,1.097975254058838,0.08182129326667996,10.87678050994873,1.0,-89.48876,16000,-86.6020278930664
3220000,1.0,0.35313467676488797,1.52587890625e-05,-86.60204315185547,0.99,28.263690948486328,-86.6020278930664,100,-200.0,,-45.929100036621094,1644.0458626747131,200.0,1.0,161,[-0.055 -0.149  0.123  0.362  0.72   1.051 -0.005 -0.031  0.037],-30.582178115844727,0.35313467676488797,1.0938142538070679,0.35313467676488797,3.5381083488464355,1.0,-89.48876,16100,-86.6020278930664
3240000,1.0,0.08733109031505956,1.52587890625e-05,-86.60204315185547,0.99,8.439613342285156,-86.6020278930664,100,-200.0,,-15.94930648803711,1653.490172624588,200.0,1.0,162,[-0.023 -0.108  0.05   0.363  0.72   1.051 -0.075 -0.101  0.176],-7.563049793243408,0.08733109031505956,1.0985898971557617,0.08733109031505956,11.848883628845215,1.0,-89.48876,16200,-86.6020278930664
3260000,1.0,0.5493708938776005,1.52587890625e-05,-86.60204315185547,0.99,16.569068908691406,-86.6020278930664,100,-200.0,,-59.32712173461914,1662.022357225418,200.0,1.0,163,[-0.054 -0.133  0.106  0.363  0.72   1.051 -0.012 -0.046  0.058],-47.57663345336914,0.5493708938776005,1.0927393436431885,0.5493708938776005,6.035342216491699,1.0,-89.48876,16300,-86.6020278930664
3280000,1.0,0.12460519551056753,1.52587890625e-05,-86.60204315185547,0.99,13.880331039428711,-86.6020278930664,100,-200.0,,-21.545970916748047,1671.5892841815948,200.0,1.0,164,[-0.014 -0.057 -0.01   0.363  0.725  1.045 -0.058 -0.101  0.159],-10.791062355041504,0.12460519551056753,1.0986093282699585,0.12460519551056753,7.204439163208008,1.0,-89.48876,16400,-86.6020278930664
3300000,1.0,0.36036788288364846,1.52587890625e-05,-86.60204315185547,0.99,37.4350471496582,-86.6020278930664,100,-200.0,,-48.8708381652832,1678.6928057670593,200.0,1.0,165,[-0.04  -0.098  0.057  0.363  0.725  1.046 -0.007 -0.025  0.031],-31.208589553833008,0.36036788288364846,1.089975357055664,0.36036788288364846,2.6712934970855713,1.0,-89.48876,16500,-86.6020278930664
3320000,1.0,0.06054662718003049,1.52587890625e-05,-86.60204315185547,0.99,6.715185642242432,-86.6020278930664,100,-200.0,,-12.724050521850586,1689.0040645599365,200.0,1.0,166,[-1.135e-01 -1.887e-02  5.134e-02  3.630e-01  7.241e-01  1.046e+00
  1.292e-01 -1.297e-01  3.941e-04],-5.243460655212402,0.06054662718003049,1.0979459285736084,0.06054662718003049,14.891620635986328,1.0,-89.48876,16600,-86.6020278930664
3340000,1.0,0.3291476019293372,1.52587890625e-05,-86.60204315185547,0.99,20.7215518951416,-86.6020278930664,100,-200.0,,-41.64553451538086,1699.8100757598877,200.0,1.0,167,[-0.057 -0.06   0.036  0.363  0.724  1.046  0.027 -0.056  0.03 ],-28.504850387573242,0.3291476019293372,1.0943937301635742,0.3291476019293372,4.825893402099609,1.0,-89.48876,16700,-86.6020278930664
3360000,1.0,0.12492454335137815,1.52587890625e-05,-86.60204315185547,0.99,10.56637191772461,-86.6020278930664,100,-200.0,,-20.20232391357422,1707.0315008163452,200.0,1.0,168,[ 0.01  -0.114  0.023  0.363  0.724  1.046 -0.104  0.052  0.051],-10.818718910217285,0.12492454335137815,1.0982524156570435,0.12492454335137815,9.46398639678955,1.0,-89.48876,16800,-86.6020278930664
3380000,1.0,0.3837230947243088,1.52587890625e-05,-86.60204315185547,0.99,29.679731369018555,-86.6020278930664,100,-200.0,,-48.95786666870117,1715.3097231388092,200.0,1.0,169,[-4.394e-02 -5.652e-02  1.939e-02  3.627e-01  7.247e-01  1.046e+00
 -5.325e-04 -5.435e-02  5.483e-02],-33.231197357177734,0.3837230947243088,1.0930730104446411,0.3837230947243088,3.369302749633789,1.0,-89.48876,16900,-86.6020278930664
3400000,1.0,0.14154998116674367,1.52587890625e-05,-86.60204315185547,0.99,12.903044700622559,-86.6020278930664,100,-200.0,,-22.627897262573242,1725.888921737671,200.0,1.0,170,[-0.051 -0.123  0.093  0.363  0.725  1.046  0.02   0.061 -0.081],-12.258514404296875,0.14154998116674367,1.0986195802688599,0.14154998116674367,7.75010871887207,1.0,-89.48876,17000,-86.6020278930664
3420000,1.0,0.7308968697559352,1.52587890625e-05,-86.60204315185547,0.99,18.35340118408203,-86.6020278930664,100,-200.0,,-75.66417694091797,1735.2770738601685,200.0,1.0,171,[-4.349e-02 -6.560e-02  2.802e-02  3.626e-01  7.246e-01  1.046e+00
  7.340e-04 -3.467e-02  3.389e-02],-63.29715347290039,0.7308968697559352,1.0917247533798218,0.7308968697559352,5.448581218719482,1.0,-89.48876,17100,-86.6020278930664
3440000,1.0,0.08788805084165933,1.52587890625e-05,-86.60204315185547,0.99,8.693838119506836,-86.6020278930664,100,-200.0,,-16.12291145324707,1745.1445662975311,200.0,1.0,172,[ 0.046 -0.227  0.101  0.365  0.723  1.045  0.091  0.007 -0.098],-7.611283779144287,0.08788805084165933,1.0985326766967773,0.08788805084165933,11.502399444580078,1.0,-89.48876,17200,-86.6020278930664
3460000,1.0,0.3901138494327447,1.52587890625e-05,-86.60204315185547,0.99,31.58279800415039,-86.6020278930664,100,-200.0,,-50.0076904296875,1755.1660068035126,200.0,1.0,173,[ 0.061 -0.182  0.04   0.365  0.723  1.045  0.063 -0.075  0.012],-33.78465270996094,0.3901138494327447,1.0903234481811523,0.3901138494327447,3.166280508041382,1.0,-89.48876,17300,-86.6020278930664
3480000,1.0,0.05268293411805531,1.52587890625e-05,-86.60204315185547,0.99,5.845511436462402,-86.6020278930664,100,-200.0,,-11.541849136352539,1765.112328529358,200.0,1.0,174,[ 0.136 -0.227  0.01   0.364  0.725  1.045 -0.079  0.044  0.035],-4.562448978424072,0.05268293411805531,1.0977885723114014,0.05268293411805531,17.10714340209961,1.0,-89.48876,17400,-86.6020278930664
3500000,1.0,0.29646656348459816,1.52587890625e-05,-86.60204315185547,0.99,17.353782653808594,-86.6020278930664,100,-200.0,,-37.70012664794922,1774.994695186615,200.0,1.0,175,[ 0.091 -0.176  0.003  0.364  0.725  1.045  0.007 -0.05   0.043],-25.674604415893555,0.29646656348459816,1.0951048135757446,0.29646656348459816,5.76243257522583,1.0,-89.48876,17500,-86.6020278930664
3520000,1.0,0.1822350253955994,1.52587890625e-05,-86.60204315185547,0.99,11.271737098693848,-86.6020278930664,100,-200.0,,-25.473674774169922,1784.218905210495,200.0,1.0,176,[ 0.029 -0.167  0.057  0.364  0.724  1.046  0.132 -0.073 -0.059],-15.781923294067383,0.1822350253955994,1.097962498664856,0.1822350253955994,8.871747016906738,1.0,-89.48876,17600,-86.6020278930664
3540000,1.0,0.3370263764145714,1.52587890625e-05,-86.60204315185547,0.99,23.194414138793945,-86.6020278930664,100,-200.0,,-43.089847564697266,1796.4614791870117,200.0,1.0,177,[ 0.103 -0.18  -0.004  0.363  0.725  1.045  0.023 -0.052  0.029],-29.18716812133789,0.3370263764145714,1.0943663120269775,0.3370263764145714,4.31138277053833,1.0,-89.48876,17700,-86.6020278930664
3560000,1.0,0.14100054679891527,1.52587890625e-05,-86.60204315185547,0.99,12.756930351257324,-86.6020278930664,100,-200.0,,-22.521438598632812,1807.0525839328766,200.0,1.0,178,[ 0.021 -0.143  0.041  0.363  0.724  1.046  0.153 -0.12  -0.033],-12.210933685302734,0.14100054679891527,1.0982747077941895,0.14100054679891527,7.838876247406006,1.0,-89.48876,17800,-86.6020278930664
3580000,1.0,0.4477491393442649,1.52587890625e-05,-86.60204315185547,0.99,30.380722045898438,-86.6020278930664,100,-200.0,,-54.68729019165039,1815.1427907943726,200.0,1.0,179,[ 0.09  -0.177  0.007  0.364  0.724  1.046  0.029 -0.059  0.03 ],-38.77598190307617,0.4477491393442649,1.0930033922195435,0.4477491393442649,3.2915608882904053,1.0,-89.48876,17900,-86.6020278930664
3600000,1.0,0.11008732375066484,1.52587890625e-05,-86.60204315185547,0.99,9.622215270996094,-86.6020278930664,100,-200.0,,-18.488346099853516,1824.9470436573029,200.0,1.0,180,[-0.131 -0.105  0.155  0.389  0.701  1.043  0.091 -0.096  0.005],-9.533784866333008,0.11008732375066484,1.0986088514328003,0.11008732375066484,10.392617225646973,1.0,-89.48876,18000,-86.6020278930664
3620000,1.0,0.5436880107578369,1.52587890625e-05,-86.60204315185547,0.99,34.64439392089844,-86.6020278930664,100,-200.0,,-64.07565307617188,1835.2555906772614,200.0,1.0,181,[-0.066 -0.132  0.117  0.389  0.701  1.044 -0.024 -0.049  0.073],-47.0844841003418,0.5436880107578369,1.0902546644210815,0.5436880107578369,2.886469841003418,1.0,-89.48876,18100,-86.6020278930664
3640000,1.0,0.06967774579127681,1.52587890625e-05,-86.60204315185547,0.99,7.125817775726318,-86.6020278930664,100,-200.0,,-13.740148544311523,1846.046881198883,200.0,1.0,182,[-0.143 -0.055  0.117  0.392  0.702  1.04   0.115 -0.13   0.015],-6.034234046936035,0.06967774579127681,1.0981998443603516,0.06967774579127681,14.033476829528809,1.0,-89.48876,18200,-86.6020278930664
3660000,1.0,0.3799044915427837,1.52587890625e-05,-86.60204315185547,0.99,27.528554916381836,-86.6020278930664,100,-200.0,,-48.04651641845703,1858.3029913902283,200.0,1.0,183,[-0.083 -0.089  0.091  0.392  0.702  1.04   0.009 -0.065  0.056],-32.90049743652344,0.3799044915427837,1.0934157371520996,0.3799044915427837,3.632591724395752,1.0,-89.48876,18300,-86.6020278930664
3680000,1.0,0.11331703003713671,1.52587890625e-05,-86.60204315185547,0.99,10.402624130249023,-86.6020278930664,100,-200.0,,-19.124095916748047,1869.22483420372,200.0,1.0,184,[-0.005 -0.127  0.051  0.392  0.701  1.04  -0.129  0.052  0.078],-9.813484191894531,0.11331703003713671,1.0986101627349854,0.11331703003713671,9.612958908081055,1.0,-89.48876,18400,-86.6020278930664
3700000,1.0,0.4411129315399883,1.52587890625e-05,-86.60204315185547,0.99,19.92943572998047,-86.6020278930664,100,-200.0,,-51.088348388671875,1879.5277190208435,200.0,1.0,185,[-0.065 -0.074  0.058  0.392  0.702  1.04  -0.016 -0.038  0.054],-38.20127487182617,0.4411129315399883,1.0922820568084717,0.4411129315399883,5.017703533172607,1.0,-89.48876,18500,-86.6020278930664
3720000,1.0,0.10529961485830049,1.52587890625e-05,-86.60204315185547,0.99,11.738698959350586,-86.6020278930664,100,-200.0,,-19.009628295898438,1890.5658988952637,200.0,1.0,186,[-0.024 -0.152  0.095  0.392  0.702  1.039 -0.075  0.089 -0.014],-9.119159698486328,0.10529961485830049,1.0986266136169434,0.10529961485830049,8.518831253051758,1.0,-89.48876,18600,-86.6020278930664
3740000,1.0,0.4606696054565718,1.52587890625e-05,-86.60204315185547,0.99,41.68327331542969,-86.6020278930664,100,-200.0,,-58.53242492675781,1899.3149497509003,200.0,1.0,187,[-0.055 -0.086  0.061  0.393  0.701  1.039 -0.015 -0.034  0.049],-39.894920349121094,0.4606696054565718,1.0888845920562744,0.4606696054565718,2.3990437984466553,1.0,-89.48876,18700,-86.6020278930664
3760000,1.0,0.07488051164915233,1.52587890625e-05,-86.60204315185547,0.99,8.77957820892334,-86.6020278930664,100,-200.0,,-15.038299560546875,1911.0752568244934,200.0,1.0,188,[-0.097  0.005  0.01   0.393  0.701  1.04   0.117 -0.172  0.055],-6.484804153442383,0.07488051164915233,1.0978062152862549,0.07488051164915233,11.390069007873535,1.0,-89.48876,18800,-86.6020278930664
3780000,1.0,0.4824090390311035,1.52587890625e-05,-86.60204315185547,0.99,24.6771297454834,-86.6020278930664,100,-200.0,,-56.11776351928711,1919.4514608383179,200.0,1.0,189,[-0.05  -0.053  0.022  0.393  0.701  1.04   0.029 -0.063  0.034],-41.7775993347168,0.4824090390311035,1.0945590734481812,0.4824090390311035,4.052335262298584,1.0,-89.48876,18900,-86.6020278930664
