EpisodesSoFar,ReturnStepMax,Weights,InitialReturnMean,EmpiricalD2,MeanIW,TimeElapsed,Iteration,InitialReturnMin,InitialReturnStd,ReturnStepMaxmin,MinIW,ReturnMeanIW,ESSClassic,EpThisIter,StdIWNorm,MinIWNorm,InitialReturnMax,InitialBound,Bound,MaxIW,MeanIWNorm,EpLenMean,EpRewMean,MeanEntropy,ESSRenyi,TimestepsSoFar,StdIW,MaxIWNorm,J_sample_variance
7700,0.8657216,[ 1.113  1.285 -0.249],-53.89321,14.75624,0.6563592,1649.0201892852783,77,-70.889435,6.5288744,0.8657216,0.022156557,-35.017776,32.722366,100,0.009411407,0.00022156557,-42.456924,-56.25619,-44.0949,6.3913174,0.0065635913,135.44,-95.2866858176887,1.250192,6.776794,1997590,0.9411408,0.063913174,2441.943
7800,0.8643437,[ 1.156  1.315 -0.169],-54.977272,14.524134,0.50983256,1662.5002932548523,78,-68.11297,5.58735,0.8643437,0.002451462,-28.429302,37.22579,100,0.0066205836,2.4514618e-05,-42.21434,-57.247704,-37.082043,4.5839634,0.005098325,139.71,-98.15528504908085,1.2517574,6.8850923,2011561,0.66205835,0.045839634,1395.7787
7900,0.8539852,[ 1.335  1.224 -0.167],-58.025528,20.25589,0.5669342,1676.4327383041382,79,-73.651634,5.9759912,0.8539852,0.00010349194,-31.284817,26.286373,100,0.009493826,1.0349194e-06,-43.13183,-60.480583,-42.334167,6.800536,0.0056693424,158.25,-111.04153240337968,1.18263,4.936836,2027386,0.94938254,0.06800536,2477.2976
8000,0.861797,[ 1.454  1.288 -0.236],-55.687046,17.712755,0.6503165,1689.2968356609344,80,-67.90605,5.3582006,0.861797,0.0008657398,-35.807377,16.61283,100,0.014569765,8.657398e-06,-42.98834,-57.950577,-45.33381,12.5321245,0.006503165,142.32,-100.41225388258695,1.1231011,5.645649,2041618,1.4569767,0.12532124,6589.4146
8100,0.855551,[ 1.392  1.209 -0.296],-56.956993,1.7088342,0.96115655,1704.3831079006195,81,-68.50621,6.0506005,0.855551,0.104141414,-54.275135,54.352688,100,0.008808281,0.0010414141,-43.10016,-59.240532,-57.260235,7.1985435,0.009611566,150.51,-105.89063827916979,1.1222851,58.51943,2056669,0.88082814,0.07198543,2259.1357
8200,0.85883254,[ 1.421  1.246 -0.297],-55.072487,24.036858,0.6418042,1718.7327308654785,82,-68.109695,5.7080073,0.85883254,0.00015712445,-33.2525,14.700916,100,0.015459752,1.5712444e-06,-37.810028,-57.342804,-44.383305,13.635847,0.0064180424,141.33,-99.01889716237784,1.0123792,4.1602774,2070802,1.5459753,0.13635847,5899.021
8300,0.8633775,[ 1.495  1.26  -0.407],-54.21879,18.744444,0.6120327,1730.4171419143677,83,-66.99797,5.8366985,0.8633775,0.0032021105,-32.043644,34.9247,100,0.008354421,3.2021104e-05,-42.994946,-56.452057,-41.712536,5.4476547,0.0061203265,138.87,-96.56847741886973,1.0527189,5.334914,2084689,0.8354421,0.054476544,1836.207
8400,0.8577277,[ 1.511  1.33  -0.366],-53.64371,19.64293,0.63698906,1744.6535670757294,84,-65.46948,5.5254445,0.8577277,0.012816477,-33.420235,34.490955,100,0.008778695,0.00012816476,-37.771263,-55.82603,-43.092335,4.849747,0.0063698906,134.73,-94.01290128305554,1.076157,5.0908904,2098162,0.87786955,0.048497472,2069.865
8500,0.85704774,[ 1.561  1.408 -0.343],-52.456444,1.426711,0.9458401,1757.5886776447296,85,-68.81437,5.2998786,0.85704774,0.20913641,-49.854588,68.5389,100,0.006408202,0.002091364,-38.608055,-54.75025,-52.594433,3.602403,0.009458401,128.95,-89.94776527985931,1.0956446,70.09128,2111057,0.64082015,0.03602403,1180.3794
8600,0.86418515,[ 1.602  1.43  -0.323],-52.107475,15.255283,0.5556809,1771.5267968177795,86,-66.54728,5.5028243,0.86418515,0.0128279645,-28.717846,43.119656,100,0.006382178,0.00012827964,-42.344284,-54.325718,-37.38186,3.56699,0.0055568074,128.5,-89.32435907140375,1.1589595,6.555106,2123907,0.6382178,0.035669897,1075.1742
8700,0.8645055,[ 1.781  1.456 -0.26 ],-53.61218,31.310293,0.5382083,1784.464605808258,87,-66.853775,4.9834833,0.8645055,3.1851338e-05,-27.805761,22.847834,100,0.009890128,3.1851337e-07,-38.3498,-55.840633,-40.275238,4.851524,0.005382084,136.12,-94.13473417624832,1.0741628,3.193838,2137519,0.98901284,0.048515238,2517.6523
8800,0.86139125,[ 1.804  1.532 -0.345],-51.772003,13.8778105,0.6480029,1797.0051255226135,88,-68.36566,6.0906944,0.86139125,0.0041193054,-32.327843,24.693844,100,0.01131613,4.1193052e-05,-37.573532,-54.05085,-40.817245,7.1148586,0.006480029,127.03,-88.46194908916951,1.0224019,7.2057476,2150222,1.131613,0.07114858,2973.2568
8900,0.8639431,[ 1.934  1.596 -0.397],-50.724743,41.75494,0.53820413,1809.7191281318665,89,-63.510475,5.123361,0.8639431,0.0003860831,-27.44553,29.26954,100,0.008366472,3.860831e-06,-38.67485,-52.841755,-41.125275,3.9062643,0.0053820414,122.91,-84.98287801653147,0.94497484,2.3949263,2162513,0.83664715,0.03906264,1874.4117
9000,0.8555352,[ 1.989  1.514 -0.474],-52.45703,2.182099,0.9086358,1822.7007327079773,90,-70.407875,5.6335335,0.8555352,0.10181451,-48.43197,60.383747,100,0.0073598083,0.001018145,-38.403294,-54.80395,-51.898834,4.102483,0.009086358,131.47,-90.76639170363545,0.9784505,45.827435,2175660,0.7359808,0.041024826,1889.146
9100,0.8607181,[ 1.898  1.534 -0.441],-50.278046,15.228394,0.58830976,1835.1964704990387,91,-63.71358,5.5168743,0.8607181,0.013272241,-30.093754,36.22997,100,0.007805136,0.0001327224,-38.175194,-52.40183,-38.381527,5.159946,0.0058830976,122.36,-84.16712373822928,1.0292972,6.566681,2187896,0.7805136,0.051599458,1788.3832
9200,0.864479,[ 1.741  1.494 -0.39 ],-52.414185,14.572559,0.704886,1850.365947008133,92,-67.90378,5.8557096,0.864479,0.00851399,-36.6232,31.754982,100,0.010333523,8.5139895e-05,-38.36,-54.67765,-45.263733,5.40402,0.0070488597,129.6,-90.22010091081262,1.0655044,6.8622127,2200856,1.0333524,0.054040197,2903.524
9300,0.86383367,[ 1.665  1.567 -0.353],-50.929512,14.368579,0.7172764,1863.156753063202,93,-66.90495,5.4243097,0.86383367,0.015077762,-35.94936,32.14084,100,0.010422266,0.00015077762,-38.55456,-53.159676,-44.403004,7.756347,0.0071727647,123.39,-85.54314452394843,1.1504438,6.9596305,2213195,1.0422266,0.07756347,2786.0947
9400,0.8682723,[ 1.62   1.597 -0.268],-51.16072,13.501919,0.7272543,1876.3783791065216,94,-64.578804,5.1406484,0.8682723,0.025459576,-37.10585,31.352299,100,0.0107612945,0.00025459577,-38.433132,-53.313347,-45.015667,6.3017416,0.007272543,124.49,-86.19606789797544,1.2393072,7.406355,2225644,1.0761296,0.06301741,3095.2922
9500,0.8603407,[ 1.592  1.613 -0.18 ],-51.011787,15.983843,0.7058159,1888.2856316566467,95,-64.23632,4.768118,0.8603407,0.0030670422,-36.203754,18.7231,100,0.014705715,3.067042e-05,-41.57116,-53.153,-44.76427,11.878548,0.007058159,124.22,-85.72114410623908,1.1882112,6.2563176,2238066,1.4705715,0.11878547,6580.2417
9600,0.8538903,[ 1.654  1.703 -0.231],-51.282013,14.195861,0.56090325,1899.9127142429352,96,-65.024475,4.9616747,0.8538903,0.0010791613,-28.599436,27.994228,100,0.008995749,1.0791613e-05,-42.712368,-53.4495,-36.765945,4.976286,0.0056090318,123.44,-86.01984092533588,1.2031406,7.0443068,2250410,0.89957494,0.04976286,2176.0496
9700,0.86395013,[ 1.376  1.768 -0.216],-49.27459,13.735224,0.6058015,1912.836702823639,97,-62.34242,5.2830563,0.86395013,0.0029299739,-28.474575,25.675186,100,0.010307196,2.9299737e-05,-37.531937,-51.35267,-36.176163,6.5343347,0.006058016,117.05,-80.71529500350356,1.1679686,7.2805514,2262115,1.0307195,0.06534334,2226.5542
9800,0.8622765,[ 1.05   1.81  -0.251],-48.570168,10.003833,0.7125943,1924.7143533229828,98,-63.412086,4.961412,0.8622765,0.019943807,-34.078976,26.351795,100,0.011912922,0.00019943807,-36.93968,-50.683895,-40.764477,10.339395,0.0071259434,112.31,-78.03223030865192,1.2443976,9.996169,2273346,1.1912923,0.10339394,3473.998
9900,0.86374587,[ 1.077  1.855 -0.174],-49.635216,26.33213,0.5135367,1936.432771205902,99,-61.211834,5.1034517,0.86374587,0.0016248389,-25.835012,23.089499,100,0.009372536,1.6248388e-05,-37.645187,-51.67561,-36.305264,5.2603645,0.0051353667,116.87,-81.16378842636942,1.1865267,3.7976418,2285033,0.9372536,0.052603643,2386.3704
10000,0.85156596,[ 0.874  1.773 -0.232],-49.25658,43.28737,0.46468437,1948.3165593147278,100,-59.946262,4.982524,0.85156596,2.7766875e-05,-22.03553,25.820122,100,0.007876294,2.7766873e-07,-37.41242,-51.254784,-35.182373,3.761273,0.004646844,115.74,-80.13940842494368,1.0703268,2.3101428,2296607,0.7876295,0.03761273,1433.5135
10100,0.8583245,[ 0.991  1.829 -0.349],-47.70774,14.890182,0.7379353,1960.235345840454,101,-58.370235,5.0651813,0.8583245,0.0021733502,-35.519073,27.231005,100,0.01206312,2.1733502e-05,-37.803448,-49.653408,-43.027004,8.03432,0.0073793535,109.05,-75.74827032282948,1.1242944,6.7158346,2307512,1.206312,0.080343194,3668.0671
10200,0.86507434,[ 1.005  1.756 -0.295],-47.912716,10.049265,0.7166988,1971.2924311161041,102,-60.65313,4.1240406,0.86507434,0.0258537,-34.346195,30.410069,100,0.010841796,0.00025853698,-37.47364,-49.934475,-40.755325,6.5980654,0.0071669887,111.25,-76.5592757241428,1.1992146,9.950976,2318637,1.0841796,0.06598065,2868.3926
10300,0.8590158,[ 0.934  1.716 -0.22 ],-48.860992,1.6880084,0.9394757,1984.3886420726776,103,-61.34766,5.784184,0.8590158,0.13451995,-46.24955,58.352333,100,0.007936915,0.0013451994,-37.262028,-50.905914,-48.90638,4.143468,0.009394757,113.24,-79.13868704050779,1.2419329,59.24141,2329961,0.79369146,0.04143468,1685.8738
10400,0.86831796,[ 0.976  1.703 -0.177],-50.21248,9.516884,0.5316407,1996.410445690155,104,-61.097248,5.130169,0.86831796,0.00083384087,-25.883526,32.900658,100,0.00759233,8.338408e-06,-37.49433,-52.249054,-32.16625,4.2863965,0.0053164065,119.27,-82.98934347137809,1.2316562,10.507641,2341888,0.759233,0.042863965,1311.0928
10500,0.8552453,[ 0.641  1.697 -0.187],-50.231434,28.660591,0.48581272,2008.880784034729,105,-64.86414,5.4090233,0.8552453,0.00030152747,-24.35315,26.269354,100,0.008138946,3.0152746e-06,-37.154076,-52.393574,-35.928284,5.452077,0.0048581273,116.83,-82.26601781323552,1.1174561,3.4891117,2353571,0.8138946,0.054520767,1789.9943
10600,0.8667935,[ 0.427  1.726 -0.301],-47.518116,16.438107,0.65718114,2020.1905431747437,106,-57.02952,4.6786985,0.8667935,0.016032388,-31.115902,30.019453,100,0.010033961,0.00016032388,-37.244896,-49.419098,-38.82324,7.4945126,0.0065718116,107.92,-75.10678500637412,1.1904298,6.0834255,2364363,1.0033963,0.07494512,2191.851
10700,0.85851157,[ 0.364  1.789 -0.229],-49.00134,18.49453,0.5469007,2031.1834926605225,107,-66.35567,5.5214076,0.85851157,0.009518771,-27.224237,38.64968,100,0.006890393,9.5187715e-05,-36.757545,-51.213192,-36.73638,3.5242403,0.005469007,113.9,-79.36684030771255,1.2322268,5.4070044,2375753,0.6890393,0.0352424,1186.1597
10800,0.855294,[ 0.699  1.782 -0.187],-48.982548,29.574238,0.60376567,2041.4421257972717,108,-64.069405,5.708509,0.855294,0.0001445906,-28.111496,15.672599,100,0.014004973,1.4459059e-06,-37.473137,-51.118195,-39.725613,10.107707,0.006037656,114.0,-79.42842867314816,1.116901,3.3813212,2387153,1.4004973,0.101077065,4082.0852
10900,0.8634843,[ 0.735  1.84  -0.302],-47.839394,18.281687,0.52077574,2053.4605820178986,109,-62.194458,5.6574044,0.8634843,0.0025824215,-25.068111,25.11642,100,0.008992185,2.5824214e-05,-37.07065,-49.912544,-33.93229,5.754135,0.0052077565,110.23,-76.4747314760089,1.1355132,5.469955,2398176,0.8992185,0.05754135,2090.3962
11000,0.8581025,[ 0.678  1.751 -0.284],-47.72395,20.391823,0.52042854,2066.0156359672546,110,-60.794846,5.1404033,0.8581025,0.0043128924,-23.57817,34.370415,100,0.007191484,4.3128923e-05,-37.16138,-49.750443,-32.729275,4.796563,0.0052042855,109.4,-75.93734731301666,1.1397046,4.9039264,2409116,0.71914846,0.04796563,931.0447
11100,0.8601336,[ 0.64   1.851 -0.279],-47.2674,22.15277,0.6592099,2077.6805720329285,111,-60.159546,4.6122384,0.8601336,0.0039485544,-30.902725,25.653488,100,0.011222274,3.948554e-05,-37.05705,-49.272713,-40.341103,5.766903,0.0065920986,106.99,-74.36246383681893,1.1220034,4.514108,2419815,1.1222274,0.05766903,2799.3782
11200,0.8585776,[ 0.631  1.956 -0.297],-46.758,25.44547,0.60833055,2089.2292737960815,112,-58.148533,4.4833894,0.8585776,0.0017032998,-28.42662,27.064238,100,0.009986469,1.7032999e-05,-36.383114,-48.69628,-38.204006,4.694518,0.006083305,105.62,-73.13220802739262,1.106459,3.9299724,2430377,0.99864686,0.04694518,2236.1934
11300,0.8689586,[ 0.59   1.855 -0.312],-47.240753,26.022367,0.5737814,2100.0050423145294,113,-60.6584,4.8633437,0.8689586,0.0011053177,-27.264631,26.094961,100,0.009656177,1.1053177e-05,-37.250984,-49.2627,-37.57901,5.8697042,0.0057378137,107.42,-74.53293341070413,1.085241,3.8428478,2441119,0.96561766,0.05869704,2253.8298
11400,0.86632997,[ 0.528  1.757 -0.334],-48.262177,11.791081,0.7327295,2111.1126940250397,114,-59.79386,4.763603,0.86632997,0.001618204,-34.59244,16.483189,100,0.016493395,1.618204e-05,-36.595146,-50.25531,-41.436478,12.166483,0.0073272944,111.12,-77.17377207845449,0.9736164,8.480987,2452231,1.6493394,0.12166483,5821.367
11500,0.8629616,[ 0.554  1.737 -0.445],-46.616005,41.581753,0.56144416,2122.4173119068146,115,-56.921883,4.3868365,0.8629616,0.00022766611,-26.118706,18.09567,100,0.011944629,2.276661e-06,-36.84356,-48.513397,-38.35386,6.741767,0.005614442,105.01,-72.73835369855165,0.8417954,2.404901,2462732,1.1944629,0.06741767,3095.6938
11600,0.8616005,[ 0.538  1.784 -0.577],-46.540928,1.1536529,0.99410975,2134.4654421806335,116,-61.025726,4.9546504,0.8616005,0.29487604,-46.16519,86.76641,100,0.0038823735,0.0029487603,-37.117363,-48.575115,-48.35008,1.9689134,0.009941097,104.59,-72.63722837850452,0.81745774,86.68118,2473191,0.38823736,0.019689133,352.14996
11700,0.85841084,[ 0.522  1.779 -0.601],-46.217197,6.5616527,0.8109729,2143.734531402588,117,-59.529423,5.01889,0.85841084,0.016530808,-38.471848,27.889458,100,0.013040244,0.00016530808,-37.326782,-48.201515,-43.554813,7.0110703,0.008109728,104.39,-72.0832591176033,0.8565375,15.240063,2483630,1.3040243,0.0701107,4064.4695
11800,0.8636445,[ 0.435  1.737 -0.562],-46.761627,23.271172,0.44433776,2155.9249143600464,118,-56.876247,5.185565,0.8636445,0.0008676512,-20.75145,26.338861,100,0.0074307714,8.676512e-06,-37.104015,-48.6575,-29.89719,3.8527899,0.0044433777,105.55,-73.26085288316011,0.83301264,4.297162,2494185,0.74307716,0.0385279,1212.9874
11900,0.8652229,[ 0.269  1.68  -0.586],-46.87575,29.460447,0.41494277,2168.237944841385,119,-61.599762,5.350101,0.8652229,0.00050129555,-19.35968,15.307294,100,0.009760274,5.0129556e-06,-37.107048,-48.92908,-30.504612,8.34793,0.0041494276,105.58,-73.57206035748123,0.7483676,3.3943815,2504743,0.9760274,0.0834793,2513.01
12000,0.86695516,[ 0.328  1.741 -0.671],-46.376915,20.711079,0.6928294,2178.128538608551,120,-60.58435,5.4865055,0.86695516,0.00036463054,-32.302254,14.514087,100,0.016814293,3.6463052e-06,-36.787918,-48.396385,-41.492783,11.053898,0.0069282944,104.27,-72.45942908033729,0.6532901,4.828334,2515170,1.6814296,0.110538974,6470.4175
12100,0.86098194,[ 0.38   1.691 -0.766],-46.082344,5.284944,0.819084,2190.6298871040344,121,-65.28656,5.8719153,0.86098194,0.009501014,-36.886402,27.930056,100,0.013157387,9.501014e-05,-36.681442,-48.258556,-41.889313,8.362894,0.008190841,104.66,-72.19144067808986,0.60878146,18.921677,2525636,1.3157387,0.08362894,3535.7715
12200,0.86501586,[ 0.329  1.733 -0.81 ],-46.017853,27.020935,0.5060772,2201.2996895313263,122,-63.441048,5.6948543,0.86501586,0.0001717757,-22.956156,18.023542,100,0.010792977,1.717757e-06,-36.65615,-48.132557,-33.948727,7.3300414,0.0050607715,103.67,-71.7563038688898,0.49234742,3.7008343,2536003,1.0792978,0.073300414,2421.5405
12300,0.85703963,[ 0.306  1.699 -0.927],-45.848354,19.023417,0.5052013,2211.2886595726013,123,-62.503525,5.6312394,0.85703963,0.00194276,-22.60337,20.349869,100,0.0099948635,1.94276e-05,-36.54092,-47.9318,-31.690517,6.9307013,0.0050520124,102.25,-71.11799018472433,0.4380232,5.2566795,2546228,0.9994863,0.069307014,1944.0559
12400,0.8583963,[ 0.299  1.649 -0.981],-46.652233,29.963684,0.30400383,2221.8505051136017,124,-57.029827,4.512501,0.8583963,8.166277e-05,-13.876367,20.800184,100,0.005932087,8.1662773e-07,-36.814144,-48.553223,-24.282238,4.012197,0.0030400383,104.74,-72.66920832499862,0.30610025,3.3373733,2556702,0.5932087,0.04012197,727.6915
12500,0.85874176,[ 0.376  1.651 -1.113],-46.342438,12.511489,0.6093969,2231.852790594101,125,-67.05458,6.8883686,0.85874176,0.013675433,-28.854637,29.04096,100,0.009525736,0.00013675433,-37.027023,-48.577587,-36.760727,6.4073753,0.0060939696,103.77,-72.6734945064783,0.32667473,7.992654,2567079,0.9525736,0.06407375,2448.1282
12600,0.8626739,[ 0.373  1.611 -1.092],-45.173172,17.75716,0.5955091,2242.682521343231,126,-61.3758,5.966805,0.8626739,0.00018971288,-25.704407,30.033813,100,0.009089233,1.8971288e-06,-36.49986,-47.219032,-34.32551,5.6296453,0.005955091,100.64,-69.72232201978564,0.24114451,5.6315312,2577143,0.9089233,0.056296453,1389.6777
12700,0.85816944,[ 0.276  1.639 -1.178],-46.298603,18.234774,0.65543,2252.025109052658,127,-63.05583,5.7630644,0.85816944,0.00090815016,-29.486492,22.509106,100,0.01216109,9.081501e-06,-36.2227,-48.400463,-38.4619,8.653367,0.006554299,104.19,-72.31097700551152,0.21801186,5.4840274,2587562,1.2161092,0.086533666,3275.4993
12800,0.8636139,[ 0.28   1.679 -1.201],-46.666504,27.624418,0.56806475,2262.221024274826,128,-62.328323,5.1341715,0.8636139,0.00052270177,-26.714256,26.794056,100,0.009389701,5.2270175e-06,-37.024696,-48.744102,-37.633957,5.2106104,0.005680648,105.06,-72.90082196816802,0.16223726,3.6199858,2598068,0.9389701,0.0521061,2146.5735
12900,0.868013,[ 0.308  1.638 -1.257],-46.25622,12.956304,0.81894183,2274.369577884674,129,-61.087215,5.8242826,0.868013,0.0025120475,-36.311546,21.867525,100,0.015479932,2.5120475e-05,-37.13116,-48.292458,-43.64097,11.371036,0.008189418,103.64,-72.07617282405495,0.12313834,7.7182508,2608432,1.5479931,0.11371035,4300.2114
13000,0.8600079,[ 0.31   1.673 -1.296],-45.28945,1.9461647,0.94395643,2284.854223251343,130,-61.12594,5.334542,0.8600079,0.06895967,-42.681175,49.74045,100,0.009488692,0.0006895967,-36.84555,-47.326984,-45.523632,6.5225754,0.009439564,101.48,-69.87945641368627,0.06530785,51.38311,2618580,0.9488692,0.06522575,2093.5525
13100,0.85936385,[ 0.326  1.669 -1.354],-46.681885,18.107983,0.52186346,2295.2201688289642,131,-63.253395,5.954781,0.85936385,0.00064210815,-23.108181,16.424353,100,0.011772064,6.4210813e-06,-37.112072,-48.790333,-32.080353,10.632032,0.0052186353,104.79,-73.13001392424107,-0.04303118,5.522426,2629059,1.1772064,0.10632032,2683.3506
13200,0.857533,[ 0.256  1.677 -1.462],-44.886593,10.414961,0.6968033,2307.4892563819885,132,-63.839405,5.767907,0.857533,0.009219397,-31.209656,19.955746,100,0.013955367,9.2193965e-05,-36.389565,-47.014572,-38.07712,13.185557,0.0069680326,99.88,-68.9928584228456,-0.04241932,9.601572,2639047,1.3955368,0.13185558,4693.2886
13300,0.8572539,[ 0.247  1.705 -1.461],-45.116734,1.8290579,0.8962586,2318.028605699539,133,-59.51386,5.466986,0.8572539,0.142478,-40.24034,57.70827,100,0.00767259,0.00142478,-31.454285,-47.100525,-42.92328,3.6223235,0.008962586,99.78,-69.22822666436434,-0.06727577,54.672955,2649025,0.76725906,0.036223233,1290.2717
13400,0.8644408,[ 0.297  1.7   -1.486],-45.318077,1.4139179,0.89709646,2328.3586089611053,134,-63.33702,5.721168,0.8644408,0.17224076,-40.583313,73.90176,100,0.0053311083,0.0017224076,-36.26596,-47.42931,-43.093746,2.8971806,0.008970964,101.48,-70.00954972013831,-0.081790216,70.725464,2659173,0.53311086,0.028971804,630.3804
13500,0.8566385,[ 0.259  1.701 -1.501],-45.817394,16.560074,0.46104798,2339.7668442726135,135,-63.555603,5.95635,0.8566385,0.000584061,-20.309116,27.096106,100,0.007562547,5.84061e-06,-36.84868,-47.93591,-28.930237,4.9868913,0.0046104793,102.7,-71.2339697355032,-0.09090095,6.0386205,2669443,0.7562547,0.04986891,1046.6228
13600,0.86352146,[ 0.233  1.673 -1.51 ],-46.5724,12.967241,0.53917587,2350.8770768642426,136,-66.101746,6.7733054,0.86352146,0.010116453,-24.283772,31.749125,100,0.007905305,0.00010116453,-36.646347,-48.775787,-32.218197,6.3501177,0.005391759,104.7,-73.2472576162219,-0.06201053,7.7117405,2679913,0.7905306,0.06350117,1138.5802
13700,0.861732,[ 0.15   1.662 -1.481],-46.570858,9.463205,0.6452594,2362.3575427532196,137,-70.9793,6.063155,0.861732,0.0034807744,-29.578358,39.126587,100,0.00804845,3.480774e-05,-37.303497,-48.936832,-36.85665,5.3587418,0.006452594,104.39,-72.98645833805203,0.023745919,10.567244,2690352,0.804845,0.053587418,1277.1584
13800,0.85661167,[ 0.135  1.655 -1.395],-46.152607,1.1466297,0.9771268,2373.4468665122986,138,-60.714817,5.6885095,0.85661167,0.27068722,-45.081654,83.9545,100,0.004271748,0.002706872,-36.995346,-48.17643,-47.248783,2.5937567,0.009771267,104.55,-72.17516618683935,0.021562114,87.21211,2700807,0.4271748,0.025937567,433.21536
13900,0.85785204,[ 0.124  1.649 -1.397],-45.193893,15.244268,0.5133354,2382.801929950714,139,-65.77452,5.844762,0.85785204,0.012822033,-22.728424,40.378704,100,0.006237717,0.00012822033,-36.693398,-47.386375,-31.288738,3.5242407,0.0051333546,99.87,-69.50734073653817,0.09618145,6.5598426,2710794,0.62377167,0.035242405,799.4773
14000,0.8653992,[ 0.073  1.635 -1.323],-45.784103,13.830689,0.5670996,2393.8886218070984,140,-59.21772,5.7581205,0.8653992,0.016860537,-26.01989,25.300974,100,0.009744246,0.00016860537,-36.73328,-47.75802,-33.36084,6.400392,0.005670996,101.84,-70.88220534130932,0.1450175,7.2302976,2720978,0.97442454,0.06400392,2064.8684
14100,0.86351734,[-0.018  1.623 -1.274],-45.89084,11.0425415,0.70254195,2402.6271753311157,141,-63.3002,5.815158,0.86351734,0.014388351,-31.797253,31.087162,100,0.010460005,0.0001438835,-36.54557,-48.00084,-38.808872,5.0109115,0.0070254183,102.9,-71.33652129516005,0.1749363,9.055886,2731268,1.0460005,0.050109114,2270.1672
14200,0.8579868,[-0.094  1.603 -1.244],-45.907627,13.645439,0.65303093,2413.521605491638,142,-63.41855,5.580605,0.8579868,0.021271551,-29.042488,21.102114,100,0.012627096,0.0002127155,-36.49316,-48.02158,-36.851368,9.94691,0.00653031,101.97,-71.11474347278475,0.16738337,7.328456,2741465,1.2627096,0.099469095,2889.5945
14300,0.85655266,[-0.051  1.636 -1.252],-46.469166,1.4447039,0.9539411,2424.476625442505,143,-59.587353,6.0289826,0.85655266,0.21501055,-43.78483,64.16065,100,0.007129634,0.0021501055,-36.49546,-48.455414,-46.17221,5.0964527,0.0095394105,103.6,-72.52101693958043,0.17722316,69.21834,2751825,0.71296334,0.050964527,1002.0883
14400,0.8683147,[-0.034  1.622 -1.242],-46.987804,18.471321,0.64085746,2433.254887342453,144,-63.499928,6.108501,0.8683147,0.00019638159,-28.864113,22.334497,100,0.011950536,1.9638157e-06,-36.485153,-49.104465,-37.96117,6.730673,0.006408575,105.87,-74.02852476224304,0.08874848,5.413798,2762412,1.1950536,0.06730673,2946.76
14500,0.85724515,[ 0.023  1.596 -1.33 ],-46.1796,14.493553,0.6612184,2443.528598546982,145,-73.72667,6.6276636,0.85724515,0.0018226103,-28.820007,29.24292,100,0.010285362,1.8226103e-05,-36.177254,-48.637154,-38.176018,5.1738243,0.0066121845,103.61,-72.38348516717554,-0.0058187065,6.8996196,2772773,1.0285362,0.051738244,1841.3195
14600,0.86229944,[ 0.072  1.612 -1.425],-45.971024,10.304507,0.6004023,2453.8840980529785,146,-67.6126,6.121475,0.86229944,0.0062744888,-27.884937,20.96867,100,0.011656188,6.274488e-05,-36.651077,-48.224777,-35.11963,10.6838875,0.0060040234,102.6,-71.52238274469971,0.0025654996,9.704492,2783033,1.1656188,0.106838875,3198.2146
14700,0.8576697,[ 0.117  1.636 -1.416],-45.73181,10.530368,0.7841412,2462.173304080963,147,-64.77025,5.4110985,0.8576697,0.035577334,-34.4293,18.542223,100,0.016435374,0.00035577334,-36.82237,-47.89082,-41.435394,12.325283,0.007841412,102.08,-70.79008515283465,0.020599363,9.496345,2793241,1.6435372,0.12325283,4591.2
14800,0.8625729,[ 0.068  1.663 -1.398],-46.48291,6.2928104,0.8931029,2472.7347252368927,148,-66.919464,5.874878,0.8625729,0.016990986,-40.346764,36.59383,100,0.011756102,0.00016990985,-36.309177,-48.71356,-45.94245,6.852166,0.008931028,104.36,-72.69207195967437,0.0742227,15.89115,2803677,1.1756102,0.06852166,2708.1667
14900,0.8684059,[ 0.1    1.644 -1.345],-46.629894,11.664842,0.60704213,2484.2095561027527,149,-66.58262,6.2739697,0.8684059,0.004586442,-27.272242,17.618452,100,0.013126531,4.5864417e-05,-37.064453,-48.849316,-34.852413,12.358239,0.0060704215,104.95,-73.22932109043002,0.08692554,8.572769,2814172,1.3126531,0.123582385,3201.9795
15000,0.86304957,[ 0.067  1.676 -1.332],-45.58406,18.350903,0.64476454,2493.0486826896667,150,-61.133553,5.853226,0.86304957,0.0049420893,-29.045275,24.09287,100,0.011444535,4.942089e-05,-36.466526,-47.621845,-37.774727,8.632102,0.0064476454,102.47,-70.74398976877332,0.09003253,5.449323,2824419,1.1444535,0.08632102,2815.0618
15100,0.8635497,[ 0.058  1.641 -1.329],-45.880802,18.603088,0.62087035,2504.213639497757,151,-60.990997,6.107628,0.8635497,0.0020412179,-28.701206,17.681097,100,0.013396646,2.0412179e-05,-36.24132,-47.913834,-37.46994,9.82276,0.0062087034,101.89,-71.1710102315247,0.05266859,5.3754516,2834608,1.3396645,0.0982276,4178.1963
15200,0.86239874,[ 0.082  1.606 -1.366],-45.617676,13.495565,0.62442243,2514.1872248649597,152,-65.46372,6.348236,0.86239874,0.0016959078,-28.900494,20.6877,100,0.012226232,1.6959077e-05,-36.490284,-47.7998,-36.916813,7.5169907,0.0062442236,101.76,-70.81631664291024,0.007833508,7.4098415,2844784,1.2226232,0.075169906,3246.2346
