AvgNormIw,VarJ,BatchSize,Bound,VarRet,MaxVanillaIw,VanillaAvgRet,MaxNormIw,VarVanillaIw,ESSRenyi,VarDiscRet,AvgRet,eRenyi2,MinVanillaIw,ESSClassic,AvgDiscRet,MinNormIw,J,EpsThisIter,IterType,VarNormIw,AvgVanillaIw,AvgEpLen,Delta
0.005,31.2094,500,-388.222,1064.77022635,1.0,-356.934249123,0.005,,500.0,1064.77022635,-356.934249123,1.0,1.0,200.000000102,-356.934249123,0.005,-354.073,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,34.1067,500,-384.162,1538.17190144,1.0,-359.405364794,0.00333333,,500.0,1538.17190144,-359.405364794,1.0,1.0,299.999969474,-359.405364794,0.00333333,-355.851,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,34.4781,500,-380.061,1271.44139703,1.0,-352.920871196,0.0025,,500.0,1271.44139703,-352.920871196,1.0,1.0,400.0,-352.920871196,0.0025,-355.118,100,2,5.4346e-20,1.0,500.0,0.5
0.002,33.3231,500,-376.037,826.183495515,1.80972,-351.006111643,0.00359417,0.0653885,471.689863339,826.183495515,-351.006111643,1.06002,0.196332,469.770323719,-351.006111643,0.000389923,-353.068,100,1,2.57915e-07,1.00703,500.0,0.5
0.01,33.6063,500,-409.572,1140.79158675,1.0,-363.464551692,0.01,,500.0,1140.79158675,-363.464551692,1.0,1.0,100.0,-363.464551692,0.01,-363.465,100,2,3.50449e-18,1.0,500.0,0.5
0.005,33.2058,500,-389.74,1005.84316098,1.0,-350.808592267,0.005,,500.0,1005.84316098,-350.808592267,1.0,1.0,200.000000102,-350.808592267,0.005,-357.137,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,34.6302,500,-384.137,1406.49491732,1.0,-357.429501593,0.00333333,,500.0,1406.49491732,-357.429501593,1.0,1.0,299.999969474,-357.429501593,0.00333333,-357.234,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,35.6319,500,-381.002,1494.83121854,1.0,-356.131471567,0.0025,,500.0,1494.83121854,-356.131471567,1.0,1.0,400.0,-356.131471567,0.0025,-356.958,100,2,5.4346e-20,1.0,500.0,0.5
0.002,172.588,500,-356.57,1235.54092827,3.4891,-357.240029432,0.802456,0.0257985,499.996423747,1235.54092827,-357.240029432,1.00001,,1.46424986619,-357.240029432,,-333.501,100,1,0.00136462,0.00869604,500.0,0.5
0.01,38.295,500,-413.853,1481.31877154,1.0,-365.446546856,0.01,,500.0,1481.31877154,-365.446546856,1.0,1.0,100.0,-365.446546856,0.01,-365.447,100,2,3.50449e-18,1.0,500.0,0.5
0.005,34.7564,500,-398.097,954.067881654,1.0,-362.29020997,0.005,,500.0,954.067881654,-362.29020997,1.0,1.0,200.000000102,-362.29020997,0.005,-363.868,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,34.965,500,-393.086,1254.49804337,1.0,-367.678565854,0.00333333,,500.0,1254.49804337,-367.678565854,1.0,1.0,299.999969474,-367.678565854,0.00333333,-365.138,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,36.2981,500,-393.684,1598.86851865,1.0,-370.262057099,0.0025,,500.0,1598.86851865,-370.262057099,1.0,1.0,400.0,-370.262057099,0.0025,-366.419,100,2,5.4346e-20,1.0,500.0,0.5
0.002,36.5881,500,-389.021,1350.28002258,1.74654,-361.319480218,0.00348041,0.0598432,472.946521789,1350.28002258,-361.319480218,1.0572,0.230717,472.014188972,-361.319480218,0.000459759,-363.947,100,1,2.37638e-07,1.00364,500.0,0.5
0.01,34.7461,500,-413.742,1219.48898189,1.0,-367.137619618,0.01,,500.0,1219.48898189,-367.137619618,1.0,1.0,100.0,-367.137619618,0.01,-367.138,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.4083,500,-400.706,1599.18646835,1.0,-363.070160931,0.005,,500.0,1599.18646835,-363.070160931,1.0,1.0,200.000000102,-363.070160931,0.005,-365.104,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,36.304,500,-393.355,1162.79514162,1.0,-362.651223676,0.00333333,,500.0,1162.79514162,-362.651223676,1.0,1.0,299.999969474,-362.651223676,0.00333333,-364.286,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,35.3862,500,-389.335,1065.24873938,1.0,-363.78206794,0.0025,,500.0,1065.24873938,-363.78206794,1.0,1.0,400.0,-363.78206794,0.0025,-364.16,100,2,5.4346e-20,1.0,500.0,0.5
0.002,34.9846,500,-387.395,1373.72107192,1.73023,-365.164145882,0.00344051,0.0580471,471.873474173,1373.72107192,-365.164145882,1.05961,0.344105,472.918130277,-365.164145882,0.000684243,-362.91,100,1,2.2952e-07,1.0058,500.0,0.5
0.01,34.6586,500,-412.871,1213.35266941,1.0,-365.986419051,0.01,,500.0,1213.35266941,-365.986419051,1.0,1.0,100.0,-365.986419051,0.01,-365.986,100,2,3.50449e-18,1.0,500.0,0.5
0.005,35.9367,500,-400.853,1393.35526349,1.0,-368.107250918,0.005,,500.0,1393.35526349,-368.107250918,1.0,1.0,200.000000102,-368.107250918,0.005,-367.047,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,35.7488,500,-394.062,1261.58016335,1.0,-365.28352954,0.00333333,,500.0,1261.58016335,-365.28352954,1.0,1.0,299.999969474,-365.28352954,0.00333333,-366.459,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,36.2565,500,-388.356,1356.37173909,1.0,-356.041623683,0.0025,,500.0,1356.37173909,-356.041623683,1.0,1.0,400.0,-356.041623683,0.0025,-363.855,100,2,5.4346e-20,1.0,500.0,0.5
0.002,39.8584,500,-384.926,1322.7811271,5.09035,-365.848652685,0.00994479,0.18463,434.950296479,1322.7811271,-365.848652685,1.14956,0.329997,425.235259604,-365.848652685,0.0006447,-361.43,100,1,7.04688e-07,1.02372,500.0,0.5
0.01,32.8121,500,-406.928,1087.51239519,1.0,-360.548341918,0.01,,500.0,1087.51239519,-360.548341918,1.0,1.0,100.0,-360.548341918,0.01,-360.548,100,2,3.50449e-18,1.0,500.0,0.5
0.005,31.6446,500,-393.906,935.465552277,1.0,-360.736313403,0.005,,500.0,935.465552277,-360.736313403,1.0,1.0,200.000000102,-360.736313403,0.005,-360.642,100,2,2.1793e-19,1.0,500.0,0.5
0.00333333,33.7365,500,-390.772,1418.74340378,1.0,-363.915132631,0.00333333,,500.0,1418.74340378,-363.915132631,1.0,1.0,299.999969474,-363.915132631,0.00333333,-361.733,100,2,5.43914e-20,1.0,500.0,0.5
0.0025,34.5373,500,-388.34,1344.75648118,1.0,-367.568416807,0.0025,,500.0,1344.75648118,-367.568416807,1.0,1.0,400.0,-367.568416807,0.0025,-363.192,100,2,5.4346e-20,1.0,500.0,0.5
0.002,34.2954,500,-385.615,1142.304015,1.44747,-364.25243553,0.00289275,0.0259427,488.158532716,1142.304015,-364.25243553,1.02426,0.529812,487.400236023,-364.25243553,0.00105882,-362.85,100,1,1.03613e-07,1.00076,500.0,0.5
0.01,32.0383,500,-418.148,1036.81994303,1.0,-370.677566994,0.01,,500.0,1036.81994303,-370.677566994,1.0,1.0,100.0,-370.677566994,0.01,-370.678,100,2,3.50449e-18,1.0,500.0,0.5
0.005,33.9463,500,-401.608,1231.190231,1.0,-359.779951616,0.005,,500.0,1231.190231,-359.779951616,1.0,1.0,200.000000102,-359.779951616,0.005,-365.229,100,2,2.1793e-19,1.0,500.0,0.5
