AvgNormIw,VarJ,BatchSize,Bound,VarRet,MaxVanillaIw,VanillaAvgRet,MaxNormIw,VarVanillaIw,ESSRenyi,VarDiscRet,AvgRet,eRenyi2,MinVanillaIw,ESSClassic,AvgDiscRet,MinNormIw,J,EpsThisIter,IterType,VarNormIw,AvgVanillaIw,AvgEpLen,Delta
0.01,39.4003,200,-470.657,1568.06138759,1.0,-414.261858237,0.01,,200.0,1568.06138759,-414.261858237,1.0,1.0,100.0,-414.261858237,0.01,-414.262,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.9425,200,-453.25,1642.77802288,1.96035,-415.644097721,0.00988928,0.0927496,182.954073197,1642.77802288,-415.644097721,1.09317,0.279171,182.825217603,-415.644097721,0.00140832,-411.556,100,1,2.36033e-06,0.991151,500.0,0.5
0.01,43.5099,200,-474.55,1912.2312209,1.0,-413.700603066,0.01,,200.0,1912.2312209,-413.700603066,1.0,1.0,100.0,-413.700603066,0.01,-413.701,100,2,3.50449e-18,1.0,500.0,0.5
0.005,42.4738,200,-455.693,1597.15812095,1.62466,-413.795584691,0.00805393,0.0486424,191.164239838,1597.15812095,-413.795584691,1.04622,0.298148,190.916821567,-413.795584691,0.00147801,-411.683,100,1,1.19538e-06,1.00861,500.0,0.5
0.01,41.2825,200,-470.805,1721.45622346,1.0,-415.072421353,0.01,,200.0,1721.45622346,-415.072421353,1.0,1.0,100.0,-415.072421353,0.01,-415.072,100,2,3.50449e-18,1.0,500.0,0.5
0.005,43.7773,200,-452.042,1576.63044087,1.73676,-411.320076454,0.00852691,0.0400842,192.15129833,1576.63044087,-411.320076454,1.04085,0.5185,192.593665527,-411.320076454,0.00254566,-411.75,100,1,9.6622e-07,1.0184,500.0,0.5
0.01,34.1721,200,-465.36,1179.5292052,1.0,-413.7189482,0.01,,200.0,1179.5292052,-413.7189482,1.0,1.0,100.0,-413.7189482,0.01,-413.719,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.2386,200,-450.347,1793.85115241,1.73127,-407.780069513,0.00885141,0.0709422,187.458927894,1793.85115241,-407.780069513,1.0669,0.17133,186.253579589,-407.780069513,0.000875954,-408.241,100,1,1.85439e-06,0.97796,500.0,0.5
0.01,29.7287,200,-462.297,892.721717788,1.0,-413.391904989,0.01,,200.0,892.721717788,-413.391904989,1.0,1.0,100.0,-413.391904989,0.01,-413.392,100,2,3.50449e-18,1.0,500.0,0.5
0.005,33.8446,200,-445.147,1420.5645267,2.1662,-406.510197495,0.0106671,0.0721281,186.966787383,1420.5645267,-406.510197495,1.06971,0.0877584,186.983813744,-406.510197495,0.00043215,-407.19,100,1,1.74902e-06,1.01537,500.0,0.5
0.01,37.3563,200,-466.509,1409.5868734,1.0,-412.039782424,0.01,,200.0,1409.5868734,-412.039782424,1.0,1.0,100.0,-412.039782424,0.01,-412.04,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.1687,200,-449.049,1889.85742583,2.11388,-409.851291515,0.0106106,0.103775,185.072026807,1889.85742583,-409.851291515,1.08066,0.22059,181.149132895,-409.851291515,0.00110725,-407.808,100,1,2.61465e-06,0.996114,500.0,0.5
0.01,46.8531,200,-466.528,2217.38891919,1.0,-409.467345578,0.01,,200.0,2217.38891919,-409.467345578,1.0,1.0,100.0,-409.467345578,0.01,-409.467,100,2,3.50449e-18,1.0,500.0,0.5
0.005,45.0816,200,-447.205,1695.3365398,2.26256,-410.558877241,0.0110431,0.178341,171.771199653,1695.3365398,-410.558877241,1.16434,0.0842752,171.07342317,-410.558877241,0.00041133,-403.667,100,1,4.24845e-06,1.02442,500.0,0.5
0.01,39.3056,200,-453.21,1560.5358627,1.0,-401.136825649,0.01,,200.0,1560.5358627,-401.136825649,1.0,1.0,100.0,-401.136825649,0.01,-401.137,100,2,3.50449e-18,1.0,500.0,0.5
0.005,44.1355,200,-438.408,1542.05523003,3.88319,-406.009276593,0.0195447,0.214047,173.328266928,1542.05523003,-406.009276593,1.15388,0.168822,164.499332843,-406.009276593,0.000849705,-398.855,100,1,5.42237e-06,0.993414,500.0,0.5
0.01,38.2658,200,-459.076,1479.06545256,1.0,-407.35193547,0.01,,200.0,1479.06545256,-407.35193547,1.0,1.0,100.0,-407.35193547,0.01,-407.352,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.6683,200,-445.832,1699.71475704,1.80418,-406.449618852,0.00929208,0.0573221,187.88277529,1699.71475704,-406.449618852,1.06449,0.292412,188.587379822,-406.449618852,0.00150602,-404.377,100,1,1.52051e-06,0.970813,500.0,0.5
0.01,38.4761,200,-455.517,1495.36406336,1.0,-403.972519301,0.01,,200.0,1495.36406336,-403.972519301,1.0,1.0,100.0,-403.972519301,0.01,-403.973,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.9346,200,-437.322,1275.79258965,2.25423,-399.676643237,0.0111746,0.0621536,189.588743385,1275.79258965,-399.676643237,1.05491,0.46432,188.539097871,-399.676643237,0.00230171,-399.887,100,1,1.52733e-06,1.00864,500.0,0.5
0.01,36.3595,200,-451.972,1335.36472142,1.0,-397.197857278,0.01,,200.0,1335.36472142,-397.197857278,1.0,1.0,100.0,-397.197857278,0.01,-397.198,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.347,200,-440.448,1540.32327755,2.46678,-408.796622513,0.0121217,0.0658948,186.604760257,1540.32327755,-408.796622513,1.07178,0.382182,188.088619695,-408.796622513,0.00187803,-400.351,100,1,1.59118e-06,1.0175,500.0,0.5
0.01,36.2806,200,-447.96,1329.57985648,1.0,-397.325161408,0.01,,200.0,1329.57985648,-397.325161408,1.0,1.0,100.0,-397.325161408,0.01,-397.325,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.9414,200,-434.291,1903.94463797,1.98206,-399.525141988,0.0100325,0.138051,176.366944485,1903.94463797,-399.525141988,1.134,0.138928,175.320245042,-399.525141988,0.000703204,-393.896,100,1,3.53692e-06,0.98782,500.0,0.5
0.01,35.5095,200,-448.242,1273.66487608,1.0,-397.989620381,0.01,,200.0,1273.66487608,-397.989620381,1.0,1.0,100.0,-397.989620381,0.01,-397.99,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.2713,200,-435.332,1630.37583314,2.58226,-404.021471221,0.0129567,0.0834062,185.330992782,1630.37583314,-404.021471221,1.07915,0.3544,184.574514641,-404.021471221,0.00177823,-398.268,100,1,2.09984e-06,0.996498,500.0,0.5
0.01,38.9111,200,-443.931,1529.36465669,1.0,-394.173853326,0.01,,200.0,1529.36465669,-394.173853326,1.0,1.0,100.0,-394.173853326,0.01,-394.174,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.4574,200,-429.868,1317.07150439,1.80216,-397.666763265,0.00907337,0.0578128,187.564238555,1317.07150439,-397.666763265,1.0663,0.345173,188.977829715,-397.666763265,0.00173785,-393.536,100,1,1.46546e-06,0.993103,500.0,0.5
0.01,35.8043,200,-450.511,1294.89528298,1.0,-400.499073912,0.01,,200.0,1294.89528298,-400.499073912,1.0,1.0,100.0,-400.499073912,0.01,-400.499,100,2,3.50449e-18,1.0,500.0,0.5
0.005,35.7023,200,-433.188,1316.77164503,2.67171,-399.009657796,0.0130497,0.236197,167.369001549,1316.77164503,-399.009657796,1.19496,0.20296,163.362064292,-399.009657796,0.000991337,-393.224,100,1,5.63505e-06,1.02367,500.0,0.5
0.01,33.7112,200,-449.428,1147.92681273,1.0,-399.251486269,0.01,,200.0,1147.92681273,-399.251486269,1.0,1.0,100.0,-399.251486269,0.01,-399.251,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.4537,200,-433.775,1282.9353844,2.5495,-401.546950981,0.0129137,0.204884,167.698523578,1282.9353844,-401.546950981,1.19262,0.108266,165.397345407,-401.546950981,0.000548389,-394.667,100,1,5.25651e-06,0.987131,500.0,0.5
0.01,34.162,200,-444.762,1178.82986824,1.0,-395.899300705,0.01,,200.0,1178.82986824,-395.899300705,1.0,1.0,100.0,-395.899300705,0.01,-395.899,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.3939,200,-429.267,1294.06887844,3.24999,-393.750351883,0.0162841,0.0998242,183.046113454,1294.06887844,-393.750351883,1.09262,0.250062,181.860701131,-393.750351883,0.00125293,-391.681,100,1,2.5061e-06,0.997904,500.0,0.5
0.01,41.023,200,-448.898,1699.88831807,1.0,-397.779050031,0.01,,200.0,1699.88831807,-397.779050031,1.0,1.0,100.0,-397.779050031,0.01,-397.779,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.4224,200,-428.391,1285.24981387,2.72059,-391.761980016,0.0132396,0.243761,167.699881351,1285.24981387,-391.761980016,1.19261,0.179238,162.633844757,-391.761980016,0.000872248,-388.324,100,1,5.77279e-06,1.02745,500.0,0.5
0.01,40.5319,200,-454.08,1659.43035526,1.0,-400.837783211,0.01,,200.0,1659.43035526,-400.837783211,1.0,1.0,100.0,-400.837783211,0.01,-400.838,100,2,3.50449e-18,1.0,500.0,0.5
0.005,43.4681,200,-436.613,1973.08356801,1.86242,-400.34305593,0.00988956,0.119218,176.436237898,1973.08356801,-400.34305593,1.13355,0.302537,176.399497062,-400.34305593,0.00160649,-396.529,100,1,3.36157e-06,0.941609,500.0,0.5
0.01,38.0305,200,-441.285,1460.93092918,1.0,-390.919441639,0.01,,200.0,1460.93092918,-390.919441639,1.0,1.0,100.0,-390.919441639,0.01,-390.919,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.906,200,-426.586,1514.02108193,1.75895,-392.398146003,0.00884681,0.0544737,190.693998098,1514.02108193,-392.398146003,1.0488,0.392294,189.601267665,-392.398146003,0.00197308,-390.113,100,1,1.37802e-06,0.994113,500.0,0.5
0.01,40.5356,200,-443.227,1659.73125523,1.0,-392.677873582,0.01,,200.0,1659.73125523,-392.677873582,1.0,1.0,100.0,-392.677873582,0.01,-392.678,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.0831,200,-430.513,2016.21719624,2.49996,-393.57756738,0.0125523,0.0572923,191.751204159,2016.21719624,-393.57756738,1.04302,0.632999,189.127856556,-393.57756738,0.00317829,-391.547,100,1,1.44436e-06,0.995817,500.0,0.5
0.01,42.6924,200,-456.358,1841.0508446,1.0,-400.283729006,0.01,,200.0,1841.0508446,-400.283729006,1.0,1.0,100.0,-400.283729006,0.01,-400.284,100,2,3.50449e-18,1.0,500.0,0.5
0.005,46.5604,200,-434.944,1872.50106361,5.04826,-396.032818951,0.0246735,0.353536,168.625624875,1872.50106361,-396.032818951,1.18606,0.219511,149.687164776,-396.032818951,0.00107286,-391.762,100,1,8.44523e-06,1.02301,500.0,0.5
0.01,36.2791,200,-446.488,1329.46441474,1.0,-393.507797338,0.01,,200.0,1329.46441474,-393.507797338,1.0,1.0,100.0,-393.507797338,0.01,-393.508,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.2518,200,-428.917,1598.3981287,2.30043,-393.602610721,0.0118216,0.122344,179.154470555,1598.3981287,-393.602610721,1.11636,0.0718739,177.212595147,-393.602610721,0.00036935,-389.335,100,1,3.23085e-06,0.972977,500.0,0.5
0.01,42.5582,200,-437.78,1829.49697414,1.0,-383.458104279,0.01,,200.0,1829.49697414,-383.458104279,1.0,1.0,100.0,-383.458104279,0.01,-383.458,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.4535,200,-426.053,1691.97836931,2.02706,-387.548980811,0.0102033,0.0964829,183.220506978,1691.97836931,-387.548980811,1.09158,0.157421,182.266745261,-387.548980811,0.000792388,-381.569,100,1,2.44456e-06,0.993333,500.0,0.5
0.01,35.2562,200,-442.649,1255.55602042,1.0,-392.995767379,0.01,,200.0,1255.55602042,-392.995767379,1.0,1.0,100.0,-392.995767379,0.01,-392.996,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.3248,200,-426.341,1610.16682321,2.15775,-388.028938975,0.0111261,0.140069,178.537013523,1610.16682321,-388.028938975,1.12022,0.241706,174.182568103,-388.028938975,0.00124632,-385.945,100,1,3.72413e-06,0.969678,500.0,0.5
0.01,41.7671,200,-443.153,1762.11205236,1.0,-391.72572667,0.01,,200.0,1762.11205236,-391.72572667,1.0,1.0,100.0,-391.72572667,0.01,-391.726,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.9798,200,-429.434,1416.71428241,1.87227,-392.612631326,0.00930823,0.0671202,188.445751977,1416.71428241,-392.612631326,1.06131,0.220677,187.612059178,-392.612631326,0.00109712,-389.705,100,1,1.65901e-06,1.00571,500.0,0.5
0.01,41.4572,200,-437.384,1736.05993446,1.0,-387.05130804,0.01,,200.0,1736.05993446,-387.05130804,1.0,1.0,100.0,-387.05130804,0.01,-387.051,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.6815,200,-420.537,1337.08775344,2.17597,-387.401140253,0.0106486,0.143884,174.265175895,1337.08775344,-387.401140253,1.14768,0.04399,175.879219665,-387.401140253,0.000215275,-382.409,100,1,3.44583e-06,1.02172,500.0,0.5
0.01,41.766,200,-449.166,1762.01539023,1.0,-393.81639412,0.01,,200.0,1762.01539023,-393.81639412,1.0,1.0,100.0,-393.81639412,0.01,-393.816,100,2,3.50449e-18,1.0,500.0,0.5
0.005,45.5082,200,-429.755,2247.29779294,2.7364,-391.463384384,0.0136412,0.127116,181.038927994,2247.29779294,-391.463384384,1.10473,0.183387,177.66276694,-391.463384384,0.000914202,-388.618,100,1,3.15899e-06,1.00299,500.0,0.5
0.01,35.6824,200,-433.992,1286.09357519,1.0,-384.232768737,0.01,,200.0,1286.09357519,-384.232768737,1.0,1.0,100.0,-384.232768737,0.01,-384.233,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.0359,200,-417.999,1508.94994821,2.95225,-385.941527566,0.0145502,0.142286,177.995359046,1508.94994821,-385.941527566,1.12362,0.160786,175.815640505,-385.941527566,0.000792433,-380.702,100,1,3.45615e-06,1.01451,500.0,0.5
0.01,40.8648,200,-435.023,1686.79855447,1.0,-384.510778665,0.01,,200.0,1686.79855447,-384.510778665,1.0,1.0,100.0,-384.510778665,0.01,-384.511,100,2,3.50449e-18,1.0,500.0,0.5
0.005,45.3446,200,-425.399,2374.55389126,2.31754,-392.368578602,0.0112402,0.107222,179.601966829,2374.55389126,-392.368578602,1.11357,0.363651,181.754837029,-392.368578602,0.00176373,-384.089,100,1,2.5222e-06,1.03091,500.0,0.5
0.01,41.3115,200,-441.232,1723.87691814,1.0,-389.414662434,0.01,,200.0,1723.87691814,-389.414662434,1.0,1.0,100.0,-389.414662434,0.01,-389.415,100,2,3.50449e-18,1.0,500.0,0.5
0.005,42.6623,200,-420.342,1755.7584318,2.25782,-382.616139575,0.0113839,0.151217,176.007996579,1755.7584318,-382.616139575,1.13631,0.22822,173.460859039,-382.616139575,0.00115068,-381.284,100,1,3.84416e-06,0.991674,500.0,0.5
0.01,34.1285,200,-432.347,1176.52218658,1.0,-386.218391899,0.01,,200.0,1176.52218658,-386.218391899,1.0,1.0,100.0,-386.218391899,0.01,-386.218,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.4121,200,-429.567,1776.66997311,1.56789,-394.860740414,0.00793333,0.0411572,192.916667673,1776.66997311,-394.860740414,1.03672,0.3379,191.949977965,-394.860740414,0.00170973,-389.014,100,1,1.05372e-06,0.988168,500.0,0.5
0.01,43.328,200,-434.729,1896.27636762,1.0,-381.009763296,0.01,,200.0,1896.27636762,-381.009763296,1.0,1.0,100.0,-381.009763296,0.01,-381.01,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.8526,200,-425.286,1913.67178473,1.87995,-391.254111397,0.00939921,0.0567268,188.889049012,1913.67178473,-391.254111397,1.05882,0.408465,189.315645175,-391.254111397,0.0020422,-383.787,100,1,1.418e-06,1.00006,500.0,0.5
0.01,35.6184,200,-425.265,1281.48848928,1.0,-374.458684884,0.01,,200.0,1281.48848928,-374.458684884,1.0,1.0,100.0,-374.458684884,0.01,-374.459,100,2,3.50449e-18,1.0,500.0,0.5
0.005,35.29,200,-408.458,1161.66713706,1.4758,-371.0388045,0.00738746,0.0482271,191.029309875,1161.66713706,-371.0388045,1.04696,0.204649,190.822197698,-371.0388045,0.00102442,-371.244,100,1,1.20845e-06,0.998853,500.0,0.5
0.01,46.4701,200,-437.765,2181.27954324,1.0,-383.394946228,0.01,,200.0,2181.27954324,-383.394946228,1.0,1.0,100.0,-383.394946228,0.01,-383.395,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.8077,200,-419.628,1665.17413645,1.67801,-381.36029326,0.00848974,0.0743953,185.433331126,1665.17413645,-381.36029326,1.07855,0.314229,185.909377992,-381.36029326,0.00158982,-379.701,100,1,1.90435e-06,0.988255,500.0,0.5
0.01,37.742,200,-430.835,1438.84367535,1.0,-382.27117839,0.01,,200.0,1438.84367535,-382.27117839,1.0,1.0,100.0,-382.27117839,0.01,-382.271,100,2,3.50449e-18,1.0,500.0,0.5
0.005,45.8531,200,-414.242,1572.58169577,8.3174,-377.193729728,0.040195,0.409523,175.851185505,1572.58169577,-377.193729728,1.13733,0.434741,144.858949125,-377.193729728,0.00210094,-376.012,100,1,9.56416e-06,1.03463,500.0,0.5
0.01,35.6052,200,-425.644,1280.53876161,1.0,-379.689709479,0.01,,200.0,1280.53876161,-379.689709479,1.0,1.0,100.0,-379.689709479,0.01,-379.69,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.1776,200,-418.371,1546.65485384,1.92882,-388.358823496,0.00952324,0.0768975,185.060635616,1546.65485384,-388.358823496,1.08073,0.21034,186.114510102,-388.358823496,0.00103852,-381.281,100,1,1.87455e-06,1.01269,500.0,0.5
0.01,39.0536,200,-425.565,1540.58630878,1.0,-377.266900244,0.01,,200.0,1540.58630878,-377.266900244,1.0,1.0,100.0,-377.266900244,0.01,-377.267,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.0806,200,-412.074,1343.10375942,2.06203,-380.65144115,0.0104451,0.0676027,186.234539718,1343.10375942,-380.65144115,1.07391,0.393725,187.084192915,-380.65144115,0.0019944,-376.683,100,1,1.73461e-06,0.987077,500.0,0.5
0.01,36.9435,200,-422.146,1378.60902853,1.0,-374.036747798,0.01,,200.0,1378.60902853,-374.036747798,1.0,1.0,100.0,-374.036747798,0.01,-374.037,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.2393,200,-407.812,1117.9482138,2.97696,-376.132654837,0.0152243,0.12145,181.742152186,1117.9482138,-376.132654837,1.10046,0.246519,177.554130278,-376.132654837,0.00126071,-372.126,100,1,3.1763e-06,0.977704,500.0,0.5
0.01,43.489,200,-439.028,1910.39682854,1.0,-382.285748912,0.01,,200.0,1910.39682854,-382.285748912,1.0,1.0,100.0,-382.285748912,0.01,-382.286,100,2,3.50449e-18,1.0,500.0,0.5
0.005,42.6768,200,-420.08,2099.62192664,1.5015,-379.298425167,0.007732,0.0539182,190.550705688,2099.62192664,-379.298425167,1.04959,0.245783,189.231777718,-379.298425167,0.00126566,-378.975,100,1,1.42978e-06,0.970965,500.0,0.5
0.01,38.37,200,-428.403,1487.13029444,1.0,-380.118206087,0.01,,200.0,1487.13029444,-380.118206087,1.0,1.0,100.0,-380.118206087,0.01,-380.118,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.5199,200,-417.164,1571.23004482,1.62602,-379.958364896,0.00817886,0.0720255,186.598367894,1571.23004482,-379.958364896,1.07182,0.334924,186.47532468,-379.958364896,0.00168467,-377.544,100,1,1.8223e-06,0.994038,500.0,0.5
0.01,41.1068,200,-435.105,1706.83684473,1.0,-379.634577279,0.01,,200.0,1706.83684473,-379.634577279,1.0,1.0,100.0,-379.634577279,0.01,-379.635,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.9282,200,-417.169,1210.29400532,1.58868,-378.69784852,0.00782156,0.0685516,187.512668706,1210.29400532,-378.69784852,1.06659,0.352617,187.593992605,-378.69784852,0.00173604,-376.661,100,1,1.66162e-06,1.01558,500.0,0.5
0.01,42.1456,200,-431.404,1794.19499853,1.0,-377.310341451,0.01,,200.0,1794.19499853,-377.310341451,1.0,1.0,100.0,-377.310341451,0.01,-377.31,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.7672,200,-414.006,1133.78167399,2.11272,-377.987286685,0.0102967,0.111704,181.2569718,1133.78167399,-377.987286685,1.10341,0.305236,180.897253261,-377.987286685,0.00148762,-373.827,100,1,2.65327e-06,1.02592,500.0,0.5
0.01,40.4289,200,-429.865,1651.00946876,1.0,-377.996586813,0.01,,200.0,1651.00946876,-377.996586813,1.0,1.0,100.0,-377.996586813,0.01,-377.997,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.0692,200,-415.967,1449.55791885,2.4844,-382.843449737,0.0127298,0.0763829,187.801131941,1449.55791885,-382.843449737,1.06496,0.264783,185.217109412,-382.843449737,0.00135672,-378.117,100,1,2.00538e-06,0.97582,500.0,0.5
0.01,36.0369,200,-424.616,1311.77813917,1.0,-370.598661723,0.01,,200.0,1311.77813917,-370.598661723,1.0,1.0,100.0,-370.598661723,0.01,-370.599,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.7979,200,-410.299,1354.5390828,2.12206,-374.45330114,0.0106096,0.0287658,194.983014603,1354.5390828,-374.45330114,1.02573,0.652393,194.435587822,-374.45330114,0.00326175,-371.614,100,1,7.19051e-07,1.00007,500.0,0.5
0.01,36.2965,200,-416.209,1330.74705721,1.0,-370.965326063,0.01,,200.0,1330.74705721,-370.965326063,1.0,1.0,100.0,-370.965326063,0.01,-370.965,100,2,3.50449e-18,1.0,500.0,0.5
0.005,38.4626,200,-408.292,1588.17717517,2.03591,-379.612344656,0.0102671,0.0430676,191.041730529,1588.17717517,-379.612344656,1.04689,0.661278,191.64569344,-379.612344656,0.00333483,-373.693,100,1,1.09529e-06,0.991473,500.0,0.5
0.01,37.9947,200,-416.978,1458.18010973,1.0,-366.793281201,0.01,,200.0,1458.18010973,-366.793281201,1.0,1.0,100.0,-366.793281201,0.01,-366.793,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.8925,200,-406.686,1812.95070511,2.12028,-373.322543139,0.0107101,0.0981783,182.887760228,1812.95070511,-373.322543139,1.09357,0.308004,181.867713446,-373.322543139,0.00155581,-366.573,100,1,2.50505e-06,0.989851,500.0,0.5
0.01,43.7851,200,-433.906,1936.50427009,1.0,-376.590038599,0.01,,200.0,1936.50427009,-376.590038599,1.0,1.0,100.0,-376.590038599,0.01,-376.59,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.2743,200,-417.891,1489.44788639,1.79077,-380.168940813,0.00880048,0.0463124,189.725314032,1489.44788639,-380.168940813,1.05416,0.479044,191.476336882,-380.168940813,0.0023542,-376.28,100,1,1.11849e-06,1.01743,500.0,0.5
0.01,37.8521,200,-421.381,1447.25089392,1.0,-371.812483581,0.01,,200.0,1447.25089392,-371.812483581,1.0,1.0,100.0,-371.812483581,0.01,-371.812,100,2,3.50449e-18,1.0,500.0,0.5
0.005,39.24,200,-408.937,1771.52205923,2.02453,-378.25929928,0.0103068,0.109287,179.452949908,1771.52205923,-378.25929928,1.1145,0.157248,179.73785493,-378.25929928,0.000800542,-371.116,100,1,2.83246e-06,0.982138,500.0,0.5
0.01,38.2047,200,-424.113,1474.33899032,1.0,-370.649889168,0.01,,200.0,1474.33899032,-370.649889168,1.0,1.0,100.0,-370.649889168,0.01,-370.65,100,2,3.50449e-18,1.0,500.0,0.5
0.005,37.8464,200,-405.817,1438.2199604,5.11258,-367.451560461,0.0243963,0.166699,186.970225344,1438.2199604,-367.451560461,1.06969,0.483669,173.751005081,-367.451560461,0.00230798,-366.717,100,1,3.79579e-06,1.04782,500.0,0.5
0.01,36.851,200,-421.076,1371.71325028,1.0,-370.443305477,0.01,,200.0,1371.71325028,-370.443305477,1.0,1.0,100.0,-370.443305477,0.01,-370.443,100,2,3.50449e-18,1.0,500.0,0.5
0.005,36.7939,200,-405.092,1441.20197033,2.7281,-370.942645892,0.0135177,0.0719875,184.93662775,1441.20197033,-370.942645892,1.08145,0.408942,186.855943586,-370.942645892,0.0020263,-367.86,100,1,1.76743e-06,1.00909,500.0,0.5
0.01,35.1749,200,-419.774,1249.76954466,1.0,-366.321476464,0.01,,200.0,1249.76954466,-366.321476464,1.0,1.0,100.0,-366.321476464,0.01,-366.322,100,2,3.50449e-18,1.0,500.0,0.5
0.005,61.5465,200,-394.699,1912.00310657,29.7677,-375.130027081,0.855183,4.49275,146.901226943,1912.00310657,-375.130027081,1.36146,,1.34608942347,-375.130027081,,-350.598,100,1,0.003708,0.174043,500.0,0.5
0.01,40.2669,200,-431.351,1637.80425289,1.0,-378.316352487,0.01,,200.0,1637.80425289,-378.316352487,1.0,1.0,100.0,-378.316352487,0.01,-378.316,100,2,3.50449e-18,1.0,500.0,0.5
0.005,47.0839,200,-413.034,1354.87128225,5.65571,-375.709220869,0.0273578,0.294703,173.746287084,1354.87128225,-375.709220869,1.1511,0.208462,156.931149587,-375.709220869,0.00100837,-372.119,100,1,6.89558e-06,1.03366,500.0,0.5
0.01,38.564,200,-424.472,1502.20551277,1.0,-375.539909578,0.01,,200.0,1502.20551277,-375.539909578,1.0,1.0,100.0,-375.539909578,0.01,-375.54,100,2,3.50449e-18,1.0,500.0,0.5
0.005,227.927,200,-400.837,1481.51675053,175.62,-382.599542097,0.46095,152.979,96.9647090455,1481.51675053,-382.599542097,2.06261,0.0561074,4.65720982441,-382.599542097,0.000147265,-347.266,100,1,0.00105387,1.90498,500.0,0.5
0.01,42.3014,200,-434.562,1807.48699914,1.0,-378.489324914,0.01,,200.0,1807.48699914,-378.489324914,1.0,1.0,100.0,-378.489324914,0.01,-378.489,100,2,3.50449e-18,1.0,500.0,0.5
0.005,40.2834,200,-415.467,1415.76256054,3.42829,-375.066202309,0.0169182,0.0812929,188.326109226,1415.76256054,-375.066202309,1.06199,0.551076,185.392281591,-375.066202309,0.0027195,-374.607,100,1,1.97974e-06,1.01319,500.0,0.5
0.01,31.8002,200,-413.564,1021.46450778,1.0,-368.879496196,0.01,,200.0,1021.46450778,-368.879496196,1.0,1.0,100.0,-368.879496196,0.01,-368.879,100,2,3.50449e-18,1.0,500.0,0.5
0.005,90.6186,200,-408.5,1707.78523176,14.0426,-381.909984763,0.0713578,1.06028,142.377653285,1707.78523176,-381.909984763,1.40471,0.145776,95.708932213,-381.909984763,0.000740766,-364.869,100,1,2.73786e-05,0.983954,500.0,0.5
0.01,32.5843,200,-423.806,1072.46406584,1.0,-377.787234192,0.01,,200.0,1072.46406584,-377.787234192,1.0,1.0,100.0,-377.787234192,0.01,-377.787,100,2,3.50449e-18,1.0,500.0,0.5
0.005,35.8428,200,-408.679,1513.49027021,7.28737,-374.450011835,0.0360495,0.348294,179.73675017,1513.49027021,-374.450011835,1.11274,0.384525,149.340264088,-374.450011835,0.00190218,-373.151,100,1,8.5232e-06,1.01075,500.0,0.5
0.01,36.7112,200,-419.907,1361.32380113,1.0,-371.572601217,0.01,,200.0,1361.32380113,-371.572601217,1.0,1.0,100.0,-371.572601217,0.01,-371.573,100,2,3.50449e-18,1.0,500.0,0.5
0.005,41.2357,200,-412.087,1395.90996342,4.18094,-384.052761768,0.0203094,0.152002,182.436615863,1395.90996342,-384.052761768,1.09627,0.352082,175.016275027,-384.052761768,0.00171028,-374.6,100,1,3.5867e-06,1.02931,500.0,0.5
0.01,39.9271,200,-419.419,1610.27964393,1.0,-369.45857807,0.01,,200.0,1610.27964393,-369.45857807,1.0,1.0,100.0,-369.45857807,0.01,-369.459,100,2,3.50449e-18,1.0,500.0,0.5
0.005,35.655,200,-403.703,962.908015714,2.83206,-370.650642502,0.0133839,0.105899,182.594307706,962.908015714,-370.650642502,1.09532,0.196448,182.793580249,-370.650642502,0.000928382,-366.73,100,1,2.36509e-06,1.05801,500.0,0.5
