AvgNormIw,Bound,AvgEpLen,MinVanillaIw,eRenyi2,IterType,Delta,AvgVanillaIw,VarNormIw,AvgDiscRet,MaxVanillaIw,MinNormIw,ESSRenyi,VanillaAvgRet,VarRet,BatchSize,AvgRet,EpsThisIter,VarVanillaIw,ESSClassic,VarJ,J,MaxNormIw,VarDiscRet
0.01,-451.953,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-416.048059722,1.0,0.01,200.0,-416.048059722,1488.85860433,200,-416.048059722,100,,100.0,38.3923,-416.048,0.01,1488.85860433
0.005,-438.325,500.0,0.155791,1.15639,1,0.7,1.01595,4.64021e-06,-412.976700281,2.37285,0.000766724,172.951860685,-412.976700281,1632.03733974,200,-412.976700281,100,0.191578,168.821867554,39.6945,-410.912,0.0116779,1632.03733974
0.01,-451.395,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-412.596596405,1.0,0.01,200.0,-412.596596405,1901.0793474,200,-412.596596405,100,,100.0,43.3828,-412.597,0.01,1901.0793474
0.005,-440.059,500.0,0.28577,1.10999,1,0.7,0.97068,3.23583e-06,-415.366983604,2.67231,0.00147201,180.181861375,-415.366983604,1426.32784422,200,-415.366983604,100,0.121954,177.181472464,39.2685,-411.155,0.0137652,1426.32784422
0.01,-446.195,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-410.261838355,1.0,0.01,200.0,-410.261838355,1593.40888725,200,-410.261838355,100,,100.0,39.7174,-410.262,0.01,1593.40888725
0.005,-435.177,500.0,0.302172,1.14816,1,0.7,1.04926,3.3383e-06,-412.351713576,2.78125,0.00143993,174.19198831,-412.351713576,1825.69573866,200,-412.351713576,100,0.147012,176.543580297,39.8654,-407.611,0.0132533,1825.69573866
0.01,-450.96,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-413.445489652,1.0,0.01,200.0,-413.445489652,1970.92687688,200,-413.445489652,100,,100.0,44.1726,-413.445,0.01,1970.92687688
0.005,-438.077,500.0,0.250071,1.12766,1,0.7,0.980961,3.63412e-06,-413.111112889,2.33856,0.00127462,177.357817989,-413.111112889,1319.71566666,200,-413.111112889,100,0.139882,174.72779222,39.5064,-409.908,0.0119197,1319.71566666
0.01,-459.01,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-418.14583684,1.0,0.01,200.0,-418.14583684,2162.14042913,200,-418.14583684,100,,100.0,46.2657,-418.146,0.01,2162.14042913
0.005,-443.542,500.0,0.158532,1.14939,1,0.7,0.99923,4.52812e-06,-414.383242618,2.79259,0.000793273,174.004893481,-414.383242618,1914.3043667,200,-414.383242618,100,0.180846,169.46007193,43.184,-412.564,0.0139737,1914.3043667
0.01,-452.305,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-413.68908214,1.0,0.01,200.0,-413.68908214,1704.77882724,200,-413.68908214,100,,100.0,41.082,-413.689,0.01,1704.77882724
0.005,-441.488,500.0,0.158354,1.18405,1,0.7,0.999093,4.87542e-06,-416.018045138,3.78927,0.000792489,168.911450845,-416.018045138,2367.33507145,200,-416.018045138,100,0.194663,167.498381895,48.5365,-409.683,0.0189636,2367.33507145
0.01,-439.927,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.996261728,1.0,0.01,200.0,-406.996261728,1283.45505958,200,-406.996261728,100,,100.0,35.6458,-406.996,0.01,1283.45505958
0.005,-430.117,500.0,0.343824,1.08212,1,0.7,1.01248,2.83655e-06,-406.844606532,3.48305,0.00169794,184.821642306,-406.844606532,1649.11879631,200,-406.844606532,100,0.116311,179.711555928,39.3491,-405.137,0.0172007,1649.11879631
0.01,-437.943,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.782376305,1.0,0.01,200.0,-404.782376305,1392.05690721,200,-404.782376305,100,,100.0,37.1233,-404.782,0.01,1392.05690721
0.005,-431.426,500.0,0.154746,1.21994,1,0.7,1.03267,5.75226e-06,-414.920694039,2.9604,0.000749248,163.943072803,-414.920694039,1889.41879741,200,-414.920694039,100,0.245372,162.741882717,42.5156,-405.103,0.0143337,1889.41879741
0.01,-444.298,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-410.250216125,1.0,0.01,200.0,-410.250216125,1314.71790162,200,-410.250216125,100,,100.0,36.0773,-410.25,0.01,1314.71790162
0.005,-439.352,500.0,0.0955434,1.1473,1,0.7,1.02005,4.29959e-06,-420.094941206,4.24031,0.000468325,174.321886513,-420.094941206,2425.24883163,200,-420.094941206,100,0.17895,170.776172244,46.0306,-411.572,0.0207848,2425.24883163
0.01,-444.109,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-407.845270153,1.0,0.01,200.0,-407.845270153,1934.02118272,200,-407.845270153,100,,100.0,43.7571,-407.845,0.01,1934.02118272
0.005,-437.203,500.0,0.16734,1.11874,1,0.7,0.966111,3.18018e-06,-414.905071032,1.90711,0.000866048,178.772915607,-414.905071032,2066.81898141,200,-414.905071032,100,0.118731,177.529876735,46.0406,-408.148,0.00987002,2066.81898141
0.01,-449.971,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-416.111742815,1.0,0.01,200.0,-416.111742815,1729.18554289,200,-416.111742815,100,,100.0,41.375,-416.112,0.01,1729.18554289
0.005,-434.445,500.0,0.00475245,1.55752,1,0.7,0.999144,1.58332e-05,-411.301363801,4.79033,2.37826e-05,128.409007848,-411.301363801,1754.35897239,200,-411.301363801,100,0.632245,122.687181528,48.9195,-403.207,0.0239722,1754.35897239
0.01,-436.859,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-403.443596728,1.0,0.01,200.0,-403.443596728,1233.7918369,200,-403.443596728,100,,100.0,34.9493,-403.444,0.01,1233.7918369
0.005,-426.997,500.0,0.447952,1.04289,1,0.7,0.98221,9.58245e-07,-401.610320155,1.55363,0.00228033,191.77544604,-401.610320155,1433.75269349,200,-401.610320155,100,0.0369782,192.652585109,37.0938,-401.459,0.00790886,1433.75269349
0.01,-446.908,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-411.099106516,1.0,0.01,200.0,-411.099106516,1830.1580899,200,-411.099106516,100,,100.0,42.5659,-411.099,0.01,1830.1580899
0.005,-433.414,500.0,0.105149,1.14823,1,0.7,0.975649,3.83819e-06,-408.243073851,2.54018,0.000538864,174.180703535,-408.243073851,1600.95422962,200,-408.243073851,100,0.146142,173.49667043,39.7205,-406.282,0.0130179,1600.95422962
0.01,-447.166,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-410.980170492,1.0,0.01,200.0,-410.980170492,2131.51592381,200,-410.980170492,100,,100.0,45.9369,-410.98,0.01,2131.51592381
0.005,-433.653,500.0,0.392452,1.13103,1,0.7,1.01648,2.83353e-06,-408.494790155,2.45796,0.00193044,176.830608534,-408.494790155,1570.10959607,200,-408.494790155,100,0.117108,179.730931046,42.9705,-406.441,0.0120905,1570.10959607
0.01,-448.401,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-412.036540472,1.0,0.01,200.0,-412.036540472,1668.07144284,200,-412.036540472,100,,100.0,40.6373,-412.037,0.01,1668.07144284
0.005,-437.222,500.0,0.339681,1.10076,1,0.7,1.01337,3.1774e-06,-413.216512923,3.2965,0.001676,181.693182787,-413.216512923,1804.71715739,200,-413.216512923,100,0.130517,177.547241542,40.2112,-410.244,0.016265,1804.71715739
0.01,-438.86,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-407.271524476,1.0,0.01,200.0,-407.271524476,1338.93421277,200,-407.271524476,100,,100.0,36.408,-407.271,0.01,1338.93421277
0.005,-432.078,500.0,0.229918,1.15208,1,0.7,1.06613,3.84858e-06,-405.785408502,3.21152,0.00107829,173.598382101,-405.785408502,1927.0085355,200,-405.785408502,100,0.174976,173.434412739,43.942,-402.536,0.0150617,1927.0085355
0.01,-451.756,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-414.813675102,1.0,0.01,200.0,-414.813675102,1847.66910971,200,-414.813675102,100,,100.0,42.7691,-414.814,0.01,1847.66910971
0.005,-438.392,500.0,0.0767974,1.26213,1,0.7,0.994547,6.16772e-06,-414.70113658,2.71934,0.000386093,158.462877925,-414.70113658,1655.20239227,200,-414.70113658,100,0.244025,160.581227192,44.7832,-409.045,0.0136713,1655.20239227
0.01,-442.705,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-409.33234223,1.0,0.01,200.0,-409.33234223,1614.50731538,200,-409.33234223,100,,100.0,39.9795,-409.332,0.01,1614.50731538
0.005,-435.747,500.0,0.279765,1.10099,1,0.7,1.04408,2.95864e-06,-409.4427599,2.70778,0.00133977,181.654958552,-409.4427599,1970.18073011,200,-409.4427599,100,0.129008,178.930297195,41.8738,-406.503,0.0129674,1970.18073011
0.01,-442.368,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-407.326080273,1.0,0.01,200.0,-407.326080273,1653.66347116,200,-407.326080273,100,,100.0,40.4614,-407.326,0.01,1653.66347116
0.005,-431.743,500.0,0.0180094,1.70629,1,0.7,1.11059,4.26418e-05,-409.948480701,16.136,8.10806e-05,117.213295199,-409.948480701,1601.95137479,200,-409.948480701,100,2.10379,74.1525554756,71.9801,-397.957,0.072646,1601.95137479
0.01,-444.729,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-412.430732429,1.0,0.01,200.0,-412.430732429,1275.94410066,200,-412.430732429,100,,100.0,35.5413,-412.431,0.01,1275.94410066
0.005,-438.774,500.0,0.181102,1.10605,1,0.7,0.988991,2.50361e-06,-416.934110062,1.6448,0.000915587,180.822889294,-416.934110062,2310.60225204,200,-416.934110062,100,0.0979518,181.8770718,43.5951,-412.089,0.00831557,2310.60225204
0.01,-450.477,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-414.738103884,1.0,0.01,200.0,-414.738103884,1517.69720648,200,-414.738103884,100,,100.0,38.7624,-414.738,0.01,1517.69720648
0.005,-432.85,500.0,0.0098072,1.38332,1,0.7,1.05026,1.40388e-05,-405.204776557,6.94071,4.66893e-05,144.579560004,-405.204776557,2060.1160135,200,-405.204776557,100,0.619421,128.308363861,48.0434,-401.832,0.0330428,2060.1160135
0.01,-444.618,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-408.321330862,1.0,0.01,200.0,-408.321330862,1882.99779762,200,-408.321330862,100,,100.0,43.176,-408.321,0.01,1882.99779762
0.005,-431.968,500.0,0.237721,1.21882,1,0.7,1.031,5.40574e-06,-406.947683711,4.12177,0.00115287,164.093688201,-406.947683711,1848.77395599,200,-406.947683711,100,0.229842,164.588947956,49.4301,-402.439,0.0199893,1848.77395599
0.01,-450.01,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-411.840821123,1.0,0.01,200.0,-411.840821123,1967.4199567,200,-411.840821123,100,,100.0,44.1333,-411.841,0.01,1967.4199567
0.005,-436.596,500.0,0.0156755,1.16931,1,0.7,1.0248,4.13971e-06,-411.08376559,2.4424,7.64805e-05,171.04139389,-411.08376559,1758.12301618,200,-411.08376559,100,0.173904,171.709114948,41.1924,-407.184,0.0119165,1758.12301618
0.01,-441.311,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.418026665,1.0,0.01,200.0,-406.418026665,1401.30879308,200,-406.418026665,100,,100.0,37.2464,-406.418,0.01,1401.30879308
0.005,-414.01,500.0,0.00407553,2.91849,1,0.7,2.24515,0.00161074,-411.858222714,255.59,9.0763e-06,68.5284948163,-411.858222714,1558.80685111,200,-411.858222714,100,324.77,3.07184163055,236.013,-371.86,0.569205,1558.80685111
0.01,-432.231,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-396.374992973,1.0,0.01,200.0,-396.374992973,1503.97839409,200,-396.374992973,100,,100.0,38.5868,-396.375,0.01,1503.97839409
0.005,-426.927,500.0,0.274259,1.13259,1,0.7,0.97971,4.02337e-06,-409.411351651,3.94938,0.00139969,176.585637458,-409.411351651,1421.6488026,200,-409.411351651,100,0.15447,172.394452437,41.0332,-399.945,0.0201559,1421.6488026
0.01,-450.428,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-414.423417558,1.0,0.01,200.0,-414.423417558,1504.815079,200,-414.423417558,100,,100.0,38.5975,-414.423,0.01,1504.815079
0.005,-435.318,500.0,0.0211957,1.29404,1,0.7,0.947394,7.48557e-06,-407.072755204,2.6437,0.000111863,154.554803237,-407.072755204,1731.45781932,200,-407.072755204,100,0.268748,154.092021981,41.9981,-404.421,0.0139525,1731.45781932
0.01,-442.953,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-408.287014518,1.0,0.01,200.0,-408.287014518,1615.3014895,200,-408.287014518,100,,100.0,39.9894,-408.287,0.01,1615.3014895
0.005,-416.284,500.0,6.60377e-05,1.0,1,0.7,1.77204,0.000407583,-407.767017788,81.0217,1.86332e-07,199.999260905,-407.767017788,1901.96475155,200,-407.767017788,100,51.1946,11.6131918758,83.001,-391.671,0.228611,1901.96475155
0.01,-438.496,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.294470009,1.0,0.01,200.0,-404.294470009,1830.02828316,200,-404.294470009,100,,100.0,42.5644,-404.294,0.01,1830.02828316
0.005,-427.343,500.0,0.127275,1.28507,1,0.7,1.07495,1.87505e-05,-406.658858726,11.9986,0.000592005,155.633162415,-406.658858726,1362.98219459,200,-406.658858726,100,0.866654,114.529816907,44.803,-399.928,0.0558103,1362.98219459
0.01,-438.913,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.08953649,1.0,0.01,200.0,-406.08953649,1328.69363008,200,-406.08953649,100,,100.0,36.2685,-406.09,0.01,1328.69363008
0.005,-428.467,500.0,0.222211,1.32933,1,0.7,1.04842,1.0968e-05,-406.252300041,6.87052,0.00105974,150.451262785,-406.252300041,2079.69761188,200,-406.252300041,100,0.482238,139.224631745,45.883,-398.645,0.032766,2079.69761188
0.01,-449.928,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-413.888707858,1.0,0.01,200.0,-413.888707858,1756.48528183,200,-413.888707858,100,,100.0,41.7004,-413.889,0.01,1756.48528183
0.005,-437.265,500.0,0.474525,1.09994,1,0.7,1.0123,4.17494e-06,-411.686760612,5.51874,0.0023438,181.828345717,-411.686760612,1645.73344101,200,-411.686760612,100,0.17113,171.502638873,43.1048,-410.538,0.0272585,1645.73344101
0.01,-439.2,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.209985078,1.0,0.01,200.0,-406.209985078,1635.88686751,200,-406.209985078,100,,100.0,40.2434,-406.21,0.01,1635.88686751
0.005,-437.43,500.0,0.0316915,1.30631,1,0.7,0.955994,8.57616e-06,-417.668244845,2.95016,0.000165752,153.103064495,-417.668244845,2352.37621549,200,-417.668244845,100,0.313519,149.105621883,45.5073,-405.55,0.0154298,2352.37621549
0.01,-427.117,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-395.077589633,1.0,0.01,200.0,-395.077589633,829.941567403,200,-395.077589633,100,,100.0,28.6643,-395.078,0.01,829.941567403
0.005,-427.587,500.0,0.28134,1.07861,1,0.7,0.991586,1.92867e-06,-409.954463024,2.04104,0.00141864,185.424006203,-409.954463024,2220.66707574,200,-409.954463024,100,0.0758541,185.742195599,38.7522,-400.408,0.0102918,2220.66707574
0.01,-452.907,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-413.94736549,1.0,0.01,200.0,-413.94736549,2255.20940573,200,-413.94736549,100,,100.0,47.251,-413.947,0.01,2255.20940573
0.005,-435.759,500.0,0.0641094,1.36037,1,0.7,0.974777,8.08973e-06,-410.270855836,3.45344,0.000328841,147.018834327,-410.270855836,1702.88668462,200,-410.270855836,100,0.307471,151.289240391,50.9978,-403.627,0.017714,1702.88668462
0.01,-439.03,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.066413599,1.0,0.01,200.0,-405.066413599,1371.95972879,200,-405.066413599,100,,100.0,36.8543,-405.066,0.01,1371.95972879
0.005,-425.405,500.0,0.0470968,1.46547,1,0.7,1.1475,1.69629e-05,-406.032323137,5.88569,0.000205214,136.47480288,-406.032323137,1781.32867402,200,-406.032323137,100,0.893442,119.394239073,50.5429,-395.791,0.0256457,1781.32867402
0.01,-435.314,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.771655719,1.0,0.01,200.0,-402.771655719,1428.56953698,200,-402.771655719,100,,100.0,37.607,-402.772,0.01,1428.56953698
0.005,-431.685,500.0,0.0457223,1.15692,1,0.7,0.95737,4.22377e-06,-415.82957579,2.13422,0.000238791,172.873091743,-415.82957579,1768.70845431,200,-415.82957579,100,0.154853,171.217298467,43.3326,-406.17,0.0111463,1768.70845431
0.01,-448.08,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-413.297143875,1.0,0.01,200.0,-413.297143875,1818.48856409,200,-413.297143875,100,,100.0,42.43,-413.297,0.01,1818.48856409
0.005,-434.829,500.0,0.0527774,1.32482,1,0.7,1.00525,1.38469e-05,-409.072918067,7.19026,0.000262509,150.964456728,-409.072918067,1995.43766733,200,-409.072918067,100,0.559703,128.9403638,53.1491,-404.292,0.0357636,1995.43766733
0.01,-446.538,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-410.941822871,1.0,0.01,200.0,-410.941822871,2162.3516955,200,-410.941822871,100,,100.0,46.268,-410.942,0.01,2162.3516955
0.005,-433.234,500.0,0.064528,1.2386,1,0.7,0.954735,5.93626e-06,-410.194266512,3.00726,0.000337937,161.4721155,-410.194266512,1736.52032751,200,-410.194266512,100,0.21644,161.777899255,42.8768,-404.194,0.0157492,1736.52032751
0.01,-438.217,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.106759466,1.0,0.01,200.0,-401.106759466,1581.90253146,200,-401.106759466,100,,100.0,39.5738,-401.107,0.01,1581.90253146
0.005,-429.917,500.0,0.0421175,1.60798,1,0.7,0.923974,5.10682e-05,-411.056178682,17.3996,0.000227915,124.379895213,-411.056178682,2063.24921261,200,-411.056178682,100,1.74394,65.9518428171,78.0414,-394.896,0.0941561,2063.24921261
0.01,-434.35,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-402.772810833,1.0,0.01,200.0,-402.772810833,1124.55541321,200,-402.772810833,100,,100.0,33.3663,-402.773,0.01,1124.55541321
0.005,-428.691,500.0,0.280557,1.30745,1,0.7,1.10656,5.23941e-05,-407.193184515,22.7027,0.0012677,152.969332948,-407.193184515,1391.37027703,200,-407.193184515,100,2.5662,64.8238504398,54.5484,-399.974,0.102583,1391.37027703
0.01,-436.143,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.212972194,1.0,0.01,200.0,-401.212972194,1748.10651814,200,-401.212972194,100,,100.0,41.6008,-401.213,0.01,1748.10651814
0.005,-423.334,500.0,0.105662,1.19474,1,0.7,1.04732,4.84752e-06,-399.768533662,2.80913,0.000504442,167.401031912,-399.768533662,1563.50627314,200,-399.768533662,100,0.212684,167.654273497,40.8957,-396.133,0.0134111,1563.50627314
0.01,-437.425,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-403.526762135,1.0,0.01,200.0,-403.526762135,1281.16657311,200,-403.526762135,100,,100.0,35.614,-403.527,0.01,1281.16657311
0.005,-426.874,500.0,0.259498,1.09449,1,0.7,1.00062,2.77483e-06,-404.311850907,2.61633,0.00129669,182.734258338,-404.311850907,1186.05819259,200,-404.311850907,100,0.11113,180.109050618,33.3175,-401.797,0.0130736,1186.05819259
0.01,-435.369,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-401.277125826,1.0,0.01,200.0,-401.277125826,1375.92712953,200,-401.277125826,100,,100.0,36.9076,-401.277,0.01,1375.92712953
0.005,-424.236,500.0,0.0905635,1.00001,1,0.7,1.24126,0.000548005,-402.570587213,81.4369,0.000364805,199.997973463,-402.570587213,1326.22923478,200,-402.570587213,100,33.773,8.76784853733,77.0808,-400.041,0.328041,1326.22923478
0.01,-437.631,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-403.831246192,1.0,0.01,200.0,-403.831246192,1343.51293888,200,-403.831246192,100,,100.0,36.4702,-403.831,0.01,1343.51293888
0.005,-426.215,500.0,0.369992,1.08598,1,0.7,0.988437,2.70245e-06,-402.35820642,3.4564,0.0018716,184.165080568,-402.35820642,1391.98346625,200,-402.35820642,100,0.105613,180.577525332,37.6025,-401.309,0.0174842,1391.98346625
0.01,-436.792,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-403.193256353,1.0,0.01,200.0,-403.193256353,1519.37666386,200,-403.193256353,100,,100.0,38.7838,-403.193,0.01,1519.37666386
0.005,-428.958,500.0,0.0199218,1.21446,1,0.7,1.04468,4.68883e-06,-410.076063082,2.2473,9.53487e-05,164.681742422,-410.076063082,1819.34445685,200,-410.076063082,100,0.204688,168.546581955,42.6258,-401.354,0.0107559,1819.34445685
0.01,-444.504,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-409.118113998,1.0,0.01,200.0,-409.118113998,1748.47843606,200,-409.118113998,100,,100.0,41.6052,-409.118,0.01,1748.47843606
0.005,-433.254,500.0,0.552169,1.11781,1,0.7,1.05299,3.81056e-06,-409.452441172,3.63971,0.00262192,178.921854271,-409.452441172,1937.60103352,200,-409.452441172,100,0.169003,173.662327317,42.5886,-406.081,0.0172828,1937.60103352
0.01,-445.081,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.402854572,1.0,0.01,200.0,-405.402854572,1773.24774833,200,-405.402854572,100,,100.0,41.8989,-405.403,0.01,1773.24774833
0.005,-432.546,500.0,0.142777,1.19134,1,0.7,0.983929,7.22439e-06,-407.524055542,5.47762,0.000725543,167.877906293,-407.524055542,1458.8694717,200,-407.524055542,100,0.279762,155.336168055,40.1223,-401.922,0.0278355,1458.8694717
0.01,-430.752,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-398.918393113,1.0,0.01,200.0,-398.918393113,1086.39155237,200,-398.918393113,100,,100.0,32.7952,-398.918,0.01,1086.39155237
0.005,-426.272,500.0,0.187719,1.12209,1,0.7,0.989261,2.87326e-06,-408.699305159,1.97876,0.000948782,178.238332721,-408.699305159,1373.70873866,200,-408.699305159,100,0.112475,179.47598388,34.2875,-400.929,0.0100012,1373.70873866
0.01,-442.436,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-408.124136423,1.0,0.01,200.0,-408.124136423,1406.52173274,200,-408.124136423,100,,100.0,37.3156,-408.124,0.01,1406.52173274
0.005,-429.919,500.0,0.0679687,1.30471,1,0.7,0.974182,1.20056e-05,-408.860297612,6.70524,0.00034885,153.291144167,-408.860297612,1608.7855291,200,-408.860297612,100,0.455745,135.334316905,44.0757,-401.836,0.0344147,1608.7855291
0.01,-442.068,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.08776147,1.0,0.01,200.0,-406.08776147,1972.34190911,200,-406.08776147,100,,100.0,44.1884,-406.088,0.01,1972.34190911
0.005,-425.892,500.0,0.068055,1.17823,1,0.7,0.978447,5.1154e-06,-399.301052278,2.42844,0.00034777,169.746343929,-399.301052278,1569.40602107,200,-399.301052278,100,0.195891,166.169153559,46.4042,-398.275,0.0124097,1569.40602107
0.01,-445.019,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-406.547803123,1.0,0.01,200.0,-406.547803123,1943.10468275,200,-406.547803123,100,,100.0,43.8597,-406.548,0.01,1943.10468275
0.005,-429.208,500.0,0.0994799,1.19101,1,0.7,1.03518,4.68442e-06,-402.90925894,2.67611,0.000480496,167.925072571,-402.90925894,1820.13642108,200,-402.90925894,100,0.200792,168.571579085,41.2998,-399.521,0.0129258,1820.13642108
0.01,-436.269,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-403.898054517,1.0,0.01,200.0,-403.898054517,1444.31686372,200,-403.898054517,100,,100.0,37.8137,-403.898,0.01,1444.31686372
0.005,-424.357,500.0,0.343508,1.09359,1,0.7,0.997691,2.53473e-06,-397.719579512,2.10572,0.00172151,182.883135072,-397.719579512,1645.96481284,200,-397.719579512,100,0.100921,181.67241416,37.8685,-398.76,0.010553,1645.96481284
0.01,-444.413,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-407.98545652,1.0,0.01,200.0,-407.98545652,2127.61508378,200,-407.98545652,100,,100.0,45.8949,-407.985,0.01,2127.61508378
0.005,-428.997,500.0,0.0799787,1.30053,1,0.7,1.06055,7.60667e-06,-405.113224136,3.1016,0.000377062,153.782955161,-405.113224136,1309.27704163,200,-405.113224136,100,0.342229,153.521948758,42.8063,-399.621,0.0146226,1309.27704163
0.01,-440.619,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.951243367,1.0,0.01,200.0,-404.951243367,1321.90278547,200,-404.951243367,100,,100.0,36.1757,-404.951,0.01,1321.90278547
0.005,-432.423,500.0,0.60427,1.06407,1,0.7,0.998826,1.60612e-06,-411.0464403,2.29973,0.0030249,187.957666881,-411.0464403,1707.91289774,200,-411.0464403,100,0.0640942,187.983401176,38.7715,-406.406,0.0115122,1707.91289774
0.01,-446.981,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-409.821041168,1.0,0.01,200.0,-409.821041168,1752.46539613,200,-409.821041168,100,,100.0,41.6526,-409.821,0.01,1752.46539613
0.005,-431.035,500.0,0.221084,1.11327,1,0.7,1.00347,3.11626e-06,-402.728593743,2.13507,0.0011016,179.650219305,-402.728593743,2101.7057761,200,-402.728593743,100,0.125517,177.931694763,42.0208,-403.311,0.0106384,2101.7057761
0.01,-437.283,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.666763708,1.0,0.01,200.0,-405.666763708,1105.1652296,200,-405.666763708,100,,100.0,33.0774,-405.667,0.01,1105.1652296
0.005,-428.866,500.0,0.453429,1.05953,1,0.7,1.02942,2.04242e-06,-404.070722547,2.34911,0.00220235,188.762492542,-404.070722547,1560.72098453,200,-404.070722547,100,0.0865745,184.964544304,35.8126,-403.466,0.0114099,1560.72098453
0.01,-438.402,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-404.912865977,1.0,0.01,200.0,-404.912865977,1408.82498339,200,-404.912865977,100,,100.0,37.3462,-404.913,0.01,1408.82498339
0.005,-429.518,500.0,0.128371,1.22882,1,0.7,1.00338,4.98771e-06,-409.360273056,2.10886,0.000639695,162.758087863,-409.360273056,1371.69589642,200,-409.360273056,100,0.200859,166.873762021,41.0874,-403.268,0.0105088,1371.69589642
0.01,-440.63,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-405.381765254,1.0,0.01,200.0,-405.381765254,1669.6586111,200,-405.381765254,100,,100.0,40.6566,-405.382,0.01,1669.6586111
0.005,-424.887,500.0,0.378509,1.21552,1,0.7,1.03715,6.57514e-06,-398.647304038,5.02402,0.00182475,164.538436741,-398.647304038,1437.51338553,200,-398.647304038,100,0.282911,158.517409788,47.098,-397.408,0.0242203,1437.51338553
0.01,-442.79,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-408.486521485,1.0,0.01,200.0,-408.486521485,1586.34629609,200,-408.486521485,100,,100.0,39.6293,-408.487,0.01,1586.34629609
0.005,-426.01,500.0,0.182288,1.31678,1,0.7,1.06674,1.70519e-05,-401.015989339,7.16665,0.000854416,151.88581506,-401.015989339,1134.12363822,200,-401.015989339,100,0.776157,119.142414433,52.1154,-398.176,0.0335913,1134.12363822
0.01,-437.239,500.0,1.0,1.0,2,0.7,1.0,3.50449e-18,-403.063596421,1.0,0.01,200.0,-403.063596421,1688.94099028,200,-403.063596421,100,,100.0,40.8907,-403.064,0.01,1688.94099028
0.005,-409.897,500.0,0.0479232,2.70254,1,0.7,2.08333,0.00167169,-403.361274895,241.615,0.000115016,74.0043788926,-403.361274895,2122.22637419,200,-403.361274895,100,290.223,2.96150234829,198.423,-366.648,0.579878,2122.22637419
