Iteration,InitialReturnMean,StdIWNorm,InitialReturnMin,EpLenMean,InitialReturnStd,J_sample_variance,EmpiricalD2,EpThisIter,MaxIWNorm,MeanEntropy,EpisodesSoFar,TimeElapsed,OptimizationReturnMax,OptimizationReturnMean,MeanIWNorm,EpRewMean,Weights,ReturnStepMaxmin,TimestepsSoFar,InitialReturnMax,MinIW,MaxIW,ESSClassic,ReturnMeanIW,ESSRenyi,Bound,VarianceInit,InitialBound,LearnableVariance,ReturnStepMax,MinIWNorm,StdIW,MeanIW,OptimizationReturnMin
129,418.51956,0.002226889,303.4581,45.12,71.82146,106421.32,1.054621,100,0.015590633,-0.11315641,12900,908.5682730674744,489.26297,115.06146,0.01037507,418.5195619758265,[-0.178  0.384  0.042  0.047 -0.031 -0.134  0.553 -0.259  0.     0.  0.    -1.53 ],9.359949,508896,792.72107,0.42147127,1.5590633,95.59595,433.1608,94.82079,188.93594,-1,180.70326,True,9.359949,0.0042147124,0.2226889,1.037507,
130,414.6645,0.008688114,295.97015,44.77,69.8175,152331.64,1.4828743,100,0.051912725,-0.11704202,13000,917.0734481811523,307.96167,118.69437,0.011660232,414.66451745287065,[-0.178  0.387  0.044  0.046 -0.033 -0.128  0.55  -0.253  0.     0.  0.    -1.532],9.359972,513373,603.9318,0.21955241,5.1912727,64.3011,489.19858,67.4366,268.57022,-1,233.48499,True,9.359972,0.002195524,0.86881137,1.1660234,
131,413.04608,0.0033642922,304.76624,44.59,77.35375,116369.0,1.1013664,100,0.021034827,-0.12436425,13100,925.5725762844086,412.7342,108.27986,0.010507609,413.0461063529317,[-0.184  0.392  0.044  0.043 -0.035 -0.135  0.555 -0.249  0.     0.  0.    -1.536],9.3599,517832,717.5004,0.3749543,2.1034827,90.70186,440.8205,90.7963,214.92409,-1,197.79599,True,9.3599,0.003749543,0.3364292,1.050761,
132,413.52005,0.0030376152,305.47803,44.61,75.50902,117854.62,1.0998269,100,0.018017521,-0.12914504,13200,932.1376147270203,492.64795,108.042,0.010613914,413.52003818825483,[-0.186  0.394  0.042  0.041 -0.037 -0.135  0.548 -0.254  0.     0.  0.    -1.543],9.359906,522293,798.126,0.45368123,1.8017521,92.4295,442.4655,90.92339,191.3608,-1,174.08224,True,9.359906,0.004536812,0.30376154,1.0613914,
133,435.62308,0.02522802,297.10486,46.99,83.09753,586124.8,2.6323862,100,0.21180461,-0.1561299,13300,939.4182858467102,416.20923,138.5182,0.015099024,435.6230668899506,[-0.187  0.395  0.041  0.041 -0.037 -0.144  0.554 -0.26   0.     0.  0.    -1.548],9.3599825,526992,713.3141,0.03016926,21.180462,26.373404,705.34937,37.988346,358.15167,-1,221.62883,True,9.3599825,0.00030169258,2.5228019,1.5099025,
134,419.81003,0.00250653,285.1479,45.3,71.62302,94996.69,1.0541214,100,0.022284303,-0.15195622,13400,946.8170220851898,375.28754,134.66216,0.010376001,419.8100495644923,[-0.193  0.409  0.045  0.048 -0.031 -0.129  0.565 -0.237  0.     0.  0.    -1.575],9.359968,531522,660.4354,0.6100903,2.2284303,94.48617,433.12946,94.86574,229.70793,-1,221.67938,True,9.359968,0.006100903,0.25065297,1.0376,
135,418.0188,0.018943464,323.09808,45.09,74.26583,379440.7,1.5329787,100,0.1884549,-0.14565279,13500,955.2713730335236,378.77393,94.920715,0.012754556,418.0187980171644,[-0.194  0.411  0.045  0.049 -0.026 -0.127  0.562 -0.235  0.     0.  0.    -1.571],9.359953,536031,701.872,0.07409994,18.84549,31.192377,569.42773,65.23248,308.72403,-1,207.45718,True,9.359953,0.0007409994,1.8943465,1.2754556,
136,410.8179,0.006036497,306.14545,44.29,76.440186,135268.83,1.2434746,100,0.03677901,-0.13320175,13600,964.4244468212128,392.97247,104.67248,0.011381561,410.81791284406484,[-0.193  0.413  0.044  0.052 -0.022 -0.114  0.556 -0.23   0.     0.  0.    -1.565],9.359966,540460,699.1179,0.36692858,3.6779008,78.045845,466.71027,80.419815,232.83185,-1,201.08253,True,9.359966,0.0036692857,0.6036497,1.1381559,
137,407.88657,0.08714757,296.59186,44.02,65.798935,2317636.0,7.0385227,100,0.85254914,-0.13630721,13700,971.6360311508179,375.78864,111.29471,0.022408128,407.88655366893755,[-0.194  0.413  0.045  0.051 -0.026 -0.12   0.568 -0.237  0.     0.  0.    -1.552],9.35991,544862,672.3805,0.018795075,85.25491,6.2014947,980.7235,14.207527,445.57153,-1,206.17242,True,9.35991,0.00018795075,8.714757,2.2408123,
138,408.6191,0.0025890144,247.74397,44.08,68.95995,76031.32,1.0817914,100,0.017376479,-0.140381,13800,978.7829933166504,437.23047,160.87517,0.010614257,408.61913936595477,[-0.192  0.41   0.037  0.056 -0.028 -0.113  0.532 -0.251  0.     0.  0.    -1.555],9.359997,549270,684.9744,0.36495435,1.7376479,94.384476,431.45023,92.43926,217.7193,-1,203.12683,True,9.359997,0.0036495435,0.25890145,1.0614257,
139,412.0886,0.0017685406,303.73898,44.45,67.19836,104064.08,1.0307044,100,0.020639103,-0.1351624,13900,986.5431280136108,386.02682,108.3496,0.010236842,412.08857560660704,[-0.194  0.412  0.035  0.057 -0.025 -0.107  0.523 -0.25   0.     0.  0.    -1.559],9.35997,553715,689.7658,0.7141517,2.0639102,97.10182,423.44922,97.02103,213.36668,-1,205.1588,True,9.35997,0.0071415165,0.17685407,1.0236841,
140,424.71887,0.004181164,284.7353,45.83,70.529495,107191.22,1.1551812,100,0.026705312,-0.13738069,14000,992.5397765636444,453.56665,139.98357,0.010715349,424.7188516309023,[-0.201  0.415  0.034  0.059 -0.027 -0.11   0.515 -0.252  0.     0.  0.    -1.554],9.359896,558298,738.30194,0.26409414,2.6705313,86.78607,458.939,86.566505,220.88235,-1,203.2283,True,9.359896,0.0026409414,0.41811645,1.071535,
141,409.0557,0.0094573675,296.70636,44.14,70.40175,160613.3,1.436008,100,0.062142264,-0.12903595,14100,998.5351650714874,365.17108,112.34934,0.011241703,409.0556945432874,[-0.203  0.417  0.033  0.056 -0.029 -0.112  0.514 -0.26   0.     0.  0.    -1.556],9.359959,562712,661.87744,0.18066506,6.2142267,58.55678,481.25668,69.6375,243.31131,-1,210.49245,True,9.359959,0.0018066505,0.9457368,1.1241703,
142,433.76212,0.010080361,285.77252,46.76,80.17087,231486.36,1.5242639,100,0.06804228,-0.1711189,14200,1005.1382467746735,421.1587,147.98962,0.012473836,433.76215154970686,[-0.198  0.416  0.033  0.048 -0.037 -0.105  0.512 -0.258  0.     0.  0.    -1.548],9.359973,567388,706.9312,0.18949851,6.804228,60.49393,559.6027,65.60544,297.76724,-1,221.68283,True,9.359973,0.0018949851,1.0080361,1.2473836,
143,422.8077,0.0106126135,312.8988,45.58,70.79918,169450.64,1.3984355,100,0.09621663,-0.17766336,14300,1011.5109033584595,337.18854,109.90887,0.011583804,422.80767394576156,[-0.221  0.429  0.034  0.042 -0.029 -0.111  0.515 -0.259  0.     0.  0.    -1.59 ],9.359806,571946,650.08734,0.24771796,9.621663,54.367077,504.36465,71.508484,273.73553,-1,227.7815,True,9.359806,0.0024771795,1.0612613,1.1583804,
144,435.89587,0.006207851,305.0265,47.02,85.43532,138279.0,1.3005158,100,0.04063908,-0.18671165,14400,1018.9058527946472,424.7155,130.86937,0.011308496,435.8958670422096,[-0.217  0.434  0.036  0.037 -0.034 -0.1    0.53  -0.258  0.     0.  0.    -1.597],9.359996,576648,729.742,0.17286341,4.063908,76.84321,495.41525,76.89257,245.75557,-1,216.97325,True,9.359996,0.001728634,0.6207852,1.1308496,
145,427.62863,0.001291835,275.6444,46.12,75.93634,86241.52,1.0177042,100,0.013494471,-0.17996746,14500,1025.0595333576202,447.03784,151.98425,0.010141708,427.6286575906745,[-0.215  0.432  0.034  0.036 -0.038 -0.098  0.525 -0.265  0.     0.  0.    -1.606],9.359825,581260,722.68225,0.7049489,1.3494471,98.403366,435.592,98.260376,216.87657,-1,210.824,True,9.359825,0.007049489,0.12918349,1.0141708,
146,414.0239,0.0034691,303.3292,44.7,64.37954,108078.445,1.0982996,100,0.02248898,-0.18260032,14600,1032.7645506858826,347.08804,110.69471,0.010473883,414.02389629772784,[-0.219  0.434  0.035  0.036 -0.035 -0.099  0.526 -0.267  0.     0.  0.    -1.599],9.359998,585730,650.41724,0.3890097,2.248898,90.1142,432.92194,91.049835,228.43117,-1,218.89874,True,9.359998,0.0038900971,0.34691,1.0473883,
147,435.52625,0.003582886,286.42267,46.99,83.649185,108986.49,1.1358479,100,0.020740733,-0.18358016,14700,1040.8938229084015,439.6391,149.1036,0.01073837,435.526272384853,[-0.221  0.434  0.035  0.039 -0.034 -0.103  0.533 -0.275  0.     0.  0.    -1.602],9.359969,590429,726.06177,0.27631024,2.0740733,89.98274,470.8272,88.039955,238.68457,-1,217.7078,True,9.359969,0.0027631023,0.35828865,1.0738369,
148,432.7098,0.0012191759,313.89896,46.68,69.18667,106958.98,1.0127857,100,0.013692933,-0.19059621,14800,1049.9278056621552,325.90195,118.81082,0.010096702,432.7097897328233,[-0.223  0.432  0.034  0.035 -0.038 -0.105  0.525 -0.28   0.     0.  0.    -1.603],9.359965,595097,639.8009,0.6846209,1.3692933,98.5629,437.68817,98.73757,244.52477,-1,240.76952,True,9.359965,0.006846209,0.121917605,1.0096703,
149,456.81757,0.0032213866,323.6302,49.26,89.34871,132411.48,1.0818036,100,0.023217255,-0.19090144,14900,1060.0862576961517,430.38605,133.18738,0.010426375,456.8175728694018,[-0.223  0.434  0.033  0.035 -0.04  -0.107  0.526 -0.281  0.     0.  0.    -1.61 ],9.359974,600023,754.01624,0.52800006,2.3217256,91.2859,482.8006,92.438225,247.52542,-1,230.61267,True,9.359974,0.0052800006,0.32213867,1.0426375,
150,433.96207,0.015887309,330.4198,46.81,69.9574,275407.97,1.7089782,100,0.14503051,-0.1857761,15000,1068.1308822631836,310.5398,103.5423,0.0122082755,433.96208991149274,[-0.224  0.439  0.035  0.035 -0.039 -0.105  0.538 -0.277  0.     0.  0.    -1.61 ],9.359932,604704,640.9596,0.02376422,14.503052,37.12604,534.35834,58.5145,282.98444,-1,241.6742,True,9.359932,0.00023764219,1.588731,1.2208277,
151,432.03265,0.0209522,322.16724,46.59,70.33013,351032.0,2.2440674,100,0.1527527,-0.19200297,15100,1076.7770793437958,403.43262,109.86542,0.014255732,432.03265758955456,[-0.225  0.437  0.034  0.038 -0.035 -0.121  0.54  -0.287  0.     0.  0.    -1.605],9.359939,609363,725.59985,0.016411545,15.2752695,31.644249,630.1635,44.56194,304.07434,-1,214.3527,True,9.359939,0.00016411544,2.09522,1.4255732,
152,423.30426,0.0070261024,323.73248,45.68,74.30317,157288.78,1.2572204,100,0.04923498,-0.17038144,15200,1085.376683473587,418.35297,99.571754,0.011780991,423.3042456092776,[-0.224  0.438  0.031  0.039 -0.033 -0.106  0.524 -0.284  0.     0.  0.    -1.611],9.359789,613931,742.08545,0.31311902,4.923498,73.76346,493.52594,79.54055,243.90509,-1,200.67863,True,9.359789,0.00313119,0.7026103,1.1780992,
153,433.06122,0.0051227207,312.11478,46.71,77.51535,132917.58,1.1764555,100,0.027305843,-0.15662533,15300,1092.222383737564,424.65274,120.94642,0.011061604,433.06119662809135,[-0.219  0.431  0.029  0.035 -0.038 -0.108  0.51  -0.282  0.     0.  0.    -1.589],9.359997,618602,736.7675,0.22503294,2.7305844,82.34049,477.70316,85.00109,237.96373,-1,212.03094,True,9.359997,0.0022503294,0.5122721,1.1061604,
154,436.1222,0.37956917,325.00757,47.06,80.902985,67725130.0,42.737106,100,3.7663097,-0.15521085,15400,1098.9559681415558,377.4475,111.11461,0.0550681,436.1221855855999,[-0.218  0.434  0.029  0.04  -0.035 -0.1    0.506 -0.277  0.     0.  0.    -1.576],9.359992,623308,702.4551,0.0060172877,376.63098,2.0614467,2884.2615,2.339887,1506.6005,-1,225.38565,True,9.359992,6.0172875e-05,37.95692,5.5068097,
155,423.34238,0.056061268,324.1421,45.67,68.29689,2358204.0,2.6787546,100,0.5655399,-0.15786706,15500,1106.3014991283417,392.5631,99.20033,0.01598324,423.3424252717587,[-0.229  0.436  0.032  0.035 -0.036 -0.131  0.545 -0.315  0.     0.  0.    -1.574],9.359951,627875,716.7052,0.112012684,56.553993,7.517337,754.38055,37.33078,402.47327,-1,208.33086,True,9.359951,0.0011201268,5.606127,1.5983238,
156,424.18564,0.0036580022,325.30655,45.76,62.70975,126519.18,1.1141036,100,0.021399798,-0.15693712,15600,1113.7948117256165,299.13632,98.879036,0.0105872,424.1855776444761,[-0.213  0.439  0.035  0.04  -0.029 -0.116  0.563 -0.303  0.     0.  0.    -1.577],9.359888,632451,624.4429,0.5169973,2.1399798,89.33531,448.9478,89.75826,251.21591,-1,236.85272,True,9.359888,0.005169973,0.36580023,1.0587201,
157,423.44415,0.0054120966,314.67874,45.67,71.95719,138536.5,1.2468518,100,0.02728825,-0.15734148,15700,1120.6344122886658,335.40353,108.76537,0.01133531,423.4441069739413,[-0.213  0.44   0.035  0.041 -0.028 -0.115  0.571 -0.309  0.     0.  0.    -1.576],9.359928,637018,650.0823,0.3198558,2.728825,81.43569,478.8827,80.201996,261.11322,-1,228.41942,True,9.359928,0.003198558,0.54120964,1.1335311,
158,439.1385,0.032363128,323.8068,47.34,77.5661,1553396.2,3.6758666,100,0.29785395,-0.15700482,15800,1127.5800123214722,393.77023,115.331696,0.016464317,439.138493628014,[-0.216  0.439  0.033  0.04  -0.026 -0.116  0.566 -0.319  0.     0.  0.    -1.576],9.35998,641752,717.577,0.037996642,29.785395,20.560093,796.29724,27.20447,383.5638,-1,223.86536,True,9.35998,0.00037996643,3.2363129,1.6464317,
159,446.03534,0.0035089112,313.29727,48.09,89.64618,124725.13,1.1007166,100,0.021770235,-0.16000171,15900,1134.53067445755,552.8458,132.73807,0.010710779,446.0353407897136,[-0.212  0.434  0.03   0.036 -0.031 -0.121  0.571 -0.341  0.     0.  0.    -1.576],9.359985,646561,866.1431,0.44441828,2.1770236,90.30768,477.23306,90.84991,204.61874,-1,186.19241,True,9.359985,0.004444183,0.35089114,1.0710778,
160,433.2588,0.007990834,295.22748,46.73,77.47012,174933.08,1.3108367,100,0.058491934,-0.1680052,16000,1142.4571521282196,497.49072,138.0313,0.011990312,433.2587606315909,[-0.214  0.434  0.028  0.035 -0.032 -0.126  0.563 -0.35   0.     0.  0.    -1.579],9.359929,651234,792.7182,0.3240236,5.8491936,69.245186,527.93365,76.287155,255.65451,-1,195.44328,True,9.359929,0.003240236,0.7990834,1.1990311,
161,437.90808,0.004429312,322.92792,47.22,68.972664,130747.95,1.1581469,100,0.029334204,-0.175057,16100,1151.8177049160004,348.1822,114.98018,0.010761184,437.90810471914114,[-0.209  0.435  0.032  0.041 -0.027 -0.124  0.578 -0.345  0.     0.  0.    -1.587],9.35995,655956,671.1101,0.25550944,2.9334204,85.51284,470.5009,86.34483,253.83185,-1,236.57506,True,9.35995,0.0025550942,0.44293118,1.0761184,
162,437.37793,0.00220243,333.28497,47.18,67.589714,128860.94,1.0593756,100,0.016938118,-0.1720356,16200,1160.6360602378845,324.98615,104.09292,0.0104304515,437.3779035417067,[-0.214  0.441  0.031  0.039 -0.03  -0.128  0.584 -0.352  0.     0.  0.    -1.594],9.35999,660674,658.2711,0.48818493,1.6938119,95.73171,458.50623,94.395226,255.24666,-1,239.89655,True,9.35999,0.004881849,0.22024302,1.0430452,
163,430.40475,0.0022685996,315.2434,46.45,72.85449,112231.51,1.0477567,100,0.01976066,-0.17221035,16300,1167.478854894638,391.18494,115.16137,0.010240338,430.4047762441005,[-0.219  0.445  0.031  0.037 -0.033 -0.127  0.581 -0.349  0.     0.  0.    -1.591],9.359997,665319,706.42834,0.57636446,1.9760661,95.32179,441.23117,95.44201,224.3012,-1,218.47629,True,9.359997,0.0057636444,0.22685997,1.0240339,
164,429.00833,0.003841243,334.29337,46.28,59.44385,136484.17,1.143084,100,0.025996447,-0.17656617,16400,1176.0454874038696,251.8693,94.71495,0.010789953,429.0083157377653,[-0.216  0.445  0.031  0.035 -0.035 -0.127  0.583 -0.352  0.     0.  0.    -1.591],9.359855,669947,586.16266,0.47806647,2.5996447,88.75184,459.23798,87.48263,271.22906,-1,253.15952,True,9.359855,0.0047806646,0.38412434,1.0789953,
165,440.44485,0.003734253,334.1251,47.51,75.459724,137795.86,1.1214215,100,0.026588947,-0.182473,16500,1183.2436735630035,467.82864,106.319786,0.010641246,440.44487732053693,[-0.219  0.443  0.03   0.039 -0.032 -0.13   0.582 -0.359  0.     0.  0.    -1.596],9.36,674698,801.95374,0.3440383,2.6588948,89.03557,472.47137,89.17254,217.69743,-1,199.85878,True,9.36,0.003440383,0.3734253,1.0641246,
166,436.2411,0.0018285484,334.52075,47.05,81.03406,127383.8,1.0372272,100,0.016695796,-0.18305981,16600,1190.1142747402191,461.78992,101.72036,0.010228239,436.2411158962072,[-0.217  0.445  0.03   0.042 -0.03  -0.132  0.585 -0.365  0.     0.  0.    -1.601],9.359966,679403,796.31067,0.63043606,1.6695795,96.90297,448.98657,96.4109,205.68735,-1,197.34793,True,9.359966,0.0063043605,0.18285483,1.022824,
167,433.78937,0.011333629,325.24307,46.78,79.31665,207991.7,1.4361829,100,0.103381276,-0.18169199,16700,1197.9514138698578,476.28256,108.54627,0.011949173,433.78934132783814,[-0.217  0.446  0.031  0.043 -0.028 -0.131  0.592 -0.363  0.     0.  0.    -1.602],9.359941,684081,801.52563,0.16350384,10.338128,52.64193,527.0206,69.62901,238.8541,-1,193.33167,True,9.359941,0.0016350384,1.1333629,1.1949173,
168,428.34183,0.0034636804,304.94302,46.19,71.74672,118005.58,1.1169955,100,0.021713223,-0.19165194,16800,1204.7900347709656,404.77823,123.39879,0.01085149,428.34180360994964,[-0.212  0.452  0.033  0.05  -0.023 -0.126  0.603 -0.363  0.     0.  0.    -1.601],9.35993,688700,709.72125,0.38256398,2.1713223,90.75382,462.50323,89.52588,237.47617,-1,215.42543,True,9.35993,0.0038256396,0.34636804,1.0851489,
169,432.97934,0.010250296,293.713,46.73,84.51675,216925.45,1.4901544,100,0.095297106,-0.19104129,16900,1213.2926571369171,465.73218,139.2663,0.011586195,432.97930544013764,[-0.213  0.456  0.033  0.055 -0.02  -0.127  0.603 -0.361  0.     0.  0.    -1.611],9.359972,693373,759.4452,0.20097166,9.529711,56.09492,516.17896,67.10714,238.05826,-1,205.14574,True,9.359972,0.0020097166,1.0250297,1.1586195,
170,430.15704,0.0021107218,315.3632,46.38,71.48708,111782.63,1.0500846,100,0.016935991,-0.19172017,17000,1219.550040960312,318.1014,114.793816,0.010234032,430.15699692125605,[-0.21   0.457  0.033  0.046 -0.025 -0.128  0.609 -0.367  0.     0.  0.    -1.61 ],9.359946,698011,633.4646,0.66631293,1.6935992,95.91985,442.68484,95.23042,247.9446,-1,240.11765,True,9.359946,0.006663129,0.21107219,1.0234032,
171,419.934,0.016497463,313.86322,45.27,61.595123,258548.08,2.0246134,100,0.14984658,-0.20084526,17100,1228.856430053711,263.46075,106.070755,0.012688359,419.93397288012005,[-0.211  0.458  0.033  0.044 -0.029 -0.127  0.605 -0.365  0.     0.  0.    -1.611],9.359988,702538,577.324,0.032042176,14.984659,37.167374,553.22565,49.392147,306.78528,-1,246.7368,True,9.359988,0.00032042174,1.6497462,1.2688359,
172,439.72235,0.00425692,343.26984,47.46,70.410866,154034.3,1.1786892,100,0.023803644,-0.20627782,17200,1236.070728302002,325.47833,96.45252,0.011061874,439.7223497467731,[-0.202  0.456  0.03   0.038 -0.034 -0.123  0.603 -0.373  0.     0.  0.    -1.62 ],9.359811,707284,668.74817,0.392891,2.3803644,87.10098,489.54382,84.840004,271.73096,-1,239.09789,True,9.359811,0.00392891,0.42569202,1.1061875,
173,462.97708,0.0019984443,343.98602,49.92,90.15378,135252.31,1.0435389,100,0.016084831,-0.20800771,17300,1245.832245349884,404.59814,118.991035,0.010307379,462.97706681443066,[-0.207  0.46   0.029  0.036 -0.033 -0.122  0.593 -0.367  0.     0.  0.    -1.625],9.359918,712276,748.58417,0.41182932,1.6084831,96.37705,474.64996,95.82776,245.23793,-1,238.40184,True,9.359918,0.004118293,0.19984443,1.0307379,
174,439.1282,0.003762709,306.30505,47.34,70.50871,127523.89,1.1659617,100,0.029764317,-0.20371063,17400,1253.6891934871674,336.64252,132.82315,0.011057101,439.12820177202155,[-0.206  0.462  0.029  0.038 -0.032 -0.122  0.59  -0.364  0.     0.  0.    -1.627],9.359983,717010,642.9476,0.3442912,2.9764318,89.62159,487.6812,85.766106,279.40533,-1,246.24394,True,9.359983,0.0034429121,0.37627092,1.1057103,
175,438.22638,0.0027669226,324.26715,47.27,66.252,126994.49,1.0962597,100,0.019854762,-0.20294766,17500,1261.5483083724976,346.13165,113.95927,0.01065166,438.2264099822453,[-0.208  0.463  0.027  0.035 -0.035 -0.132  0.58  -0.37   0.     0.  0.    -1.623],9.359975,721737,670.3988,0.5277853,1.9854761,93.67877,466.7446,91.21926,256.16748,-1,237.10678,True,9.359975,0.005277853,0.27669227,1.065166,
176,444.57367,0.1949868,322.9755,47.93,74.7406,15998767.0,14.53955,100,1.961875,-0.19455871,17600,1268.8973979949951,345.67697,121.598175,0.029062638,444.57366155375246,[-0.21   0.464  0.027  0.037 -0.031 -0.135  0.579 -0.369  0.     0.  0.    -1.622],9.359985,726530,668.65247,0.009171769,196.1875,2.1732867,1427.6045,6.877792,662.7176,-1,243.9779,True,9.359985,9.171769e-05,19.49868,2.9062638,
177,419.88406,0.07381883,324.6811,45.28,68.422966,1560557.2,6.832436,100,0.7013504,-0.20283353,17700,1275.9798197746277,318.18793,95.20297,0.019730253,419.88406161855215,[-0.216  0.465  0.025  0.04  -0.028 -0.154  0.594 -0.4    0.     0.  0.    -1.613],9.36,731058,642.869,0.0074806414,70.13504,6.667509,858.78253,14.636068,354.66528,-1,227.02338,True,9.36,7.480641e-05,7.3818846,1.9730252,
178,441.8774,0.005380694,304.09027,47.66,73.31051,140183.22,1.2255424,100,0.034330733,-0.20623212,17800,1285.793597459793,404.63116,137.78717,0.010909758,441.8774550975155,[-0.21   0.467  0.028  0.044 -0.025 -0.144  0.591 -0.37   0.     0.  0.    -1.622],9.359973,735824,708.72144,0.286152,3.4330735,80.43458,491.49023,81.59652,256.11487,-1,229.26102,True,9.359973,0.00286152,0.5380694,1.0909758,
179,433.40637,0.0045705745,322.26056,46.73,65.4817,148298.33,1.1784152,100,0.036466125,-0.20270827,17900,1295.6481285095215,319.70392,111.14579,0.011308216,433.40635257777683,[-0.219  0.478  0.028  0.046 -0.026 -0.138  0.585 -0.362  0.     0.  0.    -1.625],9.359916,740497,641.9645,0.30974767,3.6466126,85.95771,493.01425,84.85973,283.94922,-1,240.81702,True,9.359916,0.0030974767,0.45705742,1.1308216,
180,429.55508,0.0063305497,325.1882,46.28,72.78442,162531.4,1.3602889,100,0.036869973,-0.21294689,18000,1304.3239614963531,392.80106,104.366875,0.011671431,429.5550759948726,[-0.219  0.485  0.031  0.049 -0.024 -0.131  0.598 -0.355  0.     0.  0.    -1.622],9.359998,745125,717.98926,0.16594405,3.6869974,77.26816,508.37964,73.513794,257.1593,-1,214.1583,True,9.359998,0.0016594405,0.633055,1.1671432,
181,441.31165,0.35725862,331.44937,47.59,70.71629,51921864.0,39.616127,100,3.5952313,-0.19728085,18100,1311.7119691371918,338.7457,109.86224,0.043029327,441.31161939307935,[-0.22   0.482  0.028  0.044 -0.026 -0.131  0.59  -0.363  0.     0.  0.    -1.632],9.359914,749884,670.19507,0.006951461,359.52313,1.4299107,2194.692,2.5242245,929.2025,-1,240.25308,True,9.359914,6.951461e-05,35.725864,4.302933,
182,427.4689,0.00360699,306.22803,46.11,63.89884,119418.76,1.1316931,100,0.027327336,-0.19631809,18200,1318.8095681667328,327.33386,121.240906,0.010933605,427.46893353668764,[-0.218  0.501  0.034  0.024 -0.046 -0.128  0.632 -0.368  0.     0.  0.    -1.616],9.35991,754495,633.5619,0.41860253,2.7327337,90.184875,463.33917,88.363174,261.1422,-1,237.40038,True,9.35991,0.0041860254,0.360699,1.0933605,
183,429.83026,0.0037523925,322.54828,46.38,71.41465,137728.69,1.1274354,100,0.02602,-0.20395473,18300,1325.8395659923553,447.13763,107.282005,0.011128497,429.8302818905711,[-0.219  0.5    0.034  0.02  -0.049 -0.131  0.628 -0.367  0.     0.  0.    -1.615],9.359975,759133,769.6859,0.45815134,2.602,89.79117,475.25064,88.69688,230.07314,-1,198.9245,True,9.359975,0.0045815133,0.37523928,1.1128497,
184,435.5741,0.0048605865,294.01147,46.97,69.49542,121258.0,1.2178422,100,0.028284015,-0.20411684,18400,1334.624980211258,358.06488,141.56259,0.0110420585,435.5740768382945,[-0.213  0.495  0.031  0.015 -0.052 -0.137  0.617 -0.369  0.     0.  0.    -1.623],9.359984,763830,652.07635,0.4705493,2.8284016,83.768524,487.38354,82.11244,271.50214,-1,239.9512,True,9.359984,0.004705493,0.48605865,1.104206,
185,424.4061,0.032051805,315.40765,45.78,74.35947,420253.16,3.199788,100,0.25764233,-0.206421,18500,1343.7321865558624,383.22296,108.99843,0.015387645,424.4060838463831,[-0.208  0.497  0.032  0.017 -0.051 -0.127  0.617 -0.361  0.     0.  0.    -1.623],9.359886,768408,698.6306,0.06956229,25.764233,18.731115,663.6919,31.25207,288.77975,-1,214.8169,True,9.359886,0.00069562293,3.2051804,1.5387645,
186,422.18536,0.0052591176,285.94138,45.57,68.99287,112125.695,1.2050668,100,0.030681899,-0.20545387,18600,1352.64022731781,346.3151,136.24399,0.010637606,422.185357489809,[-0.212  0.494  0.032  0.018 -0.049 -0.132  0.603 -0.348  0.     0.  0.    -1.625],9.359959,772965,632.2565,0.20231481,3.0681899,80.35866,459.12973,82.98295,250.91086,-1,232.50844,True,9.359959,0.0020231481,0.52591175,1.0637604,
187,421.39905,0.0027027763,322.23596,45.45,62.393417,125146.01,1.0548943,100,0.020411996,-0.19058731,18700,1359.609266281128,425.1673,99.16309,0.01062701,421.3990568034829,[-0.213  0.492  0.032  0.023 -0.046 -0.135  0.596 -0.344  0.     0.  0.    -1.624],9.359895,777510,747.40326,0.61780035,2.0411997,93.924545,449.18872,94.79623,218.89575,-1,197.17812,True,9.359895,0.0061780033,0.27027765,1.0627009,
188,433.04367,0.25909033,306.6968,46.69,72.37278,9583490.0,21.794695,100,2.6087816,-0.1838078,18800,1368.8791995048523,391.3251,126.34683,0.03667508,433.04363742933526,[-0.212  0.491  0.03   0.025 -0.047 -0.139  0.596 -0.347  0.     0.  0.    -1.61 ],9.359972,782179,698.0219,0.004188245,260.87817,1.9643707,1565.7952,4.5882726,588.185,-1,223.63705,True,9.359972,4.188245e-05,25.909037,3.667508,
189,437.36646,0.0055251494,315.74396,47.16,84.35368,147197.08,1.252424,100,0.030414293,-0.17932814,18900,1377.1265642642975,438.07263,121.6225,0.011140469,437.3664534242196,[-0.209  0.485  0.024  0.031 -0.046 -0.129  0.567 -0.361  0.     0.  0.    -1.603],9.359974,786895,753.8166,0.19038646,3.0414293,80.25878,496.39578,79.84516,243.31297,-1,211.22147,True,9.359974,0.0019038646,0.552515,1.114047,
190,457.1039,0.006280337,324.5393,49.32,90.578094,146237.7,1.1987227,100,0.047169164,-0.17697105,19000,1385.675294160843,481.15625,132.56464,0.01107651,457.1039453573735,[-0.207  0.487  0.024  0.032 -0.041 -0.122  0.563 -0.351  0.     0.  0.    -1.598],9.359955,791827,805.69556,0.45801672,4.7169166,75.67245,501.5449,83.42213,236.90729,-1,215.3953,True,9.359955,0.004580167,0.62803376,1.1076509,
