TimestepsSoFar,TimeElapsed,Iteration,EmpiricalD2,Weights,MaxIW,InitialBound,InitialReturnStd,EpThisIter,OptimizationReturnMean,EpisodesSoFar,MinIWNorm,ReturnStepMax,Bound,InitialReturnMean,EpLenMean,InitialReturnMax,ReturnStepMaxmin,OptimizationReturnMax,StdIW,MeanIWNorm,ESSClassic,MeanEntropy,OptimizationReturnMin,LearnableVariance,MaxIWNorm,StdIWNorm,InitialReturnMin,ESSRenyi,EpRewMean,MeanIW,MinIW,J_sample_variance,ReturnMeanIW,VarianceInit
696874,926.9817526340485,127,1.6656679,[-0.066  0.142 -0.292  0.018 -0.031  0.076 -0.23  -0.73  -0.008  0.  0.    -1.158],16.774597,366.03293,275.63483,100,516.7072,12700,0.00041539207,9.359946,463.47247,821.04706,88.72,1516.7139,9.359946,1212.374,1.6737798,0.0121642705,34.56234,0.2594721,,True,0.16774596,0.016737798,304.33984,60.035976,821.0470595710115,1.216427,0.041539207,2939395.5,1050.7172,-1
705733,940.4701600074768,128,1.0459794,[-0.057  0.141 -0.291  0.022 -0.028  0.078 -0.23  -0.725 -0.008  0.  0.    -1.159],2.1639607,191.86176,286.33112,100,459.26233,12800,0.006498791,9.35991,221.70447,818.5943,88.59,2089.1086,9.35991,1729.7766,0.27226588,0.01051222,93.713615,0.25930762,,True,0.021639606,0.0027226584,359.33197,95.60418,818.5943366296145,1.051222,0.6498791,258469.7,862.6835,-1
715085,954.6453807353973,129,1.0892513,[-0.053  0.137 -0.29   0.022 -0.027  0.073 -0.232 -0.72  -0.008  0.  0.    -1.16 ],4.214159,293.02856,293.24634,100,552.0988,12900,0.005773811,9.359897,354.54248,865.0659,93.52,1906.7914,9.359897,1593.8242,0.40406874,0.010464308,87.02432,0.25624055,,True,0.04214159,0.0040406873,312.9671,91.80618,865.0659104086897,1.0464308,0.57738113,592149.7,951.5619,-1
724005,968.6570501327515,130,1.1804823,[-0.059  0.141 -0.293  0.023 -0.025  0.075 -0.23  -0.723 -0.007  0.  0.    -1.163],4.3739634,340.85968,231.08385,100,476.5657,13000,0.0032490056,9.359997,418.00378,825.9132,89.2,1616.845,9.359997,1267.4976,0.6112755,0.0114514185,77.82456,0.2562665,,True,0.04373963,0.006112755,349.34744,84.71114,825.9131513765093,1.1451418,0.32490057,331641.3,945.0144,-1
732874,983.2145342826843,131,1.4951162,[-0.054  0.144 -0.293  0.026 -0.021  0.076 -0.224 -0.716 -0.007  0.  0.    -1.163],11.503088,319.49442,254.73886,100,486.78082,13100,0.0015680484,9.359949,428.4657,821.0385,88.69,1671.8137,9.359949,1337.556,1.468132,0.011951999,39.85873,0.26138762,,True,0.11503088,0.014681321,334.2577,66.88443,821.0385226098784,1.1951998,0.15680484,1321788.0,1041.7285,-1
741102,994.7677216529846,132,1.019736,[-0.046  0.142 -0.291  0.023 -0.023  0.072 -0.214 -0.691 -0.007  0.  0.    -1.158],1.814991,349.81067,225.25682,100,403.433,13200,0.0056768525,9.359978,356.88934,762.87225,82.28,1376.8721,9.359978,1017.4328,0.15257685,0.010225308,97.82196,0.2602958,,True,0.01814991,0.0015257684,359.43927,98.06459,762.8722531652862,1.0225308,0.56768525,188190.7,774.00714,-1
749469,1010.6041734218597,133,1.0448844,[-0.043  0.139 -0.29   0.024 -0.022  0.072 -0.212 -0.688 -0.007  0.  0.    -1.159],1.937097,321.00873,258.26904,100,450.46222,13300,0.005969348,9.359964,340.20862,774.5429,83.67,1511.7805,9.359964,1187.7,0.22296885,0.010284353,95.51061,0.25825498,,True,0.01937097,0.0022296885,324.08063,95.70436,774.5428777346057,1.0284353,0.5969348,202068.16,803.8094,-1
757820,1023.6797850131989,134,1.0483524,[-0.044  0.139 -0.291  0.027 -0.019  0.071 -0.215 -0.692 -0.006  0.  0.    -1.161],1.9215167,178.07458,274.0407,100,393.07028,13400,0.0053525656,9.359956,207.09839,773.2397,83.51,1983.884,9.359956,1603.7146,0.24628289,0.01024752,94.539375,0.25279722,,True,0.019215167,0.0024628288,380.16946,95.38778,773.239776638235,1.0247521,0.53525656,305307.97,816.48254,-1
766045,1036.1780796051025,135,1.0440027,[-0.046  0.141 -0.293  0.026 -0.02   0.073 -0.216 -0.701 -0.006  0.  0.    -1.166],1.6912068,270.41443,266.62085,100,427.0815,13500,0.006132995,9.35998,287.70874,761.33124,82.25,1636.3896,9.35998,1302.1399,0.19265535,0.0103128515,96.627846,0.2510327,,True,0.016912067,0.0019265536,334.24976,95.785194,761.3312505889583,1.031285,0.6132995,227361.73,789.3102,-1
774778,1047.8880822658539,136,1.0665022,[-0.046  0.138 -0.292  0.023 -0.023  0.071 -0.217 -0.697 -0.006  0.  0.    -1.168],1.8431002,187.32129,257.43484,100,457.38962,13600,0.0037717915,9.35995,221.42566,808.5811,87.33,2070.8662,9.35995,1719.6747,0.295332,0.010479566,92.64228,0.24163921,,True,0.018431002,0.00295332,351.19153,93.76446,808.5811093525662,1.0479566,0.37717915,263586.34,863.0106,-1
783663,1064.243435382843,137,1.1072187,[-0.044  0.135 -0.292  0.027 -0.019  0.068 -0.22  -0.698 -0.004  0.  0.    -1.177],2.3337307,277.01434,251.29187,100,518.4825,13700,0.005374977,9.359803,328.31122,822.72314,88.85,1819.0294,9.359803,1514.7888,0.32740456,0.010958255,91.804955,0.23823647,,True,0.023337306,0.0032740457,304.24066,90.31639,822.7231554685244,1.0958258,0.5374977,214389.02,902.5304,-1
791992,1079.4127209186554,138,1.0373473,[-0.041  0.136 -0.293  0.023 -0.024  0.068 -0.223 -0.698 -0.004  0.  0.    -1.181],1.7407584,188.05084,253.39987,100,503.62793,13800,0.006759934,9.359978,207.96576,771.35406,83.29,1944.344,9.359978,1676.6179,0.20510192,0.010297963,96.18459,0.23284385,,True,0.017407583,0.0020510193,267.72604,96.39973,771.3539947257955,1.0297965,0.67599344,172164.12,802.0615,-1
800820,1096.869119644165,139,1.1507255,[-0.042  0.136 -0.294  0.022 -0.024  0.071 -0.221 -0.704 -0.004  0.  0.    -1.186],6.1640553,310.97165,258.27658,100,439.7992,13900,0.002055595,9.359925,377.6565,817.2293,88.28,1687.5254,9.359925,1310.0953,0.6746061,0.010830305,72.0467,0.22978075,,True,0.061640553,0.00674606,377.43008,86.9017,817.2292892378537,1.0830305,0.20555949,694185.1,920.7285,-1
809656,1112.6632797718048,140,1.0528178,[-0.044  0.135 -0.295  0.025 -0.02   0.069 -0.225 -0.707  0.002  0.  0.    -1.189],2.0016024,239.44891,307.3572,100,532.2421,14000,0.006334578,9.359958,290.42474,817.97186,88.36,1928.4099,9.359958,1642.6802,0.23688313,0.010560636,95.20964,0.21819113,,True,0.020016024,0.0023688313,285.7298,94.98319,817.9719117880454,1.0560637,0.63345784,292067.75,884.0293,-1
818694,1130.690465927124,141,1.0180987,[-0.047  0.137 -0.295  0.025 -0.022  0.071 -0.222 -0.71   0.002  0.  0.    -1.201],1.3110499,365.54636,265.57602,100,512.72,14100,0.0059589106,9.359973,375.4926,835.20276,90.38,1565.521,9.359973,1243.0383,0.11991292,0.010123117,98.61628,0.21671516,,True,0.013110499,0.0011991292,322.4827,98.222305,835.2026922027742,1.0123118,0.59589106,195752.5,849.37994,-1
827706,1146.576524734497,142,1.6924347,[-0.045  0.141 -0.297  0.024 -0.023  0.07  -0.222 -0.711  0.002  0.  0.    -1.202],12.623346,382.34708,269.65747,100,485.9572,14200,0.0021027038,9.359921,518.59906,834.44214,90.12,1506.9836,9.359921,1158.4987,1.4632138,0.012087157,40.56075,0.2124589,,True,0.12623346,0.014632137,348.48495,59.086475,834.4421912861499,1.2087156,0.21027038,1890078.0,1106.7458,-1
837089,1159.8433818817139,143,1.1556039,[-0.054  0.146 -0.3    0.014 -0.033  0.073 -0.221 -0.716  0.002  0.  0.    -1.206],2.8816965,300.71155,336.7703,100,517.7486,14300,0.00361252,9.359925,396.5374,867.08795,93.83,1887.9213,9.359925,1538.5819,0.43282962,0.011086783,86.77442,0.2085404,,True,0.028816964,0.004328296,349.3394,86.53484,867.0879441990163,1.1086783,0.361252,452485.0,1005.3864,-1
846071,1177.3009173870087,144,17.264593,[-0.056  0.147 -0.302  0.019 -0.028  0.073 -0.222 -0.72   0.002  0.  0.    -1.21 ],345.79172,152.48041,300.06436,100,490.0377,14400,4.425213e-05,9.35994,1486.5408,830.99664,89.82,2261.7207,9.35994,1920.7617,34.314545,0.045524478,1.7296408,0.21288094,,True,3.4579172,0.34314546,340.95892,5.7922015,830.996639910953,4.552448,0.004425213,480720800.0,4305.822,-1
855249,1193.3968493938446,145,1.2244667,[-6.094e-02  1.456e-01 -3.009e-01  2.470e-02 -2.132e-02  6.413e-02 -2.328e-01 -7.039e-01  9.955e-04  0.000e+00  0.000e+00 -1.206e+00],3.0850172,409.9159,243.01343,100,506.66855,14500,0.0019865844,9.359934,458.1652,848.2269,91.78,1461.0369,9.359934,1119.4785,0.54996055,0.0112903705,80.82297,0.21109156,,True,0.030850172,0.0054996056,341.5584,81.668205,848.2269589678664,1.1290371,0.19865845,317236.97,943.181,-1
864172,1208.9374060630798,146,1.3558613,[-6.030e-02  1.489e-01 -3.026e-01  3.032e-02 -1.551e-02  6.728e-02 -2.302e-01 -7.030e-01 -3.425e-05  0.000e+00  0.000e+00 -1.208e+00],3.4718015,317.41776,262.6,100,457.14105,14600,0.0012642688,9.359859,418.76093,825.063,89.23,1692.1511,9.359859,1324.2291,0.6857979,0.011927129,75.1533,0.20631446,,True,0.034718014,0.0068579796,367.922,73.75385,825.0630441369117,1.1927128,0.12642688,488368.56,1009.87054,-1
873376,1223.9284439086914,147,1.1751133,[-5.079e-02  1.452e-01 -3.033e-01  2.675e-02 -1.892e-02  5.674e-02 -2.391e-01 -6.957e-01 -3.425e-05  0.000e+00  0.000e+00 -1.213e+00],3.5490756,351.42804,255.359,100,509.40775,14700,0.0043277214,9.359983,405.64465,850.99664,92.04,1665.2288,9.359983,1323.6399,0.5199467,0.0109530045,81.60956,0.19852304,,True,0.035490755,0.005199467,341.58893,85.098175,850.9966371606642,1.0953003,0.43277216,335666.78,947.19025,-1
882639,1238.4285657405853,148,1.1769768,[-0.052  0.147 -0.304  0.021 -0.025  0.058 -0.236 -0.692  0.004  0.  0.    -1.22 ],4.525438,346.4897,300.40598,100,487.79184,14800,0.002144439,9.359954,402.43475,856.25586,92.63,1699.2207,9.359954,1330.7566,0.5272929,0.010885898,80.996216,0.19428413,,True,0.045254376,0.0052729286,368.46405,84.96344,856.2558764389912,1.0885898,0.21444389,561207.8,955.4728,-1
891954,1254.2103307247162,149,1.0608014,[-0.047  0.149 -0.305  0.019 -0.028  0.058 -0.234 -0.691  0.005  0.  0.    -1.225],2.5782232,305.1983,286.7166,100,520.3071,14900,0.0038960327,9.359871,333.85706,860.9922,93.15,1852.6466,9.359871,1511.9615,0.27965924,0.010313947,93.15146,0.19365536,,True,0.025782231,0.0027965924,340.68506,94.26836,860.9922183515644,1.0313947,0.3896033,291564.44,906.2982,-1
901056,1269.1933753490448,150,1.298583,[-0.051  0.154 -0.308  0.018 -0.028  0.06  -0.232 -0.694  0.005  0.  0.    -1.225],3.9423578,280.08167,264.4471,100,527.9082,15000,0.0028835472,9.359988,358.62787,842.4403,91.02,1874.5288,9.359988,1559.9967,0.73873204,0.011692361,71.47042,0.19079591,,True,0.039423577,0.00738732,314.5321,77.00701,842.4402928086893,1.1692362,0.28835472,489931.4,999.4658,-1
909954,1286.3557906150818,151,1.0293087,[-0.057  0.158 -0.31   0.013 -0.034  0.065 -0.233 -0.695  0.005  0.  0.    -1.228],1.4797796,305.23456,248.34218,100,483.5084,15100,0.0071626827,9.359888,339.67804,823.3688,88.98,1727.1141,9.359888,1387.2538,0.15466087,0.010282694,97.787766,0.18257004,,True,0.014797796,0.0015466087,339.86038,97.15259,823.3687628367694,1.0282694,0.7162683,228227.73,865.35034,-1
919531,1304.1293432712555,152,1.0312991,[-0.057  0.158 -0.31   0.013 -0.033  0.064 -0.235 -0.695  0.005  0.  0.    -1.236],2.1306224,372.86874,284.2735,100,517.1434,15200,0.007598465,9.359858,404.18408,884.817,95.77,1706.4945,9.359858,1338.8208,0.18127605,0.010216942,96.94805,0.18003003,,True,0.021306224,0.0018127606,367.67365,96.96508,884.8170474809381,1.0216942,0.7598465,307541.06,924.08246,-1
928993,1323.1488659381866,153,1.0528197,[-0.06   0.159 -0.311  0.015 -0.032  0.066 -0.233 -0.694  0.012  0.  0.    -1.239],3.1460147,376.99643,274.2911,100,549.8459,15300,0.004129353,9.359955,419.34805,873.7393,94.62,1655.8093,9.359955,1331.9159,0.33299932,0.01060351,91.022865,0.17957097,,True,0.031460147,0.0033299935,323.89343,94.983025,873.739267614797,1.0603511,0.4129353,249969.61,929.04095,-1
938663,1338.1311988830566,154,1.0816665,[-0.057  0.158 -0.311  0.016 -0.031  0.063 -0.236 -0.69   0.016  0.  0.    -1.239],2.3082647,373.90485,291.1636,100,535.1769,15400,0.0044001346,9.359921,437.42322,894.1461,96.7,1734.1377,9.359921,1375.1685,0.29105145,0.010983221,93.43847,0.17715992,,True,0.023082647,0.0029105146,358.9693,92.44994,894.1461712829581,1.0983222,0.44001347,288601.28,978.4908,-1
948047,1353.5125546455383,155,1.2270942,[-0.057  0.159 -0.312  0.015 -0.032  0.066 -0.234 -0.694  0.019  0.  0.    -1.242],3.2038252,367.5754,285.59387,100,508.62128,15500,0.0030708069,9.359993,458.02032,867.21686,93.84,1665.472,9.359993,1306.8763,0.6143346,0.010958722,76.08841,0.1689607,,True,0.032038253,0.0061433455,358.5957,81.49334,867.2169413458065,1.0958722,0.3070807,586620.9,1011.4947,-1
957838,1370.5006577968597,156,1.1286854,[-0.06   0.165 -0.316  0.021 -0.026  0.069 -0.236 -0.7    0.017  0.  0.    -1.25 ],2.3213592,383.91516,278.2324,100,582.9818,15600,0.0038632548,9.359955,452.16785,905.1911,97.91,1737.5867,9.359955,1415.3773,0.36047673,0.0108182095,90.0065,0.16591664,,True,0.023213591,0.0036047674,322.20932,88.59865,905.1911015859606,1.081821,0.38632548,348902.3,1005.9694,-1
967244,1386.4562351703644,157,1.1711417,[-0.06   0.164 -0.316  0.017 -0.029  0.066 -0.239 -0.697  0.019  0.  0.    -1.253],2.8595095,421.07693,263.87427,100,556.6626,15700,0.0019000318,9.359989,467.3843,870.07336,94.06,1496.6547,9.359989,1183.2439,0.4554688,0.011033606,85.44052,0.15924838,,True,0.028595094,0.004554688,313.4108,85.386765,870.0733764809162,1.1033607,0.19000319,292996.25,953.28503,-1
976506,1403.6757655143738,158,2.7202868,[-0.059  0.167 -0.318  0.023 -0.024  0.066 -0.242 -0.697  0.022  0.  0.    -1.26 ],69.35067,378.572,253.69618,100,443.89807,15800,0.0009193011,9.359937,966.56067,856.4824,92.62,1593.0347,9.359937,1180.4504,6.846089,0.01678638,5.6711817,0.16043095,,True,0.69350666,0.068460874,412.5843,36.76083,856.4823906931153,1.6786381,0.091930114,33598300.0,1754.7922,-1
986281,1420.7727971076965,159,1.1040491,[-0.062  0.17  -0.321  0.024 -0.021  0.065 -0.236 -0.708  0.009  0.  0.    -1.259],2.053235,303.12683,294.45367,100,569.4454,15900,0.0046206894,9.3599825,376.336,902.8089,97.75,1998.9402,9.3599825,1665.5767,0.33670342,0.011228404,91.74981,0.15290996,,True,0.020532351,0.003367034,333.36353,90.57568,902.8089149596462,1.1228404,0.46206895,270197.5,1006.44434,-1
995588,1433.7206842899323,160,1.0495301,[-0.062  0.171 -0.322  0.028 -0.018  0.067 -0.237 -0.708  0.008  0.  0.    -1.266],2.0642786,243.5252,323.98492,100,518.69934,16000,0.00486455,9.359884,286.10522,859.492,93.07,2053.2227,9.359884,1712.43,0.24120298,0.010572975,95.05304,0.15622757,,True,0.020642785,0.0024120298,340.7926,95.28073,859.4919473868873,1.0572975,0.48645505,338331.12,917.1421,-1
1005583,1449.2356214523315,161,1.2497886,[-0.062  0.172 -0.323  0.029 -0.016  0.069 -0.234 -0.709  0.003  0.  0.    -1.263],4.706769,321.3427,302.9918,100,535.1353,16100,0.0034524119,9.359986,396.35516,922.9752,99.95,2005.4419,9.359986,1617.6019,0.66017205,0.011477591,75.14073,0.15872759,,True,0.04706769,0.00660172,387.83994,80.01353,922.9752479734157,1.1477591,0.3452412,576448.3,1068.944,-1
1014699,1464.9392404556274,162,1.4359933,[-0.064  0.174 -0.326  0.03  -0.016  0.075 -0.234 -0.719  0.01   0.  0.    -1.26 ],7.917935,365.06396,273.1727,100,539.00165,16200,0.0015923737,9.359994,451.26483,841.65576,91.16,1588.6394,9.359994,1285.9854,1.0087655,0.011512229,56.566723,0.15289472,,True,0.07917935,0.010087655,302.6541,69.63821,841.6557981980437,1.151223,0.15923737,1016399.7,1022.3788,-1
1023940,1477.42001080513,163,1.8324488,[-0.062  0.172 -0.327  0.03  -0.017  0.074 -0.244 -0.715  0.007  0.  0.    -1.266],38.07753,357.69052,283.49728,100,503.42984,16300,0.00073161215,9.359996,712.13696,854.2838,92.41,1655.3113,9.359996,1304.4573,3.7580972,0.013688237,11.712706,0.15477741,,True,0.3807753,0.03758097,350.854,54.57178,854.2838819226505,1.3688236,0.073161215,15043024.0,1384.3654,-1
1034310,1493.276080608368,164,13.610251,[-0.06   0.171 -0.329  0.028 -0.019  0.068 -0.243 -0.722 -0.005  0.  0.    -1.264],202.52522,413.23773,307.7821,100,547.80255,16400,2.4273097e-05,9.359984,2026.9803,955.01807,103.7,1805.9346,9.359984,1398.719,20.071108,0.028877936,2.0281076,0.14360033,,True,2.025252,0.20071106,407.2155,7.347403,955.0180716807118,2.8877933,0.0024273098,591101060.0,4025.7205,-1
1043864,1510.7437822818756,165,1.2578366,[-0.048  0.167 -0.328  0.028 -0.019  0.066 -0.25  -0.723  0.003  0.  0.    -1.275],4.218066,353.50977,291.09668,100,579.31616,16500,0.0024668025,9.359957,473.1808,882.4506,95.54,1763.1364,9.359957,1460.002,0.6936425,0.011484933,73.27263,0.14265391,,True,0.04218066,0.006936425,303.13446,79.50159,882.4506252154481,1.1484933,0.24668026,693082.75,1066.4055,-1
1053371,1528.019919872284,166,1.040354,[-0.04   0.166 -0.329  0.027 -0.021  0.06  -0.249 -0.724  0.004  0.  0.    -1.276],1.9517505,279.90967,304.86676,100,583.8259,16600,0.0063077114,9.359776,310.40924,877.8669,95.07,1993.1907,9.359776,1699.1498,0.20968182,0.010314977,96.03174,0.14544676,,True,0.019517506,0.0020968183,294.04092,96.121124,877.8668405846554,1.0314977,0.63077116,248943.11,920.3121,-1
1063339,1544.2451405525208,167,1.0355188,[-0.044  0.168 -0.331  0.028 -0.021  0.062 -0.25  -0.726 -0.002  0.  0.    -1.273],2.2277412,410.33386,268.26334,100,609.3703,16700,0.0055955085,9.359926,435.20636,922.4384,99.68,1707.0151,9.359926,1393.947,0.2015713,0.010186106,96.2316,0.140716,,True,0.022277411,0.002015713,313.0681,96.569954,922.4383889624261,1.0186106,0.5595509,230738.3,956.3262,-1
1072651,1560.1893043518066,168,1.3174942,[-4.517e-02  1.678e-01 -3.316e-01  2.761e-02 -2.127e-02  6.056e-02 -2.524e-01 -7.274e-01  3.277e-04  0.000e+00  0.000e+00 -1.278e+00],11.481422,303.54102,258.42136,100,592.54767,16800,0.00068040565,9.359914,389.25836,859.6987,93.12,1853.8593,9.359914,1586.7081,1.1213485,0.0107711945,47.989,0.14720716,,True,0.11481422,0.011213486,267.1511,75.901665,859.6987623893151,1.0771195,0.068040565,3351363.5,1027.6282,-1
1082281,1575.118483543396,169,1.1247815,[-0.053  0.168 -0.333  0.028 -0.021  0.066 -0.247 -0.738 -0.002  0.  0.    -1.272],5.2563515,356.87775,283.4135,100,548.6682,16900,0.0036153411,9.359967,395.20312,888.1337,96.3,1770.8534,9.359967,1431.388,0.55665994,0.010465681,77.947914,0.14829083,,True,0.052563515,0.0055666,339.4655,88.90616,888.1337333961981,1.0465679,0.36153412,510774.38,958.63043,-1
1092199,1591.5926795005798,170,1.2552978,[-0.057  0.17  -0.334  0.029 -0.02   0.067 -0.252 -0.742 -0.003  0.  0.    -1.271],5.293323,340.14215,318.31943,100,518.09717,17000,0.0028832399,9.359831,421.72406,915.8761,99.18,1919.1133,9.359831,1521.3344,0.77330357,0.011050157,67.12592,0.15033771,,True,0.05293323,0.0077330363,397.77896,79.66238,915.8761352657986,1.1050156,0.288324,694914.44,1066.7769,-1
1102771,1608.5970096588135,171,1.273901,[-0.061  0.169 -0.335  0.029 -0.02   0.066 -0.261 -0.753 -0.002  0.  0.    -1.269],5.9066267,399.20258,297.20218,100,498.9641,17100,0.0033400373,9.359945,525.76465,976.29333,105.72,1923.6364,9.359945,1446.307,0.70440656,0.011264932,71.89012,0.14891863,,True,0.059066266,0.0070440653,477.32935,78.49904,976.2934348995136,1.1264932,0.33400375,1021555.0,1177.1111,-1
1113182,1627.7776119709015,172,1.1666564,[-0.064  0.167 -0.335  0.027 -0.022  0.063 -0.262 -0.753 -0.003  0.  0.    -1.27 ],3.3129244,323.98743,300.5507,100,569.7261,17200,0.0038843118,9.359994,388.14417,959.464,104.11,2118.2554,9.359994,1728.5175,0.48984897,0.010875631,83.134575,0.14478137,,True,0.03312924,0.0048984895,389.7379,85.71504,959.4640023413574,1.0875632,0.3884312,474928.5,1074.5343,-1
1124320,1648.6017549037933,173,1.0259496,[-0.063  0.168 -0.336  0.03  -0.018  0.061 -0.262 -0.758 -0.005  0.  0.    -1.274],1.8117485,302.07745,353.79727,100,751.12537,17300,0.007141238,9.359923,313.75293,1026.381,111.38,2414.3457,9.359923,2139.09,0.1855661,0.010135412,96.75667,0.14451434,,True,0.018117486,0.0018556608,275.25568,97.47067,1026.3810301441174,1.0135412,0.71412385,239858.5,1047.3942,-1
1135096,1664.9646725654602,174,1.0913068,[-0.064  0.168 -0.335  0.03  -0.018  0.061 -0.26  -0.756 -0.005  0.  0.    -1.274],2.63243,449.5791,291.30853,100,634.8681,17400,0.0045716483,9.359956,490.5589,994.57416,107.76,1816.6501,9.359956,1456.9441,0.35836023,0.010690303,89.89796,0.14561252,,True,0.0263243,0.003583602,359.706,91.63326,994.5740812455496,1.0690303,0.45716485,307243.34,1059.8914,-1
1145665,1681.3606519699097,175,1.0313867,[-0.065  0.17  -0.337  0.029 -0.018  0.063 -0.263 -0.76  -0.006  0.  0.    -1.273],1.6510477,473.76492,282.50314,100,664.2416,17500,0.0068099103,9.359936,490.8637,976.2464,105.69,1674.9387,9.359936,1362.9338,0.17974393,0.010273439,97.029816,0.1496256,,True,0.016510477,0.0017974393,312.0049,96.95684,976.2464573399167,1.0273439,0.68099105,202328.28,1001.17,-1
1155863,1695.71005320549,176,1.2511083,[-0.061  0.169 -0.338  0.028 -0.02   0.06  -0.264 -0.758 -0.005  0.  0.    -1.269],3.1875334,443.96014,285.83176,100,507.12292,17600,0.0015036758,9.359923,520.954,941.54,101.98,1658.5997,9.359923,1224.1826,0.5525118,0.011246571,80.55764,0.147606,,True,0.031875335,0.005525118,434.41708,79.92913,941.5400166473611,1.1246574,0.15036759,460373.8,1077.5118,-1
1166607,1713.6928534507751,177,1.0225314,[-0.059  0.166 -0.338  0.021 -0.026  0.058 -0.266 -0.757 -0.003  0.  0.    -1.271],1.7845696,451.94238,347.72214,100,611.52155,17700,0.0072975024,9.359877,469.00696,992.0996,107.44,1800.5242,9.359877,1419.946,0.14954413,0.010233033,97.90899,0.14773558,,True,0.017845696,0.0014954414,380.57812,97.79651,992.0996647762527,1.0233033,0.7297503,297136.03,1015.2156,-1
1178058,1733.001559972763,178,1.1626109,[-0.057  0.167 -0.338  0.022 -0.026  0.057 -0.264 -0.753 -0.004  0.  0.    -1.271],4.6773753,486.86652,321.612,100,742.9306,17800,0.0039104805,9.359956,554.77844,1054.8679,114.51,1893.3381,9.359956,1581.4009,0.48939222,0.010805266,82.97815,0.14737715,,True,0.04677375,0.004893922,311.93732,86.0133,1054.8679316992827,1.0805267,0.39104804,524319.2,1167.2228,-1
1189353,1750.7647731304169,179,1.0534383,[-0.061  0.169 -0.339  0.023 -0.025  0.058 -0.268 -0.753 -0.003  0.  0.    -1.272],1.9648416,341.77692,323.6758,100,618.9221,17900,0.0052570174,9.35998,363.25293,1043.2493,112.95,2338.2417,9.35998,1913.9146,0.27749136,0.01048444,93.45357,0.14909413,,True,0.019648416,0.0027749138,424.32712,94.927246,1043.249294861183,1.048444,0.52570176,326117.62,1083.2242,-1
1200515,1770.3371887207031,180,1.0695791,[-5.944e-02  1.681e-01 -3.389e-01  2.356e-02 -2.428e-02  5.602e-02 -2.654e-01 -7.520e-01 -3.641e-04  0.000e+00  0.000e+00 -1.270e+00],2.4652727,390.02118,332.394,100,671.56287,18000,0.0052693966,9.359961,449.8037,1028.8715,111.62,2129.5007,9.359961,1772.1923,0.34382772,0.010437113,90.210144,0.14782666,,True,0.024652727,0.003438277,357.30847,93.49472,1028.8713948684654,1.0437112,0.5269397,482161.94,1110.5055,-1
1211750,1789.248466014862,181,1.1173155,[-0.062  0.17  -0.341  0.024 -0.023  0.059 -0.266 -0.76  -0.002  0.  0.    -1.271],2.7305648,348.58673,335.94897,100,695.02856,18100,0.005123779,9.359993,397.69843,1035.5592,112.35,2289.908,9.359993,1949.3773,0.41211367,0.010631258,86.936325,0.14365974,,True,0.027305648,0.0041211364,340.5306,89.50024,1035.5591792398734,1.0631258,0.5123779,472803.8,1123.8499,-1
1222401,1803.6681399345398,182,2.0874808,[-6.452e-02  1.718e-01 -3.414e-01  2.788e-02 -1.945e-02  6.124e-02 -2.634e-01 -7.616e-01  6.391e-04  0.000e+00  0.000e+00 -1.275e+00],20.530237,429.40857,289.80554,100,622.02673,18200,0.0006207887,9.359986,526.34955,982.2581,106.51,1842.8317,9.359986,1482.6003,2.255704,0.01293551,24.747177,0.14647676,,True,0.20530237,0.02255704,360.23132,47.904633,982.2580967706112,1.293551,0.06207887,3546687.2,1325.1129,-1
1233908,1819.2473526000977,183,1.1905216,[-0.064  0.174 -0.342  0.027 -0.02   0.055 -0.258 -0.763  0.002  0.  0.    -1.272],6.5561934,559.7483,273.51273,100,700.9894,18300,0.0028082093,9.359937,694.06445,1062.1678,115.07,1674.7318,9.359937,1313.5533,0.72979885,0.011371489,70.82751,0.14526314,,True,0.065561935,0.0072979885,361.1785,83.996796,1062.1678357132425,1.1371489,0.28082094,981560.25,1242.2595,-1
1245532,1836.1223683357239,184,1.1455342,[-5.687e-02  1.718e-01 -3.419e-01  2.696e-02 -2.013e-02  4.935e-02 -2.621e-01 -7.604e-01  1.470e-04  0.000e+00  0.000e+00 -1.274e+00],3.4758992,555.1833,290.84964,100,693.4844,18400,0.0033711656,9.359978,601.0732,1073.2681,116.24,1726.9497,9.359978,1347.1659,0.4415369,0.010685292,85.415306,0.14476779,,True,0.034758992,0.004415369,379.7838,87.29552,1073.2681090576837,1.0685291,0.33711657,421200.1,1155.5775,-1
1257087,1857.297044992447,185,1.4257858,[-5.728e-02  1.724e-01 -3.429e-01  2.506e-02 -2.173e-02  4.737e-02 -2.660e-01 -7.554e-01 -3.913e-04  0.000e+00  0.000e+00 -1.274e+00],8.410543,494.60248,307.64603,100,612.7035,18500,0.0016891477,9.359985,585.94855,1065.7937,115.55,1903.971,9.359985,1450.8809,1.0130352,0.0119236745,58.078083,0.14736135,,True,0.08410543,0.010130352,453.09015,70.136765,1065.7936655455094,1.1923674,0.16891477,1049821.2,1267.9867,-1
