TimestepsSoFar,TimeElapsed,Iteration,EmpiricalD2,Weights,MaxIW,InitialBound,InitialReturnStd,EpThisIter,OptimizationReturnMean,EpisodesSoFar,MinIWNorm,ReturnStepMax,Bound,InitialReturnMean,EpLenMean,InitialReturnMax,ReturnStepMaxmin,OptimizationReturnMax,StdIW,MeanIWNorm,ESSClassic,MeanEntropy,OptimizationReturnMin,LearnableVariance,MaxIWNorm,StdIWNorm,InitialReturnMin,ESSRenyi,EpRewMean,MeanIW,MinIW,J_sample_variance,ReturnMeanIW,VarianceInit
239203,150.55450129508972,62,1.2616539,[-0.076  0.081 -0.165  0.036 -0.032  0.118 -0.055 -0.493  0.     0.  0.    -0.933],2.9444022,193.52005,164.76465,100,233.23834,6200,0.0026097745,9.359961,251.82999,520.4907,56.16,1089.9023,9.359961,802.64996,0.53299457,0.011523234,82.37622,0.44424367,,True,0.029444022,0.0053299456,287.25238,79.26104,520.4907256240987,1.1523234,0.26097745,195855.08,619.0945,-1
244783,156.55124711990356,63,1.0739112,[-0.077  0.076 -0.168  0.029 -0.035  0.115 -0.061 -0.496  0.     0.  0.    -0.975],2.1672173,160.1853,179.0412,100,240.30014,6300,0.004646728,9.35996,178.23972,517.37744,55.8,1190.6405,9.35996,913.56323,0.3001051,0.010768889,92.79354,0.43483633,,True,0.021672172,0.003001051,277.0773,93.11757,517.377454882278,1.0768889,0.4646728,130341.65,548.3968,-1
250426,162.29475569725037,64,1.9320058,[-0.073  0.071 -0.167  0.024 -0.04   0.115 -0.059 -0.49   0.     0.  0.    -0.984],29.045168,119.39606,193.2106,100,237.52238,6400,0.0003115217,9.359832,261.96423,522.94714,56.43,1345.1704,9.359832,1059.7456,2.939127,0.015298427,21.317453,0.41082686,,True,0.29045168,0.02939127,285.42474,51.75968,522.9471448390854,1.5298427,0.03115217,828180.06,822.8866,-1
256138,170.0666139125824,65,1.1000724,[-0.081  0.075 -0.175  0.017 -0.044  0.128 -0.072 -0.507  0.     0.  0.    -1.008],3.8200867,216.88199,157.93843,100,261.46716,6500,0.0034837958,9.359879,248.94519,529.2097,57.12,1041.0925,9.359879,773.35,0.4202764,0.010683621,86.59876,0.4046836,,True,0.038200866,0.004202764,267.74258,90.90311,529.2097488298672,1.0683622,0.34837958,152847.92,576.5281,-1
261675,178.2607865333557,66,1.772225,[-0.067  0.073 -0.177  0.015 -0.044  0.116 -0.075 -0.505  0.     0.  0.    -1.014],10.595711,172.80676,167.46329,100,245.11313,6600,0.00030613408,9.35976,257.01785,512.84283,55.37,1133.4536,9.35976,865.7239,1.5690143,0.012692119,39.55354,0.41801804,,True,0.105957106,0.015690142,267.7297,56.426243,512.8428176351409,1.2692119,0.03061341,937920.06,709.6907,-1
267280,186.39136219024658,67,1.2011931,[-0.07   0.07  -0.174  0.015 -0.044  0.1   -0.085 -0.481  0.     0.  0.    -1.001],2.6567757,256.89505,160.31415,100,260.29324,6700,0.00270912,9.359949,300.9474,519.33514,56.05,874.80035,9.359949,615.7585,0.4741493,0.010983042,84.29046,0.4178467,,True,0.026567757,0.004741493,259.04187,83.250565,519.3351243452454,1.0983043,0.27091202,148658.92,588.579,-1
272653,194.08543300628662,68,1.0655589,[-0.073  0.076 -0.176  0.012 -0.045  0.111 -0.081 -0.498  0.     0.  0.    -1.001],2.1207387,184.82825,165.63126,100,286.1167,6800,0.0058440827,9.359931,205.28433,497.74442,53.73,1043.0538,9.359931,831.42615,0.2613555,0.010306864,93.958496,0.42374548,,True,0.021207387,0.002613555,211.62772,93.847466,497.74440586838676,1.0306865,0.5844083,103757.34,528.29486,-1
278474,202.53313446044922,69,1.0766909,[-0.061  0.069 -0.177  0.013 -0.044  0.104 -0.091 -0.515  0.     0.  0.    -0.995],2.0083902,189.18845,182.48106,100,281.62738,6900,0.00553314,9.359866,218.0206,539.738,58.21,1168.4985,9.359866,910.38794,0.3035109,0.010506511,92.29768,0.41037235,,True,0.0200839,0.0030351088,258.1106,92.87717,539.7379681004994,1.0506512,0.55331403,137600.8,581.76385,-1
284178,213.00763869285583,70,1.1566013,[-0.052  0.065 -0.176  0.017 -0.039  0.101 -0.092 -0.512  0.     0.  0.    -1.009],3.2916894,177.30963,188.24934,100,251.8277,7000,0.0029185307,9.359878,215.9188,528.43085,57.04,1170.4039,9.359878,893.8008,0.42634973,0.010812646,86.5443,0.42319667,,True,0.032916892,0.0042634974,276.60315,86.46022,528.4308211844908,1.0812646,0.29185307,214162.78,593.53345,-1
289764,221.68445348739624,71,1.0530288,[-0.053  0.072 -0.181  0.017 -0.04   0.111 -0.086 -0.522  0.     0.  0.    -0.996],2.0708432,123.465,183.214,100,288.10733,7100,0.005083266,9.359956,149.09518,517.90015,55.86,1314.7839,9.359956,1084.9911,0.25447398,0.010386426,94.33713,0.40574062,,True,0.020708432,0.0025447397,229.79283,94.964165,517.900169157894,1.0386426,0.50832665,127796.41,553.85345,-1
295632,232.23404550552368,72,1.0756513,[-0.046  0.072 -0.186  0.018 -0.038  0.104 -0.093 -0.524  0.     0.  0.    -1.013],2.2541134,222.10452,181.67929,100,304.5612,7200,0.004887406,9.359897,251.23495,543.5739,58.68,1071.5647,9.359897,832.552,0.2747672,0.01075756,93.875725,0.41316554,,True,0.022541134,0.002747672,239.01273,92.966934,543.5739141519391,1.0757561,0.4887406,116270.63,584.64246,-1
301400,239.81408667564392,73,1.3023195,[-0.056  0.081 -0.19   0.022 -0.036  0.104 -0.095 -0.518  0.     0.  0.    -1.006],5.2392693,211.61441,184.45752,100,286.41492,7300,0.0017025524,9.35989,254.69101,534.69635,57.68,1076.9397,9.35989,828.65826,0.78996944,0.01161671,68.37891,0.42492738,,True,0.05239269,0.007899695,248.28143,76.78607,534.6963284400041,1.1616708,0.17025524,234608.0,623.3895,-1
307041,247.36832690238953,74,68.41601,[-0.05   0.081 -0.188  0.021 -0.036  0.115 -0.092 -0.512  0.     0.  0.    -0.994],887.34827,239.86038,161.77455,100,274.1117,7400,1.3354787e-05,9.3599415,4471.4004,522.74866,56.41,942.9608,9.3599415,694.32385,88.25339,0.10101845,1.2932588,0.40683043,,True,8.873483,0.88253385,248.63693,1.4616462,522.7486220994949,10.101845,0.0013354787,1561156200.0,6811.2812,-1
312554,258.4206554889679,75,1.0270022,[ 0.003  0.065 -0.181  0.023 -0.03   0.086 -0.074 -0.496  0.     0.  0.    -1.012],1.4283324,236.6507,152.4042,100,252.2461,7500,0.006719682,9.359721,247.12888,510.90955,55.13,914.1961,9.359721,655.53265,0.15528943,0.010145502,97.7108,0.40121698,,True,0.014283325,0.0015528942,258.66345,97.37077,510.90955229638365,1.0145502,0.6719682,100254.51,525.06586,-1
318107,269.31868958473206,76,1.1174332,[ 0.009  0.06  -0.18   0.023 -0.032  0.088 -0.077 -0.505  0.     0.  0.    -1.018],2.6819441,255.75604,144.66861,100,255.26898,7600,0.004147096,9.35984,286.07532,514.92725,55.53,863.9043,9.35984,604.246,0.39948243,0.010711295,87.78901,0.38119772,,True,0.026819441,0.003994824,259.6583,89.49081,514.9272833443931,1.0711294,0.4147096,128532.03,560.04193,-1
324009,281.306503534317,77,1.1839312,[-0.004  0.068 -0.184  0.019 -0.036  0.096 -0.073 -0.508  0.     0.  0.    -1.038],4.4523306,155.96973,191.98015,100,299.0869,7700,0.002746416,9.359696,199.96649,547.457,59.02,1304.9574,9.359696,1056.5874,0.6242281,0.010951851,75.47902,0.3794077,,True,0.044523306,0.0062422813,248.37004,84.46436,547.4569579130552,1.095185,0.2746416,207607.9,625.93823,-1
329784,292.14836406707764,78,1.1347898,[-0.013  0.073 -0.185  0.026 -0.029  0.094 -0.067 -0.505  0.     0.  0.    -1.04 ],2.3003328,217.42792,169.13708,100,275.81082,7800,0.001827361,9.35993,261.5168,535.383,57.75,1059.8501,9.35993,800.27795,0.4437651,0.0109028695,85.78811,0.3570974,,True,0.023003327,0.0044376506,259.57214,88.12205,535.3829646022319,1.090287,0.1827361,168396.19,600.2232,-1
335589,300.559538602829,79,1.0725173,[-0.011  0.075 -0.188  0.022 -0.032  0.093 -0.077 -0.522  0.     0.  0.    -1.062],3.0486603,208.27737,188.03096,100,250.90242,7900,0.0049900403,9.359937,223.09738,538.45844,58.05,1100.6038,9.359937,813.0477,0.33336228,0.010206702,90.360794,0.34531802,,True,0.030486602,0.0033336226,287.55606,93.238594,538.4584839185267,1.0206703,0.49900407,170300.25,565.0409,-1
341734,311.53502321243286,80,1.0629585,[ 0.003  0.067 -0.187  0.022 -0.028  0.083 -0.085 -0.525  0.     0.  0.    -1.074],1.9172994,133.72931,204.21582,100,283.2441,8000,0.0038099384,9.359898,150.45187,569.9677,61.45,1454.128,9.359898,1167.4044,0.26600182,0.01022447,93.660645,0.3428533,,True,0.019172993,0.0026600182,286.7236,94.07705,569.967697241271,1.022447,0.38099384,161525.75,600.21313,-1
347769,322.65711665153503,81,1.1182716,[-0.001  0.068 -0.191  0.022 -0.026  0.084 -0.089 -0.537  0.     0.  0.    -1.076],2.5309873,252.15076,164.8669,100,309.19492,8100,0.0050219004,9.359896,280.47116,559.24585,60.35,1023.65015,9.359896,773.59924,0.36364672,0.010670853,89.59494,0.3443596,,True,0.025309872,0.0036364673,250.05087,89.42371,559.2457689223522,1.0670851,0.50219005,128795.9,605.2191,-1
353923,334.2270610332489,82,1.1018428,[-0.01   0.075 -0.195  0.026 -0.021  0.086 -0.094 -0.54   0.     0.  0.    -1.075],3.5189352,115.00488,178.33708,100,292.8105,8200,0.003942951,9.359947,140.13281,570.35974,61.54,1517.8499,9.359947,1240.3005,0.38884202,0.0103178825,87.56375,0.35126892,,True,0.035189353,0.0038884203,277.5493,90.75705,570.3597780509451,1.0317883,0.3942951,289262.44,618.113,-1
360206,345.47306871414185,83,1.0454193,[-0.011  0.07  -0.196  0.027 -0.022  0.085 -0.099 -0.557  0.     0.  0.    -1.068],2.2329898,249.59915,173.65318,100,285.58118,8300,0.0065968465,9.35983,265.11908,582.51794,62.83,1109.7291,9.35983,812.79236,0.25206196,0.010255056,94.30278,0.3570755,,True,0.022329897,0.0025206197,296.93677,95.655396,582.5179256904148,1.0255055,0.65968466,146576.1,605.51434,-1
366696,357.13061904907227,84,1.3124647,[-0.005  0.067 -0.196  0.027 -0.023  0.087 -0.101 -0.568  0.     0.  0.    -1.062],4.8414145,232.487,189.27808,100,295.4923,8400,0.00093642186,9.359744,329.29852,601.61774,64.9,1230.4359,9.359744,924.3105,0.6418226,0.011879019,77.40397,0.3410222,,True,0.048414145,0.0064182263,306.12543,76.19253,601.6177478614704,1.1879021,0.09364219,298688.88,752.18524,-1
373225,371.13613772392273,85,1.0980991,[-0.009  0.067 -0.2    0.03  -0.019  0.092 -0.107 -0.594  0.     0.  0.    -1.078],2.3277912,287.7171,186.40195,100,338.2999,8500,0.0038205045,9.359902,306.58267,605.75525,65.29,1060.1274,9.359902,792.67206,0.3469639,0.010236171,89.694695,0.34639063,,True,0.023277912,0.0034696392,267.45538,91.06646,605.7552751971579,1.0236171,0.38205045,161494.78,639.85565,-1
380005,382.4408829212189,86,1.0043991,[-0.013  0.07  -0.203  0.027 -0.023  0.087 -0.112 -0.59   0.     0.  0.    -1.073],1.1975418,213.30154,214.59535,100,371.20178,8600,0.008709333,9.359961,215.66766,628.20337,67.8,1383.0063,9.359961,1126.0046,0.0592982,0.01006888,99.65436,0.34295648,,True,0.011975418,0.000592982,257.00165,99.56202,628.2034439695007,1.006888,0.8709333,115443.31,631.48114,-1
386529,391.36671781539917,87,1.2584436,[-0.012  0.069 -0.204  0.027 -0.023  0.087 -0.111 -0.589  0.     0.  0.    -1.076],6.881526,275.94113,176.0243,100,298.38333,8700,0.00167714,9.359951,320.5086,604.8449,65.24,1096.3458,9.359951,789.8843,0.7299894,0.011288578,70.51332,0.35088837,,True,0.06881526,0.0072998935,306.46155,79.463234,604.8448998132021,1.1288577,0.167714,291629.2,689.47406,-1
392971,400.5449056625366,88,1.2034428,[ 0.004  0.065 -0.202  0.03  -0.02   0.089 -0.118 -0.593  0.     0.  0.    -1.068],3.5881257,301.13632,141.13507,100,246.0127,8800,0.0020665927,9.359982,347.7791,597.3177,64.42,987.27124,9.359982,635.9662,0.55169463,0.011164416,80.37367,0.34363142,,True,0.035881255,0.0055169463,351.30502,83.09493,597.3177267276509,1.1164416,0.20665927,223955.27,672.69464,-1
399181,409.9239127635956,89,1.1331567,[ 0.009  0.063 -0.203  0.035 -0.016  0.078 -0.122 -0.577  0.     0.  0.    -1.075],6.4695916,262.27078,160.59444,100,278.20917,8900,0.004703837,9.359963,299.85352,575.3189,62.1,1043.4937,9.359963,746.3839,0.60365456,0.010419772,74.87104,0.34078702,,True,0.06469592,0.006036546,297.1097,88.249054,575.3188998649356,1.0419773,0.4703837,359293.0,633.09265,-1
405519,422.0158586502075,90,1.1829995,[-0.002  0.065 -0.205  0.037 -0.014  0.076 -0.126 -0.58   0.     0.  0.    -1.078],3.6200478,196.11679,177.56064,100,338.96796,9000,0.0023463627,9.35978,270.8492,587.84564,63.38,1305.763,9.35978,1056.8853,0.59159374,0.011320797,78.54952,0.32236105,,True,0.03620048,0.005915937,248.87767,84.53089,587.8456377679338,1.1320797,0.23463628,280239.75,696.91614,-1
411934,433.81164026260376,91,1.1556463,[ 0.01   0.066 -0.207  0.035 -0.015  0.074 -0.129 -0.569  0.     0.  0.    -1.097],2.8590422,273.95175,167.75826,100,336.7141,9100,0.002984558,9.359885,314.8658,594.73914,64.15,1069.2915,9.359885,811.2664,0.42396334,0.010926265,86.9141,0.314319,,True,0.02859042,0.004239633,258.0251,86.53166,594.7391688844316,1.0926265,0.2984558,148915.92,659.7155,-1
418864,446.5307013988495,92,1.049776,[ 0.002  0.066 -0.21   0.038 -0.012  0.074 -0.136 -0.582  0.     0.  0.    -1.105],1.7270125,209.1419,201.99448,100,336.3686,9200,0.005216506,9.359993,224.98618,642.61237,69.3,1444.9016,9.359993,1138.6577,0.24452227,0.010330867,94.69493,0.3116882,,True,0.017270125,0.0024452228,306.24384,95.25842,642.6124023388116,1.0330867,0.5216506,167738.42,669.11383,-1
425154,459.1078939437866,93,1.4500126,[-1.466e-04  6.989e-02 -2.125e-01  4.011e-02 -8.524e-03  7.671e-02 -1.307e-01 -5.831e-01  0.000e+00  0.000e+00  0.000e+00 -1.107e+00],14.70472,207.09708,193.63802,100,334.59058,9300,0.0010343585,9.359913,259.89438,582.98944,62.9,1252.9749,9.359913,1004.5759,1.5084062,0.011852191,38.17205,0.31931973,,True,0.14704719,0.01508406,248.3989,68.96492,582.9894481616273,1.185219,0.10343586,625250.75,712.53076,-1
432113,471.5395393371582,94,1.2416797,[-0.014  0.08  -0.219  0.036 -0.011  0.07  -0.141 -0.575  0.     0.  0.    -1.1  ],6.0469203,214.22421,234.73772,100,357.67188,9400,0.00042353556,9.359844,303.55664,644.83655,69.59,1435.3745,9.359844,1148.2098,0.709396,0.011449447,72.26001,0.32643503,,True,0.060469203,0.007093959,287.16467,80.53607,644.8365656846141,1.1449448,0.042353556,519341.4,783.3909,-1
438834,485.6759686470032,95,1.5364434,[-0.018  0.083 -0.223  0.035 -0.013  0.063 -0.151 -0.577  0.     0.  0.    -1.093],8.851206,246.47269,197.05682,100,329.27292,9500,0.0020662306,9.359866,360.15598,622.7928,67.21,1254.4004,9.359866,960.88055,1.1642358,0.011505126,49.40715,0.31651333,,True,0.088512056,0.011642358,293.51984,65.08538,622.7927860909907,1.1505125,0.20662308,1238095.6,826.6174,-1
445953,498.8833634853363,96,1.0366945,[-0.033  0.088 -0.225  0.029 -0.02   0.064 -0.155 -0.584  0.     0.  0.    -1.102],1.5497957,225.79083,201.51028,100,353.57156,9600,0.0060220617,9.359851,241.82425,659.6351,71.19,1446.1477,9.359851,1140.0841,0.19788572,0.010236349,96.3975,0.3166694,,True,0.015497957,0.0019788572,306.0636,96.460434,659.6351279146032,1.0236349,0.6022062,162599.05,683.5567,-1
453031,509.4962749481201,97,1.0913343,[-0.033  0.091 -0.228  0.032 -0.017  0.064 -0.158 -0.592  0.     0.  0.    -1.102],3.506131,319.82343,206.37462,100,425.91684,9700,0.004623919,9.359984,356.93704,655.57697,70.78,1119.1783,9.359984,889.5182,0.39616984,0.010748582,88.03977,0.33245564,,True,0.035061307,0.003961698,229.66019,91.63095,655.5769967907884,1.0748582,0.4623919,166320.69,707.6885,-1
460061,519.5273606777191,98,1.3093661,[-0.037  0.097 -0.231  0.031 -0.019  0.068 -0.157 -0.588  0.     0.  0.    -1.086],7.5258675,204.62756,233.18202,100,403.5527,9800,0.0027728837,9.359945,282.46115,651.9266,70.3,1490.9968,9.359945,1242.6229,0.89032364,0.0110396035,60.590923,0.3213532,,True,0.07525867,0.008903237,248.3739,76.37283,651.9265682588876,1.1039604,0.27728838,1087047.9,794.29443,-1
467317,530.1092524528503,99,1.1705878,[-0.054  0.103 -0.233  0.037 -0.013  0.075 -0.149 -0.596  0.     0.  0.    -1.098],2.5157924,282.52643,182.7827,100,368.7262,9900,0.003545699,9.359897,349.41006,672.23615,72.56,1299.0322,9.359897,995.5223,0.45935014,0.01128663,85.78995,0.3040428,,True,0.025157923,0.0045935013,303.50995,85.42717,672.2361546013314,1.1286631,0.3545699,228113.81,771.0514,-1
474594,540.3199572563171,100,1.2227358,[-0.054  0.104 -0.235  0.03  -0.018  0.075 -0.154 -0.599 -0.012  0.  0.    -1.115],5.6904116,214.25562,238.11038,100,414.9383,10000,0.0018902376,9.359998,273.6601,673.5902,72.77,1531.1156,9.359998,1272.4636,0.66450244,0.010890736,72.87101,0.30645725,,True,0.056904115,0.0066450248,258.65198,81.78382,673.5902684653021,1.0890735,0.18902376,395412.28,781.5804,-1
482154,551.0351495742798,101,10.674165,[-0.063  0.109 -0.238  0.03  -0.019  0.079 -0.153 -0.614 -0.012  0.  0.    -1.112],116.393875,263.56573,241.82014,100,357.9618,10100,7.6697484e-05,9.359928,1253.5449,700.1418,75.6,1455.2534,9.359928,1113.0735,14.1604805,0.032184657,4.9120975,0.3317575,,True,1.1639388,0.14160481,342.17996,9.368415,700.1417653507865,3.2184653,0.0076697483,80666190.0,2679.8972,-1
489430,563.2399244308472,102,1.1164476,[-0.065  0.109 -0.245  0.028 -0.024  0.082 -0.183 -0.626 -0.012  0.  0.    -1.087],2.3354876,192.51974,234.34239,100,424.9891,10200,0.0037892081,9.35995,230.39572,674.28796,72.76,1605.8944,9.35995,1356.5955,0.3681559,0.010910112,89.77717,0.3358318,,True,0.023354875,0.0036815589,249.29892,89.56982,674.2879964458733,1.0910113,0.37892082,200723.81,739.44214,-1
497086,573.8255243301392,103,1.2298079,[-0.068  0.111 -0.246  0.025 -0.027  0.088 -0.18  -0.637 -0.012  0.  0.    -1.083],3.3047156,302.56363,249.00381,100,420.80353,10300,0.0013721188,9.359946,372.7087,708.1295,76.56,1351.8864,9.359946,1064.5603,0.5767919,0.010686643,77.44073,0.31554803,,True,0.033047155,0.0057679187,287.32605,81.313515,708.1295725480688,1.0686643,0.13721189,419402.22,822.4679,-1
504475,587.1210744380951,104,1.0367886,[-0.062  0.114 -0.25   0.024 -0.028  0.081 -0.181 -0.643 -0.012  0.  0.    -1.103],1.8801832,204.70856,257.6321,100,407.8376,10400,0.005222134,9.359961,224.71317,683.9518,73.89,1597.4775,9.359961,1321.3633,0.20612662,0.01017409,96.057175,0.31820753,,True,0.018801833,0.0020612662,276.1142,96.45168,683.9518060952894,1.0174088,0.5222134,187108.0,712.69214,-1
512180,601.0731918811798,105,1.2274698,[-0.066  0.118 -0.252  0.026 -0.026  0.082 -0.181 -0.646 -0.014  0.  0.    -1.101],3.774767,279.6602,236.018,100,437.58328,10500,0.0033513566,9.35998,336.70068,713.55005,77.05,1446.2998,9.35998,1170.333,0.6046823,0.011190892,77.40171,0.33311844,,True,0.03774767,0.006046823,275.96686,81.4684,713.5501184119807,1.1190894,0.33513567,337404.88,817.4127,-1
520157,616.3663382530212,106,1.0131108,[-0.066  0.115 -0.254  0.019 -0.032  0.083 -0.185 -0.659 -0.015  0.  0.    -1.086],1.2953975,232.11859,252.04428,100,432.4072,10600,0.0070364964,9.359939,248.63916,737.5529,79.77,1684.781,9.359939,1379.6353,0.12108025,0.010308547,98.63918,0.3395275,,True,0.012953975,0.0012108025,305.1457,98.705894,737.5528785294742,1.0308547,0.70364964,166925.56,757.376,-1
528017,629.5103278160095,107,1.2284193,[-0.064  0.115 -0.255  0.018 -0.033  0.081 -0.188 -0.662 -0.01   0.  0.    -1.079],3.6998389,261.71902,245.71655,100,433.60278,10700,0.0036239226,9.3599,322.81146,727.53467,78.6,1552.7188,9.3599,1258.7869,0.5778091,0.011315,79.31653,0.3382078,,True,0.036998387,0.0057780906,293.93192,81.405426,727.5346478458384,1.1315,0.36239228,270308.44,839.09393,-1
536159,645.3200776576996,108,1.2973067,[-0.069  0.113 -0.255  0.025 -0.025  0.08  -0.189 -0.665 -0.01   0.  0.    -1.081],7.115305,256.95016,248.23965,100,487.53906,10800,0.0018184409,9.359957,374.80865,753.32153,81.42,1654.5713,9.359957,1388.7888,0.8624651,0.012197753,66.66905,0.3421029,,True,0.071153045,0.00862465,265.78247,77.08278,753.3215362915616,1.2197753,0.18184409,643497.8,940.1725,-1
544259,661.8350989818573,109,1.4022926,[-0.075  0.115 -0.258  0.019 -0.032  0.082 -0.197 -0.672 -0.002  0.  0.    -1.077],6.6400585,242.4491,287.7172,100,481.85464,10900,0.0010091222,9.359882,373.2467,749.0162,81.0,1688.557,9.359882,1421.3955,1.0607451,0.011646093,54.65715,0.32434076,,True,0.06640058,0.010607452,267.16153,71.31179,749.0161691689923,1.1646093,0.10091222,1730928.0,973.11554,-1
552379,676.9993941783905,110,1.2697331,[-0.08   0.114 -0.259  0.02  -0.032  0.084 -0.205 -0.67   0.005  0.  0.    -1.095],4.5442605,258.20465,271.9898,100,446.44855,11000,0.0036524932,9.359833,404.55994,752.42554,81.2,1647.4028,9.359833,1341.4259,0.6371348,0.011643364,76.956406,0.30126956,,True,0.045442604,0.0063713477,305.97693,78.756714,752.4255085813476,1.1643364,0.36524934,612019.4,961.46,-1
560913,692.7938163280487,111,1.0445378,[-0.073  0.117 -0.265  0.024 -0.026  0.081 -0.208 -0.68   0.005  0.  0.    -1.118],1.8565308,253.25586,285.7496,100,485.92468,11100,0.0033181645,9.359994,270.91162,788.9381,85.34,1785.6077,9.359994,1482.5942,0.21110478,0.010235243,95.91954,0.30001423,,True,0.018565308,0.0021110477,303.01346,95.73612,788.9381136585793,1.0235243,0.33181646,251477.94,818.39307,-1
569299,708.6716089248657,112,1.0713487,[-0.072  0.121 -0.267  0.024 -0.027  0.083 -0.207 -0.685  0.006  0.  0.    -1.119],2.4666407,352.89975,266.231,100,489.27988,11200,0.0039014625,9.359971,385.11783,775.97516,83.86,1410.2512,9.359971,1123.5559,0.2941901,0.010459674,92.66916,0.30272317,,True,0.024666406,0.002941901,286.69525,93.340294,775.9751266281351,1.0459675,0.39014626,241536.47,823.0261,-1
578036,722.7056181430817,113,1.0430282,[-0.077  0.128 -0.27   0.025 -0.025  0.088 -0.206 -0.685  0.006  0.  0.    -1.116],3.092114,347.9278,285.15173,100,469.326,11300,0.0066281324,9.359975,374.19656,809.60443,87.37,1538.922,9.359975,1198.6436,0.2667446,0.010280549,93.69239,0.3027995,,True,0.030921139,0.0026674462,340.2785,95.87468,809.6044288810417,1.0280548,0.66281325,271442.38,845.7011,-1
