EpLenMean,MeanIW,EpThisIter,EpisodesSoFar,ESSClassic,EpRewMean,MinIW,OptimizationReturnMax,InitialBound,MaxIWNorm,InitialReturnMean,TimeElapsed,TimestepsSoFar,ReturnStepMaxmin,MeanEntropy,InitialReturnMax,VarianceInit,LearnableVariance,Bound,J_sample_variance,InitialReturnMin,ESSRenyi,StdIW,MeanIWNorm,OptimizationReturnMin,EmpiricalD2,ReturnStepMax,Iteration,Weights,OptimizationReturnMean,MinIWNorm,InitialReturnStd,MaxIW,ReturnMeanIW,StdIWNorm
50.96,37.70917,100,12700,1.0276072,472.8304065995678,0.00023989848,515.97504,226.8771,37.19888,472.83044,906.4734623432159,522528,9.359929,0.20826583,819.8444,-1,True,5516.5386,264069570.0,303.8694,0.11699972,370.07562,0.37709168,,854.7029,9.359929,127,[ 0.633 -0.005  0.069  0.01  -0.04   0.065  0.053 -0.592  0.     0.  0.    -1.221],168.96101,2.3989846e-06,92.7284,3719.8882,12707.059,3.7007558
48.8,1.0297875,100,12800,89.299286,452.58907072052045,0.36584926,817.19055,135.73926,0.028540868,452.58905,915.6520826816559,527408,9.359945,0.19093192,1056.166,-1,True,153.85245,121679.94,238.9755,91.945404,0.35647565,0.010297876,,1.0876019,9.359945,128,[ 6.245e-01  5.429e-03  7.634e-02  5.302e-02  9.624e-04  7.111e-02  9.453e-02 -5.770e-01  0.000e+00  0.000e+00  0.000e+00 -1.211e+00],213.61357,0.0036584926,111.13072,2.8540869,484.28925,0.0035647564
48.84,1.0410383,100,12900,92.001175,452.97335837849,0.44385037,441.69022,237.75177,0.021537807,452.9734,924.430677652359,532292,9.359982,0.17294313,717.40533,-1,True,257.4409,103698.05,275.71512,91.52772,0.30696106,0.010410382,,1.0925652,9.359982,129,[ 6.216e-01  7.185e-03  7.492e-02  5.235e-02 -9.227e-04  6.724e-02  9.245e-02 -5.830e-01  0.000e+00  0.000e+00  0.000e+00 -1.228e+00],177.25822,0.0044385036,98.52771,2.1537807,482.40308,0.0030696106
51.61,1.0485388,100,13000,89.94311,478.6832844088369,0.31433618,712.163,170.8088,0.025676535,478.68323,934.7856533527374,537453,9.359969,0.16596806,1026.2483,-1,True,190.04819,135450.55,314.08527,90.65145,0.35061675,0.010485388,,1.1031263,9.359969,130,[ 0.637 -0.005  0.076  0.049 -0.003  0.071  0.096 -0.59   0.     0.  0.    -1.246],164.59802,0.0031433618,113.66797,2.5676537,513.4082,0.0035061673
51.71,1.0614403,100,13100,92.3909,479.75379281517746,0.48760065,408.155,260.21133,0.023608426,479.75378,945.1265516281128,542624,9.359802,0.16216324,731.8081,-1,True,281.0445,132348.73,323.6531,91.10859,0.30461246,0.0106144035,,1.0975914,9.359802,131,[ 0.634 -0.002  0.075  0.044 -0.009  0.069  0.1   -0.591  0.     0.  0.    -1.253],156.1007,0.0048760064,92.82843,2.3608427,511.0503,0.0030461245
52.61,1.1044302,100,13200,78.37635,488.1443522863592,0.40922463,446.38983,259.5478,0.03394234,488.14435,954.2021145820618,547885,9.359957,0.17191389,761.9886,-1,True,296.78632,160749.12,315.59875,78.700745,0.58010983,0.011044302,,1.270636,9.359957,132,[ 0.634 -0.008  0.075  0.044 -0.009  0.06   0.097 -0.594  0.     0.  0.    -1.257],172.5456,0.0040922463,104.560616,3.3942342,554.46606,0.0058010984
54.86,1.0967643,100,13300,78.31871,509.03431890126035,0.32494798,481.36902,272.63254,0.045541685,509.03433,963.7104642391205,553371,9.359943,0.174311,788.00604,-1,True,303.62766,160969.55,306.63702,82.09779,0.57706296,0.010967642,,1.2180595,9.359943,133,[ 0.633 -0.008  0.075  0.035 -0.017  0.057  0.094 -0.586  0.     0.  0.    -1.247],202.39731,0.0032494797,105.1705,4.5541687,564.53424,0.0057706293
54.06,1.1959474,100,13400,51.736843,501.3221193700465,0.2978831,559.8405,242.4544,0.080151185,501.32214,971.4841041564941,558777,9.359963,0.17672594,862.89246,-1,True,291.24802,219988.22,303.05194,64.47494,1.1551013,0.0119594745,,1.5509903,9.359963,134,[ 0.635 -0.01   0.073  0.037 -0.016  0.064  0.089 -0.586  0.     0.  0.    -1.245],198.27017,0.0029788308,100.56102,8.015119,613.6387,0.011551012
52.41,1.1553559,100,13500,70.81528,485.9788965629873,0.3071409,563.9446,224.8211,0.0625699,485.9789,979.3409478664398,564018,9.359968,0.19078566,870.526,-1,True,269.4912,162449.08,306.5814,79.66879,0.7417031,0.011553559,,1.2551966,9.359968,135,[ 0.632 -0.007  0.074  0.028 -0.027  0.064  0.102 -0.588  0.     0.  0.    -1.242],179.3975,0.0030714087,103.21672,6.25699,562.0808,0.0074170306
53.36,1.0179946,100,13600,97.0928,495.1171992420262,0.6700769,506.09567,251.9812,0.014026387,495.1172,988.0026290416718,569354,9.359973,0.19395441,810.4534,-1,True,259.06433,109607.48,304.35776,96.7549,0.17615217,0.010179948,,1.0335394,9.359973,136,[ 0.627 -0.009  0.071  0.029 -0.026  0.053  0.1   -0.576  0.     0.  0.    -1.228],190.75943,0.006700769,102.39478,1.4026387,506.24402,0.0017615216
51.61,1.2359235,100,13700,44.397156,479.12091396879055,0.021084448,430.61182,255.5182,0.09048157,479.1209,995.5378744602203,574515,9.359994,0.19608171,745.3423,-1,True,291.2702,227653.73,314.73047,54.486477,1.3831285,0.012359235,,1.8353177,9.359994,137,[ 0.627 -0.008  0.07   0.026 -0.029  0.051  0.097 -0.576  0.     0.  0.    -1.225],164.39044,0.00021084448,94.17336,9.048158,594.1935,0.013831285
53.24,1.1493826,100,13800,77.43352,494.27646879342615,0.21566272,517.3114,244.62875,0.044031918,494.27646,1004.6823918819427,579839,9.359882,0.19154328,832.15906,-1,True,303.32907,194625.8,314.84763,76.325005,0.6204863,0.011493824,,1.3101866,9.359882,138,[ 0.628 -0.012  0.072  0.025 -0.023  0.034  0.101 -0.58   0.     0.  0.    -1.223],179.42885,0.0021566271,114.57953,4.403192,589.0843,0.006204863
52.08,1.0878648,100,13900,71.08825,483.20066873108505,0.42802775,617.14026,203.27673,0.065043725,483.2007,1013.2161376476288,585047,9.359979,0.19746387,933.07983,-1,True,240.47678,282782.03,315.93958,84.62509,0.6937663,0.010878647,,1.1816826,9.359979,139,[ 0.621 -0.003  0.066  0.028 -0.018  0.05   0.113 -0.589  0.     0.  0.    -1.227],167.2611,0.0042802775,117.63083,6.5043726,544.76874,0.006937663
51.6,1.0822834,100,14000,86.73284,478.9384475166452,0.29689643,629.33875,204.48401,0.030296268,478.93845,1020.3229689598083,590207,9.359941,0.17953488,914.84827,-1,True,227.92249,123333.625,285.50955,88.004074,0.42328992,0.0108228335,,1.136311,9.359941,140,[ 0.616  0.007  0.065  0.032 -0.012  0.057  0.128 -0.583  0.     0.  0.    -1.221],193.42891,0.0029689642,104.29518,3.0296268,520.48517,0.0042328993
49.77,1.1418084,100,14100,73.74531,461.7249851164819,0.1540985,438.72894,239.03723,0.039527886,461.725,1029.2338654994965,595184,9.359763,0.1629467,742.29254,-1,True,274.87622,157638.48,303.5636,75.946785,0.68128616,0.011418083,,1.3167114,9.359763,141,[ 0.604  0.015  0.065  0.034 -0.011  0.062  0.134 -0.567  0.     0.  0.    -1.239],158.16138,0.001540985,95.37079,3.9527888,530.40607,0.0068128617
51.82,1.1030343,100,14200,74.15316,480.8156149316391,0.28201932,621.432,196.8797,0.043714304,480.8156,1037.0284008979797,600366,9.359998,0.17520308,946.4531,-1,True,219.65283,147960.47,325.02115,84.95581,0.65122014,0.011030343,,1.1770825,9.359998,142,[ 0.6    0.008  0.063  0.039 -0.009  0.05   0.11  -0.572  0.     0.  0.    -1.256],155.79448,0.002820193,99.70436,4.3714304,527.70465,0.006512202
52.17,1.0510874,100,14300,84.838066,484.3378505309845,0.3874959,422.72485,260.47675,0.040836513,484.3379,1046.1581547260284,605583,9.359982,0.18035199,746.2036,-1,True,274.305,137716.7,323.47876,88.75914,0.44434544,0.010510874,,1.1266445,9.359982,143,[ 0.6    0.011  0.064  0.032 -0.016  0.056  0.118 -0.566  0.     0.  0.    -1.244],160.85909,0.003874959,104.10938,4.0836515,511.91898,0.004443454
52.24,2.428438,100,14400,6.2553854,484.8567026530942,0.0066116448,494.82364,241.8307,0.67395765,484.85672,1053.2485468387604,610807,9.359853,0.17696606,810.0867,-1,True,750.91833,15811946.0,315.26303,10.768765,9.400981,0.02428438,,9.286116,9.359853,144,[ 0.599  0.015  0.064  0.032 -0.017  0.063  0.123 -0.578  0.     0.  0.    -1.239],169.59367,6.6116445e-05,100.21127,67.39577,1491.4946,0.0940098
52.86,1.2569641,100,14500,50.113518,490.75962833905857,0.13501242,657.36316,208.09674,0.090425305,490.7596,1061.455001592636,616093,9.359895,0.13941136,942.20953,-1,True,274.67108,280155.12,284.8464,60.73191,1.2541137,0.012569641,,1.6465808,9.359895,145,[ 0.59   0.016  0.06   0.028 -0.019  0.074  0.096 -0.562  0.     0.  0.    -1.242],205.91322,0.0013501241,111.61441,9.042531,637.3817,0.012541136
54.28,1.1437695,100,14600,73.827995,503.89660664032687,0.26110402,534.0895,246.50424,0.042111315,503.8966,1070.451008796692,621521,9.359935,0.13697816,857.9746,-1,True,289.2036,179762.25,323.88513,77.403366,0.6809989,0.011437696,,1.2919334,9.359935,146,[ 0.594  0.022  0.062  0.022 -0.025  0.069  0.11  -0.562  0.     0.  0.    -1.28 ],180.01146,0.0026110401,102.99256,4.2111316,581.76416,0.0068099895
52.43,1.100972,100,14700,86.96863,486.5253557676605,0.4276128,510.6399,241.36682,0.023615208,486.52536,1080.4796814918518,626764,9.359801,0.1474288,817.19507,-1,True,273.39944,135875.66,306.55518,88.55839,0.426177,0.011009722,,1.1291986,9.359801,147,[ 0.595  0.018  0.061  0.017 -0.025  0.054  0.089 -0.571  0.     0.  0.    -1.282],179.9702,0.004276128,93.74048,2.3615208,533.91406,0.00426177
51.66,1.2251734,100,14800,51.715355,479.1193755823386,0.1538637,376.62885,277.92288,0.08927265,479.1194,1089.4832842350006,631930,9.35994,0.15309092,670.65497,-1,True,338.46716,195558.53,294.02612,66.306274,1.183838,0.012251734,,1.508153,9.35994,148,[ 0.582  0.028  0.056  0.02  -0.022  0.059  0.089 -0.56   0.     0.  0.    -1.272],185.09326,0.001538637,79.25606,8.927265,585.5503,0.011838379
52.62,1.1228819,100,14900,64.77872,488.2388247885615,0.35074133,500.4011,252.24776,0.05418229,488.2388,1099.5427467823029,637192,9.359916,0.15902707,786.63684,-1,True,281.0477,195477.73,286.23575,74.75971,0.82798135,0.011228818,,1.3376188,9.359916,149,[ 0.6    0.011  0.061  0.021 -0.016  0.044  0.066 -0.555  0.     0.  0.    -1.266],202.00307,0.0035074132,99.0569,5.418229,553.98425,0.008279813
55.14,1.1861385,100,15000,43.762062,511.9113859768642,0.079876415,522.88184,260.3413,0.12163687,511.9114,1107.6596200466156,642706,9.359974,0.12792201,838.5669,-1,True,339.4492,486830.94,315.68506,66.12154,1.3446249,0.011861385,,1.5123665,9.359974,150,[ 0.591  0.017  0.058  0.023 -0.017  0.051  0.059 -0.548  0.     0.  0.    -1.26 ],196.22633,0.0007987641,105.91904,12.163687,648.8258,0.013446248
51.74,1.2356665,100,15100,44.209064,479.8575831413595,0.035845183,515.74805,242.02084,0.103388034,479.8576,1115.2250199317932,647880,9.35995,0.10514836,792.78906,-1,True,291.6616,280281.2,277.04102,57.83361,1.3881211,0.012356666,,1.7290983,9.35995,151,[ 0.57   0.026  0.055  0.024 -0.017  0.036  0.054 -0.533  0.     0.  0.    -1.291],202.81656,0.00035845183,103.36415,10.338803,604.4054,0.013881211
52.48,1.028928,100,15200,96.704384,486.9268449583859,0.5719092,490.99982,242.54376,0.016763331,486.92685,1123.430585384369,653128,9.359952,0.09216626,814.61035,-1,True,255.66168,123673.92,323.61053,96.63646,0.1899454,0.010289282,,1.0348061,9.359952,152,[ 0.579  0.021  0.057  0.033 -0.011  0.045  0.049 -0.548  0.     0.  0.    -1.314],163.31631,0.0057190917,95.81708,1.6763332,504.2614,0.0018994539
53.3,1.186387,100,15300,70.334496,494.4024561396954,0.062410254,600.76886,220.10248,0.041424002,494.40244,1130.7691202163696,658458,9.359928,0.08415199,914.3334,-1,True,278.5244,217158.2,313.5645,70.85363,0.7704919,0.01186387,,1.4113603,9.359928,153,[ 0.578  0.021  0.056  0.031 -0.014  0.047  0.053 -0.545  0.     0.  0.    -1.327],180.83794,0.00062410254,111.43687,4.1424003,604.3947,0.0077049187
56.4,1.0754287,100,15400,75.83389,523.2505875747996,0.24443552,774.6364,194.35376,0.054886024,523.2506,1138.7305405139923,664098,9.35994,0.07707514,1096.3229,-1,True,213.27765,167082.34,321.68646,85.620384,0.6070903,0.010754284,,1.1679462,9.35994,154,[ 0.567  0.024  0.05   0.024 -0.02   0.05   0.044 -0.55   0.     0.  0.    -1.335],201.56412,0.002444355,129.07596,5.4886026,568.7216,0.0060709026
52.65,1.0369687,100,15500,92.208336,488.39244718615834,0.56265235,441.76526,261.7593,0.02158663,488.3925,1147.1903676986694,669363,9.359982,0.083024025,755.4438,-1,True,270.6635,122953.97,313.67853,93.76196,0.3014361,0.010369688,,1.0665306,9.359982,155,[ 0.571  0.021  0.049  0.024 -0.019  0.043  0.048 -0.546  0.     0.  0.    -1.342],174.71393,0.0056265234,97.18574,2.158663,504.71426,0.003014361
53.3,1.1732907,100,15600,60.52413,494.4675078149695,0.08801764,539.5984,240.78804,0.072326064,494.4675,1156.3554434776306,674693,9.359999,0.065891564,845.59814,-1,True,287.2895,191670.3,305.9998,70.1179,0.94756097,0.011732907,,1.4261694,9.359999,156,[ 0.578  0.016  0.052  0.026 -0.019  0.043  0.046 -0.543  0.     0.  0.    -1.336],188.46773,0.00088017643,98.888885,7.232607,590.2394,0.009475608
53.8,1.3924054,100,15700,47.17651,499.16811488383655,0.11432214,672.8792,194.65833,0.09446459,499.16812,1165.4766771793365,680073,9.359944,0.060654726,1015.03284,-1,True,283.88272,335535.12,342.15363,55.838936,1.4733853,0.013924055,,1.7908651,9.359944,157,[ 0.568  0.021  0.05   0.03  -0.017  0.049  0.048 -0.557  0.     0.  0.    -1.353],157.0145,0.0011432214,118.73462,9.44646,691.3876,0.014733854
53.54,1.6563562,100,15800,13.234074,496.78698063115104,0.016406294,513.1179,256.9335,0.40588796,496.78696,1173.0324964523315,685427,9.359945,0.035244126,799.5115,-1,True,336.75586,907342.25,286.3936,28.845322,4.24113,0.016563563,,3.4667666,9.359945,158,[ 0.56   0.02   0.048  0.022 -0.025  0.04   0.049 -0.559  0.     0.  0.    -1.358],210.3934,0.00016406293,94.184204,40.5888,783.3451,0.042411294
52.67,1.1515131,100,15900,79.74748,488.8680667583072,0.20138247,372.06244,280.15225,0.037724473,488.86804,1181.9813270568848,690694,9.359962,0.040933497,695.71936,-1,True,322.71027,158507.31,323.65692,78.15201,0.5802965,0.011515131,,1.2795577,9.359962,159,[ 0.565  0.015  0.051  0.029 -0.018  0.046  0.044 -0.54   0.     0.  0.    -1.384],165.21115,0.0020138246,80.15952,3.7724473,558.80444,0.005802965
54.71,1.1326565,100,16000,76.699776,507.66183197590794,0.44096693,693.2119,205.259,0.042312026,507.66183,1190.45037317276,696165,9.359882,0.04829559,1008.0094,-1,True,240.2666,164744.36,314.7975,81.69521,0.6242826,0.011326564,,1.224062,9.359882,160,[ 0.564  0.022  0.052  0.035 -0.014  0.06   0.057 -0.545  0.     0.  0.    -1.378],192.86433,0.0044096694,110.551056,4.2312026,574.83704,0.006242826
55.02,1.0342627,100,16100,95.801994,510.39798192977,0.6385993,455.73785,268.1809,0.018055774,510.39798,1199.709236383438,701667,9.359803,0.049485732,807.39026,-1,True,280.9364,144754.78,351.6524,94.7804,0.21650322,0.010342625,,1.0550704,9.359803,161,[ 0.562  0.025  0.052  0.027 -0.02   0.06   0.061 -0.541  0.     0.  0.    -1.371],158.74559,0.0063859927,92.29433,1.8055774,529.7336,0.002165032
52.35,1.0753356,100,16200,92.41559,485.55375532583605,0.6318717,571.7952,223.14676,0.026288938,485.55374,1208.9199485778809,706902,9.359935,0.062968045,874.69006,-1,True,248.9931,124179.8,302.89484,93.51804,0.30805755,0.010753356,,1.0693123,9.359935,162,[ 0.559  0.023  0.05   0.025 -0.023  0.057  0.056 -0.536  0.     0.  0.    -1.369],182.6589,0.006318717,104.49276,2.6288939,520.3418,0.0030805755
52.44,1.0481973,100,16300,87.68487,486.6639975256842,0.43024412,524.5644,246.5052,0.025016427,486.66397,1216.3292336463928,712146,9.3599825,0.07326515,800.5293,-1,True,260.6272,102674.69,275.9649,89.8259,0.392826,0.010481972,,1.1132647,9.3599825,163,[ 0.547  0.035  0.047  0.022 -0.023  0.063  0.064 -0.53   0.     0.  0.    -1.356],210.69907,0.004302441,85.348694,2.5016427,514.022,0.0039282595
52.47,1.1235926,100,16400,78.671234,486.70101631921585,0.15760626,549.6904,247.00363,0.05081683,486.70102,1223.515619277954,717393,9.35985,0.07660376,798.99146,-1,True,282.84836,135501.02,249.30103,79.5483,0.58503765,0.011235926,,1.2570978,9.35985,164,[ 0.548  0.03   0.045  0.026 -0.022  0.071  0.074 -0.536  0.     0.  0.    -1.346],237.4,0.0015760625,104.90425,5.081683,551.598,0.005850375
51.68,1.6232235,100,16500,18.030645,479.228825516433,0.01612705,506.9524,238.7261,0.2903789,479.22882,1233.7714433670044,722561,9.359955,0.06909291,801.67566,-1,True,330.29028,1322794.0,294.72327,28.635742,3.460975,0.016232235,,3.4921393,9.359955,165,[ 0.537  0.035  0.04   0.029 -0.015  0.075  0.075 -0.545  0.     0.  0.    -1.342],184.50555,0.0001612705,100.05033,29.037891,779.72406,0.03460975
50.38,1.1170157,100,16600,82.985886,467.5317261977632,0.25564057,527.7532,223.09717,0.02687782,467.53168,1243.3314487934113,727599,9.359912,0.04505498,814.78186,-1,True,255.74182,128162.08,287.0287,84.10883,0.50578016,0.011170158,,1.1889358,9.359912,166,[ 5.289e-01  3.832e-02  4.148e-02  4.385e-02  8.934e-04  7.693e-02  8.327e-02 -5.575e-01  0.000e+00  0.000e+00  0.000e+00 -1.350e+00],180.50305,0.0025564055,101.59017,2.687782,522.26917,0.0050578015
53.52,1.2510874,100,16700,43.704483,496.67718163216443,0.041095823,690.8783,200.8359,0.10177721,496.67715,1254.2894639968872,732951,9.359938,0.031184996,986.1375,-1,True,281.21667,661300.3,295.25925,52.22802,1.4199123,0.012510873,,1.9146811,9.359938,167,[ 0.526  0.044  0.043  0.046  0.004  0.086  0.094 -0.564  0.     0.  0.    -1.374],201.41792,0.00041095822,133.15213,10.177721,690.5781,0.014199123
50.61,1.187505,100,16800,33.246933,469.3763377902984,0.09476201,402.76617,251.98825,0.1604242,469.37634,1262.931819677353,738012,9.35997,0.037686817,724.6269,-1,True,300.58102,265281.22,321.86072,62.605247,1.6826558,0.01187505,,1.5973102,9.35997,168,[ 0.534  0.03   0.043  0.04  -0.006  0.083  0.075 -0.57   0.     0.  0.    -1.388],147.51561,0.0009476201,86.34082,16.042421,575.32635,0.016826559
52.83,1.1604365,100,16900,76.09158,490.2387751963275,0.18485808,617.42926,218.79025,0.054229524,490.23874,1271.9783136844635,743295,9.359926,0.031658016,904.8285,-1,True,273.95685,173792.1,287.39923,79.19156,0.650472,0.011604364,,1.2627609,9.359926,169,[ 0.554  0.022  0.051  0.034 -0.009  0.085  0.09  -0.566  0.     0.  0.    -1.381],202.83955,0.0018485808,99.52064,5.4229527,578.9907,0.00650472
52.3,1.0368409,100,17000,94.549835,485.4513367609954,0.54608536,503.86926,234.18773,0.019138204,485.45135,1279.8261959552765,748525,9.3599205,0.021086736,837.5453,-1,True,246.86044,130908.38,333.67603,94.30021,0.24893577,0.010368408,,1.060443,9.3599205,170,[ 0.557  0.016  0.049  0.039 -0.006  0.091  0.084 -0.575  0.     0.  0.    -1.387],151.77531,0.005460853,90.0612,1.9138205,505.6062,0.0024893577
53.4,1.8685136,100,17100,7.2328763,495.3489905636632,0.015901206,439.94684,258.25616,0.62291855,495.349,1288.0096814632416,753865,9.359801,0.019843332,790.30945,-1,True,409.00433,1676768.4,350.3626,20.112099,6.69172,0.018685138,,4.9721317,9.359801,171,[ 0.564  0.014  0.051  0.038 -0.008  0.094  0.089 -0.573  0.     0.  0.    -1.398],144.98639,0.00015901205,102.47115,62.291855,937.6805,0.066917196
54.21,1.4634405,100,17200,12.759112,503.058510018191,0.105856106,596.0799,229.51196,0.37661514,503.0585,1295.8534982204437,759286,9.359983,0.015777588,911.8219,-1,True,319.96188,1039864.8,315.742,39.01193,3.8267038,0.014634404,,2.5633185,9.359983,172,[ 0.567 -0.002  0.055  0.036 -0.008  0.078  0.055 -0.557  0.     0.  0.    -1.399],187.31653,0.001058561,109.29029,37.661514,757.92,0.038267042
52.48,1.0130683,100,17300,96.09726,486.76419521276046,0.4115573,637.7036,195.5528,0.019238101,486.7642,1305.756212234497,764534,9.359982,0.018144356,970.7047,-1,True,199.6081,135351.77,333.00113,96.76654,0.20415862,0.010130682,,1.0334151,9.359982,173,[ 0.546  0.006  0.047  0.039 -0.005  0.061  0.055 -0.548  0.     0.  0.    -1.403],153.76308,0.0041155727,105.56157,1.9238102,495.64496,0.0020415862
53.1,1.6851325,100,17400,32.156754,492.643479628364,0.00068265153,585.39825,225.24127,0.124941364,492.64346,1314.789645910263,769844,9.359873,0.0019917488,891.3407,-1,True,442.25247,843781.8,305.94244,37.26851,2.4476607,0.016851325,,2.6832304,9.359873,174,[ 5.501e-01  2.106e-04  4.792e-02  3.973e-02 -7.646e-03  6.396e-02  5.471e-02 -5.501e-01  0.000e+00  0.000e+00  0.000e+00 -1.401e+00],186.70103,6.8265153e-06,110.5263,12.494137,880.2725,0.024476605
53.75,1.0331947,100,17500,96.09738,498.9728473541652,0.56693316,522.2371,250.54764,0.017245295,498.9728,1324.4038009643555,775219,9.359919,-0.00055766106,828.08417,-1,True,260.61145,111901.59,305.84705,95.23623,0.20821112,0.010331947,,1.0500206,9.359919,175,[ 0.559  0.01   0.052  0.037 -0.01   0.087  0.091 -0.545  0.     0.  0.    -1.417],193.1258,0.0056693316,97.28942,1.7245295,515.1741,0.002082111
52.56,1.06349,100,17600,73.475494,487.8589717800179,0.23273252,446.69315,251.57654,0.035980664,487.85898,1332.6374237537384,780475,9.359964,-0.01983935,787.6081,-1,True,278.02167,184201.3,340.91495,80.83267,0.6389779,0.0106349,,1.2371235,9.359964,176,[ 0.56   0.006  0.051  0.041 -0.007  0.087  0.088 -0.548  0.     0.  0.    -1.419],146.94403,0.002327325,101.99505,3.5980663,540.8293,0.0063897795
53.47,1.7977872,100,17700,14.489632,496.4382822113215,0.055546943,485.45786,253.46184,0.32472262,496.4383,1340.937625169754,785822,9.359935,-0.0091362,809.92145,-1,True,428.44614,980347.5,324.4636,25.796509,4.36736,0.017977873,,3.8764935,9.359935,177,[ 5.618e-01 -1.087e-03  5.235e-02  3.727e-02 -9.356e-03  8.223e-02  8.046e-02 -5.396e-01  0.000e+00  0.000e+00  0.000e+00 -1.439e+00],171.97469,0.0005554694,100.159904,32.472263,906.8379,0.043673597
55.24,1.0681933,100,17800,88.79912,513.0587140175304,0.45409396,655.68164,216.65646,0.027540976,513.0588,1349.871328830719,791346,9.359998,-0.0047512054,988.00757,-1,True,234.47818,147786.19,332.32596,89.73935,0.37937737,0.010681935,,1.1143384,9.359998,178,[ 0.55   0.005  0.05   0.02  -0.029  0.085  0.09  -0.538  0.     0.  0.    -1.428],180.73276,0.0045409393,111.7157,2.7540977,547.367,0.0037937737
53.75,1.1065141,100,17900,78.22976,498.9314235978818,0.08665077,580.42285,230.92465,0.032327354,498.9314,1359.4763152599335,796721,9.35996,-0.005649989,893.35583,-1,True,264.7409,187518.14,312.93295,78.02219,0.58371705,0.011065141,,1.2816867,9.35996,179,[ 0.552  0.008  0.051  0.02  -0.027  0.094  0.102 -0.533  0.     0.  0.    -1.424],185.99846,0.00086650765,110.106125,3.2327354,568.15564,0.005837171
55.8,1.3571448,100,18000,23.832548,518.0682425958773,0.22180969,545.2887,257.6712,0.2031733,518.0683,1369.9521996974945,802301,9.359939,0.005873151,867.99,-1,True,371.36368,575509.75,322.70132,54.179375,2.4261947,0.013571447,,1.8457208,9.359939,180,[ 0.55   0.01   0.049  0.022 -0.023  0.099  0.102 -0.547  0.     0.  0.    -1.425],195.36693,0.0022180967,122.43863,20.31733,725.132,0.024261948
52.14,1.1102763,100,18100,72.22874,483.72452735085625,0.20631468,483.09418,235.79384,0.048543043,483.7245,1377.7139043807983,807515,9.359951,0.0047282525,826.43555,-1,True,265.6577,197230.36,343.34137,78.11979,0.6884525,0.011102762,,1.2800853,9.359951,181,[ 0.553  0.002  0.05   0.028 -0.014  0.086  0.093 -0.532  0.     0.  0.    -1.413],140.38315,0.0020631468,100.967384,4.8543043,546.1686,0.006884524
53.38,1.0193855,100,18200,97.55633,495.2555450123425,0.6536458,600.26074,221.04276,0.015416045,495.25555,1385.8857898712158,812853,9.359939,0.009018079,914.0426,-1,True,229.79547,116555.07,313.7819,97.74485,0.1613365,0.010193855,,1.0230718,9.359939,182,[ 0.54   0.01   0.048  0.03  -0.009  0.085  0.097 -0.536  0.     0.  0.    -1.414],181.47368,0.006536458,105.62231,1.5416045,507.1535,0.001613365
51.72,1.2156166,100,18300,68.01754,479.9265551818836,0.15185425,440.32413,258.9452,0.040106162,479.92657,1394.9140915870667,818025,9.359956,-0.020737622,736.60455,-1,True,310.66745,157739.27,296.28043,71.959885,0.8335699,0.012156164,,1.3896632,9.359956,183,[ 0.546  0.004  0.049  0.03  -0.009  0.082  0.092 -0.541  0.     0.  0.    -1.41 ],183.64613,0.0015185424,86.07059,4.0106163,571.16907,0.008335698
53.38,1.0673202,100,18400,87.69624,495.18983311624777,0.49345458,613.78436,222.17377,0.02675332,495.18988,1405.0549900531769,823363,9.359965,-0.023401469,910.0535,-1,True,237.52252,124821.61,296.26917,89.754814,0.39978185,0.010673203,,1.1141464,9.359965,184,[ 0.548  0.013  0.052  0.034 -0.011  0.089  0.102 -0.528  0.     0.  0.    -1.44 ],198.92067,0.0049345456,110.730995,2.675332,525.6995,0.0039978186
51.33,1.0824304,100,18500,82.478966,476.43465755057974,0.28864217,510.8775,234.33304,0.041538704,476.43466,1414.437880039215,828496,9.35998,-0.035854306,807.0054,-1,True,265.7521,151351.72,296.12787,84.794174,0.49889395,0.010824305,,1.1793263,9.35998,185,[ 0.544  0.015  0.051  0.037 -0.006  0.091  0.11  -0.525  0.     0.  0.    -1.442],180.30678,0.0028864215,102.193375,4.1538706,528.6667,0.0049889395
50.59,1.055273,100,18600,83.27198,469.3475359268548,0.4300089,517.82275,228.55522,0.047707718,469.34753,1422.5116608142853,833555,9.359946,-0.049521193,802.6412,-1,True,244.17253,117275.09,284.81845,89.82299,0.47297436,0.0105527295,,1.1133007,9.359946,186,[ 0.548  0.013  0.05   0.037 -0.002  0.102  0.114 -0.537  0.     0.  0.    -1.455],184.52908,0.0043000886,99.72502,4.770772,498.23993,0.004729743
51.19,1.5107759,100,18700,17.10426,474.97584157268005,0.041126426,385.75818,268.00348,0.30893332,474.97586,1430.170625925064,838674,9.35997,-0.047565073,689.908,-1,True,414.9913,1403985.1,304.14984,36.279736,3.3259375,0.015107759,,2.7563596,9.35997,187,[ 0.552  0.012  0.05   0.04  -0.002  0.103  0.116 -0.548  0.     0.  0.    -1.468],170.82599,0.00041126425,96.55073,30.893332,758.61285,0.033259373
