J,AvgRet,VarRet,IterType,VanillaAvgRet,VarNormIw,ESSRenyi,Bound,MaxNormIw,AvgDiscRet,ESSClassic,Delta,VarVanillaIw,BatchSize,VarJ,AvgVanillaIw,AvgEpLen,MaxVanillaIw,MinNormIw,eRenyi2,EpsThisIter,MinVanillaIw,VarDiscRet,AvgNormIw
-449.705,-453.733933598,1420.61092293,1,-453.733933598,3.98915e-06,96.4518124854,-561.236,0.014588,-453.733933598,96.2007855012,0.2,0.039805,100,36.6471,0.998915,500.0,1.45722,0.00533804,1.03679,100,0.533225,1420.61092293,0.01
-452.917,-457.019966404,1656.31899074,1,-457.019966404,9.82007e-06,96.242202543,-574.846,0.0329438,-457.019966404,91.139518296,0.2,0.101244,100,43.3022,1.01538,500.0,3.34503,0.00562993,1.03905,100,0.57165,1656.31899074,0.01
-454.054,-455.896183242,1603.24367,1,-455.896183242,2.31049e-06,98.3793562811,-569.501,0.01356,-455.896183242,97.7637376734,0.2,0.0225448,100,39.7332,0.987804,500.0,1.33946,0.0060177,1.01647,100,0.594431,1603.24367,0.01
-447.4,-451.531332714,1792.77727584,1,-451.531332714,6.00985e-06,96.4261460063,-567.837,0.0209949,-451.531332714,94.3843981801,0.2,0.0562386,100,42.1886,0.967354,500.0,2.03095,0.00573474,1.03706,100,0.554752,1792.77727584,0.01
-444.513,-446.216429625,1242.48769514,1,-446.216429625,1.60191e-06,98.465491098,-556.468,0.0143508,-446.216429625,98.438875929,0.2,0.015576,100,35.7051,0.986073,500.0,1.4151,0.00680901,1.01558,100,0.671419,1242.48769514,0.01
-441.487,-444.751104338,1476.613428,1,-444.751104338,4.68408e-06,96.8568825059,-550.524,0.0213692,-444.751104338,95.5682662413,0.2,0.0458693,100,39.7096,0.989576,500.0,2.11464,0.00570222,1.03245,100,0.564278,1476.613428,0.01
-448.93,-452.745448116,1627.85177126,1,-452.745448116,3.56142e-06,96.6420251972,-557.913,0.0145038,-452.745448116,96.5942755101,0.2,0.0361816,100,40.1018,1.00793,500.0,1.46188,0.00466241,1.03475,100,0.46994,1627.85177126,0.01
-453.523,-455.338010712,1502.76075837,1,-455.338010712,1.59107e-06,98.3563901459,-563.886,0.0143174,-455.338010712,98.4492665526,0.2,0.0162593,100,38.7411,1.0109,500.0,1.44734,0.00691594,1.01671,100,0.69913,1502.76075837,0.01
-446.347,-447.988247388,1321.65558988,1,-447.988247388,1.84153e-06,98.5215440359,-557.338,0.0142342,-447.988247388,98.2095289331,0.2,0.0191204,100,35.9643,1.01896,500.0,1.45041,0.00636885,1.01501,100,0.648963,1321.65558988,0.01
-442.444,-443.915918845,1272.33812832,1,-443.915918845,1.22588e-06,98.6344562517,-551.776,0.0132155,-443.915918845,98.8009607243,0.2,0.0122924,100,35.4228,1.00137,500.0,1.32335,0.00640067,1.01384,100,0.640942,1272.33812832,0.01
-436.695,-441.763752112,1357.18852263,1,-441.763752112,2.10628e-05,94.4055699301,-544.015,0.0493433,-441.763752112,82.7456774632,0.2,0.213121,100,43.0994,1.0059,500.0,4.96343,0.00423593,1.05926,100,0.426092,1357.18852263,0.01
-438.501,-440.687814227,1681.24905893,1,-440.687814227,2.42352e-06,98.2480715177,-559.001,0.0144737,-440.687814227,97.6569613878,0.2,0.0243984,100,38.0517,1.00336,500.0,1.45224,0.00623413,1.01783,100,0.625508,1681.24905893,0.01
-437.565,-440.709480281,1489.79992047,1,-440.709480281,3.26944e-06,97.1304929085,-547.875,0.0184447,-440.709480281,96.8647288641,0.2,0.0318638,100,39.207,0.987216,500.0,1.82089,0.00522759,1.02954,100,0.516076,1489.79992047,0.01
-433.89,-436.276316419,1567.62273244,1,-436.276316419,3.005e-06,97.8741223266,-545.944,0.0143896,-436.276316419,97.1109933039,0.2,0.0310014,100,39.3791,1.01571,500.0,1.46156,0.00562781,1.02172,100,0.57162,1567.62273244,0.01
-440.066,-442.050449411,1560.78573173,1,-442.050449411,1.6912e-06,98.3703692585,-557.639,0.0135982,-442.050449411,98.3533003316,0.2,0.0171245,100,38.9965,1.00626,500.0,1.36833,0.00772017,1.01657,100,0.776852,1560.78573173,0.01
-436.63,-439.617884442,1483.09234667,1,-439.617884442,2.97153e-06,97.2896001035,-545.699,0.0168602,-439.617884442,97.1422440528,0.2,0.0293359,100,37.3517,0.993595,500.0,1.67522,0.00510228,1.02786,100,0.50696,1483.09234667,0.01
-439.879,-443.472874745,1366.54289247,1,-443.472874745,4.68404e-06,97.1161556089,-549.831,0.0135013,-443.472874745,95.5682918537,0.2,0.0443915,100,36.5221,0.973509,500.0,1.31436,0.00319148,1.02969,100,0.310694,1366.54289247,0.01
-442.127,-445.694639652,1529.03129304,1,-445.694639652,3.38228e-06,96.8178460629,-552.354,0.0128375,-445.694639652,96.7600227714,0.2,0.0342015,100,37.2255,1.00558,500.0,1.29092,0.00337097,1.03287,100,0.33898,1529.03129304,0.01
-441.632,-444.164210511,1523.81916928,1,-444.164210511,2.5568e-06,97.761781084,-558.82,0.0125743,-444.164210511,97.5312604917,0.2,0.0252824,100,37.8081,0.994398,500.0,1.25039,0.00479597,1.02289,100,0.476911,1523.81916928,0.01
-440.71,-441.711950167,1722.32998047,1,-441.711950167,7.21198e-07,99.1322421384,-559.149,0.0117225,-441.711950167,99.2910760576,0.2,0.00715111,100,41.5244,0.995771,500.0,1.1673,0.00782652,1.00875,100,0.779343,1722.32998047,0.01
-428.876,-434.138549184,1791.24392608,1,-434.138549184,2.52219e-05,94.0032871871,-554.986,0.0505688,-434.138549184,80.0194051053,0.2,0.297386,100,59.6114,1.08585,500.0,5.49103,0.00465797,1.06379,100,0.505787,1791.24392608,0.01
-434.58,-436.821835509,1414.79215711,1,-436.821835509,2.75823e-06,97.9377358222,-545.769,0.0144661,-436.821835509,97.3419215884,0.2,0.0267615,100,37.9464,0.985008,500.0,1.42492,0.0063187,1.02106,100,0.622397,1414.79215711,0.01
-436.187,-438.994991053,1346.24612624,1,-438.994991053,3.57916e-06,97.3726383217,-548.007,0.015104,-438.994991053,96.5778737468,0.2,0.0351335,100,36.7957,0.990764,500.0,1.49645,0.00586772,1.02698,100,0.581353,1346.24612624,0.01
-437.035,-439.51655459,1468.38170991,1,-439.51655459,2.51388e-06,97.65265299,-543.755,0.013866,-439.51655459,97.5717151466,0.2,0.0257094,100,39.3958,1.01128,500.0,1.40225,0.00656884,1.02404,100,0.664297,1468.38170991,0.01
-431.525,-434.212376846,1901.39995128,1,-434.212376846,2.49306e-06,97.6346269139,-543.765,0.0141877,-434.212376846,97.5913290477,0.2,0.0256424,100,43.1545,1.01418,500.0,1.43888,0.00660004,1.02423,100,0.66936,1901.39995128,0.01
-433.339,-434.529232714,1477.64664499,1,-434.529232714,1.08107e-06,99.0020027923,-548.6,0.0125529,-434.529232714,98.9410888862,0.2,0.010949,100,37.5437,1.00637,500.0,1.2633,0.00735564,1.01008,100,0.740253,1477.64664499,0.01
-432.08,-434.512978692,1464.26790727,1,-434.512978692,2.93915e-06,97.7702812009,-546.438,0.0142397,-434.512978692,97.1725167371,0.2,0.0287346,100,38.5689,0.988762,500.0,1.40797,0.00557802,1.02281,100,0.551533,1464.26790727,0.01
-436.123,-437.86059412,1743.82460018,1,-437.86059412,2.09138e-06,98.3051097725,-545.397,0.0137698,-437.86059412,97.971555817,0.2,0.0206391,100,40.3596,0.993412,500.0,1.36791,0.00670883,1.01724,100,0.666463,1743.82460018,0.01
-433.525,-436.978839201,1847.12050636,1,-436.978839201,4.06106e-06,96.6520800352,-547.969,0.0202646,-436.978839201,96.1349170445,0.2,0.0401199,100,45.7967,0.99394,500.0,2.01418,0.00461732,1.03464,100,0.458934,1847.12050636,0.01
-434.389,-437.114119618,1549.20291276,1,-437.114119618,2.77393e-06,97.5551801558,-545.268,0.014226,-437.114119618,97.3272045253,0.2,0.027277,100,40.1549,0.991632,500.0,1.4107,0.00536017,1.02506,100,0.531532,1549.20291276,0.01
-439.858,-442.348787582,1553.02781855,1,-442.348787582,3.69415e-06,97.8902949647,-554.316,0.0140534,-442.348787582,96.4718102791,0.2,0.0346799,100,38.6875,0.968905,500.0,1.36164,0.00341389,1.02155,100,0.330774,1553.02781855,0.01
-432.704,-434.930116539,1442.99393886,1,-434.930116539,2.96642e-06,97.9060387238,-540.306,0.0185175,-434.930116539,97.1470466637,0.2,0.0291425,100,38.6401,0.991168,500.0,1.83539,0.00582416,1.02139,100,0.577272,1442.99393886,0.01
-427.525,-428.880805673,1321.50070128,1,-428.880805673,1.41128e-06,98.7511033353,-535.734,0.0130016,-428.880805673,98.622084214,0.2,0.0132032,100,36.6426,0.967238,500.0,1.25756,0.00663306,1.01265,100,0.641575,1321.50070128,0.01
-420.535,-421.631486533,1122.34255649,1,-421.631486533,1.05757e-06,98.9389951084,-520.006,0.0138518,-421.631486533,98.9638688907,0.2,0.0104132,100,34.1783,0.99229,500.0,1.3745,0.00677667,1.01072,100,0.672442,1122.34255649,0.01
-425.905,-428.069667331,1588.79852941,1,-428.069667331,2.17284e-06,98.2079748508,-551.237,0.0137022,-428.069667331,97.894186477,0.2,0.022912,100,39.2389,1.02687,500.0,1.40704,0.0072659,1.01825,100,0.746116,1588.79852941,0.01
-389.398,-421.036668699,1381.65788415,1,-421.036668699,0.00100718,68.849500549,-517.833,0.322233,-421.036668699,9.11485634816,0.2,19.1131,100,212.845,1.37756,500.0,44.3896,0.00168953,1.45244,100,0.232743,1381.65788415,0.01
-420.852,-423.187991774,1165.84631762,1,-423.187991774,2.59919e-06,97.7846185266,-523.923,0.0139173,-423.187991774,97.4913508506,0.2,0.025382,100,34.5231,0.988197,500.0,1.3753,0.00472082,1.02266,100,0.46651,1165.84631762,0.01
-424.935,-426.160470076,1173.39171403,1,-426.160470076,1.57559e-06,98.8334771899,-529.663,0.0157536,-426.160470076,98.4641150462,0.2,0.0161612,100,33.5107,1.01278,500.0,1.5955,0.00810013,1.0118,100,0.820366,1173.39171403,0.01
-419.985,-423.899042223,1266.24910257,1,-423.899042223,9.62251e-06,96.3236718476,-529.664,0.0330511,-423.899042223,91.3022851724,0.2,0.0986537,100,38.2363,1.01254,500.0,3.34655,0.00237235,1.03817,100,0.24021,1266.24910257,0.01
-417.241,-421.079582939,1325.46081305,1,-421.079582939,4.91212e-06,96.316129153,-522.255,0.018056,-421.079582939,95.3624995307,0.2,0.0496036,100,38.905,1.0049,500.0,1.81445,0.00632954,1.03825,100,0.636055,1325.46081305,0.01
-420.866,-422.975025242,1277.79645777,1,-422.975025242,2.16495e-06,97.9624744966,-527.162,0.0156633,-422.975025242,97.901681528,0.2,0.0214896,100,37.1996,0.996301,500.0,1.56054,0.00721547,1.0208,100,0.718878,1277.79645777,0.01
-422.338,-424.309710211,1309.80330378,1,-424.309710211,2.69878e-06,98.0717347186,-528.498,0.0149225,-424.309710211,97.3977170875,0.2,0.0264953,100,36.875,0.990833,500.0,1.47857,0.00647198,1.01966,100,0.641265,1309.80330378,0.01
-424.073,-425.792889322,1560.71632591,1,-425.792889322,2.57463e-06,98.5236847254,-529.174,0.0131907,-425.792889322,97.5144897655,0.2,0.025046,100,39.1604,0.986305,500.0,1.30101,0.00365803,1.01498,100,0.360794,1560.71632591,0.01
-424.366,-425.621769464,1114.2169084,1,-425.621769464,1.57089e-06,98.8022334188,-526.421,0.0138569,-425.621769464,98.468632212,0.2,0.015455,100,34.105,0.991886,500.0,1.37445,0.00588677,1.01212,100,0.583901,1114.2169084,0.01
-425.539,-427.056142329,1059.93073705,1,-427.056142329,1.66637e-06,98.5286260235,-529.655,0.0131333,-427.056142329,98.3770536631,0.2,0.0163078,100,32.249,0.989266,500.0,1.29923,0.00568332,1.01493,100,0.562231,1059.93073705,0.01
-413.659,-419.479981123,1848.72418921,1,-419.479981123,6.01018e-06,95.4887021194,-532.337,0.0146534,-419.479981123,94.3841074942,0.2,0.0629107,100,39.4267,1.0231,500.0,1.49919,0.00400976,1.04724,100,0.41024,1848.72418921,0.01
-418.457,-420.575890145,1160.72601504,1,-420.575890145,2.62745e-06,97.8338282012,-520.966,0.0152882,-420.575890145,97.4648161618,0.2,0.0267498,100,34.0396,1.009,500.0,1.54258,0.00595838,1.02214,100,0.601203,1160.72601504,0.01
-417.213,-419.944461298,1421.04563106,1,-419.944461298,2.60454e-06,97.4239459018,-521.112,0.0131076,-419.944461298,97.4863204349,0.2,0.0269509,100,37.4582,1.01724,500.0,1.33335,0.0052718,1.02644,100,0.536266,1421.04563106,0.01
-406.938,-410.196512623,1760.33463588,1,-410.196512623,3.56508e-06,97.0031685636,-513.888,0.0173965,-410.196512623,96.5908804006,0.2,0.0366998,100,41.8597,1.0146,500.0,1.76505,0.0062964,1.03089,100,0.638836,1760.33463588,0.01
-413.866,-416.1650028,1507.53091197,1,-416.1650028,2.18044e-06,97.854119508,-518.968,0.0148277,-416.1650028,97.8869805898,0.2,0.022504,100,39.5071,1.01592,500.0,1.50637,0.00695194,1.02193,100,0.706258,1507.53091197,0.01
-408.24,-411.098385586,1448.23723492,1,-411.098385586,2.79223e-06,97.3887587061,-512.737,0.0163387,-411.098385586,97.3100618905,0.2,0.0281353,100,36.8667,1.00381,500.0,1.64009,0.00621212,1.02681,100,0.623578,1448.23723492,0.01
-413.505,-415.184989771,1348.86064878,1,-415.184989771,1.65953e-06,98.403325857,-521.947,0.0136171,-415.184989771,98.3836218553,0.2,0.0168873,100,36.1194,1.00876,500.0,1.37364,0.00661435,1.01623,100,0.66723,1348.86064878,0.01
-411.426,-413.208369351,1140.23713317,1,-413.208369351,1.83501e-06,98.2529852078,-514.454,0.0143009,-413.208369351,98.2157519627,0.2,0.0176189,100,34.098,0.979876,500.0,1.40131,0.00691178,1.01778,100,0.677269,1140.23713317,0.01
-412.864,-415.578293219,1704.47262542,1,-415.578293219,3.62113e-06,97.534139416,-528.264,0.0152967,-415.578293219,96.5391343309,0.2,0.0361627,100,41.0583,0.999329,500.0,1.52864,0.00434278,1.02528,100,0.433987,1704.47262542,0.01
-416.457,-417.363246572,1787.92828225,1,-417.363246572,7.69832e-07,99.1925287,-528.775,0.0127774,-417.363246572,99.2436806318,0.2,0.00766944,100,41.6929,0.998123,500.0,1.27534,0.00711208,1.00814,100,0.709872,1787.92828225,0.01
-407.824,-412.053606291,1337.97957595,1,-412.053606291,6.75034e-06,95.8029407361,-509.731,0.0203309,-412.053606291,93.7357858479,0.2,0.0684545,100,40.0929,1.00702,500.0,2.04737,0.00606393,1.04381,100,0.61065,1337.97957595,0.01
-411.182,-413.130017074,1362.7667848,1,-413.130017074,2.15801e-06,98.2244650416,-517.477,0.0147479,-413.130017074,97.9082803023,0.2,0.0227163,100,36.2459,1.02599,500.0,1.51312,0.00648258,1.01808,100,0.665105,1362.7667848,0.01
-408.827,-410.447442276,1275.30712415,1,-410.447442276,1.9684e-06,98.3033817639,-509.663,0.0138379,-410.447442276,98.088509343,0.2,0.0190719,100,35.03,0.984329,500.0,1.36211,0.00636935,1.01726,100,0.626953,1275.30712415,0.01
-411.732,-413.275724789,1419.14970994,1,-413.275724789,1.68679e-06,98.5754598738,-517.931,0.0132826,-413.275724789,98.3575044699,0.2,0.0171015,100,37.3234,1.0069,500.0,1.33742,0.00633573,1.01445,100,0.637945,1419.14970994,0.01
-409.221,-411.323231765,1548.89386057,1,-411.323231765,2.45338e-06,98.1608576961,-521.257,0.0132363,-411.323231765,97.6287527068,0.2,0.0242534,100,38.5948,0.99427,500.0,1.31604,0.00566451,1.01874,100,0.563205,1548.89386057,0.01
-411.561,-414.319630127,1911.81583983,1,-414.319630127,2.61995e-06,97.5047769577,-527.167,0.0134076,-414.319630127,97.4718645899,0.2,0.0273203,100,43.3398,1.02117,500.0,1.36913,0.00492742,1.02559,100,0.503171,1911.81583983,0.01
-406.031,-410.162026834,1497.08586947,1,-410.162026834,5.50956e-06,95.8454007368,-512.002,0.0195231,-410.162026834,94.8276824858,0.2,0.0536625,100,42.3047,0.986909,500.0,1.92675,0.00555209,1.04335,100,0.547941,1497.08586947,0.01
-403.542,-406.472403547,1558.44660368,1,-406.472403547,3.53068e-06,97.3545120917,-510.147,0.0126293,-406.472403547,96.6226581439,0.2,0.0358358,100,39.0371,1.00746,500.0,1.27235,0.0033141,1.02717,100,0.333884,1558.44660368,0.01
-401.328,-404.034768713,1402.68584005,1,-404.034768713,2.94175e-06,97.256719885,-501.929,0.0168201,-404.034768713,97.1700751687,0.2,0.0297694,100,36.6872,1.00596,500.0,1.69204,0.00388715,1.02821,100,0.391033,1402.68584005,0.01
-407.734,-410.001504545,1255.72228727,1,-410.001504545,2.95883e-06,97.7912985575,-508.182,0.014289,-410.001504545,97.1541276893,0.2,0.0280125,100,35.1342,0.973007,500.0,1.39033,0.00634936,1.02259,100,0.617797,1255.72228727,0.01
-412.562,-416.1394223,1954.66781025,1,-416.1394223,4.34888e-06,96.8426929414,-533.497,0.0157598,-416.1394223,95.8723418514,0.2,0.0452474,100,45.2599,1.02002,500.0,1.60752,0.00565632,1.0326,100,0.576955,1954.66781025,0.01
-404.768,-406.189106033,1325.50701475,1,-406.189106033,1.67312e-06,98.547423685,-509.084,0.0152322,-406.189106033,98.37060572,0.2,0.0169942,100,37.4956,1.00783,500.0,1.53515,0.006679,1.01474,100,0.673129,1325.50701475,0.01
-402.219,-408.818568754,1647.71004464,1,-408.818568754,4.77177e-05,91.1425093686,-511.843,0.0734184,-408.818568754,67.9160825441,0.2,0.489127,100,67.8208,1.01244,500.0,7.4332,0.00357094,1.09718,100,0.361538,1647.71004464,0.01
-405.134,-407.629650743,1279.67849882,1,-407.629650743,2.57222e-06,97.6577233127,-509.525,0.0136357,-407.629650743,97.5167332068,0.2,0.0254903,100,35.4108,0.995482,500.0,1.35741,0.00526924,1.02398,100,0.524543,1279.67849882,0.01
-399.569,-401.351264623,1296.78764673,1,-401.351264623,1.92547e-06,98.3985933352,-510.565,0.0133732,-401.351264623,98.1294371022,0.2,0.0196533,100,35.0946,1.0103,500.0,1.3511,0.00591537,1.01627,100,0.597629,1296.78764673,0.01
-386.392,-398.914963874,1721.54713574,1,-398.914963874,0.000409486,83.7357659266,-506.77,0.203619,-398.914963874,19.7866356069,0.2,6.65561,100,117.814,1.27489,500.0,25.9592,0.00391745,1.19423,100,0.499433,1721.54713574,0.01
-404.446,-406.495702542,1421.91318997,1,-406.495702542,2.60817e-06,97.986103989,-507.268,0.0128519,-406.495702542,97.4829112269,0.2,0.0254168,100,38.7881,0.987171,500.0,1.2687,0.00558324,1.02055,100,0.551161,1421.91318997,0.01
-408.862,-410.111991665,1525.71098445,1,-410.111991665,2.58719e-06,98.8182136993,-520.217,0.0214135,-410.111991665,97.5026238225,0.2,0.0267426,100,38.7283,1.01669,500.0,2.17708,0.00617678,1.01196,100,0.627986,1525.71098445,0.01
-399.566,-404.212625799,1621.72055931,1,-404.212625799,5.17204e-06,96.0372177923,-511.915,0.0186214,-404.212625799,95.1290812247,0.2,0.0493372,100,39.2558,0.976689,500.0,1.81873,0.0051614,1.04126,100,0.504108,1621.72055931,0.01
-406.88,-408.800483379,1490.26214092,1,-408.800483379,2.24301e-06,98.2621809976,-516.661,0.0140462,-408.800483379,97.8276535348,0.2,0.0225202,100,37.4866,1.00201,500.0,1.40744,0.00586581,1.01769,100,0.587757,1490.26214092,0.01
-407.537,-408.010215368,1326.6740579,1,-408.010215368,3.08755e-07,99.5448538222,-513.337,0.0113881,-408.010215368,99.6952607219,0.2,0.00309893,100,36.4367,1.00184,500.0,1.1409,0.0081093,1.00457,100,0.812422,1326.6740579,0.01
-404.647,-407.582651755,1689.93570653,1,-407.582651755,5.69884e-06,97.0611846114,-508.293,0.0231137,-407.582651755,94.6594394013,0.2,0.0587208,100,42.3782,1.01509,500.0,2.34624,0.00612471,1.03028,100,0.621711,1689.93570653,0.01
-399.397,-401.181772916,1702.85810171,1,-401.181772916,1.88024e-06,98.3934919557,-505.611,0.0142504,-401.181772916,98.1725613975,0.2,0.0181188,100,40.4206,0.981653,500.0,1.3989,0.00618953,1.01633,100,0.607597,1702.85810171,0.01
-401.057,-403.224625624,1526.03367571,1,-403.224625624,2.07842e-06,98.0449354076,-508.664,0.0132964,-403.224625624,97.9838411887,0.2,0.0210771,100,38.1913,1.00702,500.0,1.33898,0.00630138,1.01994,100,0.634563,1526.03367571,0.01
-397.853,-399.822012756,1778.39954292,1,-399.822012756,2.02926e-06,98.1988696711,-503.255,0.0155579,-399.822012756,98.0306293543,0.2,0.0206937,100,41.6067,1.00984,500.0,1.57109,0.00589878,1.01834,100,0.595679,1778.39954292,0.01
-390.561,-393.984049069,1611.81155302,1,-393.984049069,4.56454e-06,96.5162772546,-491.113,0.0145002,-393.984049069,95.6764727122,0.2,0.0442619,100,40.8587,0.984728,500.0,1.42787,0.00493238,1.03609,100,0.485705,1611.81155302,0.01
-400.92,-402.364982322,1317.15514006,1,-402.364982322,1.83031e-06,98.6127851355,-502.266,0.0123558,-402.364982322,98.2202554342,0.2,0.0177729,100,35.9049,0.985409,500.0,1.21755,0.00526025,1.01407,100,0.518349,1317.15514006,0.01
-398.012,-399.56878319,1715.29969312,1,-399.56878319,1.57957e-06,98.5105180658,-499.894,0.0129091,-399.56878319,98.4603172094,0.2,0.0156315,100,40.5775,0.994789,500.0,1.28418,0.00633124,1.01512,100,0.629824,1715.29969312,0.01
-396.297,-398.264023817,1291.15240675,1,-398.264023817,2.33575e-06,98.0037677544,-500.225,0.0157021,-398.264023817,97.7398629401,0.2,0.0225574,100,35.9866,0.982722,500.0,1.54308,0.00620187,1.02037,100,0.609471,1291.15240675,0.01
-394.097,-395.068086162,1121.06426757,1,-395.068086162,1.40493e-06,99.0377108221,-499.041,0.0147989,-395.068086162,98.6282141715,0.2,0.0139996,100,33.1689,0.99823,500.0,1.47727,0.00762272,1.00972,100,0.760923,1121.06426757,0.01
-395.143,-397.144752828,1247.82837212,1,-397.144752828,2.4119e-06,97.8260129296,-491.141,0.0138396,-397.144752828,97.6679271203,0.2,0.024002,100,35.0947,0.997571,500.0,1.3806,0.00591292,1.02222,100,0.589855,1247.82837212,0.01
-390.733,-392.446016461,1439.08591082,1,-392.446016461,1.38652e-06,98.3576587133,-496.54,0.013076,-392.446016461,98.6459657937,0.2,0.0134404,100,36.5418,0.984563,500.0,1.28742,0.00649346,1.0167,100,0.639322,1439.08591082,0.01
-388.392,-391.08553998,1638.42560725,1,-391.08553998,2.62472e-06,97.3071377872,-488.15,0.0129228,-391.08553998,97.4673543312,0.2,0.0261008,100,38.8582,0.997207,500.0,1.28867,0.0063513,1.02767,100,0.633357,1638.42560725,0.01
-391.084,-393.13317879,1223.23149573,1,-393.13317879,2.97259e-06,97.8792956189,-492.285,0.0183524,-393.13317879,97.1412453386,0.2,0.0292942,100,36.5978,0.992713,500.0,1.82186,0.00660616,1.02167,100,0.655802,1223.23149573,0.01
-394.933,-397.403574194,1357.10690938,1,-397.403574194,2.96739e-06,97.4706978747,-495.519,0.0127514,-397.403574194,97.1461324398,0.2,0.0295528,100,35.8416,0.997957,500.0,1.27253,0.00457764,1.02595,100,0.456829,1357.10690938,0.01
-384.846,-386.613565066,1331.89690343,1,-386.613565066,1.77418e-06,98.300928096,-489.738,0.0133969,-386.613565066,98.2738822488,0.2,0.0174407,100,34.2119,0.991478,500.0,1.32828,0.00681229,1.01728,100,0.675423,1331.89690343,0.01
-395.216,-396.820887775,1432.09054192,1,-396.820887775,1.44968e-06,98.4434204943,-497.716,0.0149819,-396.820887775,98.5851143613,0.2,0.0150183,100,37.7071,1.01783,500.0,1.5249,0.00790215,1.01581,100,0.804303,1432.09054192,0.01
-381.675,-384.571437646,1177.93990577,1,-384.571437646,3.58544e-06,97.1862518068,-483.809,0.0150586,-384.571437646,96.5720842853,0.2,0.0356093,100,35.8284,0.996576,500.0,1.50071,0.00504472,1.02895,100,0.502744,1177.93990577,0.01
-386.115,-389.217262124,1810.18926358,1,-389.217262124,3.58964e-06,97.318099228,-497.048,0.014749,-389.217262124,96.5681983112,0.2,0.0351394,100,41.1814,0.9894,500.0,1.45927,0.0044495,1.02756,100,0.440233,1810.18926358,0.01
-386.718,-389.434730493,1389.90658678,1,-389.434730493,3.48867e-06,97.2686737564,-492.865,0.0138333,-389.434730493,96.6615246546,0.2,0.0326851,100,36.7406,0.967933,500.0,1.33897,0.00546457,1.02808,100,0.528933,1389.90658678,0.01
-382.644,-384.398174279,1679.20467394,1,-384.398174279,1.75629e-06,98.1471677269,-481.952,0.0144424,-384.398174279,98.2909920969,0.2,0.018353,100,41.0582,1.02225,500.0,1.47637,0.00604213,1.01888,100,0.617655,1679.20467394,0.01
-376.347,-377.359911332,1160.35537201,1,-377.359911332,1.04755e-06,98.9665890454,-472.38,0.0124841,-377.359911332,98.9735862862,0.2,0.0101475,100,34.1975,0.984218,500.0,1.2287,0.0076081,1.01044,100,0.748803,1160.35537201,0.01
-386.822,-389.516711852,1283.21734882,1,-389.516711852,3.50655e-06,97.4828856608,-493.914,0.0145817,-389.516711852,96.6450087167,0.2,0.0325043,100,35.058,0.962786,500.0,1.40391,0.00570769,1.02582,100,0.549529,1283.21734882,0.01
-380.454,-383.483213208,1548.76405695,1,-383.483213208,4.1387e-06,97.132101199,-481.0,0.0148751,-383.483213208,96.0639882758,0.2,0.0398856,100,38.6069,0.981693,500.0,1.46027,0.00250559,1.02953,100,0.245972,1548.76405695,0.01
-384.063,-387.818199691,1518.23728042,1,-387.818199691,3.40573e-06,96.8035338807,-500.811,0.0138546,-387.818199691,96.7383100215,0.2,0.0323043,100,35.6485,0.973924,500.0,1.34934,0.0040117,1.03302,100,0.390709,1518.23728042,0.01
-380.935,-385.336583118,1702.81987017,1,-385.336583118,6.02889e-06,95.6791690704,-484.069,0.0184801,-385.336583118,94.3675745237,0.2,0.0617839,100,40.4614,1.01232,500.0,1.87078,0.00504122,1.04516,100,0.510334,1702.81987017,0.01
-383.69,-386.505934744,1595.56923961,1,-386.505934744,2.68409e-06,97.7259965395,-491.388,0.0130582,-386.505934744,97.4115433451,0.2,0.0261116,100,35.4105,0.986321,500.0,1.28796,0.00431022,1.02327,100,0.425126,1595.56923961,0.01
-384.53,-386.245398143,1451.15996958,1,-386.245398143,1.97921e-06,98.393203432,-489.369,0.0131299,-386.245398143,98.0782635714,0.2,0.0190738,100,36.2329,0.981687,500.0,1.28894,0.00622351,1.01633,100,0.610954,1451.15996958,0.01
-378.656,-379.363676185,1567.10035116,1,-379.363676185,4.94279e-07,99.2669123151,-479.395,0.0116603,-379.363676185,99.5130245892,0.2,0.00492284,100,39.4136,0.99798,500.0,1.16367,0.00854683,1.00739,100,0.852957,1567.10035116,0.01
-380.8,-382.004346388,1602.63397404,1,-382.004346388,1.11252e-06,98.8879215886,-489.245,0.0139646,-382.004346388,98.9106125037,0.2,0.0111448,100,39.6036,1.00088,500.0,1.39769,0.00778811,1.01125,100,0.779498,1602.63397404,0.01
-380.366,-382.095839348,1352.86938623,1,-382.095839348,2.2005e-06,98.132723897,-476.153,0.0127093,-382.095839348,97.8679462032,0.2,0.0213864,100,37.8123,0.985845,500.0,1.25294,0.00494014,1.01903,100,0.487021,1352.86938623,0.01
-378.811,-380.362976469,1429.07859676,1,-380.362976469,2.03305e-06,98.4219256142,-476.299,0.0118975,-380.362976469,98.0269859946,0.2,0.0196647,100,37.0405,0.983491,500.0,1.17011,0.00580059,1.01603,100,0.570483,1429.07859676,0.01
-381.041,-383.605933927,1593.50404125,1,-383.605933927,2.79158e-06,97.4309275477,-480.83,0.0140131,-383.605933927,97.3106573991,0.2,0.0276569,100,38.9673,0.995352,500.0,1.3948,0.00649166,1.02637,100,0.646149,1593.50404125,0.01
